HOnored	HOnored	j-vvn	Honoured	honour	0
affirm	affirm	vvi	affirm	affirm	0
that	that	cst	that	that	0
his	his	po31	his	his	0
soul	soul	n1	soul	soul	0
abhors	abhors	vvz	abhors	abhor	0
it	it	pn31	it	it	0
;	;	;	;	;	0
And	And	cc	And	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
deal	deal	vvi	deal	deal	0
plainly	plainly	av-j	plainly	plain	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
friend	friend	n1	friend	friend	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
what	what	r-crq	what	what	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
and	and	cc	and	and	0
judge	judge	vvi	judge	judge	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
a	a	dt	a	a	0
zeal	zeal	n1	zeal	zeal	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
true	true	j	true	true	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
or	or	cc	or	or	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
soon	soon	av	soon	soon	0
take	take	vvi	take	take	0
you	you	pn22	you	you	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
and	and	cc	and	and	0
free	free	vvb	free	free	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
soul	soul	n1	soul	soul	0
murdering	murdering	vvg	murdering	murder	0
,	,	,	,	,	0
and	and	cc	and	and	0
blood	blood	n1	blood	blood	0
thirsty	thirsty	j	thirsty	thirsty	0
lie	lie	n1	lie	lie	0
.	.	.	.	.	1
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
this	this	d	this	this	0
Narrative	Narrative	np1	Narrative	Narrative	0
brought	brought	vvd	brought	bring	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
view	view	n1	view	view	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
point	point	n1	point	point	0
forst	forst	vvd	forced	force	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
friends	friends	n2	friends	friend	0
&	&	cc	&	and	0
agent	agent	n1	agent	agent	0
here	here	av	here	here	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
also	also	av	also	also	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
contained	contained	vvn	contained	contain	0
therein	therein	av	therein	therein	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
less	less	dc	less	less	0
than	than	cs	than	than	0
of	of	pp-f	of	of	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lick	lick	n1	lick	lick	0
concernment	concernment	n1	concernment	concernment	0
,	,	,	,	,	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
corner	corner	n1	corner	corner	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
zeal	zeal	n1	zeal	zeal	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
wherin	wherin	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
you	you	pn22	you	you	0
glory	glory	n1	glory	glory	0
and	and	cc	and	and	0
count	count	vvb	count	count	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
herein	herein	av	herein	herein	0
a	a	dt	a	a	0
worthy	worthy	j	worthy	worthy	0
pattern	pattern	n1	pattern	pattern	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
that	that	cst	that	that	0
sear	sear	vvb	sear	fear	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
their	their	po32	their	their	0
might	might	n1	might	might	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
conformed	conformed	vvn	conformed	conform	0
to	to	p-acp	to	to	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
then	then	av	then	then	0
save	save	vvb	save	save	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
further	further	av-j	further	further	0
your	your	po22	your	your	0
design	design	n1	design	design	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
I	I	pns11	I	i	0
publish	publish	vvb	publish	publish	0
your	your	po22	your	your	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
own	own	d	own	own	0
disgrace	disgrace	n1	disgrace	disgrace	0
and	and	cc	and	and	0
shame	shame	n1	shame	shame	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
a	a	dt	a	a	0
mistake	mistake	n1	mistake	mistake	0
,	,	,	,	,	0
and	and	cc	and	and	0
falsehood	falsehood	n1	falsehood	falsehood	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
then	then	av	then	then	0
hereby	hereby	av	hereby	hereby	0
give	give	vvi	give	give	0
occasion	occasion	n1	occasion	occasion	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
faithful	faithful	j	faithful	faithful	0
friends	friends	n2	friends	friend	0
(	(	(	(	(	0
whose	whose	rg-crq	whose	who	0
words	words	n2	words	word	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
prevailing	prevailing	j-vvg	prevailing	prevail	0
power	power	n1	power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
force	force	vvi	force	force	0
than	than	cs	than	than	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
prejudice	prejudice	n1	prejudice	prejudice	0
for	for	p-acp	for	for	0
present	present	j	present	present	0
,	,	,	,	,	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
friendly	friendly	j	friendly	friendly	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
plainly	plainly	av-j	plainly	plain	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
but	but	p-acp	but	but	0
glory	glory	n1	glory	glory	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
time	time	n1	time	time	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
smite	smite	vvi	smite	smite	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
thigh	thigh	n1	thigh	thigh	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvb	say	say	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
fruit	fruit	n1	fruit	fruit	0
had	had	vhd	had	have	0
we	we	pns12	we	we	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
things	things	n2	things	thing	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
now	now	av	now	now	0
ashamed	ashamed	j	ashamed	ashamed	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
offensive	offensive	j	offensive	offensive	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
spirits	spirits	n2	spirits	spirit	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
my	my	po11	my	my	0
testimony	testimony	n1	testimony	testimony	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
thing	thing	n1	thing	thing	0
sake	sake	n1	sake	sake	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
shame	shame	n1	shame	shame	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
entreated	entreated	vvn	entreated	entreat	0
,	,	,	,	,	0
being	being	vbg	being	be	0
also	also	av	also	also	0
strangers	strangers	n2	strangers	stranger	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
jurisdicti	jurisdicti	n1	jurisdicti	jurisdicti	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
where	where	n1	where	where	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
means	means	n2	means	mean	0
divers	divers	j	diverse	diverse	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
of	of	pp-f	of	of	0
chiefest	chiefest	js-jn	chiefest	chief	0
note	note	n1	note	note	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
highly	highly	av-j	highly	high	0
esteemed	esteemed	vvn	esteemed	esteem	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
have	have	vhb	have	have	0
enjoyed	enjoyed	vvn	enjoyed	enjoy	0
curtesies	curtesies	n2	courtesies	courtesy	0
with	with	p-acp	with	with	0
far	far	av-j	far	far	0
greater	greater	jc	greater	great	0
liberties	liberties	n2	liberties	liberty	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
no	no	dx	no	no	0
man	man	n1	man	man	0
gainsaying	gainsaying	vvg	gainsaying	gainsay	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
offend	offend	vvi	offend	offend	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
this	this	d	this	this	0
testimony	testimony	n1	testimony	testimony	0
when	when	c-crq	when	when	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
(	(	(	(	(	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
oft	oft	av	oft	oft	0
repeated	repeated	vvd	repeated	repeat	0
motion	motion	n1	motion	motion	0
)	)	)	)	)	0
would	would	vmd	would	will	0
come	come	vvi	come	come	0
forth	forth	av	forth	forth	0
to	to	pc-acp	to	to	0
oppose	oppose	vvi	oppose	oppose	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
publick	publick	j	public	public	0
,	,	,	,	,	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
open	open	j	open	open	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
confirmed	confirmed	vvn	confirmed	confirm	0
and	and	cc	and	and	0
justifyed	justifyed	vvd	justified	justify	0
▪	▪	▪	▪	▪	0
neither	neither	dx	neither	neither	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
ill	ill	j-jn	ill	ill	0
that	that	cst	that	that	0
fith	fith	zz	fith	fith	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
freedom	freedom	n1	freedom	freedom	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
equal	equal	j-jn	equal	equal	0
terms	terms	n2	terms	term	0
speak	speak	vvi	speak	speak	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
discuss	discuss	vvi	discuss	discuss	0
these	these	d	these	these	0
points	points	n2	points	point	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
sentenced	sentenced	vvn	sentenced	sentence	0
,	,	,	,	,	0
that	that	cst	that	that	0
then	then	av	then	then	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
some	some	d	some	some	0
few	few	d	few	few	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
that	that	cst	that	that	0
thereby	thereby	av	thereby	thereby	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
remind	remind	vvi	remind	remind	0
you	you	pn22	you	you	0
(	(	(	(	(	0
least	least	cs	lest	lest	0
you	you	pn22	you	you	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
slip	slip	vvi	slip	slip	0
)	)	)	)	)	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	c-acp	before	fore	0
you	you	pn22	you	you	0
as	as	a-acp	as	as	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
hand	hand	n1	hand	hand	0
from	from	p-acp	from	from	0
beneath	beneath	a-acp	beneath	beneath	0
,	,	,	,	,	0
so	so	av	so	so	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
speciall	speciall	j	special	special	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
hand	hand	n1	hand	hand	0
from	from	p-acp	from	from	0
above	above	a-acp	above	above	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
testimony	testimony	n1	testimony	testimony	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
two	two	crd	two	two	0
weighty	weighty	j	weighty	weighty	0
parti	parti	fw-la	parti	parti	0
∣	∣	sy	∣	∣	0
culars	culars	n2-j	culars	culars	0
;	;	;	;	;	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
testimony	testimony	n1	testimony	testimony	0
against	against	p-acp	against	against	0
your	your	po22	your	your	0
standing	standing	n-vvg	standing	stand	0
with	with	p-acp	with	with	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
worship	worship	n1	worship	worship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
appointed	appointed	vvd	appointed	appoint	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
plain	plain	j	plain	plain	0
terms	terms	n2	terms	term	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
now	now	av	now	now	0
a	a	dt	a	a	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
dissemble	dissemble	vvi	dissemble	dissemble	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
)	)	)	)	)	0
is	is	vbz	is	be	0
false	false	j	false	false	0
,	,	,	,	,	0
and	and	cc	and	and	0
evil	evil	j-jn	evil	evil	0
,	,	,	,	,	0
not	not	xx	not	not	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
pretend	pretend	vvb	pretend	pretend	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
disorder	disorder	n1	disorder	disorder	0
,	,	,	,	,	0
confusion	confusion	n1	confusion	confusion	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
Scripture	Scripture	n1	Scripture	scripture	0
language	language	n1	language	language	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Babel	Babel	np1	Babel	Babel	0
;	;	;	;	;	0
And	And	cc	And	and	0
secondly	secondly	ord	secondly	second	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
testimony	testimony	n1	testimony	testimony	0
,	,	,	,	,	0
or	or	cc	or	or	0
witness	witness	vvi	witness	witness	0
against	against	p-acp	against	against	0
that	that	d	that	that	0
way	way	n1	way	way	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
maintain	maintain	vvb	maintain	maintain	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
chiefly	chiefly	av-jn	chiefly	chief	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
appears	appears	vvz	appears	appear	0
by	by	p-acp	by	by	0
carnal	carnal	j	carnal	carnal	0
weapons	weapons	n2	weapons	weapon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
cannot	cannot	vmbx	cannot	can	0
reach	reach	vvi	reach	reach	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
or	or	cc	or	or	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
principal	principal	j-jn	principal	principal	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
point	point	n1	point	point	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worship	worship	n1	worship	worship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
acceptance	acceptance	n1	acceptance	acceptance	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
this	this	d	this	this	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
also	also	av	also	also	0
be	be	vbi	be	be	0
fals	fals	j	falls	false	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
far	far	av-j	far	far	0
worse	worse	jc	worse	worse	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
no	no	dx	no	no	0
way	way	n1	way	way	0
appointed	appointed	vvn	appointed	appoint	0
,	,	,	,	,	0
or	or	cc	or	or	0
approved	approved	vvn	approved	approve	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
groundedly	groundedly	av-vvn	groundedly	ground	0
expected	expected	vvn	expected	expect	0
or	or	cc	or	or	0
practised	practised	vvn	practised	practise	0
by	by	p-acp	by	by	0
Christians	Christians	np1	Christians	Christians	0
who	who	r-crq	who	who	0
first	first	ord	first	first	0
trusted	trusted	vvd	trusted	trust	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
upon	upon	p-acp	upon	upon	0
due	due	j-jn	due	due	0
examination	examination	n1	examination	examination	0
will	will	vmb	will	will	0
prove	prove	vvi	prove	prove	0
most	most	av-ds	most	most	0
unchristian	unchristian	j	unchristian	unchristian	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
;	;	;	;	;	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
use	use	vvi	use	use	0
but	but	p-acp	but	but	0
these	these	d	these	these	0
two	two	crd	two	two	0
arguments	arguments	n2	arguments	argument	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
to	to	pc-acp	to	to	0
convince	convince	vvi	convince	convince	0
you	you	pn22	you	you	0
,	,	,	,	,	0
The	The	dt	The	the	0
first	first	ord	first	first	0
