NEuer	NEuer	av-x	Never	never	0
,	,	,	,	,	0
toward	toward	p-acp	towards	towards	0
these	these	d	these	these	0
accidents	accidents	n2	accidents	accident	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
quir'd	quir'd	vvd	quired	quire	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
that	that	d	that	that	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
reputation	reputation	n1	reputation	reputation	0
most	most	av-ds	most	most	0
tenderly	tenderly	av-j	tenderly	tender	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
friend	friend	n1	friend	friend	0
is	is	vbz	is	be	0
also	also	av	also	also	0
defen	defen	vvb	defen	defen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
now	now	av	now	now	0
render	render	vvb	render	render	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
grate	grate	vvi	grate	grate	0
∣	∣	sy	∣	∣	0
full	full	av-j	full	full	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
studious	studious	j	studious	studious	0
to	to	pc-acp	to	to	0
iustifie	iustifie	vvi	justify	justify	0
the	the	dt	the	the	0
bounty	bounty	n1	bounty	bounty	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
act	act	n1	act	act	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
though	though	cs	though	though	0
your	your	po22	your	your	0
mere	mere	j	mere	mere	0
authority	authority	n1	authority	authority	0
were	were	vbdr	were	be	0
satisfying	satisfying	vvg	satisfying	satisfy	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
an	an	dt	and	a	0
age	age	n1	age	age	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
Poetrie	Poetrie	n1	Poetry	poetry	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Profes	Profes	vvb	Profess	profess	0
∣	∣	sy	∣	∣	0
sors	sors	ng2	sors	sors	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
heare	heare	vvi	hear	hear	0
so	so	av	so	so	0
ill	ill	av-jn	ill	ill	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
all	all	d	all	all	0
sides	sides	n2	sides	side	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
will	will	vmb	will	will	0
a	a	dt	a	a	0
reason	reason	n1	reason	reason	0
bee	bee	vbi	be	be	0
look'd	look'd	vvn	looked	look	0
for	for	p-acp	for	for	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
subiect	subiect	n-jn	subject	subject	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
certayne	certayne	j	certain	certain	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
fore-head	fore-head	n1	forehead	forehead	0
be	be	vbi	be	be	0
oppos'd	oppos'd	vvn	opposed	oppose	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
too-much	too-much	av	too-much	too-much	0
licence	licence	n1	licence	licence	0
of	of	pp-f	of	of	0
Poetasters	Poetasters	n2	Poetasters	poetaster	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
much	much	av-d	much	much	0
deform'd	deform'd	vvn	deformed	deform	0
their	their	po32	their	their	0
Mistris	Mistris	n1	Mistress	mistress	0
;	;	;	;	;	0
that	that	cst	that	that	0
,	,	,	,	,	0
euery	euery	d	every	every	0
day	day	n1	day	day	0
,	,	,	,	,	0
their	their	po32	their	their	0
manifold	manifold	j	manifold	manifold	0
,	,	,	,	,	0
and	and	cc	and	and	0
manifest	manifest	j	manifest	manifest	0
ignorance	ignorance	n1	ignorance	ignorance	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
sticke	sticke	vvi	stick	stick	0
vnnaturall	vnnaturall	j	unnatural	unnatural	0
reproches	reproches	n2	reproaches	reproach	0
vpon	vpon	p-acp	upon	upon	0
her	her	pno31	her	she	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
petulancy	petulancy	n1	petulancy	petulancy	0
,	,	,	,	,	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
an	an	dt	and	a	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
iustice	iustice	n1	justice	justice	0
,	,	,	,	,	0
either	either	av-d	either	either	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
suffer	suffer	vvi	suffer	suffer	0
;	;	;	;	;	0
or	or	cc	or	or	0
so	so	av	so	so	0
diuine	diuine	j-jn	divine	divine	0
a	a	dt	a	a	0
skill	skill	n1	skill	skill	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
indeed	indeed	av	indeed	indeed	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
attempted	attempted	vvn	attempted	attempt	0
with	with	p-acp	with	with	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
cleane	cleane	av	clean	clean	0
hands	hands	n2	hands	hand	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
least	least	ds	least	least	0
contempt	contempt	n1	contempt	contempt	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
men	men	n2	men	man	0
will	will	vmb	will	will	0
impartially	impartially	av-j	impartially	impartial	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
à-squint	à-squint	j	à-squint	à-squint	0
,	,	,	,	,	0
looke	looke	vvb	look	look	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
offices	offices	n2	offices	office	0
,	,	,	,	,	0
and	and	cc	and	and	0
function	function	n1	function	function	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Poet	Poet	n1	Poet	poet	0
,	,	,	,	,	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
clude	clude	vvb	clude	clude	0
to	to	p-acp	to	to	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
the	the	dt	the	the	0
impossibility	impossibility	n1	impossibility	impossibility	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
mans	mans	n2	men	man	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
good	good	j	good	good	0
Poet	Poet	n1	Poet	poet	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
first	first	ord	first	first	0
being	being	n1	being	being	0
a	a	dt	a	a	0
good	good	j	good	good	0
man	man	n1	man	man	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
informe	informe	vvi	inform	inform	0
yong-men	yong-men	n2	youngmen	youngman	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
good	good	j	good	good	0
disci	disci	fw-la	disci	disci	0
∣	∣	sy	∣	∣	0
plines	plines	n2	plines	pline	0
,	,	,	,	,	0
inflame	inflame	vvb	inflame	inflame	0
growne-men	growne-men	n2	growne-men	growne-man	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
great	great	j	great	great	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
keep	keep	vvb	keep	keep	0
old-men	old-men	n2	old-men	old-man	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
best	best	js	best	best	0
and	and	cc	and	and	0
supreme	supreme	j	supreme	supreme	0
state	state	n1	state	state	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
cline	cline	vvb	cline	cline	0
to	to	p-acp	to	to	0
child-hood	child-hood	n1	childhood	childhood	0
,	,	,	,	,	0
recouer	recouer	vvb	recover	recover	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
first	first	ord	first	first	0
strength	strength	n1	strength	strength	0
;	;	;	;	;	0
that	that	cst	that	that	0
comes	comes	vvz	comes	come	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
interpreter	interpreter	n1	interpreter	interpreter	0
,	,	,	,	,	0
and	and	cc	and	and	0
arbiter	arbiter	n1	arbiter	arbiter	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
a	a	dt	a	a	0
teacher	teacher	n1	teacher	teacher	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
diuine	diuine	j-jn	divine	divine	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
humane	humane	j	humane	humane	0
,	,	,	,	,	0
a	a	dt	a	a	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
in	in	p-acp	in	in	0
manners	manners	n2	manners	manner	0
;	;	;	;	;	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
alone	alone	av-j	alone	alone	0
(	(	(	(	(	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
few	few	d	few	few	0
)	)	)	)	)	0
effect	effect	vvb	effect	effect	0
the	the	dt	the	the	0
businesse	businesse	n1	business	business	0
of	of	pp-f	of	of	0
man-kind	man-kind	n1	mankind	mankind	0
:	:	:	:	:	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
him	him	pno31	him	he	0
,	,	,	,	,	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
iect	iect	n1	iect	iect	0
for	for	p-acp	for	for	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
and	and	cc	and	and	0
ignorance	ignorance	n1	ignorance	ignorance	0
to	to	pc-acp	to	to	0
exercise	exercise	vvi	exercise	exercise	0
their	their	po32	their	their	0
rayling	rayling	j-vvg	railing	rail	0
rhetorique	rhetorique	n1	rhetoric	rhetoric	0
vpon	vpon	p-acp	upon	upon	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
here	here	av	here	here	0
be	be	vbi	be	be	0
hastily	hastily	av-j	hastily	hasty	0
answer'd	answer'd	vvn	answered	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
writers	writers	n2	writers	writer	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
are	are	vbr	are	be	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
;	;	;	;	;	0
that	that	cst	that	that	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
their	their	po32	their	their	0
manners	manners	n2	manners	manner	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
their	their	po32	their	their	0
natures	natures	n2	nature's	nature	0
are	are	vbr	are	be	0
inuerted	inuerted	vvn	inverted	invert	0
;	;	;	;	;	0
and	and	cc	and	and	0
nothing	nothing	pix	nothing	nothing	0
remayning	remayning	vvg	remaining	remain	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dignitie	dignitie	n1	dignity	dignity	0
of	of	pp-f	of	of	0
Poet	Poet	n1	Poet	poet	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
abused	abused	j-vvn	abused	abuse	0
name	name	n1	name	name	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
euery	euery	d	every	every	0
Scribe	Scribe	vvi	Scribe	scribe	0
vsurps	vsurps	vvz	usurps	usurp	0
:	:	:	:	:	0
that	that	cst	that	that	0
now	now	av	now	now	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
dramatick	dramatick	j-jn	dramatic	dramatic	0
,	,	,	,	,	0
or	or	cc	or	or	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
terme	terme	vvb	term	term	0
it	it	pn31	it	it	0
)	)	)	)	)	0
stage-poetrie	stage-poetrie	n1	stage-poetrie	stage-poetrie	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
ribaldry	ribaldry	n1	ribaldry	ribaldry	0
,	,	,	,	,	0
profanation	profanation	n1	profanation	profanation	0
,	,	,	,	,	0
blas	blas	fw-es	blas	blas	0
∣	∣	sy	∣	∣	0
phemy	phemy	n1	phemy	phemy	0
,	,	,	,	,	0
all	all	d	all	all	0
licence	licence	n1	licence	licence	0
of	of	pp-f	of	of	0
offence	offence	n1	offence	offence	0
to	to	p-acp	to	to	0
god	god	n1	god	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
man	man	n1	man	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
practis'd	practis'd	vvn	practised	practise	0
.	.	.	.	.	1
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
denie	denie	vvi	deny	deny	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
(	(	(	(	(	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
sorry	sorry	j	sorry	sorry	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
)	)	)	)	)	0
because	because	c-acp	because	because	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
mens	mens	ng2	men's	man	0
abortiue	abortiue	j	abortive	abortive	0
features	features	n2	features	feature	0
(	(	(	(	(	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
neuer	neuer	av-x	never	never	0
boasted	boasted	vvn	boasted	boast	0
the	the	dt	the	the	0
light	light	n1	light	light	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ouer-true	ouer-true	j	over-true	over-true	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
are	are	vbr	are	be	0
embarqu'd	embarqu'd	vvn	embarked	embark	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
bold	bold	j	bold	bold	0
aduenture	aduenture	n1	adventure	adventure	0
for	for	p-acp	for	for	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
vncharitable	vncharitable	j	uncharitable	uncharitable	0
thought	thought	n1	thought	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
vtter'd	vtter'd	vvn	uttered	utter	0
,	,	,	,	,	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
malicious	malicious	j	malicious	malicious	0
slander	slander	n1	slander	slander	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
particular	particular	j	particular	particular	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
(	(	(	(	(	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
cleare	cleare	j	clear	clear	0
conscience	conscience	n1	conscience	conscience	0
)	)	)	)	)	0
affirme	affirme	vvb	affirm	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
tremled	tremled	j	tremled	tremled	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
least	least	ds	least	least	0
prophanenesse	prophanenesse	n1	profaneness	profaneness	0
;	;	;	;	;	0
haue	haue	vhb	have	have	0
lothed	lothed	vvn	loathed	loathe	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
foule	foule	j	foul	foul	0
,	,	,	,	,	0
and	and	cc	and	and	0
vn-wash'd	vn-wash'd	j	unwashed	unwashed	0
bau	bau	n1	bau	bau	0
∣	∣	sy	∣	∣	0
dy	dy	vvb	die	die	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
now	now	av	now	now	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
foode	foode	n1	food	food	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
scene	scene	n1	scene	scene	0
:	:	:	:	:	0
And	And	cc	And	and	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
∣	∣	sy	∣	∣	0
soeuer	soeuer	av	soever	soever	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
escape	escape	vvi	escape	escape	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
some	some	d	some	some	0
,	,	,	,	,	0
the	the	dt	the	the	0
imputation	imputation	n1	imputation	imputation	0
of	of	pp-f	of	of	0
sharpnesse	sharpnesse	n1	sharpness	sharpness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
a	a	dt	a	a	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
or	or	cc	or	or	0
lust	lust	n1	lust	lust	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bitter	bitter	j	bitter	bitter	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
my	my	po11	my	my	0
yongest	yongest	js	youngest	young	0
infant	infant	n1	infant	infant	0
but	but	cc-acp	but	but	0
hath	hath	vhz	hath	have	0
come	come	vvn	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
teeth	teeth	n2	teeth	tooth	0
;	;	;	;	;	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
aske	aske	vvi	ask	ask	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
supercilious	supercilious	j	supercilious	supercilious	0
politiques	politiques	n2-j	politics	politics	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
societie	societie	n1	society	society	0
,	,	,	,	,	0
or	or	cc	or	or	0
generall	generall	j	general	general	0
order	order	n1	order	order	0
,	,	,	,	,	0
or	or	cc	or	or	0
state	state	n1	state	state	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
prouok'd	prouok'd	vvn	provoked	provoke	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
publique	publique	j	public	public	0
person	person	n1	person	person	0
?	?	?	?	?	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
these	these	d	these	these	0
)	)	)	)	)	0
preseru'd	preseru'd	vvd	preserved	preserve	0
their	their	po32	their	their	0
dignitie	dignitie	n1	dignity	dignity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
person	person	n1	person	person	0
,	,	,	,	,	0
safe	safe	j	safe	safe	0
?	?	?	?	?	1
My	My	po11	My	my	0
workes	workes	n2	works	work	0
are	are	vbr	are	be	0
read	read	vvn	read	read	0
,	,	,	,	,	0
allow'd	allow'd	vvn	allowed	allow	0
,	,	,	,	,	0
(	(	(	(	(	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
intirely	intirely	av-j	entirely	entire	0
mine	mine	png11	mine	i	0
)	)	)	)	)	0
looke	looke	vvb	look	look	0
into	into	p-acp	into	into	0
them	them	pno32	them	they	0
:	:	:	:	:	0
What	What	r-crq	What	what	0
broad	broad	j	broad	broad	0
reproofes	reproofes	n2	reproofs	reproof	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
vs'd	vs'd	vvn	used	use	0
?	?	?	?	?	1
Where	Where	q-crq	Where	where	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
beene	beene	vbn	been	be	0
particular	particular	j	particular	particular	0
?	?	?	?	?	1
Where	Where	q-crq	Where	where	0
personall	personall	j	personal	personal	0
?	?	?	?	?	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cept	cept	n1	cept	cept	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
mimick	mimick	n1	mimic	mimic	0
,	,	,	,	,	0
cheater	cheater	n1	cheater	cheater	0
,	,	,	,	,	0
bawd	bawd	n1	bawd	bawd	0
,	,	,	,	,	0
or	or	cc	or	or	0
buffon	buffon	n1	buffon	buffoon	0
,	,	,	,	,	0
creatures	creatures	n2	creatures	creature	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
insolencies	insolencies	n2	insolences	insolence	0
)	)	)	)	)	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tax'd	tax'd	vvd	taxed	tax	0
?	?	?	?	?	1
Yet	Yet	av	Yet	yet	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
so	so	av	so	so	0
pointingly	pointingly	av-vvg	pointingly	point	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
,	,	,	,	,	0
either	either	av-d	either	either	0
ingenuously	ingenuously	av-j	ingenuously	ingenuous	0
haue	haue	vhb	have	have	0
confest	confest	vvn	confessed	confess	0
,	,	,	,	,	0
or	or	cc	or	or	0
wisely	wisely	av-j	wisely	wise	0
dissembled	dissembled	vvd	dissembled	dissemble	0
his	his	po31	his	his	0
disease	disease	n1	disease	disease	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
rumour	rumour	n1	rumour	rumour	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
men	men	n2	men	man	0
guiltie	guiltie	j	guilty	guilty	0
,	,	,	,	,	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
entitle	entitle	vvi	entitle	entitle	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
crimes	crimes	n2	crimes	crime	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
nothing	nothing	pix	nothing	nothing	0
can	can	vmb	can	can	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
innocently	innocently	av-jn	innocently	innocent	0
writ	writ	vvn	writ	write	0
,	,	,	,	,	0
or	or	cc	or	or	0
carryed	carryed	vvn	carried	carry	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
obnoxi	obnoxi	fw-la	obnoxi	obnoxi	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
to	to	pc-acp	to	to	0
construction	construction	n1	construction	construction	0
;	;	;	;	;	0
mary	mary	uh	marry	mary	0
,	,	,	,	,	0
whil'st	whil'st	cs	whilst	while	0
I	I	pns11	I	i	0
beare	beare	vvb	bear	bear	0
mine	mine	po11	mine	my	0
inno	inno	fw-la	inno	inno	0
∣	∣	sy	∣	∣	0
cence	cence	n1	cence	cence	0
about	about	p-acp	about	about	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
.	.	.	.	.	1
Application	Application	n1	Application	application	0
,	,	,	,	,	0
is	is	vbz	is	be	0
now	now	av	now	now	0
,	,	,	,	,	0
growne	growne	vvn	grown	grow	0
a	a	dt	a	a	0
trade	trade	n1	trade	trade	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
