FOR	FOR	p-acp	FOR	for	0
more	more	av-dc	more	more	0
speake	speake	vvi	speak	speak	0
scorne	scorne	n1	scorn	scorn	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
praise	praise	n1	praise	praise	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
an	an	dt	and	a	0
honour	honour	n1	honour	honour	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
proued	proued	vvn	proved	prove	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
naturall	naturall	j	natural	natural	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
well	well	av	well	well	0
stored	stored	vvn	stored	store	0
with	with	p-acp	with	with	0
humili	humili	fw-la	humili	humili	0
∣	∣	sy	∣	∣	0
ty	ty	vvi	ty	tie	0
,	,	,	,	,	0
and	and	cc	and	and	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
highly	highly	av-j	highly	high	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
praised	praised	vvn	praised	praise	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
praise	praise	n1	praise	praise	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
person	person	n1	person	person	0
or	or	cc	or	or	0
thing	thing	n1	thing	thing	0
deseruing	deseruing	vvg	deserving	deserve	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
doe	doe	vdb	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
&	&	cc	&	and	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
loue	loue	n1	love	love	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
action	action	n1	actium	action	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
thanke	thanke	n1	thank	thank	0
∣	∣	sy	∣	∣	0
fulnesse	fulnesse	n1	fullness	fullness	0
praise	praise	n1	praise	praise	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
his	his	po31	his	his	0
gracious	gracious	j	gracious	gracious	0
guifts	guifts	n2	gifts	gift	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
inabled	inabled	vvn	enabled	enable	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
desiring	desiring	vvg	desiring	desire	0
also	also	av	also	also	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
euery	euery	d	every	every	0
way	way	n1	way	way	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
honoured	honoured	vvn	honoured	honour	0
you	you	pn22	you	you	0
many	many	d	many	many	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
aboue	aboue	p-acp	above	above	0
many	many	d	many	many	0
women	women	n2	women	woman	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
reioyce	reioyce	vvb	rejoice	rejoice	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
beare	beare	vvi	bear	bear	0
witnesse	witnesse	n1	witness	witness	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
ador	ador	n1	ador	ador	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
fayre	fayre	j	fair	fair	0
tokens	tokens	n2	tokens	token	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
mercy	mercy	n1	mercy	mercy	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
soule	soule	n1	soul	soul	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
the	the	dt	the	the	0
practise	practise	n1	practice	practice	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Christian	Christian	np1	Christian	Christian	0
religion	religion	n1	religion	religion	0
;	;	;	;	;	0
dedicating	dedicating	j-vvg	dedicating	dedicate	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
seruice	seruice	n1	service	service	0
;	;	;	;	;	0
answerablenesse	answerablenesse	n1	answerableness	answerableness	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
holy	holy	j	holy	holy	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
mands	mands	vvz	mands	mand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
Testimo	Testimo	fw-la	Testimo	testimo	0
∣	∣	sy	∣	∣	0
nies	nies	n2	nies	nie	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
challenge	challenge	vvi	challenge	challenge	0
a	a	dt	a	a	0
very	very	j	very	very	0
great	great	j	great	great	0
esteeme	esteeme	n1	esteem	esteem	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
truly	truly	av-j	truly	true	0
iudge	iudge	vvi	judge	judge	0
and	and	cc	and	and	0
rightly	rightly	av-jn	rightly	right	0
discerne	discerne	vvb	discern	discern	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
best	best	js	best	best	0
;	;	;	;	;	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
thoughts	thoughts	n2	thoughts	thought	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
but	but	p-acp	but	but	0
this	this	d	this	this	0
,	,	,	,	,	0
Goe	Goe	vvb	Go	go	0
on	on	a-acp	on	on	0
and	and	cc	and	and	0
prosper	prosper	vvi	prosper	prosper	0
,	,	,	,	,	0
Hold	Hold	vvb	Hold	hold	0
fast	fast	av-j	fast	fast	0
all	all	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
Trust	Trust	vvb	Trust	trust	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
strength	strength	n1	strength	strength	0
to	to	pc-acp	to	to	0
grow	grow	vvi	grow	grow	0
and	and	cc	and	and	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nue	nue	n1	nue	nue	0
in	in	p-acp	in	in	0
faithfull	faithfull	j	faithful	faithful	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
jesty	jesty	j	jesty	jesty	0
;	;	;	;	;	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
intreat	intreat	vvi	entreat	entreat	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Heauen	Heauen	n1	Heaven	heaven	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
powre	powre	vvi	pour	power	0
aboundantly	aboundantly	av-j	abundantly	abundant	0
all	all	d	all	all	0
Blessings	Blessings	n2	Blessings	blessing	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
increase	increase	vvb	increase	increase	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
LA	LA	fw-fr	LA	la	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
and	and	cc	and	and	0
fastest	fastest	av-js	fastest	fast	0
loue	loue	vvz	love	love	0
,	,	,	,	,	1
