1	1	crd	1	1	0
sinne	sinne	n1	sin	sin	0
adhere	adhere	vvi	adhere	adhere	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Holinesse	Holinesse	n1	Holiness	holiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
forsake	forsake	vvb	forsake	forsake	0
your	your	po22	your	your	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
vnlesse	vnlesse	cs	unless	unless	0
you	you	pn22	you	you	0
duly	duly	av-jn	duly	due	0
examine	examine	vvi	examine	examine	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
and	and	cc	and	and	0
title	title	n1	title	title	0
which	which	r-crq	which	which	0
either	either	d	either	either	0
haue	haue	vhb	have	have	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Nature	Nature	n1	Nature	nature	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
to	to	p-acp	to	to	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Caesar	Caesar	np1	Caesar	Caesar	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
due	due	n-jn	endue	due	0
;	;	;	;	;	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
spirituall	spirituall	j	spiritual	spiritual	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
Pastours	Pastours	ng1	Pastors	pastors	0
,	,	,	,	,	0
and	and	cc	and	and	0
temporall	temporall	j	temporal	temporal	0
allegiance	allegiance	n1	allegiance	allegiance	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
temporall	temporall	j	temporal	temporal	0
Prince	Prince	n1	Prince	prince	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
should	should	vmd	should	shall	0
challenge	challenge	vvi	challenge	challenge	0
,	,	,	,	,	0
and	and	cc	and	and	0
exact	exact	vvi	exact	exact	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
spirituall	spirituall	j	spiritual	spiritual	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vnder	vnder	p-acp	under	under	0
colour	colour	n1	colour	colour	0
of	of	pp-f	of	of	0
spirituall	spirituall	j	spiritual	spiritual	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
demand	demand	vvi	demand	demand	0
also	also	av	also	also	0
temporall	temporall	j	temporal	temporal	0
allegiance	allegiance	n1	allegiance	allegiance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
temporall	temporall	j	temporal	temporal	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
in	in	p-acp	in	in	0
obeying	obeying	vvg	obeying	obey	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
therein	therein	av	therein	therein	0
yeeld	yeeld	vvi	yield	yield	0
him	him	pno31	him	he	0
that	that	d	that	that	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
tempo	tempo	fw-it	tempo	tempo	0
∣	∣	sy	∣	∣	0
rall	rall	j	rall	rall	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
transgresse	transgresse	vvi	transgress	transgress	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
and	and	cc	and	and	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
,	,	,	,	,	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
approued	approued	j-vvn	approved	approve	0
do	do	n1	doe	do	0
∣	∣	sy	∣	∣	0
ctrine	ctrine	n1	ctrine	ctrine	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Diuines	Diuines	n2-jn	Divines	divine	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
yeelding	yeelding	vvg	yielding	yield	0
such	such	d	such	such	0
obedience	obedience	n1	obedience	obedience	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
curre	curre	n1	cur	cur	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
heinous	heinous	j	heinous	heinous	0
deadly	deadly	j	deadly	deadly	0
sinne	sinne	n1	sin	sin	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
For	For	p-acp	For	for	0
as	as	a-acp	as	as	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
two	two	crd	two	two	0
only	only	j	only	only	0
supreme	supreme	j	supreme	supreme	0
powers	powers	n2	powers	power	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
Christian	Christian	njp	Christian	christian	0
subiects	subiects	ng1-jn	subjects	subject	0
doe	doe	vdb	do	do	0
owe	owe	vvi	owe	owe	0
obe	obe	n1	obe	obe	0
∣	∣	sy	∣	∣	0
dience	dience	n1	dience	dience	0
and	and	cc	and	and	0
subiection	subiection	n1	subjection	subjection	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
spirituall	spirituall	j	spiritual	spiritual	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
reside	reside	vvi	reside	reside	0
speciallie	speciallie	av-j	specially	special	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
spirituall	spirituall	j	spiritual	spiritual	0
Pastour	Pastour	n1	Pastor	pastor	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
things	things	n2	things	thing	0
spirituall	spirituall	j	spiritual	spiritual	0
is	is	vbz	is	be	0
supreme	supreme	j	supreme	supreme	0
,	,	,	,	,	0
and	and	cc	and	and	0
temporall	temporall	j	temporal	temporal	0
power	power	n1	power	power	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
reside	reside	vvi	reside	reside	0
in	in	p-acp	in	in	0
temporall	temporall	j	temporal	temporal	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
things	things	n2	things	thing	0
temporal	temporal	j	temporal	temporal	0
are	are	vbr	are	be	0
supreme	supreme	j	supreme	supreme	0
,	,	,	,	,	0
and	and	cc	and	and	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
;	;	;	;	;	0
So	So	av	So	so	0
also	also	av	also	also	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
only	only	av-j	only	only	0
two	two	crd	two	two	0
subiections	subiections	n2	subjections	subjection	0
,	,	,	,	,	0
and	and	cc	and	and	0
obediences	obediences	n2	obediences	obedience	0
answerable	answerable	j	answerable	answerable	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
spirituall	spirituall	j	spiritual	spiritual	0
and	and	cc	and	and	0
tempo	tempo	fw-it	tempo	tempo	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
if	if	cs	if	if	0
such	such	d	such	such	0
a	a	dt	a	a	0
power	power	n1	power	power	0
,	,	,	,	,	0
or	or	cc	or	or	0
obedience	obedience	n1	obedience	obedience	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rituall	rituall	j	ritual	ritual	0
,	,	,	,	,	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
of	of	pp-f	of	of	0
necessitie	necessitie	n1	necessity	necessity	0
be	be	vbb	be	be	0
temporall	temporall	j	temporal	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
certaintie	certaintie	n1	certainty	certainty	0
or	or	cc	or	or	0
probabilitie	probabilitie	n1	probability	probability	0
,	,	,	,	,	0
that	that	cst	that	that	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
such	such	d	such	such	0
an	an	dt	and	a	0
authoritie	authoritie	n1	authority	authority	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
spirituall	spirituall	j	spiritual	spiritual	0
,	,	,	,	,	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swaded	swaded	vvd	swaded	swade	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
temporall	temporall	j	temporal	temporal	0
.	.	.	.	.	1
That	That	cst	That	that	0
authoritie	authoritie	n1	authority	authority	0
is	is	vbz	is	be	0
spiritu	spiritu	fw-la	spiritu	spiritu	0
∣	∣	sy	∣	∣	0
all	all	av-d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
due	due	j-jn	due	due	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
Pastours	Pastours	ng1	Pastors	pastors	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
All	All	d	All	all	0
other	other	j-jn	other	other	0
supreme	supreme	j	supreme	supreme	0
authoritie	authoritie	n1	authority	authority	0
is	is	vbz	is	be	0
temporall	temporall	j	temporal	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
due	due	j-jn	due	due	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
temporall	temporall	j	temporal	temporal	0
Princes	Princes	n2	Princes	prince	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
deede	deede	n1	deed	deed	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
clearely	clearely	av-j	clearly	clear	0
conuinced	conuinced	vvd	convinced	convince	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
authority	authority	n1	authority	authority	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
to	to	pc-acp	to	to	0
depose	depose	vvi	depose	depose	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
consequently	consequently	av-j	consequently	consequent	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
authoritie	authoritie	n1	authority	authority	0
(	(	(	(	(	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
such	such	d	such	such	0
authoritie	authoritie	n1	authority	authority	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
to	to	pc-acp	to	to	0
depose	depose	vvi	depose	depose	0
Princes	Princes	n2	Princes	prince	0
)	)	)	)	)	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
spirituall	spirituall	j	spiritual	spiritual	0
but	but	p-acp	but	but	0
temporall	temporall	j	temporal	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
granteth	granteth	vvz	grants	grant	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
giue	giue	vvi	give	give	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
tempo	tempo	fw-it	tempo	tempo	0
∣	∣	sy	∣	∣	0
rall	rall	vvi	rall	rall	0
Princes	Princes	ng1	Princes	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
presse	presse	n1	press	press	0
command	command	n1	command	command	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
not	not	xx	not	not	0
render	render	vvi	render	render	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Caesar	Caesar	np1	Caesar	Caesar	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
due	due	n-jn	endue	due	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Well	Well	uh-av	Well	well	0
then	then	av	then	then	0
thus	thus	av	thus	thus	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
should	should	vmd	should	shall	0
challenge	challenge	vvi	challenge	challenge	0
that	that	d	that	that	0
obedience	obedience	n1	obedience	obedience	0
as	as	c-acp	as	as	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
instituti	instituti	fw-la	instituti	instituti	0
∣	∣	sy	∣	∣	0
on	on	pi	on	one	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
consequently	consequently	av-j	consequently	consequent	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
temporall	temporall	j	temporal	temporal	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
vsurpe	vsurpe	vvi	usurp	usurp	0
that	that	d	that	that	0
authority	authority	n1	authority	authority	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
transgresse	transgresse	vvi	transgress	transgress	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
should	should	vmd	should	shall	0
adhere	adhere	vvi	adhere	adhere	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
yeeld	yeeld	vvi	yield	yield	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
pretended	pretended	vvd	pretended	pretend	0
spirituall	spirituall	j	spiritual	spiritual	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
also	also	av	also	also	0
transgresse	transgresse	vvi	transgress	transgress	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
pretended	pretended	vvn	pretended	pretend	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
true	true	j	true	true	0
Traitors	Traitors	n2	Traitors	traitor	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
not	not	xx	not	not	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
their	their	po32	their	their	0
Prince	Prince	n1	Prince	prince	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
their	their	po32	their	their	0
true	true	j	true	true	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
yeelding	yeelding	vvg	yielding	yield	0
that	that	d	that	that	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
his	his	po31	his	his	0
supreme	supreme	j	supreme	supreme	0
power	power	n1	power	power	0
,	,	,	,	,	0
or	or	cc	or	or	0
soueraingtie	soueraingtie	n1	soueraingtie	soueraingtie	0
,	,	,	,	,	0
and	and	cc	and	and	0
giuing	giuing	vvg	giving	give	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
other	other	j-jn	other	other	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
deed	deed	n1	deed	deed	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
Diademe	Diademe	n1	Diadem	diadem	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
signifie	signifie	vvi	signify	signify	0
his	his	po31	his	his	0
supreme	supreme	j	supreme	supreme	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
head	head	n1	head	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
place	place	vvb	place	place	0
it	it	pn31	it	it	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
Now	Now	av	Now	now	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
meane	meane	j	mean	mean	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
,	,	,	,	,	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
imagine	imagine	vvi	imagine	imagine	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
is	is	vbz	is	be	0
so	so	av	so	so	0
infallible	infallible	j	infallible	infallible	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
declaratiue	declaratiue	j	declarative	declarative	0
command	command	n1	command	command	0
grounded	grounded	vvn	grounded	ground	0
thereon	thereon	av	thereon	thereon	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
possibly	possibly	av-j	possibly	possible	0
erre	erre	vvi	err	err	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
challenge	challenge	vvb	challenge	challenge	0
that	that	cst	that	that	0
authori	authori	fw-la	authori	authori	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
as	as	p-acp	as	as	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
