CHRISTIAN	CHRISTIAN	np1	CHRISTIAN	Christian	0
the	the	dt	the	the	0
souls	souls	n2	souls	soul	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ill	ill	j-jn	ill	ill	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
godly	godly	j	godly	godly	0
learned	learned	j	learned	learned	0
Ministers	Ministers	n2	Ministers	minister	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
Peter	Peter	np1	Peter	Peter	0
at	at	p-acp	at	at	0
Antioch	Antioch	np1	Antioch	Antioch	0
dissembled	dissembled	vvd	dissembled	dissemble	0
,	,	,	,	,	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
dissembled	dissembled	vvd	dissembled	dissemble	0
likewise	likewise	av	likewise	likewise	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
Barnibas	Barnibas	np1	Barnibas	Barnibas	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
dissimulation	dissimulation	n1	dissimulation	dissimulation	0
also	also	av	also	also	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
remarkable	remarkable	j	remarkable	remarkable	0
that	that	cst	that	that	0
this	this	d	this	this	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
Peter	Peter	np1	Peter	Peter	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
straining	straining	vvg	straining	strain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
to	to	pc-acp	to	to	0
Judaize	Judaize	vvi	Judaize	judaize	0
;	;	;	;	;	0
Why	Why	q-crq	Why	why	0
constrainest	constrainest	vv2	constrainest	constrain	0
thou	thou	pns21	thou	thou	0
the	the	dt	the	the	0
Gentiles	Gentiles	np1	Gentiles	Gentiles	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
?	?	?	?	?	1
Gal.	Gal.	np1	Gal.	Gal.	0
2	2	crd	2	2	0
14.	14.	crd	14.	14.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
compulsive	compulsive	j	compulsive	compulsive	0
power	power	n1	power	power	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ill	ill	j-jn	ill	ill	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
godly	godly	j	godly	godly	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
constrain	constrain	vvi	constrain	constrain	0
others	others	n2-jn	others	other	0
to	to	p-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
evil	evil	n-jn	evil	evil	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
let	let	vvb	let	let	0
godly	godly	j	godly	godly	0
Ministers	Ministers	n2	Ministers	minister	0
(	(	(	(	(	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
days	days	n2	days	day	0
)	)	)	)	)	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
least	least	cs	lest	lest	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
wicked	wicked	j	wicked	wicked	0
compliance	compliance	n1	compliance	compliance	0
they	they	pns32	they	they	0
build	build	vvb	built	build	0
men	men	n2	men	man	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
destruction	destruction	n1	destruction	destruction	0
upon	upon	p-acp	upon	upon	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
two	two	crd	two	two	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
Ely	Ely	np1	Ely	Ely	0
did	did	vdd	did	do	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
wicked	wicked	j	wicked	wicked	0
examples	examples	n2	examples	example	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
to	to	pc-acp	to	to	0
transgress	transgress	vvi	transgress	transgress	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereby	thereby	av	thereby	thereby	0
brought	brought	vvd	brought	bring	0
ruine	ruine	n1	ruin	ruin	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
old	old	j	old	old	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
1	1	crd	1	1	0
Sam.	Sam.	np1	Sam.	Sam	1
2.	2.	crd	2.	2.	0
24.	24.	crd	24.	24.	1
And	And	cc	And	and	0
so	so	av	so	so	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
heavenly	heavenly	j	heavenly	heavenly	0
power	power	n1	power	power	0
and	and	cc	and	and	0
efficacy	efficacy	n1	efficacy	efficacy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
good	good	j	good	good	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
eminent	eminent	j	eminent	eminent	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
and	and	cc	and	and	0
godliness	godliness	n1	godliness	godliness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
others	others	n2-jn	others	other	0
to	to	p-acp	to	to	0
Pietie	Pietie	n1	Piety	piety	0
and	and	cc	and	and	0
Holiness	Holiness	n1	Holiness	holiness	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
Joshua	Joshua	np1	Joshua	Joshua	0
lived	lived	vvd	lived	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Elders	Elders	n2-jn	Elders	elder	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
seen	seen	vvn	seen	see	0
all	all	d	all	all	0
the	the	dt	the	the	0
great	great	j	great	great	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
for	for	p-acp	for	for	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
served	served	vvd	served	serve	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
The	The	dt	The	the	0
religious	religious	j	religious	religious	0
cariage	cariage	n1	carriage	carriage	0
of	of	pp-f	of	of	0
Theodosius	Theodosius	np1	Theodosius	Theodosius	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
family	family	n1	family	family	0
,	,	,	,	,	0
made	made	vvn	made	make	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
his	his	po31	his	his	0
family	family	n1	family	family	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
his	his	po31	his	his	0
whole	whole	j-jn	whole	whole	0
Court	Court	n1	Court	court	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
nourcery	nourcery	n1	nourcery	nourcery	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
Pezel	Pezel	np1	Pezel	Pezel	0
.	.	.	.	.	1
Mel	Mel	np1	Mel	Mel	0
Hist.	Hist.	np1	Hist.	Hist.	0
in	in	p-acp	in	in	0
vita	vita	fw-la	vita	vita	0
Theodo	Theodo	fw-la	Theodo	theodo	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
especially	especially	av-j	especially	especial	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
Lives	Lives	n2	Lives	life	0
of	of	pp-f	of	of	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
Ministers	Ministers	n2	Ministers	minister	0
.	.	.	.	.	1
Herod	Herod	np1	Herod	Herod	0
the	the	dt	the	the	0
King	King	n1	King	king	0
reverenced	reverenced	vvn	reverenced	reverence	0
John	John	np1	John	John	0
Baptist	Baptist	np1	Baptist	Baptist	0
,	,	,	,	,	0
observed	observed	vvd	observed	observe	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
heard	heard	vvd	herd	hear	0
him	him	pno31	him	he	0
,	,	,	,	,	0
did	did	vdd	did	do	0
many	many	d	many	many	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
heard	heard	vvd	herd	hear	0
him	him	pno31	him	he	0
gladly	gladly	av-j	gladly	glad	0
;	;	;	;	;	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
just	just	j	just	just	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
saith	saith	vvz	says	say	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
)	)	)	)	)	0
a	a	dt	a	a	0
burning	burning	vvg	burning	burn	0
and	and	cc	and	and	0
shining	shining	j-vvg	shining	shine	0
light	light	n1	light	light	0
;	;	;	;	;	0
burning	burning	vvg	burning	burn	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
zeal	zeal	n1	zeal	zeal	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
shining	shining	vvg	shining	shine	0
in	in	p-acp	in	in	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
.	.	.	.	.	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
The	The	dt	The	the	0
voyce	voyce	n1	voice	voice	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
cryeth	cryeth	vvz	cryeth	cry	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wilderness	wilderness	n1	wilderness	wilderness	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	p-acp	as	as	0
Nazianzen	Nazianzen	np1	Nazianzen	Nazianzen	0
saith	saith	vvz	says	say	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
he	he	pns31	he	he	0
cryed	cryed	vvd	cried	cry	0
louder	louder	av-jc	louder	loud	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holiness	holiness	n1	holiness	holiness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
doctrine	doctrine	n1	doctrine	doctrine	0
;	;	;	;	;	0
He	He	pns31	He	he	0
was	was	vbds	was	be	0
Tota	Tota	np1	Tota	Tota	0
vox	vox	fw-la	vox	vox	0
,	,	,	,	,	0
All	All	d	All	all	0
voyce	voyce	n1	voice	voice	0
;	;	;	;	;	0
his	his	po31	his	his	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
parel	parel	n1	parel	parel	0
,	,	,	,	,	0
his	his	po31	his	his	0
diet	diet	n1	diet	diet	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
conversation	conversation	n1	conversation	conversation	0
,	,	,	,	,	0
did	did	vdd	did	do	0
Preach	Preach	vvi	Preach	preach	0
holiness	holiness	n1	holiness	holiness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
doctrine	doctrine	n1	doctrine	doctrine	0
.	.	.	.	.	1
Mar.	Mar.	np1	Mar.	Mar.	0
6	6	crd	6	6	0
▪	▪	▪	▪	▪	0
20.	20.	crd	20.	20.	1
John	John	np1	John	John	0
5.	5.	crd	5.	5.	0
35.	35.	crd	35.	35.	1
Isay	Isay	np1	Isay	Isay	0
40.	40.	crd	40.	40.	0
3.	3.	crd	3.	3.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
is	is	vbz	is	be	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
very	very	av	very	very	0
profitable	profitable	j	profitable	profitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
a	a	dt	a	a	0
History	History	n1	History	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lives	Lives	n2	Lives	life	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
eminently	eminently	av-j	eminently	eminent	0
learned	learned	vvn	learned	learn	0
,	,	,	,	,	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
times	times	n2	times	time	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
fair	fair	j	fair	fair	0
Copy	Copy	n1	Copy	copy	0
for	for	p-acp	for	for	0
Posterity	Posterity	n1	Posterity	posterity	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Patten	Patten	n1	Patten	patten	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
.	.	.	.	.	1
This	This	d	This	this	0
Reverend	Reverend	n-jn	Reverend	reverend	0
,	,	,	,	,	0
religious	religious	j	religious	religious	0
,	,	,	,	,	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
Author	Author	n1	Author	author	0
hath	hath	vhz	hath	have	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
dertaken	dertaken	vvn	dertaken	dertaken	0
this	this	d	this	this	0
work	work	n1	work	work	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
and	and	cc	and	and	0
effected	effected	vvd	effected	effect	0
it	it	pn31	it	it	0
so	so	av	so	so	0
well	well	av	well	well	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
naked	naked	j	naked	naked	0
Impri	Impri	np1	Impri	Impri	0
∣	∣	sy	∣	∣	0
matur	matur	fw-la	matur	matur	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
this	this	d	this	this	0
additional	additional	j	additional	additional	0
commendation	commendation	n1	commendation	commendation	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
work	work	n1	work	work	0
.	.	.	.	.	1
The	The	dt	The	the	0
Apostle	Apostle	np1	Apostle	Apostle	0
having	having	vhg	having	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eleventh	eleventh	ord	eleventh	eleven	0
Chapter	Chapter	n1	Chapter	chapter	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Hebrews	Hebrews	njp2	Hebrews	hebrew	0
given	given	vvn	given	give	0
us	us	pno12	us	we	0
a	a	dt	a	a	0
littleBook	littleBook	n1	littleBook	littlebook	0
of	of	pp-f	of	of	0
Martyrs	Martyrs	n2	Martyrs	martyr	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
beginning	beginning	n-vvg	beginning	begin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
twelfth	twelfth	ord	twelfth	twelve	0
Chapter	Chapter	n1	Chapter	chapter	0
,	,	,	,	,	0
he	he	pns31	he	he	0
calls	calls	vvz	calls	call	0
them	them	pno32	them	they	0
A	A	dt	A	a	0
cloud	cloud	n1	cloud	cloud	0
of	of	pp-f	of	of	0
witnesses	witnesses	n2	witnesses	witness	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
of	of	pp-f	of	of	0
witnesses	witnesses	n2	witnesses	witness	0
is	is	vbz	is	be	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
childreu	childreu	n2	childreu	childreu	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
were	were	vbdr	were	be	0
directed	directed	vvn	directed	direct	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
journeys	journeys	n2	journeys	journey	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Pillar	Pillar	n1	Pillar	pillar	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Cloud	Cloud	n1	Cloud	cloud	0
,	,	,	,	,	0
that	that	cst	that	that	0
went	went	vvd	went	go	0
before	before	p-acp	before	before	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Wilderness	Wilderness	n1	Wilderness	wilderness	0
,	,	,	,	,	0
so	so	av	so	so	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
make	make	vvi	make	make	0
this	this	d	this	this	0
cloud	cloud	n1	cloud	cloud	0
of	of	pp-f	of	of	0
Witnesses	Witnesses	n2	Witnesses	witness	0
(	(	(	(	(	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
followeth	followeth	vvz	follows	follow	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
a	a	dt	a	a	0
Pillar	Pillar	n1	Pillar	pillar	0
of	of	pp-f	of	of	0
Cloud	Cloud	n1	Cloud	cloud	0
to	to	pc-acp	to	to	0
guide	guide	vvi	guide	guide	0
us	us	pno12	us	we	0
,	,	,	,	,	0
while	while	cs	while	while	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Wilderness	Wilderness	n1	Wilderness	wilderness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
we	we	pns12	we	we	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
enjoy	enjoy	vvi	enjoy	enjoy	0
that	that	d	that	that	0
unexpressible	unexpressible	j	unexpressible	unexpressible	0
happiness	happiness	n1	happiness	happiness	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
now	now	av	now	now	0
made	made	vvn	made	make	0
partakers	partakers	n2	partakers	partaker	0
.	.	.	.	.	1
So	So	np1	So	So	0
prayeth	prayeth	vvz	prayeth	pray	1
