FRIENDS	FRIENDS	ng1	FRIENDS	friend	0
tions	tions	n1	tions	tions	0
,	,	,	,	,	0
and	and	cc	and	and	0
abode	abode	vvd	abided	abide	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
rules	rules	vvz	rules	rule	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
disobedience	disobedience	n1	disobedience	disobedience	0
,	,	,	,	,	0
that	that	cst	that	that	0
obeys	obeys	vvz	obeys	obey	0
not	not	xx	not	not	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
went	went	vvd	went	go	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
they	they	pns32	they	they	0
become	become	vvb	become	become	0
Syna	Syna	np1	Syna	Sinai	0
∣	∣	sy	∣	∣	0
gogues	gogues	n2	gogues	gogue	0
of	of	pp-f	of	of	0
Sathan	Sathan	np1	Sathan	Satan	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
murderers	murderers	n2	murderers	murderer	0
.	.	.	.	.	1
Cain	Cain	np1	Cain	Cain	0
went	went	vvd	went	go	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
went	went	vvd	went	go	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
the	the	dt	the	the	0
false	false	j	false	false	0
prophets	prophets	n2	prophets	prophet	0
,	,	,	,	,	0
Antichrists	Antichrists	np2	Antichrists	Antichrist	0
,	,	,	,	,	0
inwardly	inwardly	av-j	inwardly	inward	0
ravened	ravened	vvn	ravened	raven	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
all	all	d	all	all	0
these	these	d	these	these	0
turned	turned	vvd	turned	turn	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
just	just	j	just	just	0
,	,	,	,	,	0
murde	murde	vvn	murde	murde	0
∣	∣	sy	∣	∣	0
rers	rers	n2	rers	rer	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
who	who	q-crq	who	who	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
just	just	j	just	just	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
ravened	ravened	vvn	ravened	raven	0
from	from	p-acp	from	from	0
,	,	,	,	,	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
these	these	d	these	these	0
they	they	pns32	they	they	0
reign	reign	vvb	reign	reign	0
,	,	,	,	,	0
and	and	cc	and	and	0
brings	brings	vvz	brings	bring	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
reign	reign	vvi	reign	reign	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
this	this	d	this	this	0
thats	thats	d|vbz	thats	that|be	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
.	.	.	.	.	1
All	All	av-d	All	all	0
you	you	pn22	you	you	0
high	high	j	high	high	0
gazing	gazing	j-vvg	gazing	gaze	0
Professors	Professors	n2	Professors	professor	0
and	and	cc	and	and	0
hypocrites	hypocrites	n2	hypocrites	hypocrite	0
.	.	.	.	.	1
The	The	dt	The	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
is	is	vbz	is	be	0
within	within	p-acp	within	within	0
you	you	pn22	you	you	0
(	(	(	(	(	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
grain	grain	n1	grain	grain	0
of	of	pp-f	of	of	0
mustard-seed	mustard-seed	n1	mustardseed	mustardseed	0
,	,	,	,	,	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
leaven	leaven	n1	leaven	leaven	0
)	)	)	)	)	0
that	that	cst	that	that	0
comes	comes	vvz	comes	come	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
observations	observations	n2	observations	observation	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
gazing	gazing	vvg	gazing	gaze	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
without	without	p-acp	without	without	0
you	you	pn22	you	you	0
.	.	.	.	.	1
