HOw	HOw	q-crq	HOw	how	0
if	if	cs	if	if	0
the	the	dt	the	the	0
historian	historian	n1	historian	historian	0
be	be	vbb	be	be	0
long	long	j	long	long	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
accompted	accompted	vvn	accounted	account	0
a	a	dt	a	a	0
trifler	trifler	n1	trifler	trifler	0
:	:	:	:	:	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
short	short	j	short	short	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
taken	taken	vvn	taken	take	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
summister	summister	n1	summister	summister	0
:	:	:	:	:	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
twighted	twighted	vvn	twighted	twight	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
flatterer	flatterer	n1	flatterer	flatterer	0
:	:	:	:	:	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
reprooue	reprooue	vvi	reprove	reprove	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
holden	holden	vvn	held	hold	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
carper	carper	n1	carper	carper	0
:	:	:	:	:	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
pleasant	pleasant	j	pleasant	pleasant	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
noted	noted	vvn	noted	note	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
iester	iester	n1	jester	jester	0
:	:	:	:	:	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
graue	graue	j	graven	grave	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
reckoned	reckoned	vvn	reckoned	reckon	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
drooper	drooper	n1	drooper	drooper	0
:	:	:	:	:	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
misdate	misdate	vvi	misdate	misdate	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
named	named	vvn	nam	name	0
a	a	dt	a	a	0
falsifier	falsifier	n1	falsifier	falsifier	0
:	:	:	:	:	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
once	once	a-acp	once	once	0
but	but	p-acp	but	but	0
trip	trip	n1	trip	trip	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
tearmed	tearmed	vvn	termed	term	0
a	a	dt	a	a	0
stumbler	stumbler	n1	stumbler	stumbler	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
beare	beare	vvi	bear	bear	0
himselfe	himselfe	px31	himself	himself	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
chronicle	chronicle	n1	chronicle	chronicle	0
as	as	c-acp	as	as	0
vprightlie	vprightlie	av-j	uprightly	upright	0
and	and	cc	and	and	0
as	as	a-acp	as	as	0
conscionablie	conscionablie	av-j	constionably	constionable	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
possible	possible	av-j	possible	possible	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
prest	prest	vvn	pressed	press	0
to	to	pc-acp	to	to	0
blab	blab	vvi	blab	blab	0
foorth	foorth	av	forth	forth	0
his	his	po31	his	his	0
pelfish	pelfish	n1	pelfish	pelfish	0
faults	faults	n2	faults	fault	0
,	,	,	,	,	0
than	than	cs	than	than	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
readie	readie	j	ready	ready	0
to	to	pc-acp	to	to	0
blaze	blaze	vvi	blaze	blaze	0
out	out	av	out	out	0
his	his	po31	his	his	0
good	good	j	good	good	0
deserts	deserts	n2	deserts	desert	0
.	.	.	.	.	1
Others	Others	n2-jn	Others	other	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
reprooue	reprooue	vvi	reprove	reprove	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
dish	dish	n1	dish	dish	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
forgotten	forgotten	vvn	forgotten	forget	0
.	.	.	.	.	1
Heere	Heere	av	Here	here	0
,	,	,	,	,	0
saie	saie	vvb	say	say	0
they	they	pns32	they	they	0
,	,	,	,	,	0
this	this	d	this	this	0
exploit	exploit	n1	exploit	exploit	0
is	is	vbz	is	be	0
omit	omit	vvi	omit	omit	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
:	:	:	:	:	0
there	there	a-acp	there	there	0
that	that	d	that	that	0
policie	policie	n1	policy	policy	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
detected	detected	vvn	detected	detect	0
:	:	:	:	:	0
heere	heere	av	here	here	0
this	this	d	this	this	0
saieng	saieng	n-vvg	saying	say	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
inter	inter	fw-la	inter	inter	0
∣	∣	sy	∣	∣	0
laced	laced	j-vvn	laced	lace	0
:	:	:	:	:	0
there	there	a-acp	there	there	0
that	that	d	that	that	0
trecherie	trecherie	n1	treachery	treachery	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
displaied	displaied	vvn	displayed	display	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
&	&	cc	&	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
discom	discom	n1	discom	discom	0
∣	∣	sy	∣	∣	0
modities	modities	n2	modities	modity	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
historiographers	historiographers	n2	historiographers	historiographer	0
are	are	vbr	are	be	0
vsuallie	vsuallie	av-j	usually	usual	0
cloid	cloid	vvn	cloid	cloy	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
borne	borne	vvn	born	bear	0
backe	backe	av	back	back	0
diuers	diuers	j	diverse	diverse	0
and	and	cc	and	and	0
sundrie	sundrie	j	sundry	sundry	0
willing	willing	j-vvg	willing	will	0
minds	minds	n2	minds	mind	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
taking	taking	vvg	taking	take	0
the	the	dt	the	the	0
waie	waie	n1	way	way	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thornie	thornie	j	thorny	thorny	0
,	,	,	,	,	0
the	the	dt	the	the	0
credit	credit	n1	credit	credit	0
slipperie	slipperie	j	slippery	slippery	0
,	,	,	,	,	0
the	the	dt	the	the	0
carpers	carpers	n2	carpers	carper	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
manie	manie	d	many	many	0
,	,	,	,	,	0
would	would	vmd	would	will	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
case	case	n1	case	case	0
be	be	vbb	be	be	0
medlers	medlers	n2	meddlers	meddler	0
,	,	,	,	,	0
choosing	choosing	vvg	choosing	choose	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
fire	fire	n1	fire	fire	0
obscurelie	obscurelie	av-j	obscurely	obscure	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
baited	baited	vvn	baited	bait	0
with	with	p-acp	with	with	0
enuious	enuious	j	envious	envious	0
toongs	toongs	n2	tongues	tongue	0
openlie	openlie	av-j	openly	open	0
abroad	abroad	av	abroad	abroad	0
.	.	.	.	.	1
Others	Others	n2-jn	Others	other	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
contrarie	contrarie	j-jn	contrary	contrary	0
side	side	n1	side	side	0
,	,	,	,	,	0
being	being	vbg	being	be	0
resolute	resolute	j	resolute	resolute	0
fellowes	fellowes	n2	fellows	fellow	0
,	,	,	,	,	0
and	and	cc	and	and	0
trampling	trampling	vvg	trampling	trample	0
vnder	vnder	p-acp	under	under	0
foot	foot	n1	foot	foot	0
these	these	d	these	these	0
curious	curious	j	curious	curious	0
faultfinders	faultfinders	n2	faultfinders	faultfinder	0
,	,	,	,	,	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
sticke	sticke	vvi	stick	stick	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
themselues	themselues	px32	themselves	themselves	0
foorth	foorth	av	forth	forth	0
in	in	p-acp	in	in	0
presse	presse	n1	press	press	0
,	,	,	,	,	0
and	and	cc	and	and	0
maugre	maugre	p-acp	maugre	maugre	0
all	all	d	all	all	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
buskle	buskle	vvi	buskle	buskle	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
and	and	cc	and	and	0
rush	rush	vvi	rush	rush	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
pikes	pikes	n2	pikes	pike	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
quipping	quipping	vvg	quipping	quip	0
nips	nips	vvz	nips	nip	0
,	,	,	,	,	0
and	and	cc	and	and	0
biting	biting	j-vvg	biting	bite	0
frumps	frumps	n2	frumps	frump	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
taking	taking	vvg	taking	take	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
betweene	betweene	p-acp	between	between	0
both	both	d	both	both	0
these	these	d	these	these	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
tremities	tremities	n1	tremities	tremities	0
,	,	,	,	,	0
held	held	vvd	held	hold	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
better	better	jc	better	better	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
faint	faint	j	faint	faint	0
and	and	cc	and	and	0
peeuish	peeuish	j	peevish	peevish	0
a	a	dt	a	a	0
meacocke	meacocke	n1	meacock	meacock	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
shrinke	shrinke	vvi	shrink	shrink	0
and	and	cc	and	and	0
couch	couch	vvi	couch	couch	0
mine	mine	po11	mine	my	0
head	head	n1	head	head	0
for	for	p-acp	for	for	0
euerie	euerie	d	every	every	0
mizeling	mizeling	vvg	mizeling	mizel	0
shoure	shoure	n1	shower	shower	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
so	so	av	so	so	0
high	high	j	high	high	0
in	in	p-acp	in	in	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
pranse	pranse	vvi	prance	prance	0
and	and	cc	and	and	0
iet	iet	vvi	jet	jet	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
proud	proud	j	proud	proud	0
gennet	gennet	n1	gennet	jennet	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
street	street	n1	street	street	0
,	,	,	,	,	0
not	not	xx	not	not	0
weighing	weighing	vvg	weighing	weigh	0
the	the	dt	the	the	0
barking	barking	n-vvg	barking	bark	0
of	of	pp-f	of	of	0
currish	currish	j	currish	currish	0
bandogs	bandogs	n2	bandogs	bandog	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
historie	historie	n1	history	history	0
sometime	sometime	av	sometime	sometime	0
too	too	av	too	too	0
tedious	tedious	j	tedious	tedious	0
,	,	,	,	,	0
sometime	sometime	av	sometime	sometime	0
too	too	av	too	too	0
spare	spare	vvi	spare	spare	0
,	,	,	,	,	0
sometime	sometime	av	sometime	sometime	0
too	too	av	too	too	0
fawning	fawning	vvg	fawning	fawn	0
in	in	p-acp	in	in	0
commending	commending	vvg	commending	commend	0
the	the	dt	the	the	0
liuing	liuing	j-vvg	living	live	0
,	,	,	,	,	0
sometime	sometime	av	sometime	sometime	0
too	too	av	too	too	0
flat	flat	av-j	flat	flat	0
in	in	p-acp	in	in	0
reproouing	reproouing	vvg	reproving	reprove	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
:	:	:	:	:	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
witnesse	witnesse	vvi	witness	witness	0
,	,	,	,	,	0
that	that	cst	that	that	0
mine	mine	po11	mine	my	0
offense	offense	n1	offence	offence	0
therein	therein	av	therein	therein	0
proceedeth	proceedeth	vvz	proceedeth	proceed	0
of	of	pp-f	of	of	0
ignorance	ignorance	n1	ignorance	ignorance	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
set	set	j-vvn	set	set	0
wilfulnesse	wilfulnesse	n1	wilfulness	wilfulness	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
passing	passing	vvg	passing	pass	0
ouer	ouer	a-acp	over	over	0
in	in	p-acp	in	in	0
silence	silence	n1	silence	silence	0
of	of	pp-f	of	of	0
diuerse	diuerse	j	diverse	diverse	0
euents	euents	n2	events	event	0
(	(	(	(	(	0
albeit	albeit	cs	albeit	albeit	0
the	the	dt	the	the	0
law	law	n1	law	law	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
the	the	dt	the	the	0
liber	liber	fw-la	liber	libre	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
historie	historie	n1	history	history	0
requireth	requireth	vvz	requires	require	0
that	that	cst	that	that	0
all	all	d	all	all	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
related	related	vvn	related	relate	0
,	,	,	,	,	0
and	and	cc	and	and	0
nothing	nothing	pix	nothing	nothing	0
whusted	whusted	j	whusted	whusted	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confesse	confesse	vvi	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
so	so	av	so	so	0
little	little	j	little	little	0
leasure	leasure	n1	leisure	leisure	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
all	all	d	all	all	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
said	said	vvn	said	say	0
or	or	cc	or	or	0
doone	doone	vdn	done	do	0
;	;	;	;	;	0
so	so	av	so	so	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
willing	willing	j	willing	willing	0
for	for	p-acp	for	for	0
sundrie	sundrie	j	sundry	sundry	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
euerie	euerie	d	every	every	0
trim	trim	j	trim	trim	0
tram	tram	n1	tram	tram	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
or	or	cc	or	or	0
doone	doone	vdn	done	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
anie	anie	d	any	any	0
be	be	vbb	be	be	0
ouerthwartlie	ouerthwartlie	av	overthwartly	overthwart	0
waiwarded	waiwarded	vvn	waywarded	wayward	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
sooner	sooner	av-c	sooner	soon	0
long	long	vvi	long	long	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
omittted	omittted	vvn	omittted	omitt	0
,	,	,	,	,	0
than	than	cs	than	than	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
contented	contented	vvn	contented	content	0
with	with	p-acp	with	with	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
chroni	chroni	fw-la	chroni	chroni	0
∣	∣	sy	∣	∣	0
cled	cled	vvn	cled	cle	0
;	;	;	;	;	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
deuise	deuise	vvi	devise	devise	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
iudgement	iudgement	n1	judgement	judgement	0
a	a	dt	a	a	0
better	better	jc	better	better	0
waie	waie	n1	way	way	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
his	his	po31	his	his	0
appetite	appetite	n1	appetite	appetite	0
,	,	,	,	,	0
than	than	cs	than	than	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
Dolie	Dolie	n-jn	Dolie	dolie	0
,	,	,	,	,	0
a	a	dt	a	a	0
peintor	peintor	n1	peintor	peintor	0
of	of	pp-f	of	of	0
Oxford	Oxford	np1	Oxford	Oxford	0
,	,	,	,	,	0
his	his	po31	his	his	0
answer	answer	n1	answer	answer	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
appointed	appointed	vvn	appointed	appoint	0
to	to	p-acp	to	to	0
tricke	tricke	n1	trick	trick	0
out	out	av	out	out	0
the	the	dt	the	the	0
ten	ten	crd	ten	ten	0
commandements	commandements	n2	commandments	commandment	0
,	,	,	,	,	0
omitted	omitted	vvn	omitted	omit	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
pourtraied	pourtraied	vvn	portrayed	portray	0
but	but	p-acp	but	but	0
nine	nine	crd	nine	nine	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
fault	fault	n1	fault	fault	0
espied	espied	vvd	espied	espy	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
maister	maister	n1	master	master	0
that	that	cst	that	that	0
hired	hired	vvd	hired	hire	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Dolie	Dolie	n-jn	Dolie	dolie	0
answered	answered	vvd	answered	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
verie	verie	j	very	very	0
deed	deed	n1	deed	deed	0
he	he	pns31	he	he	0
peinted	peinted	vvd	painted	paint	0
but	but	p-acp	but	but	0
nine	nine	crd	nine	nine	0
:	:	:	:	:	0
howbeit	howbeit	a-acp	howbeit	howbeit	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
vnderstood	vnderstood	vvd	understood	understand	0
that	that	cst	that	that	0
his	his	po31	his	his	0
master	master	n1	master	master	0
had	had	vhd	had	have	0
well	well	av	well	well	0
obserued	obserued	vvn	observed	observe	0
and	and	cc	and	and	0
kept	kept	vvd	kept	keep	0
the	the	dt	the	the	0
nine	nine	crd	nine	nine	0
commandements	commandements	n2	commandments	commandment	0
that	that	cst	that	that	0
alreadie	alreadie	av	already	already	0
were	were	vbdr	were	be	0
drawne	drawne	vvn	drawn	draw	0
,	,	,	,	,	0
he	he	pns31	he	he	0
gaue	gaue	vvd	gave	give	0
his	his	po31	his	his	0
word	word	n1	word	word	0
at	at	p-acp	at	at	0
better	better	jc	better	better	0
leisure	leisure	n1	leisure	leisure	0
throughlie	throughlie	av-j	throughly	through	0
to	to	pc-acp	to	to	0
finish	finish	vvi	finish	finish	0
the	the	dt	the	the	0
tenth	tenth	ord	tenth	ten	0
.	.	.	.	.	1
And	And	cc	And	and	0
truelie	truelie	av-j	truly	true	0
so	so	av	so	so	0
must	must	vmb	must	must	0
I	I	pns11	I	i	0
saie	saie	vvi	say	say	0
:	:	:	:	:	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
laid	laid	vvn	laid	lay	0
downe	downe	a-acp	down	down	0
heere	heere	av	here	here	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
reader	reader	n1	reader	reader	0
his	his	po31	his	his	0
view	view	n1	view	view	0
,	,	,	,	,	0
a	a	dt	a	a	0
breefe	breefe	j	brief	brief	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
take	take	vvi	take	take	0
no	no	dx	no	no	0
great	great	j	great	great	0
surfet	surfet	n1	surfeit	surfeit	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
aduertised	aduertised	vvn	advertised	advertise	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
digest	digest	vvi	digest	digest	0
the	the	dt	the	the	0
thin	thin	j	thin	thin	0
fare	fare	n1	fare	fare	0
that	that	cst	that	that	0
heere	heere	av	here	here	0
is	is	vbz	is	be	0
disht	disht	vvn	dished	dish	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
:	:	:	:	:	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
(	(	(	(	(	0
God	God	n1	God	god	0
willing	willing	vvg	willing	will	0
)	)	)	)	)	0
heereafter	heereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
my	my	po11	my	my	0
booke	booke	n1	book	book	0
with	with	p-acp	with	with	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
licorous	licorous	j	liquorous	liquorous	0
deinties	deinties	n2-j	dainties	dainty	0
farsed	farsed	vvn	farsed	farse	0
and	and	cc	and	and	0
furnished	furnished	vvn	furnished	furnish	0
;	;	;	;	;	0
leauing	leauing	vvg	leaving	leave	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
choise	choise	n1	choice	choice	0
,	,	,	,	,	0
either	either	av-d	either	either	0
nicelie	nicelie	av-j	nicely	nice	0
to	to	p-acp	to	to	0
pickle	pickle	n1	pickle	pickle	0
,	,	,	,	,	0
or	or	cc	or	or	0
greedilie	greedilie	av-j	greedily	greedy	0
to	to	pc-acp	to	to	0
swallow	swallow	vvi	swallow	swallow	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
contentation	contentation	n1	contentation	contentation	0
shall	shall	vmb	shall	shall	0
best	best	av-js	best	best	0
beseeme	beseeme	vvi	beseem	beseem	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
my	my	po11	my	my	0
good	good	j	good	good	0
lord	lord	n1	lord	lord	0
,	,	,	,	,	0
sith	sith	c-acp	sith	sith	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
denie	denie	vvi	deny	deny	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
