Christian	Christian	np1	Christian	Christian	0
compassed	compassed	vvn	compassed	compass	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
own	own	d	own	own	0
designe	designe	n1	design	design	0
&	&	cc	&	and	0
projects	projects	n2	projects	project	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
sure	sure	j	sure	sure	0
foong	foong	n1	foong	foong	0
:	:	:	:	:	0
and	and	cc	and	and	0
these	these	d	these	these	0
are	are	vbr	are	be	0
your	your	po22	your	your	0
self-loving	self-loving	j	self-loving	self-loving	0
worldly	worldly	j	worldly	worldly	0
politicins	politicins	n2	politicins	politicin	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Christ	Christ	np1	Christ	Christ	0
speaks	speaks	vvz	speaks	speak	0
and	and	cc	and	and	0
savour	savour	vvb	savour	savour	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
seek	seek	vvi	seek	seek	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
,	,	,	,	,	0
that	that	cst	that	that	0
seek	seek	vvb	seek	seek	0
their	their	po32	their	their	0
own	own	d	own	own	0
and	and	cc	and	and	0
not	not	xx	not	not	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Others	Others	n2-jn	Others	other	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
so	so	av	so	so	0
dissolute	dissolute	j	dissolute	dissolute	0
and	and	cc	and	and	0
prophane	prophane	j	profane	profane	0
,	,	,	,	,	0
&	&	cc	&	and	0
are	are	vbr	are	be	0
risen	risen	vvn	risen	rise	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
impiety	impiety	n1	impiety	impiety	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
regard	regard	vvi	regard	regard	0
this	this	d	this	this	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
air	air	n1	air	air	0
under	under	p-acp	under	under	0
then	then	av	then	then	0
et	et	fw-la	et	et	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
arou	arou	fw-fr	arou	arou	0
∣	∣	sy	∣	∣	0
nd	nd	cc	and	and	0
in	in	p-acp	in	in	0
drink	drink	n1	drink	drink	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
sensual	sensual	j	sensual	sensual	0
delihts	delihts	n2	delihts	deliht	0
his	his	po31	his	his	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
so	so	av	so	so	0
heightned	heightned	vvn	heightened	heighten	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Oaths	Oaths	n2	Oaths	oath	0
&	&	cc	&	and	0
blasphe	blasphe	n1	blasphe	blasphe	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
abominations	abominations	n2	abominations	abomination	0
,	,	,	,	,	0
tha	tha	cs	than	than	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
peoples	peoples	ng1	peoples	people	0
cse	cse	n1	cse	cse	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
thoughts	thoughts	n2	thoughts	thought	0
:	:	:	:	:	0
if	if	cs	if	if	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
this	this	d	this	this	0
cse	cse	n1	cse	cse	0
come	come	vvn	come	come	0
into	into	p-acp	into	into	0
them	them	pno32	them	they	0
as	as	a-acp	as	as	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
the	the	dt	the	the	0
foulest	foulest	js	foulest	foul	0
pers	pers	n2	pers	per	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
spatter	spatter	n1	spatter	spatter	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
bast	bast	vvi	baste	baste	0
obliquies	obliquies	n2	obloquies	obloquy	0
and	and	cc	and	and	0
speeches	speeches	n2	speeches	speech	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
&	&	cc	&	and	0
their	their	po32	their	their	0
own	own	d	own	own	0
cursed	cursed	j-vvn	cursed	curse	0
hearts	hearts	n2	hearts	heart	0
can	can	vmb	can	can	0
invent	invent	vvi	invent	invent	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
persecute	persecute	vvi	persecute	persecute	0
it	it	pn31	it	it	0
wi	wi	p-acp	with	with	0
tongue	tongue	n1	tongue	tongue	0
&	&	cc	&	and	0
and	and	cc	and	and	0
heart	heart	n1	heart	heart	0
&	&	cc	&	and	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
persecution	persecution	n1	persecution	persecution	0
,	,	,	,	,	0
even	even	av	even	even	0
unto	unto	p-acp	unto	unto	0
bloud	bloud	n1	blood	blood	0
and	and	cc	and	and	0
slughter	slughter	n1	slughter	slughter	0
:	:	:	:	:	0
though	though	c-acp	though	though	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
all	all	d	all	all	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
they	they	pns32	they	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
servants	servants	n2	servants	servant	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
that	that	cst	that	that	0
ck	ck	av	ck	ck	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Primitive	Primitive	j	Primitive	primitive	0
believers	believers	n2	believers	believer	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
persecuting	persecuting	vvg	persecuting	persecute	0
Nero	Nero	np1	Nero	Nero	0
,	,	,	,	,	0
Nero	Nero	np1	Nero	Nero	0
may	may	vmb	may	may	0
kill	kill	vvi	kill	kill	0
us	us	pno12	us	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
cannot	cannot	vmbx	cannot	can	0
hurt	hurt	vvi	hurt	hurt	0
us	us	pno12	us	we	0
;	;	;	;	;	0
so	so	av	so	so	0
may	may	vmb	may	may	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
now	now	av	now	now	0
.	.	.	.	.	1
Others	Others	n2-jn	Others	other	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
that	that	cst	that	that	0
seem	seem	vvb	seem	seem	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
adventure	adventure	vvi	adventure	adventure	0
much	much	d	much	much	0
this	this	d	this	this	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
be	be	vbi	be	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
lose	lose	vvi	loose	lose	0
their	their	po32	their	their	0
liberty	liberty	n1	liberty	liberty	0
&	&	cc	&	and	0
estates	estates	n2	estates	estate	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
freinds	freinds	n2	friends	friend	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
go	go	vvb	go	go	0
further	further	av-jc	further	further	0
also	also	av	also	also	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
afterward	afterward	av	afterwards	afterward	0
turn	turn	vvi	turn	turn	0
away	away	av	away	away	0
&	&	cc	&	and	0
draw	draw	vvi	draw	draw	0
back	back	av	back	back	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
are	are	vbr	are	be	0
hypocrites	hypocrites	n2	hypocrites	hypocrite	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
either	either	d	either	either	0
taken	taken	vvn	taken	take	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
eye-lids	eye-lids	n2	eyelids	eyelid	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
aluring	aluring	j-vvg	alluring	allure	0
harlot	harlot	n1	harlot	harlot	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
profits	profits	n2	profits	profit	0
,	,	,	,	,	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sures	sures	vvz	sures	sure	0
&	&	cc	&	and	0
honours	honours	n2	honours	honour	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
are	are	vbr	are	be	0
afraid	afraid	j	afraid	afraid	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
frownes	frownes	n2	frowns	frown	0
&	&	cc	&	and	0
discouragements	discouragements	n2	discouragements	discouragement	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
their	their	po32	their	their	0
former	former	j	former	former	0
sufferings	sufferings	n2	sufferings	suffering	0
:	:	:	:	:	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
ventured	ventured	vvn	ventured	venture	0
so	so	av	so	so	0
far	far	av-j	far	far	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
dare	dare	vvb	dare	dare	0
go	go	vvi	go	go	0
no	no	av-dx	no	no	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
lise	lise	n1	lise	life	0
all	all	d	all	all	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
wrought	wrought	vvn	wrought	wrought	0
,	,	,	,	,	0
and	and	cc	and	and	0
suffer	suffer	vvi	suffer	suffer	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
,	,	,	,	,	0
these	these	d	these	these	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
true	true	j	true	true	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
puting	puting	vvg	putting	put	0
away	away	av	away	away	0
a	a	dt	a	a	0
good	good	j	good	good	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
wan	wan	j	wan	wan	0
of	of	pp-f	of	of	0
self-denial	self-denial	n1	self-denial	self-denial	0
,	,	,	,	,	0
make	make	vvb	make	make	0
shipwrack	shipwrack	n1	shipwreck	shipwreck	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
cause	cause	n1	cause	cause	0
we	we	pns12	we	we	0
speak	speak	vvb	speak	speak	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
Only	Only	av-j	Only	only	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
few	few	d	few	few	0
sincere	sincere	j	sincere	sincere	0
ones	ones	pi2	ones	one	0
that	that	cst	that	that	0
hold	hold	vvi	hold	hold	0
their	their	po32	their	their	0
own	own	d	own	own	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
times	times	n2	times	time	0
deale	deale	vvb	deal	deal	0
pently	pently	av-j	pently	pent	0
,	,	,	,	,	0
and	and	cc	and	and	0
discern	discern	vvi	discern	discern	0
both	both	d	both	both	0
time	time	n1	time	time	0
and	and	cc	and	and	0
judgment	judgment	n1	judgement	judgement	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
valiant	valiant	j	valiant	valiant	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
cse	cse	n1	cse	cse	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
duty	duty	n1	duty	duty	0
weighed	weighed	vvd	weighed	weigh	0
and	and	cc	and	and	0
seriously	seriously	av-j	seriously	serious	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
no	no	dx	no	no	0
wonder	wonder	n1	wonder	wonder	0
that	that	cst	that	that	0
this	this	d	this	this	0
holy	holy	j	holy	holy	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
being	being	vbg	being	be	0
guided	guided	vvn	guided	guide	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
made	made	vvd	made	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
subject	subject	n-jn	subject	subject	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
great	great	j	great	great	0
Assembly	Assembly	n1	Assembly	assembly	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
of	of	pp-f	of	of	0
Election	Election	n1	Election	election	0
,	,	,	,	,	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
wherin	wherin	c-crq	wherein	wherein	0
so	so	av	so	so	0
many	many	d	many	many	0
turne	turne	vvb	turn	turn	0
their	their	po32	their	their	0
backs	backs	n2	backs	back	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvi	set	set	0
themselves	themselves	px32	themselves	themselves	0
so	so	av	so	so	0
desparately	desparately	av-j	desperately	desperate	0
against	against	p-acp	against	against	0
H	H	zz	H	h	0
,	,	,	,	,	0
&	&	cc	&	and	0
his	his	po31	his	his	0
peoples	peoples	ng1	peoples	people	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
star	star	n1	star	star	0
us	us	pno12	us	we	0
all	all	d	all	all	0
up	up	p-acp	up	up	0
to	to	pc-acp	to	to	0
besiege	besiege	vvi	besiege	besiege	0
&	&	cc	&	and	0
beleag	beleag	vvi	beleag	beleag	0
the	the	dt	the	the	0
re	re	zz	re	re	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
thse	thse	d	thse	these	0
last	last	ord	last	last	0
and	and	cc	and	and	0
peilus	peilus	fw-la	peilus	peilus	0
dayes	dayes	n2	days	day	0
and	and	cc	and	and	0
times	times	n2	times	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
awake	awake	vvi	awake	awake	0
&	&	cc	&	and	0
stand	stand	vvb	stand	stand	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
Almighty	Almighty	j-jn	Almighty	almighty	0
power	power	n1	power	power	0
in	in	p-acp	in	in	0
crushing	crushing	j-vvg	crushing	crush	0
all	all	d	all	all	0
the	the	dt	the	the	0
designes	designes	n2	designs	design	0
,	,	,	,	,	0
and	and	cc	and	and	0
out-plotting	out-plotting	j	out-plotting	out-plotting	0
all	all	d	all	all	0
the	the	dt	the	the	0
plots	plots	n2	plots	plot	0
of	of	pp-f	of	of	0
Sathan	Sathan	np1	Sathan	Satan	0
&	&	cc	&	and	0
his	his	po31	his	his	0
instruments	instruments	n2	instruments	instrument	0
that	that	cst	that	that	0
undermine	undermine	vvb	undermine	undermine	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
help	help	vvb	help	help	0
us	us	pno12	us	we	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
attend	attend	vvi	attend	attend	0
what	what	r-crq	what	what	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
speaks	speaks	vvz	speaks	speak	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
if	if	cs	if	if	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
&	&	cc	&	and	0
give	give	vvi	give	give	0
God	God	np1	God	God	0
no	no	dx	no	no	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
ll	ll	vmb	ll	will	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
be	be	vbi	be	be	0
maintained	maintained	vvn	maintained	maintain	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
faces	faces	n2	faces	face	0
&	&	cc	&	and	0
forces	forces	n2	forces	force	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
its	its	po31	its	its	0
enemies	enemies	n2	enemies	enemy	0
.	.	.	.	.	1
The	The	dt	The	the	0
Sermon	Sermon	n1	Sermon	sermon	0
when	when	c-crq	when	when	0
preached	preached	vvn	preached	preach	0
was	was	vbds	was	be	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
ceptable	ceptable	j	ceptable	ceptable	0
to	to	pc-acp	to	to	0
all	all	av-d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
found	found	vvd	found	find	0
general	general	j	general	general	0
approbation	approbation	n1	approbation	approbation	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
the	the	dt	the	the	0
wise-hearted	wise-hearted	j	wisehearted	wisehearted	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
.	.	.	.	.	1
Reader	Reader	n1	Reader	reader	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
i	i	pns11	i	i	0
to	to	pc-acp	to	to	0
peruse	peruse	vvi	peruse	peruse	0
,	,	,	,	,	0
read	read	vvb	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
understand	understand	vvb	understand	understand	0
thy	thy	po21	thy	thy	0
time	time	n1	time	time	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
people	people	n1	people	people	0
lie	lie	vvi	lie	lie	0
neerer	neerer	av-jc	nearer	near	0
to	to	p-acp	to	to	0
thine	thine	po21	thine	thy	0
heart	heart	n1	heart	heart	0
then	then	av	then	then	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
thy	thy	po21	thy	thy	0
sol	sol	n-vvg	solemnizing	solemnize	0
awake	awake	vvb	awake	awake	0
more	more	dc	more	more	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
prevaile	prevaile	vvi	prevail	prevail	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
main	main	j	main	main	0
aed	aed	vvn	aed	ae	0
&	&	cc	&	and	0
upheld	upheld	vvn	upheld	uphold	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
the	the	dt	the	the	0
powers	powers	n2	powers	power	0
of	of	pp-f	of	of	0
darkness	darkness	n1	darkness	darkness	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
conspiracies	conspiracies	n2	conspiracies	conspiracy	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
devills	devills	n2	devils	devil	0
in	in	p-acp	in	in	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
victorious	victorious	j	victorious	victorious	0
,	,	,	,	,	0
&	&	cc	&	and	0
ride	ride	vvi	ride	ride	0
in	in	p-acp	in	in	0
triumph	triumph	n1	triumph	triumph	0
till	till	p-acp	till	till	0
Christ	Christ	np1	Christ	Christ	0
come	come	vvb	come	come	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
own	own	d	own	own	0
is	is	vbz	is	be	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
stood	stood	vvn	stood	stand	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
have	have	vhb	have	have	0
cost	cost	vvn	cost	cost	0
them	them	pno32	them	they	0
dear	dear	j-jn	dear	dear	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
dspisers	dspisers	n2	dspisers	dspiser	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
that	that	cst	that	that	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
along	along	a-acp	along	along	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Servant	Servant	n1	Servant	servant	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
be	be	vbb	be	be	0
&	&	cc	&	and	0
we	we	pns12	we	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
read	read	vvd	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
this	this	d	this	this	0
fruit	fruit	n1	fruit	fruit	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
