THese	THese	d	THese	these	0
his	his	po31	his	his	0
Arguments	Arguments	n2	Arguments	argument	0
,	,	,	,	,	0
trusting	trusting	vvg	trusting	trust	0
that	that	cst	that	that	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
issue	issue	n1	issue	issue	0
and	and	cc	and	and	0
result	result	n1	result	result	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Debate	Debate	n1	Debate	debate	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
ducive	ducive	j	ducive	ducive	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
further	further	av-jc	further	further	0
strengthning	strengthning	vvg	strengthening	strengthen	0
and	and	cc	and	and	0
establishment	establishment	n1	establishment	establishment	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
fear	fear	n1	fear	fear	0
∣	∣	sy	∣	∣	0
ers	ers	n1	ers	ers	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
and	and	cc	and	and	0
die	die	vvi	die	die	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Old	Old	j	Old	old	0
Good	Good	j	Good	good	0
Paths	Paths	n2	Paths	path	0
,	,	,	,	,	0
and	and	cc	and	and	0
therein	therein	av	therein	therein	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
rest	rest	n1	rest	rest	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Souls	Souls	n2	Souls	soul	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
freely	freely	av-j	freely	free	0
declare	declare	vvi	declare	declare	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
Worthy	Worthy	j-jn	Worthy	worthy	0
and	and	cc	and	and	0
Beloved	Beloved	j-vvn	Beloved	belove	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
constraint	constraint	n1	constraint	constraint	0
of	of	pp-f	of	of	0
putting	putting	vvg	putting	put	0
such	such	d	such	such	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
so	so	av	so	so	0
mean	mean	j	mean	mean	0
a	a	dt	a	a	0
subject	subject	n-jn	subject	subject	0
,	,	,	,	,	0
ministreth	ministreth	vvz	ministereth	minister	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
some	some	d	some	some	0
melancholy	melancholy	j-jn	melancholy	melancholy	0
reflections	reflections	n2	reflections	reflection	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
ever	ever	av	ever	ever	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poor	poor	j	poor	poor	0
Labours	Labours	n2	Labours	labour	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
worth	worth	j	worth	worth	0
your	your	po22	your	your	0
notice	notice	n1	notice	notice	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
finished	finished	vvn	finished	finish	0
my	my	po11	my	my	0
course	course	n1	course	course	0
,	,	,	,	,	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
been	been	vbi	been	be	0
more	more	av-dc	more	more	0
comfortable	comfortable	j	comfortable	comfortable	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
subject	subject	n-jn	subject	subject	0
had	had	vhd	had	have	0
engaged	engaged	vvn	engaged	engage	0
a	a	dt	a	a	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
more	more	av-dc	more	more	0
profitable	profitable	j	profitable	profitable	0
&	&	cc	&	and	0
spiritual	spiritual	j	spiritual	spiritual	0
than	than	cs	than	than	0
meer	meer	j	mere	mere	0
Jejune	Jejune	np1	Jejune	Jejune	0
forms	forms	n2	forms	form	0
:	:	:	:	:	0
knowing	knowing	vvg	knowing	know	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
▪	▪	▪	▪	▪	0
derry	derry	uh	derry	derry	0
,	,	,	,	,	0
being	being	vbg	being	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Firebrand	Firebrand	n1	Firebrand	firebrand	0
pluckt	pluckt	vvd	plucked	pluck	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
suitable	suitable	j	suitable	suitable	0
entertainment	entertainment	n1	entertainment	entertainment	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
due	due	j-jn	due	due	0
returns	returns	n2	returns	return	0
of	of	pp-f	of	of	0
grati	grati	fw-la	grati	grati	0
∣	∣	sy	∣	∣	0
tude	tude	n1	tude	tude	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
signal	signal	n1	signal	signal	0
deliverance	deliverance	n1	deliverance	deliverance	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
treated	treated	vvn	treated	treat	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Dispute	Dispute	vvb	Dispute	dispute	0
of	of	pp-f	of	of	0
Forms	Forms	n2	Forms	form	0
,	,	,	,	,	0
so	so	av	so	so	0
remote	remote	j	remote	remote	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Godliness	Godliness	n1	Godliness	godliness	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
present	present	j	present	present	0
due	due	j-jn	due	due	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
Works	Works	vvz	Works	work	0
of	of	pp-f	of	of	0
Wonder	Wonder	n1	Wonder	wonder	0
,	,	,	,	,	0
done	done	vdn	done	do	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
people	people	n1	people	people	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
apt	apt	j	apt	apt	0
sinfully	sinfully	av-j	sinfully	sinful	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
peremptorly	peremptorly	av-j	peremptorily	peremptory	0
required	required	vvn	required	require	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
heed	heed	n1	heed	heed	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
we	we	pns12	we	we	0
forget	forget	vvb	forget	forget	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
they	they	pns32	they	they	0
depart	depart	vvb	depart	depart	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
days	days	n2	days	day	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
life	life	n1	life	life	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
sons	sons	n2	sons	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
sons	sons	n2	sons	son	0
sons	sons	n2	sons	son	0
.	.	.	.	.	1
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
require	require	vvi	require	require	0
of	of	pp-f	of	of	0
Derry	Derry	np1	Derry	Derry	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
other	other	j-jn	other	other	0
places	places	n2	places	place	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
;	;	;	;	;	0
August	August	np1	August	August	0
.	.	.	.	.	0
epist	epist	vvn	epist	epist	0
.	.	.	.	.	0
ad	ad	fw-la	ad	ad	0
Marcell	Marcell	np1	Marcell	Marcell	0
▪	▪	▪	▪	▪	0
speaking	speaking	vvg	speaking	speak	0
of	of	pp-f	of	of	0
gratitude	gratitude	n1	gratitude	gratitude	0
,	,	,	,	,	0
piously	piously	av-j	piously	pious	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
better	better	jc	better	better	0
thing	thing	n1	thing	thing	0
can	can	vmb	can	can	0
we	we	pns12	we	we	0
bear	bear	vvi	bear	bear	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
mind	mind	n1	mind	mind	0
?	?	?	?	?	0
express	express	vvb	express	express	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
lips	lips	n2	lips	lip	0
?	?	?	?	?	0
record	record	vvb	record	record	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
Pen	Pen	n1	Pen	pen	0
?	?	?	?	?	0
hear	hear	vvb	hear	hear	0
more	more	dc	more	more	0
joyfully	joyfully	av-j	joyfully	joyful	0
?	?	?	?	?	0
consider	consider	vvb	consider	consider	0
with	with	p-acp	with	with	0
greater	greater	jc	greater	great	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
?	?	?	?	?	0
or	or	cc	or	or	0
what	what	q-crq	what	what	0
better	better	jc	better	better	0
fruit	fruit	n1	fruit	fruit	0
can	can	vmb	can	can	0
we	we	pns12	we	we	0
bear	bear	vvi	bear	bear	0
than	than	cs	than	than	0
gratitude	gratitude	n1	gratitude	gratitude	0
?	?	?	?	?	1
It	It	pn31	It	it	0
cannot	cannot	vmbx	cannot	can	0
therefore	therefore	av	therefore	therefore	0
be	be	vbi	be	be	0
unseasonable	unseasonable	j	unseasonable	unseasonable	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
mind	mind	n1	mind	mind	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
tho'	tho'	cs	though	though	0
ye	ye	pn22	you	you	0
know	know	vvb	know	know	0
them	them	pno32	them	they	0
;	;	;	;	;	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
improve	improve	vvi	improve	improve	0
this	this	d	this	this	0
occasion	occasion	n1	occasion	occasion	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
retain	retain	vvi	retain	retain	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
impression	impression	n1	impression	impression	0
and	and	cc	and	and	0
regard	regard	n1	regard	regard	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
Works	Works	vvz	Works	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
being	being	vbg	being	be	0
no	no	dx	no	no	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
whoever	whoever	r-crq	whoever	whoever	0
had	had	vhd	had	have	0
more	more	dc	more	more	0
special	special	j	special	special	0
and	and	cc	and	and	0
immediat	immediat	j	immediate	immediate	0
appearing	appearing	vvg	appearing	appear	0
of	of	pp-f	of	of	0
Soveraign	Soveraign	j-jn	Sovereign	sovereign	0
Dominion	Dominion	n1	Dominion	dominion	0
,	,	,	,	,	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mercy	Mercy	n1	Mercy	mercy	0
,	,	,	,	,	0
than	than	cs	than	than	0
this	this	d	this	this	0
City	City	n1	City	city	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
considered	considered	vvn	considered	consider	0
That	That	cst	That	that	0
after	after	p-acp	after	after	0
vast	vast	j	vast	vast	0
numbers	numbers	n2	numbers	number	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
were	were	vbdr	were	be	0
frighted	frighted	vvn	frighted	fright	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
refuge	refuge	n1	refuge	refuge	0
,	,	,	,	,	0
not	not	xx	not	not	0
knowing	knowing	vvg	knowing	know	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
what	what	q-crq	what	what	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
do	do	vdi	do	do	0
when	when	c-crq	when	when	0
within	within	p-acp	within	within	0
these	these	d	these	these	0
Walls	Walls	n2	Walls	wall	0
,	,	,	,	,	0
having	having	vhg	having	have	0
no	no	dx	no	no	0
Ruler	Ruler	n1	Ruler	ruler	0
but	but	p-acp	but	but	0
God	God	np1	God	God	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
different	different	j	different	different	0
perswasions	perswasions	n2	persuasions	persuasion	0
,	,	,	,	,	0
so	so	av	so	so	0
of	of	pp-f	of	of	0
different	different	j	different	different	0
sentiments	sentiments	n2	sentiments	sentiment	0
,	,	,	,	,	0
many	many	d	many	many	0
