Madame	Madame	n1	Madame	madam	0
the	the	dt	the	the	0
debt	debt	n1	debt	debt	0
be	be	vbb	be	be	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
great	great	j	great	great	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
debt	debt	n1	debt	debt	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iudg	iudg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
not	not	xx	not	not	0
alwayes	alwayes	av	always	always	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
free	free	j	free	free	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
little	little	j	little	little	0
deseruing	deseruing	j-vvg	deserving	deserve	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
such	such	d	such	such	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
found	found	vvn	found	find	0
your	your	po22	your	your	0
Ladyship	Ladyship	n1	Ladyship	ladyship	0
my	my	po11	my	my	0
louing	louing	j-vvg	loving	love	0
friend	friend	n1	friend	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
Vertuous	Vertuous	j	Virtuous	virtuous	0
Gentlewoman	Gentlewoman	n1	Gentlewoman	gentlewoman	0
very	very	av	very	very	0
Christianly	Christianly	av-jp	Christianly	christianly	0
respectiue	respectiue	j	respective	respective	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
mee	mee	pno11	me	i	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
second	second	ord	second	second	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
deeply	deeply	av-jn	deeply	deep	0
ingaged	ingaged	vvn	engaged	engage	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
hard	hard	j	hard	hard	0
matter	matter	n1	matter	matter	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
though	though	cs	though	though	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
few	few	d	few	few	0
enow	enow	av-d	enough	enough	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
a	a	dt	a	a	0
faithfull	faithfull	j	faithful	faithful	0
friend	friend	n1	friend	friend	0
,	,	,	,	,	0
one	one	pi	one	one	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
know	know	vvi	know	know	0
a	a	dt	a	a	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
aduersity	aduersity	n1	adversity	adversity	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
easie	easie	j	easy	easy	0
.	.	.	.	.	1
Complementall	Complementall	j	Complemental	complemental	0
are	are	vbr	are	be	0
obuious	obuious	j	obvious	obvious	0
euery	euery	d	every	every	0
where	where	q-crq	where	where	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
stantiall	stantiall	j	stantiall	stantiall	0
friends	friends	n2	friends	friend	0
be	be	vbb	be	be	0
rare	rare	j	rare	rare	0
:	:	:	:	:	0
a	a	dt	a	a	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
fauour	fauour	n1	favour	favour	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
is	is	vbz	is	be	0
onely	onely	av-j	only	only	0
seene	seene	vvn	seen	see	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
friend	friend	n1	friend	friend	0
needeth	needeth	vvz	needs	need	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
fayle	fayle	vvb	fail	fail	0
not	not	xx	not	not	0
,	,	,	,	,	0
they	they	pns32	they	they	0
faynt	faynt	j	faint	faint	0
not	not	xx	not	not	0
.	.	.	.	.	1
True	True	j	True	true	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Saint	Saint	n1	Saint	saint	0
Iohn	Iohn	np1	Iohn	John	0
speakes	speakes	vvz	speaks	speak	0
,	,	,	,	,	0
driueth	driueth	vvz	driveth	drive	0
away	away	av	away	away	0
feare	feare	n1	fear	fear	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
both	both	d	both	both	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
little	little	j	little	little	0
Manual	Manual	j	Manual	manual	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
thus	thus	av	thus	thus	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
often	often	av	often	often	0
read	read	vvn	read	read	0
ouer	ouer	a-acp	over	over	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
meditation	meditation	n1	meditation	meditation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
lieu	lieu	n1	lieu	lieu	0
of	of	pp-f	of	of	0
payment	payment	n1	payment	payment	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
bind	bind	vvi	bind	bind	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
still	still	av	still	still	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whose	whose	rg-crq	whose	who	0
gracious	gracious	j	gracious	gracious	0
guidance	guidance	n1	guidance	guidance	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
humbly	humbly	av-j	humbly	humble	0
take	take	vvb	take	take	0
leaue	leaue	n1	leave	leave	0
.	.	.	.	.	1
Batcombe	Batcombe	np1	Batcombe	Batcombe	0
,	,	,	,	,	0
Feb.	Feb.	np1	Feb.	Feb.	0
27.	27.	crd	27.	27.	1
