ALL	ALL	av-d	ALL	all	0
14.3	14.3	crd	14.3	14.3	0
.	.	.	.	.	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
13.26	13.26	crd	13.26	13.26	0
.	.	.	.	.	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
saluatiō	saluatiō	n1	salvation	salvation	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
19.7	19.7	crd	19.7	19.7	0
.	.	.	.	.	0
making	making	vvg	making	make	0
wise	wise	j	wise	wise	0
the	the	dt	the	the	0
simple	simple	j	simple	simple	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
2.	2.	crd	2.	2.	1
Tim.	Tim.	np1	Tim.	Tim.	0
3.15	3.15	crd	3.15	3.15	0
.	.	.	.	.	0
wise	wise	j	wise	wise	0
vnto	vnto	p-acp	unto	unto	0
saluation	saluation	n1	salvation	salvation	0
through	through	p-acp	through	through	0
faith	faith	n1	faith	faith	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
;	;	;	;	;	0
Psal.	Psal.	np1	Psal.	Psal.	1
19	19	crd	19	19	0
.	.	.	.	.	0
conuerting	conuerting	vvg	converting	convert	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
reioycing	reioycing	vvg	rejoicing	rejoice	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
lightning	lightning	n1	lightning	lightning	0
the	the	cs	the	than	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
15.4	15.4	crd	15.4	15.4	0
.	.	.	.	.	0
instructing	instructing	vvg	instructing	instruct	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
Deut.	Deut.	np1	Deut.	Deut.	1
31.13	31.13	crd	31.13	31.13	0
.	.	.	.	.	0
making	making	vvg	making	make	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
feare	feare	vvi	fear	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
endring	endring	vvg	endring	endr	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
Iob.	Iob.	zz	Iob.	iob.	1
20.31	20.31	crd	20.31	20.31	0
.	.	.	.	.	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	0
15.4	15.4	crd	15.4	15.4	0
.	.	.	.	.	0
consolation	consolation	n1	consolation	consolation	0
,	,	,	,	,	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
Joh.	Joh.	np1	Joh.	Joh.	1
5.39	5.39	crd	5.39	5.39	0
.	.	.	.	.	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
eternall	eternall	j	eternal	eternal	0
life	life	n1	life	life	0
,	,	,	,	,	0
Joh.	Joh.	np1	Joh.	Joh.	1
20.31	20.31	crd	20.31	20.31	0
.	.	.	.	.	1
Gregor	Gregor	np1	Gregor	Gregor	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
Ori	Ori	np1	Ori	Ori	0
∣	∣	sy	∣	∣	0
gen	gen	fw-la	gen	gen	0
.	.	.	.	.	1
Isider	Isider	np1	Isider	Isider	0
.	.	.	.	.	1
Ful	Ful	j	Full	full	0
∣	∣	sy	∣	∣	0
gent	gent	n1	gent	gentleman	0
.	.	.	.	.	1
Athanas.	Athanas.	np1	Athanas.	Athanas.	0
Greenam	Greenam	fw-la	Greenam	greenam	0
.	.	.	.	.	1
Ti	Ti	fw-mi	Ti	ti	0
∣	∣	sy	∣	∣	0
len	len	vvn	len	len	0
.	.	.	.	.	1
Molin	Molin	np1	Molin	Molin	0
.	.	.	.	.	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
wee	wee	pns12	we	we	0
beleeue	beleeue	vvi	believe	believe	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
and	and	cc	and	and	0
beleeuing	beleeuing	vvg	believing	believe	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
life	life	n1	life	life	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
name	name	n1	name	name	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
it	it	pn31	it	it	0
commeth	commeth	vvz	comes	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
diuers	diuers	j	diverse	diverse	0
considerations	considerations	n2	considerations	consideration	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
uersly	uersly	av-j	uersly	uers	0
termed	termed	vvn	termed	term	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
both	both	d	both	both	0
ancient	ancient	j	ancient	ancient	0
and	and	cc	and	and	0
moderne	moderne	j	modern	modern	0
;	;	;	;	;	0
A	A	dt	A	a	0
long	long	j	long	long	0
Epistle	Epistle	n1	Epistle	epistle	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
sends	sends	vvz	sends	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
creature	creature	n1	creature	creature	0
.	.	.	.	.	1
The	The	dt	The	the	0
Te	Te	fw-la	Te	te	0
∣	∣	sy	∣	∣	0
stament	stament	n1	stament	stament	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
.	.	.	.	.	1
The	The	dt	The	the	0
Librarie	Librarie	n1	Library	library	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
.	.	.	.	.	1
The	The	dt	The	the	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
God	God	np1	God	God	0
vnfoldeth	vnfoldeth	vvz	unfoldeth	unfold	0
his	his	po31	his	his	0
loue	loue	n1	love	love	0
vnto	vnto	p-acp	unto	unto	0
man	man	n1	man	man	0
.	.	.	.	.	1
The	The	dt	The	the	0
mirror	mirror	n1	mirror	mirror	0
of	of	pp-f	of	of	0
Diuine	Diuine	j-jn	Divine	divine	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
mans	mans	ng1	men	man	0
misery	misery	n1	misery	misery	0
.	.	.	.	.	1
The	The	dt	The	the	0
rich	rich	j	rich	rich	0
Treasury	Treasury	n1	Treasury	treasury	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
wherein	wherein	q-crq	wherein	wherein	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
spiritual	spiritual	j	spiritual	spiritual	0
Manna	Manna	n1	Manna	manna	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bread	Bread	n1	Bred	bread	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
common	common	j	common	common	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perfect	perfect	j	perfect	perfect	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
young	young	j	young	young	0
ones	ones	pi2	ones	one	0
;	;	;	;	;	0
where	where	q-crq	where	where	0
is	is	vbz	is	be	0
Iacobs	Iacobs	npg1	Iacobs	Jacob	0
Well	Well	n1	Well	well	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
the	the	dt	the	the	0
simple	simple	j	simple	simple	0
may	may	vmb	may	may	0
drinke	drinke	vvi	drink	drink	0
;	;	;	;	;	0
where	where	q-crq	where	where	0
are	are	vbr	are	be	0
meates	meates	n2	meats	meat	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
the	the	dt	the	the	0
sincere	sincere	j	sincere	sincere	0
and	and	cc	and	and	0
wholesome	wholesome	j	wholesome	wholesome	0
milke	milke	n1	milk	milk	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
(	(	(	(	(	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Testaments	Testaments	n2	Testaments	testament	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
two	two	crd	two	two	0
brests	brests	n2	breasts	breast	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
new	new	j	new	new	0
borne	borne	vvn	born	bear	0
babes	babes	n2	babes	babe	0
,	,	,	,	,	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
meates	meates	n2	meats	meat	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
full	full	j	full	full	0
age	age	n1	age	age	0
;	;	;	;	;	0
where	where	q-crq	where	where	0
are	are	vbr	are	be	0
remedies	remedies	n2	remedies	remedy	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
euils	euils	n2-jn	evils	evil	0
,	,	,	,	,	0
preseruatiues	preseruatiues	n2	preservatives	preservative	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
vs	vs	pno12	us	we	0
from	from	p-acp	from	from	0
diseases	diseases	n2	diseases	disease	0
,	,	,	,	,	0
plasters	plasters	n2	plasters	plaster	0
to	to	pc-acp	to	to	0
heale	heale	vvi	heal	heal	0
our	our	po12	our	our	0
wounds	wounds	n2	wounds	wound	0
,	,	,	,	,	0
weapons	weapons	n2	weapons	weapon	0
against	against	p-acp	against	against	0
tentations	tentations	n2	tentations	tentation	0
,	,	,	,	,	0
&	&	cc	&	and	0
heresies	heresies	n2	heresies	heresy	0
,	,	,	,	,	0
a	a	dt	a	a	0
sword	sword	n1	sword	sword	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
hereticks	hereticks	n2	heretics	heretic	0
,	,	,	,	,	0
a	a	dt	a	a	0
touchstone	touchstone	n1	touchstone	touchstone	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
to	to	pc-acp	to	to	0
display	display	vvi	display	display	0
error	error	n1	error	error	0
,	,	,	,	,	0
an	an	dt	and	a	0
exact	exact	j	exact	exact	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
the	the	dt	the	the	0
Mistris	Mistris	n1	Mistress	mistress	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
a	a	dt	a	a	0
lanterne	lanterne	n1	lantern	lantern	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
our	our	po12	our	our	0
steppes	steppes	n2	steps	step	0
,	,	,	,	,	0
an	an	dt	and	a	0
anker	anker	n1	anchor	anchor	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
tempest	tempest	n1	tempest	tempest	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Paradise	Paradise	n1	Paradise	paradise	0
,	,	,	,	,	0
God	God	np1	God	God	0
sometimes	sometimes	av	sometime	sometime	0
Ambros.	Ambros.	np1	Ambros.	Ambros.	0
ep	ep	vvb	ep	ep	0
.	.	.	.	.	1
41	41	crd	41	41	0
,	,	,	,	,	0
Deambulabat	Deambulabat	fw-la	Deambulabat	deambulabat	0
Deus	Deus	fw-la	Deus	deus	0
in	in	p-acp	in	in	0
Para	Para	fw-it	Para	para	0
∣	∣	sy	∣	∣	0
diso	diso	n1	diso	diso	0
,	,	,	,	,	0
&	&	cc	&	and	0
nunc	nunc	fw-la	nunc	nunc	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
ambulat	ambulat	vvb	ambulat	ambulat	0
in	in	p-acp	in	in	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
radise	radise	n1	radise	radise	0
Deus	Deus	fw-la	Deus	deus	0
quando	quando	fw-la	quando	quando	0
scriptu	scriptu	fw-la	scriptu	scriptu	0
∣	∣	sy	∣	∣	0
ras	ras	zz	ras	ras	0
lego	lego	n1	lego	lego	0
.	.	.	.	.	1
Paradisus	Paradisus	np1	Paradisus	Paradisus	0
Ge	Ge	zz	Ge	ge	0
∣	∣	sy	∣	∣	0
nesis	nesis	n1	nesis	nesis	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
quo	quo	fw-la	quo	quo	0
vir	vir	fw-la	vir	vir	0
∣	∣	sy	∣	∣	0
tuts	tuts	n2	tuts	tut	0
pullulant	pullulant	j	pullulant	pullulant	0
Patriarcharum	Patriarcharum	n1	Patriarcharum	patriarcharum	0
:	:	:	:	:	0
Paradisus	Paradisus	fw-la	Paradisus	paradisus	0
Deu	Deu	fw-la	Deu	deu	0
∣	∣	sy	∣	∣	0
teronomium	teronomium	fw-la	teronomium	teronomium	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
qu	qu	n1	queen	queen	0
germinant	germinant	j	germinant	germinant	0
legis	legis	fw-la	legis	legis	0
praecepta	praecepta	fw-la	praecepta	praecepta	0
;	;	;	;	;	0
Paradisus	Paradisus	fw-la	Paradisus	paradisus	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
uangelium	uangelium	n1	vangelium	vangelium	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
qu	qu	n1	queen	queen	0
arbor	arbor	n1	arbour	arbour	0
vitae	vitae	fw-la	vitae	vitae	0
bnos	bnos	fw-la	bnos	bnos	0
fructus	fructus	fw-la	fructus	fructus	0
facit	facit	fw-la	facit	facit	0
.	.	.	.	.	0
walked	walked	vvd	walked	walk	0
in	in	p-acp	in	in	0
Paradise	Paradise	n1	Paradise	paradise	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
Saint	Saint	np1	Saint	Saint	0
Ambrose	Ambrose	np1	Ambrose	Ambrose	0
)	)	)	)	)	0
and	and	cc	and	and	0
now	now	av	now	now	0
God	God	np1	God	God	0
walketh	walketh	vvz	walks	walk	0
in	in	p-acp	in	in	0
Paradice	Paradice	n1	Paradise	paradise	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
reade	reade	vvb	read	read	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
.	.	.	.	.	1
Genesis	Genesis	n1	Genesis	genesis	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Paradise	Paradise	n1	Paradise	paradise	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
vertues	vertues	n2	virtues	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Patriarkes	Patriarkes	n2	Patriarchs	patriarch	0
doe	doe	vdb	do	do	0
branch	branch	vvi	branch	branch	0
forth	forth	av	forth	forth	0
:	:	:	:	:	0
Deuteronomie	Deuteronomie	np1	Deuteronomie	Deuteronomie	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Paradise	Paradise	n1	Paradise	paradise	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
doth	doth	vdz	does	do	0
spront	spront	vvi	spront	spront	0
forth	forth	av	forth	forth	0
.	.	.	.	.	1
The	The	dt	The	the	0
Gospell	Gospell	n1	Gospel	gospel	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Paradise	Paradise	n1	Paradise	paradise	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
doth	doth	vdz	does	do	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
good	good	j	good	good	0
fruits	fruits	n2	fruits	fruit	0
.	.	.	.	.	1
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
well	well	av	well	well	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
a	a	dt	a	a	0
Para	Para	np1	Para	Para	0
∣	∣	sy	∣	∣	0
dise	dise	zz	dise	dise	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
person	person	n1	person	person	0
can	can	vmb	can	can	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
place	place	n1	place	place	0
finde	finde	vvi	find	find	0
a	a	dt	a	a	0
sweeter	sweeter	jc	sweeter	sweet	0
and	and	cc	and	and	0
pleasanter	pleasanter	jc	pleasanter	pleasant	0
refreshing	refreshing	n-vvg	refreshing	refresh	0
then	then	cs	then	than	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Paradise	Paradise	n1	Paradise	paradise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
forbidden	forbidden	vvn	forbidden	forbid	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
appointed	appointed	vvn	appointed	appoint	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
elect	elect	n-vvn	elect	elect	0
;	;	;	;	;	0
where	where	q-crq	where	where	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middes	middes	n2-jn	mids	mid	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
Chris	Chris	np1	Chris	Chris	0
;	;	;	;	;	0
t	t	sy	tO	t	0
.	.	.	.	.	1
The	The	dt	The	the	0
dore	dore	n1	door	door	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
kept	kept	vvn	kept	keep	0
close	close	av-j	close	close	0
by	by	p-acp	by	by	0
Cherubins	Cherubins	n2	Cherubins	cherubin	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fierie	fierie	j	fiery	fiery	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
opened	opened	vvn	opened	open	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
instinct	instinct	n1	instinct	instinct	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
hungrie	hungrie	j	hungry	hungry	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
riuers	riuers	n2	rivers	river	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
liuely	liuely	j	lively	lively	0
waters	waters	n2	waters	water	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
is	is	vbz	is	be	0
ouerflowne	ouerflowne	vvn	overflown	overflow	0
and	and	cc	and	and	0
cherished	cherished	vvn	cherished	cherish	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
mindes	mindes	n2	minds	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
are	are	vbr	are	be	0
enriched	enriched	vvn	enriched	enrich	0
with	with	p-acp	with	with	0
most	most	ds	most	most	0
fine	fine	j	fine	fine	0
gold	gold	n1	gold	gold	0
and	and	cc	and	and	0
precious	precious	j	precious	precious	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
heauenly	heauenly	j	heavenly	heavenly	0
graces	graces	n2	graces	grace	0
;	;	;	;	;	0
Muscul.	Muscul.	np1	Muscul.	Muscul.	0
loc	loc	fw-la	loc	loc	0
.	.	.	.	.	1
Com.	Com.	np1	Com.	Com.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
20.	20.	crd	20.	20.	0
de	de	dt	the	the	0
S	S	n1	S	saint	0
Script	Script	n1	Script	script	0
.	.	.	.	.	0
where	where	q-crq	where	where	0
bee	bee	vbb	be	be	0
trees	trees	n2	trees	tree	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sortes	sortes	n2	sorts	sort	0
faire	faire	j	fair	fair	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
and	and	cc	and	and	0
sweete	sweete	j	sweet	sweet	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
taste	taste	n1	taste	taste	0
,	,	,	,	,	0
trees	trees	n2	trees	tree	0
planted	planted	vvn	planted	plant	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
handsome	handsome	j	handsome	handsome	0
and	and	cc	and	and	0
fruitfull	fruitfull	j	fruitful	fruitful	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Patriarkes	Patriarkes	n2	Patriarchs	patriarch	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
phets	phets	ng1	phets	phets	0
and	and	cc	and	and	0
Apostles	Apostles	n2	Apostles	apostle	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
aire	aire	n1	air	air	0
passeth	passeth	vvz	passes	pass	0
very	very	av	very	very	0
smooth	smooth	j	smooth	smooth	0
and	and	cc	and	and	0
calme	calme	j-jn	calm	calm	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
the	the	dt	the	the	0
breathing	breathing	n-vvg	breathing	breathe	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
