ROBERT	ROBERT	np1	ROBERT	Robert	0
and	and	cc	and	and	0
their	their	po32	their	their	0
peoples	peoples	ng1	peoples	people	0
safety	safety	n1	safety	safety	0
:	:	:	:	:	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
so	so	av	so	so	0
honourably	honourably	av-j	honourably	honourable	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
become	become	vvi	become	become	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
Person	Person	n1	Person	person	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
considering	considering	vvg	considering	consider	0
again	again	av	again	again	0
,	,	,	,	,	0
That	That	cst	That	that	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
the	the	dt	the	the	0
lowest	lowest	js	lowest	low	0
of	of	pp-f	of	of	0
ten	ten	crd	ten	ten	0
thousand	thousand	crd	thousand	thousand	0
,	,	,	,	,	0
has	has	vhz	has	have	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
fell	fell	vvd	fell	fall	0
very	very	av	very	very	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
and	and	cc	and	and	0
much	much	d	much	much	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
King	King	n1	King	king	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Subjects	Subjects	n2-jn	Subject's	subject	0
;	;	;	;	;	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
,	,	,	,	,	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
so	so	av	so	so	0
honou	honou	j	honou	honou	0
∣	∣	sy	∣	∣	0
rably	rably	av-j	rably	rable	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
still	still	av	still	still	0
,	,	,	,	,	0
and	and	cc	and	and	0
still	still	av	still	still	0
shall	shall	vmb	shall	shall	0
so	so	av	so	so	0
thinke	thinke	vvi	think	think	0
(	(	(	(	(	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
comes	comes	vvz	comes	come	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
comes	comes	vvz	comes	come	0
from	from	p-acp	from	from	0
Gods	Gods	npg1	Gods	God	0
mouth	mouth	n1	mouth	mouth	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
will	will	vmb	will	will	0
become	become	vvi	become	become	0
two	two	crd	two	two	0
Per	Per	fw-la	Per	per	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
,	,	,	,	,	0
though	though	cs	though	though	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Excellent	Excellent	j	Excellent	excellent	0
in	in	p-acp	in	in	0
three	three	crd	three	three	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
are	are	vbr	are	be	0
You	You	pn22	You	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
feeling	feeling	vvg	feeling	feel	0
the	the	dt	the	the	0
weight	weight	n1	weight	weight	0
of	of	pp-f	of	of	0
Duty	Duty	n1	Duty	duty	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
wish	wish	vvi	wish	wish	0
from	from	p-acp	from	from	0
an	an	dt	and	a	0
entire	entire	j	entire	entire	0
and	and	cc	and	and	0
ingenuous	ingenuous	j	ingenuous	ingenuous	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
King	King	n1	King	king	0
live	live	vvb	live	live	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
.	.	.	.	.	1
Vpon	Vpon	p-acp	Upon	upon	0
this	this	d	this	this	0
,	,	,	,	,	0
The	The	dt	The	the	0
noblest	noblest	js	noblest	noble	0
design	design	n1	design	design	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
was	was	vbds	was	be	0
on	on	p-acp	on	on	0
foot	foot	n1	foot	foot	0
,	,	,	,	,	0
You	You	pn22	You	you	0
do	do	vdb	do	do	0
move	move	vvi	move	move	0
,	,	,	,	,	0
laying	laying	vvg	laying	lay	0
out	out	av	out	out	0
Your	Your	po22	Your	your	0
selves	selves	n2	selves	self	0
and	and	cc	and	and	0
jeoparding	jeoparding	vvg	jeoparding	jeopard	0
your	your	po22	your	your	0
lives	lives	n2	lives	life	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
main	main	j	main	main	0
∣	∣	sy	∣	∣	0
taine	taine	zz	taine	taine	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
His	His	po31	His	his	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
The	The	dt	The	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
King	King	n1	King	king	0
,	,	,	,	,	0
The	The	dt	The	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
.	.	.	.	.	1
You	You	pn22	You	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
a	a	dt	a	a	0
mighty	mighty	j	mighty	mighty	0
resistance	resistance	n1	resistance	resistance	0
,	,	,	,	,	0
All	All	d	All	all	0
the	the	dt	the	the	0
Powers	Powers	n2	Powers	power	0
of	of	pp-f	of	of	0
darknesse	darknesse	n1	darkness	darkness	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bottomles	bottomles	j	bottomless	bottomless	0
pit	pit	n1	pit	pit	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
Subjects	Subjects	n2-jn	Subject's	subject	0
associated	associated	vvn	associated	associate	0
now	now	av	now	now	0
and	and	cc	and	and	0
folden	folden	j	folden	folden	0
together	together	av	together	together	0
like	like	av-j	like	like	0
thornes	thornes	n2	thorns	thorn	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
You	You	pn22	You	you	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
discoura	discoura	fw-fr	discoura	discoura	0
∣	∣	sy	∣	∣	0
ged	ged	n1	ged	ged	0
,	,	,	,	,	0
The	The	dt	The	the	0
God	God	np1	God	God	0
,	,	,	,	,	0
Whom	Whom	ro-crq	Whom	who	0
You	You	pn22	You	you	0
serve	serve	vvb	serve	serve	0
is	is	vbz	is	be	0
Great	Great	j	Great	great	0
,	,	,	,	,	0
The	The	dt	The	the	0
Cause	Cause	n1	Cause	cause	0
You	You	pn22	You	you	0
Owne	Owne	d	Own	own	0
and	and	cc	and	and	0
Appeare	Appeare	vvb	Appear	appear	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
is	is	vbz	is	be	0
His	His	po31	His	his	0
Cause	Cause	n1	Cause	cause	0
▪	▪	▪	▪	▪	0
The	The	dt	The	the	0
way	way	n1	way	way	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
is	is	vbz	is	be	0
troden	troden	vvn	trodden	tread	0
before	before	p-acp	before	before	0
You	You	pn22	You	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
truly	truly	av-j	truly	true	0
Noble	Noble	j	Noble	noble	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
made	made	vvd	made	make	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
their	their	po32	their	their	0
people	people	n1	people	people	0
a	a	dt	a	a	0
Blessing	Blessing	n1	Blessing	blessing	0
.	.	.	.	.	1
You	You	pn22	You	you	0
can	can	vmb	can	can	0
suffer	suffer	vvi	suffer	suffer	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
tongue	tongue	n1	tongue	tongue	0
and	and	cc	and	and	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
then	then	av	then	then	0
what	what	q-crq	what	what	0
all	all	d	all	all	0
the	the	dt	the	the	0
good	good	j	good	good	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
have	have	vhb	have	have	0
suffered	suffered	vvn	suffered	suffer	0
before	before	p-acp	before	before	0
You	You	pn22	You	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
way	way	n1	way	way	0
,	,	,	,	,	0
not	not	xx	not	not	0
more	more	av-dc	more	more	0
hard	hard	j	hard	hard	0
words	words	n2	words	word	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
more	more	av-dc	more	more	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
godly	godly	j	godly	godly	0
deeds	deeds	n2	deeds	deed	0
.	.	.	.	.	1
You	You	pn22	You	you	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
greater	greater	jc	greater	great	0
straits	straits	n2	straits	strait	0
,	,	,	,	,	0
then	then	cs	then	than	0
these	these	d	these	these	0
Nobles	Nobles	n2-j	Nobles	noble	0
have	have	vhb	have	have	0
bin	bin	vbn	been	be	0
in	in	p-acp	in	in	0
before	before	p-acp	before	before	0
You	You	pn22	You	you	0
:	:	:	:	:	0
A	A	dt	A	a	0
Ship	Ship	n1	Ship	ship	0
tossed	tossed	vvn	tossed	toss	0
with	with	p-acp	with	with	0
Tempests	Tempests	n2	Tempests	tempest	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Embleme	Embleme	n1	Emblem	emblem	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
So	So	av	So	so	0
He	He	pns31	He	he	0
suffers	suffers	vvz	suffers	suffer	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Church	Church	n1	Church	church	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
carried	carried	vvn	carried	carry	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Ship	Ship	n1	Ship	ship	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Storme	Storme	n1	Storm	storm	0
,	,	,	,	,	0
now	now	av	now	now	0
VP	VP	p-acp	UP	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Righteous	Righteous	j	Righteous	righteous	0
are	are	vbr	are	be	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
not	not	xx	not	not	0
raised	raised	vvn	raised	raise	0
above	above	p-acp	above	above	0
the	the	dt	the	the	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
holy	holy	j	holy	holy	0
confidence	confidence	n1	confidence	confidence	0
and	and	cc	and	and	0
humble	humble	j	humble	humble	0
dependance	dependance	n1	dependence	dependence	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
how	how	c-crq	how	how	0
GOD	GOD	np1	GOD	God	0
brings	brings	vvz	brings	bring	0
His	His	po31	His	his	0
People	People	n1	People	people	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
wealthy	wealthy	j	wealthy	wealthy	0
place	place	n1	place	place	0
;	;	;	;	;	0
Then	Then	av	Then	then	0
DOWN	DOWN	a-acp	DOWN	down	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
may	may	vmb	may	may	0
rise	rise	vvi	rise	rise	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
lifted	lifted	vvn	lifted	lift	0
▪	▪	▪	▪	▪	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
lively	lively	j	lively	lively	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hasten	hasten	vvi	hasten	hasten	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
ruine	ruine	n1	ruin	ruin	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
still	still	av	still	still	0
GOD	GOD	np1	GOD	God	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wakefull	wakefull	j	wakeful	wakeful	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
;	;	;	;	;	0
His	His	po31	His	his	0
Cause	Cause	n1	Cause	cause	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
victorious	victorious	j	victorious	victorious	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
opposition	opposition	n1	opposition	opposition	0
has	has	vhz	has	have	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
against	against	p-acp	against	against	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Assemblies	Assemblies	n2	Assemblies	assembly	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
;	;	;	;	;	0
The	The	dt	The	the	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
the	the	dt	the	the	0
victory	victory	n1	victory	victory	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
▪	▪	▪	▪	▪	0
And	And	cc	And	and	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
weight	weight	n1	weight	weight	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
added	added	vvn	added	add	0
unto	unto	p-acp	unto	unto	0
Your	Your	po22	Your	your	0
Crown	Crown	n1	Crown	crown	0
of	of	pp-f	of	of	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
forsaken	forsaken	vvn	forsaken	forsake	0
their	their	po32	their	their	0
Master	Master	n1	Master	master	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
houre	houre	n1	hour	hour	0
of	of	pp-f	of	of	0
Tempta	Tempta	fw-la	Tempta	tempta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
have	have	vhb	have	have	0
stood	stood	vvn	stood	stand	0
by	by	p-acp	by	by	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
have	have	vhb	have	have	0
owned	owned	vvd	owned	own	0
His	His	po31	His	his	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
laid	laid	vvd	laid	lay	0
out	out	av	out	out	0
Your	Your	po22	Your	your	0
Selves	Selves	n2	Selves	self	0
for	for	p-acp	for	for	0
Him	Him	pno31	Him	he	0
.	.	.	.	.	1
So	So	av	So	so	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
;	;	;	;	;	0
surely	surely	av-j	surely	sure	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
remembers	remembers	vvz	remembers	remember	0
this	this	d	this	this	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
let	let	vvi	let	let	0
You	You	pn22	You	you	0
know	know	vvb	know	know	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
a	a	dt	a	a	0
good	good	j	good	good	0
Master	Master	n1	Master	master	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
,	,	,	,	,	0
His	His	po31	His	his	0
Attributes	Attributes	n2	Attributes	attribute	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
laid	laid	vvn	laid	lay	0
out	out	av	out	out	0
for	for	p-acp	for	for	0
You	You	pn22	You	you	0
;	;	;	;	;	0
His	His	po31	His	his	0
VVisedome	VVisedome	n1	VVisedome	wisdom	0
,	,	,	,	,	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
Goodnesse	Goodnesse	n1	Goodness	goodness	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
laboured	laboured	vvn	laboured	labour	0
to	to	pc-acp	to	to	0
advance	advance	vvi	advance	advance	0
His	His	po31	His	his	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
He	He	pns31	He	he	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
Your	Your	po22	Your	your	0
Name	Name	n1	Name	name	0
to	to	pc-acp	to	to	0
spread	spread	vvi	spread	spread	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
a	a	dt	a	a	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
,	,	,	,	,	0
sweeter	sweeter	jc	sweeter	sweet	0
then	then	cs	then	than	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
oyntment	oyntment	n1	ointment	ointment	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Generations	Generations	n2	Generations	generation	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wic	wic	zz	wic	wic	0
∣	∣	sy	∣	∣	0
ked	ked	vvn	ked	k	0
shall	shall	vmb	shall	shall	0
rot	rot	vvi	rot	rot	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
memoriall	memoriall	n1	memorial	memorial	0
be	be	vbb	be	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Cities	Cities	n2	Cities	city	0
,	,	,	,	,	0
GOD	GOD	np1	GOD	God	0
over-threw	over-threw	j	overthrew	overthrew	0
and	and	cc	and	and	0
repented	repented	vvd	repented	repent	0
not	not	xx	not	not	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
blessed	blessed	vvn	blessed	bless	0
be	be	vbb	be	be	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
hath	hath	vhz	hath	have	0
instructed	instructed	vvn	instructed	instruct	0
You	You	pn22	You	you	0
to	to	p-acp	to	to	0
Discretion	Discretion	n1	Discretion	discretion	0
,	,	,	,	,	0
giveth	giveth	vvz	gives	give	0
Courage	Courage	n1	Courage	courage	0
and	and	cc	and	and	0
Might	Might	vmd	Might	may	0
,	,	,	,	,	0
that	that	cst	that	that	0
You	You	pn22	You	you	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
valiant	valiant	j	valiant	valiant	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Cities	Cities	n2	Cities	city	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
resigne	resigne	vvi	resign	resign	0
all	all	d	all	all	0
into	into	p-acp	into	into	0
His	His	po31	His	his	0
Hands	Hands	n2	Hands	hand	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
His	His	po31	His	his	0
Eyes	Eyes	n2	Eyes	eye	0
.	.	.	.	.	1
That	That	d	That	that	0
which	which	r-crq	which	which	0
He	He	pns31	He	he	0
do	do	vvz	do	do	0
'	'	pn31	'	it	0
is	is	vbz	is	be	0
good	good	j	good	good	0
still	still	av	still	still	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
best	best	av-js	best	best	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
You	You	pn22	You	you	0
know	know	vvb	know	know	0
You	You	pn22	You	you	0
serve	serve	vvi	serve	serve	0
a	a	dt	a	a	0
good	good	j	good	good	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
good	good	j	good	good	0
Cause	Cause	n1	Cause	cause	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
;	;	;	;	;	0
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Family	Family	n1	Family	family	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
;	;	;	;	;	0
The	The	dt	The	the	0
LORD	LORD	n1	LORD	lord	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Iudge	Iudge	n1	Judge	judge	0
,	,	,	,	,	0
The	The	dt	The	the	0
LORD	LORD	n1	LORD	lord	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
King	King	n1	King	king	0
,	,	,	,	,	0
He	He	pns31	He	he	0
will	will	vmb	will	will	0
save	save	vvi	save	save	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
say	say	vvb	say	say	0
all	all	av-d	all	all	0
,	,	,	,	,	0
That	That	cst	That	that	0
love	love	n1	love	love	0
and	and	cc	and	and	0
feare	feare	vvi	fear	fear	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
and	and	cc	and	and	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
