Noble	Noble	j	Noble	noble	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
own	own	d	own	own	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
count	count	n1	count	count	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
glorieth	glorieth	vvz	glorieth	glory	0
may	may	vmb	may	may	0
glory	glory	vvi	glory	glory	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
I	I	pns11	I	i	0
may	may	vmb	may	may	0
seem	seem	vvi	seem	seem	0
strange	strange	j	strange	strange	0
to	to	pc-acp	to	to	0
wish	wish	vvi	wish	wish	0
ye	ye	pn22	you	you	0
thus	thus	av	thus	thus	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
strange	strange	j	strange	strange	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
Mystery	Mystery	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
Go	Go	vvb	Go	go	0
on	on	a-acp	on	on	0
still	still	av	still	still	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
still	still	av	still	still	0
laying	laying	vvg	laying	lay	0
your	your	po22	your	your	0
designes	designes	n2	designs	design	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
glory	glory	n1	glory	glory	0
above	above	p-acp	above	above	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
States	States	n2	States	state	0
and	and	cc	and	and	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
involving	involving	vvg	involving	involve	0
all	all	d	all	all	0
your	your	po22	your	your	0
counsels	counsels	n2	counsels	counsel	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
lest	lest	cs	lest	lest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
So	So	np1	So	So	0
prays	prays	vvz	prays	pray	1
