Grace	Grace	n1	Grace	grace	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
inestimable	inestimable	j	inestimable	inestimable	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
mutual	mutual	j	mutual	mutual	0
Interest	Interest	n1	Interest	interest	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
obliges	obliges	vvz	obliges	oblige	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
also	also	av	also	also	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
great	great	j	great	great	0
reason	reason	n1	reason	reason	0
to	to	pc-acp	to	to	0
hope	hope	vvi	hope	hope	0
)	)	)	)	)	0
effectually	effectually	av-j	effectually	effectual	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
and	and	cc	and	and	0
enable	enable	vvi	enable	enable	0
you	you	pn22	you	you	0
;	;	;	;	;	0
so	so	av	so	so	0
,	,	,	,	,	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
to	to	pc-acp	to	to	0
partake	partake	vvi	partake	partake	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Comforts	Comforts	n2	Comforts	comfort	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sorrows	Sorrows	n2	Sorrows	sorrow	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
common	common	j	common	common	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
both	both	d	both	both	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
the	the	dt	the	the	0
former	former	j	former	former	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
greatly	greatly	av-j	greatly	great	0
increased	increased	vvn	increased	increase	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lat	lat	zz	lat	lat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
proportionably	proportionably	av-j	proportionably	proportionable	0
allay'd	allay'd	vvn	allayed	allay	0
,	,	,	,	,	0
and	and	cc	and	and	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
tigated	tigated	vvn	tigated	tigate	0
,	,	,	,	,	0
thereby	thereby	av	thereby	thereby	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Ad	Ad	fw-la	Ad	ad	0
∣	∣	sy	∣	∣	0
vantage	vantage	n1	vantage	vantage	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Conjugal	Conjugal	j	Conjugal	conjugal	0
State	State	n1	State	state	0
,	,	,	,	,	0
both	both	av-d	both	both	0
represented	represented	vvn	represented	represent	0
in	in	p-acp	in	in	0
God's	God's	npg1	God's	God	0
Desig	Desig	np1	Desig	Desig	0
∣	∣	sy	∣	∣	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
apprehended	apprehended	vvn	apprehended	apprehend	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
Experience	Experience	n1	Experience	experience	0
.	.	.	.	.	1
And	And	cc	And	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
the	the	dt	the	the	0
Bles	Bles	vvi	Bles	bless	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
having	having	vhg	having	have	0
a	a	av	a	a	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
culiarity	culiarity	n1	culiarity	culiarity	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
not	not	xx	not	not	0
being	being	vbg	being	be	0
extended	extended	vvn	extended	extend	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
so	so	av	so	so	0
related	related	vvn	related	relate	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
Pious	Pious	j	Pious	pious	0
,	,	,	,	,	0
and	and	cc	and	and	0
Good	Good	j	Good	good	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
worldly	worldly	j	worldly	worldly	0
Felicity	Felicity	n1	Felicity	felicity	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
ren	ren	fw-it	ren	ren	0
∣	∣	sy	∣	∣	0
dered	dered	j	dered	dered	0
insipid	insipid	j	insipid	insipid	0
and	and	cc	and	and	0
spiritless	spiritless	j	spiritless	spiritless	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
Calamities	Calamities	n2	Calamities	calamity	0
,	,	,	,	,	0
much	much	d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
bitter	bitter	j	bitter	bitter	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
meet	meet	j	meet	meet	0
mutual	mutual	j	mutual	mutual	0
help	help	n1	help	help	0
∣	∣	sy	∣	∣	0
fulness	fulness	n1	fullness	fullness	0
,	,	,	,	,	0
between	between	p-acp	between	between	0
such	such	d	such	such	0
Relations	Relations	n2	Relations	relation	0
.	.	.	.	.	1
A	A	dt	A	a	0
Great	Great	j	Great	great	0
,	,	,	,	,	0
Job	Job	np1	Job	Job	0
1.1	1.1	crd	1.1	1.1	0
.	.	.	.	.	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Good	Good	j	Good	good	0
Man	Man	n1	Man	man	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
.	.	.	.	.	1
A	A	dt	A	a	0
Prince	Prince	n1	Prince	prince	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
perfect	perfect	j	perfect	perfect	0
,	,	,	,	,	0
and	and	cc	and	and	0
up	up	a-acp	up	up	0
∣	∣	sy	∣	∣	0
right	right	vvi	right	right	0
,	,	,	,	,	0
one	one	pi	one	one	0
that	that	cst	that	that	0
feared	feared	vvd	feared	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
eschewed	eschewed	vvd	eschewed	eschew	0
Evil	Evil	j-jn	Evil	evil	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
lost	lost	vvd	lost	lose	0
not	not	xx	not	not	0
one	one	pi	one	one	0
,	,	,	,	,	0
not	not	xx	not	not	0
the	the	dt	the	the	0
eldest	eldest	js	eldest	old	0
,	,	,	,	,	0
only	only	av-j	only	only	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
numerous	numerous	j	numerous	numerous	0
Offspring	Offspring	n1	Offspring	offspring	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
seven	seven	crd	seven	seven	0
Sons	Sons	n2	Sons	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
three	three	crd	three	three	0
Daughters	Daughters	n2	Daughters	daughter	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
conco	conco	n1	conco	conco	0
∣	∣	sy	∣	∣	0
mitant	mitant	j	mitant	mitant	0
Circumstances	Circumstances	n2	Circumstances	circumstance	0
of	of	pp-f	of	of	0
accumulated	accumulated	vvn	accumulated	accumulate	0
Afflictions	Afflictions	n2	Afflictions	affliction	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
blessed	blessed	vvn	blessed	bless	0
be	be	vbb	be	be	0
God	God	np1	God	God	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Case	Case	n1	Case	case	0
;	;	;	;	;	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
now	now	av	now	now	0
expect	expect	vvi	expect	expect	0
some	some	d	some	some	0
relief	relief	n1	relief	relief	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
other	other	j-jn	other	other	0
self	self	n1	self	self	0
,	,	,	,	,	0
the	the	dt	the	the	0
nearest	nearest	js	nearest	near	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
inward	inward	j	inward	inward	0
Companion	Companion	n1	Companion	companion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
taker	taker	n1	taker	taker	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Joys	Joys	n2	Joys	joy	0
and	and	cc	and	and	0
Sorrows	Sorrows	n2	Sorrows	sorrow	0
;	;	;	;	;	0
All	All	d	All	all	0
the	the	dt	the	the	0
Succour	Succour	n1	Succour	succour	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
from	from	p-acp	from	from	0
her	her	pno31	her	she	0
,	,	,	,	,	0
was	was	vbds	was	be	0
n	n	p-acp	n	in	0
impious	impious	j	impious	impious	0
endeavour	endeavour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
provoke	provoke	vvi	provoke	provoke	0
and	and	cc	and	and	0
irritate	irritate	fw-la	irritate	irritate	0
his	his	png31	his	he	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
that	that	cst	that	that	0
taunting	taunting	j-vvg	taunting	taunt	0
Scoff	Scoff	n1	Scoff	scoff	0
,	,	,	,	,	0
Dost	Dost	vd2	Dost	do	0
thou	thou	pns21	thou	thou	0
still	still	av	still	still	0
retain	retain	vvi	retain	retain	0
thy	thy	po21	thy	thy	0
Inte	Inte	n1	Inte	inte	0
∣	∣	sy	∣	∣	0
grity	grity	n1	grity	grity	0
?	?	?	?	?	0
and	and	cc	and	and	0
that	that	cst	that	that	0
horrid	horrid	j	horrid	horrid	0
Advice	Advice	n1	Advice	advice	0
,	,	,	,	,	0
Curse	Curse	vvb	Curse	curse	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Die	Die	n1	Die	die	0
.	.	.	.	.	1
Whereas	Whereas	cs	Whereas	whereas	0
that	that	d	that	that	0
rational	rational	j	rational	rational	0
,	,	,	,	,	0
religious	religious	j	religious	religious	0
,	,	,	,	,	0
Soul-com	Soul-com	j	Soul-com	soul-com	0
∣	∣	sy	∣	∣	0
posing	posing	vvg	posing	pose	0
Thought	Thought	n1	Thought	thought	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
receive	receive	vvi	receive	receive	0
good	good	j	good	good	0
things	things	n2	things	thing	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
also	also	av	also	also	0
evil	evil	j-jn	evil	evil	0
things	things	n2	things	thing	0
?	?	?	?	?	0
was	was	vbds	was	be	0
deeply	deeply	av-jn	deeply	deep	0
fixed	fixed	vvn	fixed	fix	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
;	;	;	;	;	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
effectually	effectually	av-j	effectually	effectual	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
lieving	lieving	vvg	lieving	lieve	0
had	had	vhd	had	have	0
it	it	pn31	it	it	0
been	been	vbn	been	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
circu	circu	fw-la	circu	circu	0
∣	∣	sy	∣	∣	0
lated	lated	vvn	lated	late	0
between	between	p-acp	between	between	0
both	both	d	both	both	0
the	the	dt	the	the	0
Relatives	Relatives	n2	Relatives	relative	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
,	,	,	,	,	0
alternately	alternately	av-j	alternately	alternate	0
,	,	,	,	,	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
pounded	pounded	vvn	pounded	pound	0
,	,	,	,	,	0
and	and	cc	and	and	0
enlarged	enlarged	vvn	enlarged	enlarge	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
another	another	j-jn	another	another	0
!	!	!	!	!	1
With	With	p-acp	With	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
doubt	doubt	vvi	doubt	doubt	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
it	it	pn31	it	it	0
your	your	po22	your	your	0
Business	Business	n1	Business	business	0
to	to	pc-acp	to	to	0
improve	improve	vvi	improve	improve	0
your	your	po22	your	your	0
mutu	mutu	n1	mutu	mutu	0
∣	∣	sy	∣	∣	0
al	al	d	all	all	0
Interest	Interest	n1	Interest	interest	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
aggravate	aggravate	vvi	aggravate	aggravate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
alleviate	alleviate	vvi	alleviate	alleviate	0
,	,	,	,	,	0
your	your	po22	your	your	0
Affliction	Affliction	n1	Affliction	affliction	0
each	each	d	each	each	0
to	to	p-acp	to	to	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
You	You	pn22	You	you	0
have	have	vhb	have	have	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
great	great	j	great	great	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
and	and	cc	and	and	0
obligation	obligation	n1	obligation	obligation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
volve	volve	vvb	volve	volve	0
and	and	cc	and	and	0
recount	recount	vvi	recount	recount	0
to	to	p-acp	to	to	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
the	the	dt	the	the	0
many	many	d	many	many	0
good	good	j	good	good	0
things	things	n2	things	thing	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
mitigate	mitigate	vvi	mitigate	mitigate	0
what	what	r-crq	what	what	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
Evil	Evil	j-jn	Evil	evil	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
dispensation	dispensation	n1	dispensation	dispensation	0
.	.	.	.	.	1
Both	Both	av-d	Both	both	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
sprung	sprung	vvn	sprung	spring	0
of	of	pp-f	of	of	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligious	ligious	j	ligious	ligious	0
,	,	,	,	,	0
and	and	cc	and	and	0
Honourable	Honourable	j	Honourable	honourable	0
Families	Families	n2	Families	family	0
,	,	,	,	,	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
voured	voured	vvn	voured	vour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
valued	valued	vvn	valued	value	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
loved	loved	vvd	loved	love	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Countries	Countries	n2	Countries	country	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
planted	planted	vvn	planted	plant	0
them	them	pno32	them	they	0
.	.	.	.	.	1
They	They	pns32	They	they	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
both	both	d	both	both	0
,	,	,	,	,	0
seats	seats	n2	seats	seat	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Wor	Wor	zz	Wor	wor	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
The	The	dt	The	the	0
Resorts	Resorts	vvz	Resorts	resort	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Servants	Servants	n2	Servants	servant	0
.	.	.	.	.	1
Houses	Houses	ng1	Houses	house	0
of	of	pp-f	of	of	0
Mercy	Mercy	n1	Mercy	mercy	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Indigent	Indigent	j	Indigent	indigent	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
Justice	Justice	n1	Justice	justice	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vitious	vitious	j	vicious	vicious	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
,	,	,	,	,	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
good	good	j	good	good	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
ample	ample	j	ample	ample	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
about	about	p-acp	about	about	0
them	them	pno32	them	they	0
.	.	.	.	.	1
You	You	pn22	You	you	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
both	both	av-d	both	both	0
,	,	,	,	,	0
dedicated	dedicated	vvn	dedicated	dedicate	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
early	early	av-j	early	early	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
gave	gave	vvd	gave	give	0
early	early	av-j	early	early	0
Tes	Tes	fw-gr	Tes	tes	0
∣	∣	sy	∣	∣	0
timony	timony	n1	timony	timony	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
accepting	accepting	vvg	accepting	accept	0
the	the	dt	the	the	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
dication	dication	n1	dication	dication	0
.	.	.	.	.	1
He	He	pns31	He	he	0
began	began	vvd	began	begin	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
both	both	d	both	both	0
betimes	betimes	av	betimes	betimes	0
,	,	,	,	,	0
blessing	blessing	vvg	blessing	bless	0
your	your	po22	your	your	0
Education	Education	n1	Education	education	0
,	,	,	,	,	0
and	and	cc	and	and	0
owning	owning	vvg	owning	own	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
his	his	png31	his	he	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
disposing	disposing	vvg	disposing	dispose	0
and	and	cc	and	and	0
forming	forming	vvg	forming	form	0
your	your	po22	your	your	0
Spirits	Spirits	n2	Spirits	spirit	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
,	,	,	,	,	0
betimes	betimes	av	betimes	betimes	0
,	,	,	,	,	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Fathers	Fathers	n2	Father's	father	0
.	.	.	.	.	1
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
blessed	blessed	vvn	blessed	bless	0
you	you	pn22	you	you	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
adding	adding	vvg	adding	add	0
the	the	dt	the	the	0
spiritual	spiritual	j	spiritual	spiritual	0
Blessings	Blessings	n2	Blessings	blessing	0
in	in	p-acp	in	in	0
heavenly	heavenly	j	heavenly	heavenly	0
things	things	n2	things	thing	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
many	many	d	many	many	0
earthly	earthly	j	earthly	earthly	0
Comforts	Comforts	n2	Comforts	comfort	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
Jabez	Jabez	np1	Jabez	Jabez	0
migh	migh	av-j	migh	mighty	0
mean	mean	j	mean	mean	0
,	,	,	,	,	0
not	not	xx	not	not	0
content	content	j	content	content	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
common	common	j	common	common	0
Blessing	Blessing	n1	Blessing	blessing	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
probably	probably	av-j	probably	probable	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
accep	accep	vvi	accept	accept	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
he	he	pns31	he	he	0
found	found	vvd	found	find	0
,	,	,	,	,	0
1	1	crd	1	1	0
Chron.	Chron.	np1	Chron.	Chron.	1
4.9	4.9	crd	4.9	4.9	0
,	,	,	,	,	0
10.	10.	crd	10.	10.	1
God	God	np1	God	God	0
granted	granted	vvd	granted	grant	0
his	his	po31	his	his	0
Request	Request	n1	Request	request	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Solomon's	Solomon's	npg1	Solomon's	solomon	0
,	,	,	,	,	0
1	1	crd	1	1	0
Kings	Kings	n2	Kings	king	0
2.10	2.10	crd	2.10	2.10	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
his	his	po31	his	his	0
Request	Request	n1	Request	request	0
was	was	vbds	was	be	0
as	as	a-acp	as	as	0
little	little	j	little	little	0
vul	vul	n1	vul	vul	0
∣	∣	sy	∣	∣	0
ga	ga	fw-es	ga	ga	0
.	.	.	.	.	1
You	You	pn22	You	you	0
both	both	d	both	both	0
concurred	concurred	vvn	concurred	concur	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
dication	dication	n1	dication	dication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
your	your	po22	your	your	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
seriousness	seriousness	n1	seriousness	seriousness	0
;	;	;	;	;	0
you	you	pn22	you	you	0
Covenanted	Covenanted	vvd	Covenanted	covenant	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
God	God	n1	God	god	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
enabled	enabled	vvd	enabled	enable	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
