Monseigneur	Monseigneur	np1	Monseigneur	Monseigneur	0
your	your	po22	your	your	0
Vertues	Vertues	n2	Virtues	virtue	0
:	:	:	:	:	0
Vertues	Vertues	n2	Virtues	virtue	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
has	has	vhz	has	have	0
inherited	inherited	vvn	inherited	inherit	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Father	Father	n1	Father	father	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
advance	advance	vvi	advance	advance	0
;	;	;	;	;	0
Vertues	Vertues	n2	Virtues	virtue	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
render'd	render'd	vvn	rendered	render	0
you	you	pn22	you	you	0
like	like	vvb	like	like	0
him	him	pno31	him	he	0
,	,	,	,	,	0
a	a	dt	a	a	0
compleat	compleat	j	complete	complete	0
Minister	Minister	n1	Minister	minister	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
admire	admire	vvi	admire	admire	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
that	that	cst	that	that	0
pregnancy	pregnancy	n1	pregnancy	pregnancy	0
and	and	cc	and	and	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
Spirit	Spirit	n1	Spirit	spirit	0
that	that	cst	that	that	0
makes	makes	vvz	makes	make	0
you	you	pn22	you	you	0
sufficient	sufficient	j	sufficient	sufficient	0
alone	alone	j	alone	alone	0
for	for	p-acp	for	for	0
so	so	av	so	so	0
many	many	d	many	many	0
different	different	j	different	different	0
affairs	affairs	n2	affairs	affair	0
,	,	,	,	,	0
whilst	whilst	cs	while	while	0
neither	neither	d	neither	neither	0
their	their	po32	their	their	0
difficulty	difficulty	n1	difficulty	difficulty	0
disturbs	disturbs	vvz	disturbs	disturb	0
you	you	pn22	you	you	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
their	their	po32	their	their	0
multitude	multitude	n1	multitude	multitude	0
confounds	confounds	vvz	confounds	confound	0
you	you	pn22	you	you	0
.	.	.	.	.	1
That	That	cst	That	that	0
faith	faith	n1	faith	faith	0
∣	∣	sy	∣	∣	0
ful	ful	j	full	full	0
and	and	cc	and	and	0
uninterested	uninterested	vvn	uninterested	uninterest	0
Devotion	Devotion	n1	Devotion	devotion	0
you	you	pn22	you	you	0
carry	carry	vvb	carry	carry	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
you	you	pn22	you	you	0
honor	honor	vvb	honour	honour	0
more	more	av-dc	more	more	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Person	Person	n1	Person	person	0
than	than	cs	than	than	0
his	his	po31	his	his	0
Crown	Crown	n1	Crown	crown	0
)	)	)	)	)	0
That	That	cst	That	that	0
respectful	respectful	j	respectful	respectful	0
liber	liber	fw-la	liber	libre	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
you	you	pn22	you	you	0
address	address	vvb	address	address	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
fortune	fortune	n1	fortune	fortune	0
;	;	;	;	;	0
preserving	preserving	vvg	preserving	preserve	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
great	great	j	great	great	0
and	and	cc	and	and	0
unusual	unusual	j	unusual	unusual	0
secret	secret	n-jn	secret	secret	0
,	,	,	,	,	0
the	the	dt	the	the	0
Dignity	Dignity	n1	Dignity	dignity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Office	Office	n1	Office	office	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Reputation	Reputation	n1	Reputation	reputation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Favour	Favour	n1	Favour	favour	0
;	;	;	;	;	0
That	That	cst	That	that	0
Heroick	Heroick	j	Heroic	heroic	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
stancy	stancy	n1	stancy	stancy	0
that	that	cst	that	that	0
places	places	vvz	places	place	0
you	you	pn22	you	you	0
above	above	p-acp	above	above	0
the	the	dt	the	the	0
reach	reach	n1	reach	reach	0
of	of	pp-f	of	of	0
Envy	Envy	n1	Envy	envy	0
or	or	cc	or	or	0
Hatred	Hatred	n1	Hatred	hatred	0
,	,	,	,	,	0
things	things	n2	things	thing	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
you	you	pn22	you	you	0
fear	fear	vvb	fear	fear	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
incumber	incumber	vvi	encumber	encumber	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
Countrey	Countrey	n1	Country	country	0
requires	requires	vvz	requires	require	0
it	it	pn31	it	it	0
;	;	;	;	;	0
And	And	cc	And	and	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
That	That	cst	That	that	0
incomparable	incomparable	j	incomparable	incomparable	0
Vigilance	Vigilance	n1	Vigilance	vigilance	0
that	that	cst	that	that	0
keeps	keeps	vvz	keeps	keep	0
you	you	pn22	you	you	0
always	always	av	always	always	0
in	in	p-acp	in	in	0
action	action	n1	actium	action	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
carries	carries	vvz	carries	carry	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
places	places	n2	places	place	0
where	where	c-crq	where	where	0
your	your	po22	your	your	0
presence	presence	n1	presence	presence	0
is	is	vbz	is	be	0
necessary	necessary	j	necessary	necessary	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
inables	inables	vvz	inables	inable	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
penetrate	penetrate	vvi	penetrate	penetrate	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
things	things	n2	things	thing	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
trust	trust	vvi	trust	trust	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
and	and	cc	and	and	0
known	known	vvn	known	know	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Frontiers	Frontiers	n2	Frontiers	frontier	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Armies	Armies	n2	Armies	army	0
,	,	,	,	,	0
There	There	a-acp	There	there	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
observ'd	observ'd	vvn	observed	observe	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
whole	whole	j-jn	whole	whole	0
nights	nights	n2	nights	night	0
on	on	p-acp	on	on	0
Horseback	Horseback	n1	Horseback	horseback	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
expose	expose	vvi	expose	expose	0
your	your	po22	your	your	0
Per	Per	fw-la	Per	per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
to	to	p-acp	to	to	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
perform	perform	vvb	perform	perform	0
all	all	d	all	all	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
laborious	laborious	j	laborious	laborious	0
offices	offices	n2	offices	office	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Soldier	Soldier	n1	Soldier	soldier	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
example	example	n1	example	example	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
necessitate	necessitate	n1	necessitate	necessitate	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Duty	Duty	n1	Duty	duty	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	d	that	that	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
good	good	j	good	good	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
his	his	po31	his	his	0
Majesty	Majesty	n1	Majesty	majesty	0
loves	loves	vvz	loves	love	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
heaps	heaps	n2	heaps	heap	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
his	his	po31	his	his	0
favours	favours	n2	favours	favour	0
and	and	cc	and	and	0
benefits	benefits	n2	benefits	benefit	0
.	.	.	.	.	1
He	He	pns31	He	he	0
does	does	vdz	does	do	0
honor	honor	vvi	honour	honour	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
own	own	d	own	own	0
Justice	Justice	n1	Justice	justice	0
in	in	p-acp	in	in	0
advancing	advancing	vvg	advancing	advance	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Workman-ship	Workman-ship	n1	Workmanship	workmanship	0
rather	rather	av-c	rather	rather	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
than	than	cs	than	than	0
Kindness	Kindness	n1	Kindness	kindness	0
.	.	.	.	.	1
He	He	pns31	He	he	0
wanted	wanted	vvd	wanted	want	0
a	a	dt	a	a	0
sagacious	sagacious	j	sagacious	sagacious	0
,	,	,	,	,	0
exact	exact	j	exact	exact	0
,	,	,	,	,	0
active	active	j	active	active	0
,	,	,	,	,	0
indefatigable	indefatigable	j	indefatigable	indefatigable	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	crd	one	one	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
succeed	succeed	vvi	succeed	succeed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
imitable	imitable	j	imitable	imitable	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
He	He	pns31	He	he	0
has	has	vhz	has	have	0
found	found	vvn	found	find	0
all	all	d	all	all	0
those	those	d	those	those	0
qua	qua	fw-la	qua	qua	0
∣	∣	sy	∣	∣	0
lifications	lifications	n2	lifications	lification	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
perfection	perfection	n1	perfection	perfection	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
has	has	vhz	has	have	0
put	put	vvn	put	put	0
your	your	po22	your	your	0
industry	industry	n1	industry	industry	0
upon	upon	p-acp	upon	upon	0
tryal	tryal	n1	trial	trial	0
in	in	p-acp	in	in	0
several	several	j	several	several	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
ficult	ficult	j	ficult	ficult	0
Imployments	Imployments	n2	Employments	employment	0
.	.	.	.	.	1
His	His	po31	His	his	0
choice	choice	n1	choice	choice	0
discovers	discovers	vvz	discovers	discover	0
your	your	po22	your	your	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thy	thy	po21	thy	thy	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Choice	Choice	n1	Choice	choice	0
:	:	:	:	:	0
He	He	pns31	He	he	0
is	is	vbz	is	be	0
happy	happy	j	happy	happy	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Master	Master	n1	Master	master	0
;	;	;	;	;	0
and	and	cc	and	and	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
His	His	po31	His	his	0
Majesty	Majesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	j	cellent	cellent	0
Concert	Concert	n1	Concert	concert	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
formerly	formerly	av-j	formerly	former	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
gustus	gustus	fw-la	gustus	gustus	0
and	and	cc	and	and	0
Mecenas	Mecenas	np1	Mecenas	Maecenas	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
a	a	dt	a	a	0
perpetual	perpetual	j	perpetual	perpetual	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
flict	flict	n1	flict	flict	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Generosity	Generosity	n1	Generosity	generosity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
.	.	.	.	.	1
I	I	pns11	I	i	0
perceive	perceive	vvb	perceive	perceive	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
flown	flown	vvn	flown	fly	0
out	out	av	out	out	0
insensibly	insensibly	av-j	insensibly	insensible	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
praises	praises	n2	praises	praise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
flow	flow	vvb	flow	flow	0
in	in	p-acp	in	in	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
Pen	Pen	n1	Pen	pen	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
labour	labour	n1	labour	labour	0
or	or	cc	or	or	0
study	study	vvi	study	study	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
proceed	proceed	vvb	proceed	proceed	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
true	true	j	true	true	0
Sentiment	Sentiment	n1	Sentiment	sentiment	0
,	,	,	,	,	0
and	and	cc	and	and	0
Flattery	Flattery	n1	Flattery	flattery	0
has	has	vhz	has	have	0
no	no	dx	no	no	0
share	share	n1	share	share	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
neverthe	neverthe	n1	neverthe	neverthe	0
∣	∣	sy	∣	∣	0
less	less	dc	less	less	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
offend	offend	vvi	offend	offend	0
your	your	po22	your	your	0
Lordship's	Lordship's	ng1	Lordship's	lordship	0
modesty	modesty	n1	modesty	modesty	0
too	too	av	too	too	0
much	much	av-d	much	much	0
,	,	,	,	,	0
I	I	pns11	I	i	0
ferbear	ferbear	vvb	ferbear	ferbear	0
to	to	pc-acp	to	to	0
pursue	pursue	vvi	pursue	pursue	0
them	them	pno32	them	they	0
.	.	.	.	.	1
It	It	pn31	It	it	0
remains	remains	vvz	remains	remain	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
only	only	av-j	only	only	0
beseech	beseech	vvb	beseech	beseech	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
to	to	pc-acp	to	to	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
your	your	po22	your	your	0
protection	protection	n1	protection	protection	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
see	see	vvi	see	see	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Glass	Glass	n1	Glass	glass	0
,	,	,	,	,	0
the	the	dt	the	the	0
finest	finest	js	finest	fine	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
delicate	delicate	j	delicate	delicate	0
Maxims	Maxims	n2	Maxims	maxim	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Vene	Vene	zz	Vene	vene	0
∣	∣	sy	∣	∣	0
tians	tians	ng1	tians	tians	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
wish	wish	vvi	wish	wish	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
more	more	av-dc	more	more	0
perfect	perfect	j	perfect	perfect	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
excuse	excuse	vvi	excuse	excuse	0
its	its	po31	its	its	0
defects	defects	n2	defects	defect	0
,	,	,	,	,	0
and	and	cc	and	and	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
haps	haps	vvz	haps	hap	0
commend	commend	vvb	commend	commend	0
the	the	dt	the	the	0
design	design	n1	design	design	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
difficult	difficult	j	difficult	difficult	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Venice	Venice	np1	Venice	Venice	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
place	place	n1	place	place	0
where	where	q-crq	where	where	0
Se	Se	vvi	See	see	0
