THIS	THIS	d	THIS	this	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
long	long	av-j	long	long	0
groaned	groaned	vvd	groaned	groan	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
that	that	cst	that	that	0
our	our	po12	our	our	0
deliverance	deliverance	n1	deliverance	deliverance	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
oppres	oppres	vvi	oppress	oppress	0
∣	∣	sy	∣	∣	0
sions	sions	n1	zions	zions	0
was	was	vbds	was	be	0
so	so	av	so	so	0
speedy	speedy	j	speedy	speedy	0
,	,	,	,	,	0
and	and	cc	and	and	0
its	its	po31	its	its	0
delivery	delivery	n1	delivery	delivery	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
press	press	n1	press	press	0
so	so	av	so	so	0
slow	slow	j	slow	slow	0
,	,	,	,	,	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
serve	serve	vvi	serve	serve	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
servative	servative	n1	servative	servative	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
like	like	j	like	like	0
mischiefs	mischiefs	n2	mischiefs	mischief	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
want	want	vvi	want	want	0
your	your	po22	your	your	0
prayers	prayers	n2	prayers	prayer	0
to	to	pc-acp	to	to	0
assist	assist	vvi	assist	assist	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
effecting	effecting	vvg	effecting	effect	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
design	design	n1	design	design	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
advancement	advancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
feigned	feigned	n1	feigned	feigned	0
and	and	cc	and	and	0
impartial	impartial	j	impartial	impartial	0
godliness	godliness	n1	godliness	godliness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
read	read	vvb	read	read	0
it	it	pn31	it	it	0
.	.	.	.	.	1
This	This	np1	This	This	0
only	only	av-j	only	only	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
his	his	po31	his	his	0
Majesty	Majesty	n1	Majesty	majesty	0
glorious	glorious	j	glorious	glorious	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
(	(	(	(	(	0
both	both	d	both	both	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
wish	wish	vvi	wish	wish	0
more	more	av-dc	more	more	0
heartily	heartily	av-j	heartily	hearty	0
then	then	cs	then	than	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
)	)	)	)	)	0
This	This	d	This	this	0
should	should	vmd	should	shall	0
imploy	imploy	vvi	employ	employ	0
all	all	d	all	all	0
our	our	po12	our	our	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
engage	engage	vvi	engage	engage	0
all	all	d	all	all	0
our	our	po12	our	our	0
endeavours	endeavours	n2	endeavours	endeavour	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
sum	sum	n1	sum	sum	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
our	our	po12	our	our	0
prayers	prayers	n2	prayers	prayer	0
;	;	;	;	;	0
And	And	cc	And	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
promoting	promoting	j-vvg	promoting	promote	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
alwayes	alwayes	av	always	always	0
bend	bend	vvi	bend	bend	0
all	all	d	all	all	0
my	my	po11	my	my	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
and	and	cc	and	and	0
therein	therein	av	therein	therein	0
approve	approve	vvb	approve	approve	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
,	,	,	,	,	1
