To	To	p-acp	To	to	0
selvs	selvs	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
force	force	vvb	force	force	0
your	your	po22	your	your	0
selvs	selvs	n2	selves	self	0
to	to	pc-acp	to	to	0
becom	becom	vvi	become	become	0
new	new	j	new	new	0
,	,	,	,	,	0
labou	labou	n1	labour	labour	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
hard	hard	j	hard	hard	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
old	old	j	old	old	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
new	new	j	new	new	0
man	man	n1	man	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
created	created	vvn	created	create	0
after	after	p-acp	after	after	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
true	true	j	true	true	0
holiness	holiness	n1	holiness	holiness	0
and	and	cc	and	and	0
righteousness	righteousness	n1	righteousness	righteousness	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
com	com	vvi	come	come	0
to	to	p-acp	to	to	0
heaven	heaven	n1	heaven	heaven	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
mark	mark	vvb	mark	mark	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
this	this	d	this	this	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
do	do	vdi	do	do	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
him	him	pno31	him	he	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
John	John	np1	John	John	0
15.5	15.5	crd	15.5	15.5	0
.	.	.	.	.	1
Without	Without	p-acp	Without	without	0
him	him	pno31	him	he	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
come	come	vvi	come	come	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
houses	houses	n2	houses	house	0
of	of	pp-f	of	of	0
clay	clay	n1	clay	clay	0
and	and	cc	and	and	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
fields	fields	n2	fields	field	0
of	of	pp-f	of	of	0
Contemplation	Contemplation	n1	Contemplation	contemplation	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
ditate	ditate	vvb	ditate	ditate	0
.	.	.	.	.	1
Without	Without	p-acp	Without	without	0
him	him	pno31	him	he	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
forego	forego	vvi	forego	forgo	0
your	your	po22	your	your	0
old	old	j	old	old	0
lod	lod	fw-mi	lod	lod	0
∣	∣	sy	∣	∣	0
gings	gings	n2-vvg	gings	ging	0
of	of	pp-f	of	of	0
sinful	sinful	j	sinful	sinful	0
and	and	cc	and	and	0
sensual	sensual	j	sensual	sensual	0
delights	delights	n2	delights	delight	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
his	his	po31	his	his	0
pleasant	pleasant	j	pleasant	pleasant	0
villages	villages	n2	villages	village	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
lodg	lodg	vvi	lodge	lodge	0
:	:	:	:	:	0
without	without	p-acp	without	without	0
him	him	pno31	him	he	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
leav	leav	vvi	leave	leave	0
your	your	po22	your	your	0
beds	beds	n2	beds	bed	0
of	of	pp-f	of	of	0
ease	ease	n1	ease	ease	0
,	,	,	,	,	0
and	and	cc	and	and	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
break	break	vvi	break	break	0
your	your	po22	your	your	0
beloved	beloved	j-vvn	beloved	belove	0
sleep	sleep	n1	sleep	sleep	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
rise	rise	vvi	rise	rise	0
early	early	av-j	early	early	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
heavenly	heavenly	j	heavenly	heavenly	0
vineyards	vineyards	n2	vineyards	vineyard	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
rest	rest	vvi	rest	rest	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
Christ	Christ	np1	Christ	Christ	0
had	had	vhd	had	have	0
preached	preached	vvn	preached	preach	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
lest	lest	zz	lest	lest	0
beloved	beloved	j-vvn	beloved	belove	0
disciples	disciples	n2	disciples	disciple	0
of	of	pp-f	of	of	0
watching	watching	vvg	watching	watch	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
closed	closed	vvd	closed	close	0
up	up	a-acp	up	up	0
his	his	po31	his	his	0
lecture	lecture	n1	lecture	lecture	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
seasonable	seasonable	j	seasonable	seasonable	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
And	And	cc	And	and	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
watch	watch	n1	watch	watch	0
,	,	,	,	,	0
Mark	Mark	vvb	Mark	mark	0
13.37	13.37	crd	13.37	13.37	0
.	.	.	.	.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
,	,	,	,	,	0
having	having	vhg	having	have	0
spoken	spoken	vvn	spoken	speak	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
striving	striving	vvg	striving	strive	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
ny	ny	av	nigh	nigh	0
dearly	dearly	av-jn	dearly	dear	0
beloved	beloved	vvn	beloved	belove	0
Audi	Audi	np1	Audi	Audi	0
∣	∣	sy	∣	∣	0
tors	tors	n2	tors	tor	0
,	,	,	,	,	0
I	I	pns11	I	i	0
winde	winde	vvi	wind	wind	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
finish	finish	vvi	finish	finish	0
my	my	po11	my	my	0
discourse	discourse	n1	discourse	discourse	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
And	And	cc	And	and	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
write	write	vvb	write	write	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
I	I	pns11	I	i	0
write	write	vvb	write	write	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
Strive	Strive	vvb	Strive	strive	0
.	.	.	.	.	1
That	That	cst	That	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
strive	strive	vvb	strive	strive	0
to	to	pc-acp	to	to	0
deny	deny	vvi	deny	deny	0
your	your	po22	your	your	0
selvs	selvs	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
overcom	overcom	vvi	overcome	overcome	0
sleep	sleep	n1	sleep	sleep	0
:	:	:	:	:	0
strive	strive	vvb	strive	strive	0
to	to	pc-acp	to	to	0
stir	stir	vvi	stir	stir	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
selvs	selvs	n2	selves	self	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
vanquish	vanquish	vvi	vanquish	vanquish	0
sloth	sloth	n1	sloth	sloth	0
:	:	:	:	:	0
strive	strive	vvb	strive	strive	0
to	to	pc-acp	to	to	0
conquer	conquer	vvi	conquer	conquer	0
your	your	po22	your	your	0
selvs	selvs	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
more	more	dc	more	more	0
sweet	sweet	j	sweet	sweet	0
communion	communion	n1	communion	communion	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	0
strive	strive	vvb	strive	strive	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
more	more	av-dc	more	more	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
lodg	lodg	vvi	lodge	lodge	0
more	more	av-dc	more	more	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
rise	rise	vvi	rise	rise	0
more	more	av-dc	more	more	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
dead	dead	j	dead	dead	0
and	and	cc	and	and	0
buried	buried	vvn	buried	bury	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
glori	glori	fw-la	glori	glori	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
raised	raised	vvn	raised	raise	0
again	again	av	again	again	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
graves	graves	n2	graves	grave	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
day	day	n1	day	day	0
;	;	;	;	;	0
and	and	cc	and	and	0
beeing	beeing	vbg	being	be	0
rai	rai	fw-fr	rai	rai	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
rest	rest	n1	rest	rest	0
and	and	cc	and	and	0
reign	reign	vvi	reign	reign	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
walk	walk	vvi	walk	walk	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
arm	arm	n1	arm	arm	0
in	in	p-acp	in	in	0
arm	arm	n1	arm	arm	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
truly	truly	av-j	truly	true	0
worthy	worthy	j	worthy	worthy	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
lived	lived	vvd	lived	live	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
lif	lif	n1	life	life	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
perfe	perfe	n1	perfe	perfe	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
of	of	pp-f	of	of	0
bliss	bliss	n1	bliss	bliss	0
,	,	,	,	,	0
endless	endless	j	endless	endless	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
immor	immor	n1	immor	immor	0
∣	∣	sy	∣	∣	0
talitie	talitie	n1	talitie	talitie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
enjoied	enjoied	vvn	enjoyed	enjoy	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
eternitie	eternitie	n1	eternity	eternity	0
.	.	.	.	.	1
So	So	np1	So	So	0
praieth	praieth	vvz	prayeth	pray	1
