Dear	Dear	j-jn	Dear	dear	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
aforemen	aforemen	n2	aforemen	aforeman	0
∣	∣	sy	∣	∣	0
tio	tio	n1	tio	tio	0
punishs	punishs	vvz	punishes	punish	0
or	or	cc	or	or	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
wil	wil	vmb	will	will	0
appear	appear	vvi	appear	appear	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
ingagement	ingagement	n1	engagement	engagement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Army	Army	n1	Army	army	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
late	late	j	late	late	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
narchy	narchy	n1	narchy	narchy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ten	ten	crd	ten	ten	0
horns	horns	n2	horns	horn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Beast	Beast	n1	Beast	beast	0
,	,	,	,	,	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
joynt	joynt	n1	joint	joint	0
con	con	vvb	con	con	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
very	very	j	very	very	0
persons	persons	n2	persons	person	0
whom	whom	r-crq	whom	who	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
feared	feared	vvn	feared	fear	0
have	have	vhb	have	have	0
now	now	av	now	now	0
presumptuously	presumptuously	av-j	presumptuously	presumptuous	0
worshipped	worshipped	vvn	worshipped	worship	0
the	the	dt	the	the	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Beast	Beast	n1	Beast	beast	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
witnesse	witnesse	vvb	witness	witness	0
their	their	po32	their	their	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
praying	praying	vvg	praying	pray	0
,	,	,	,	,	0
fasting	fasting	vvg	fasting	fast	0
and	and	cc	and	and	0
fighting	fighting	vvg	fighting	fight	0
against	against	p-acp	against	against	0
that	that	d	that	that	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
the	the	dt	the	the	0
image	image	n1	image	image	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
now	now	av	now	now	0
so	so	av	so	so	0
much	much	av-d	much	much	0
hug	hug	vvi	hug	hug	0
and	and	cc	and	and	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
brace	brace	n1	brace	brace	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
now	now	av	now	now	0
grown	grown	vvn	grown	grow	0
so	so	av	so	so	0
shamefully	shamefully	av-j	shamefully	shameful	0
impudent	impudent	j	impudent	impudent	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
Descent	Descent	n1	Descent	descent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
present	present	j	present	present	0
Government	Government	n1	Government	government	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
Adam	Adam	np1	Adam	Adam	0
,	,	,	,	,	0
i	i	pns11	i	i	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ving	ving	n1	ving	ving	0
run	run	vvi	run	run	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
veins	veins	n2	veins	vein	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Idolaters	Idolaters	n2	Idolaters	idolater	0
and	and	cc	and	and	0
Tyrants	Tyrants	n2	Tyrants	tyrant	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatie	Treatie	n1	Treaty	treaty	0
will	will	vmb	will	will	0
appear	appear	vvi	appear	appear	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grand	Grand	j	Grand	grand	0
new	new	j	new	new	0
at	at	p-acp	at	at	0
Docour	Docour	n1	Docour	docour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
times	times	ng1	times	time	0
Mr.	Mr.	n1	Mr.	mr.	1
John	John	np1	John	John	0
Owen	Owen	np1	Owen	Owen	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
very	very	av	very	very	0
much	much	av-d	much	much	0
assisting	assisting	vvg	assisting	assist	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
proof	proof	n1	proof	proof	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
also	also	av	also	also	0
find	find	vvi	find	find	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
clear	clear	j	clear	clear	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
Mr.	Mr.	n1	Mr.	mr.	1
Tillinghast	Tillinghast	np1	Tillinghast	Tillinghast	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Epistle	Epistle	n1	Epistle	epistle	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
late	late	j	late	late	0
Book	Book	n1	Book	book	0
titled	titled	vvn	titled	title	0
the	the	dt	the	the	0
Knowle	Knowle	np1	Knowle	Knowle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
times	times	n2	times	time	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
apostacies	apostacies	n2	apostasies	apostasy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
afore	afore	a-acp	afore	afore	0
∣	∣	sy	∣	∣	0
named	named	vvn	nam	name	0
person	person	n1	person	person	0
and	and	cc	and	and	0
persons	persons	n2	persons	person	0
(	(	(	(	(	0
if	if	cs	if	if	0
rightly	rightly	av-jn	rightly	right	0
used	used	vvn	used	use	0
)	)	)	)	)	0
may	may	vmb	may	may	0
rather	rather	av-c	rather	rather	0
conduce	conduce	vvi	conduce	conduce	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
strengthening	strengthening	vvg	strengthening	strengthen	0
and	and	cc	and	and	0
confirm	confirm	vvi	confirm	confirm	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
confidence	confidence	n1	confidence	confidence	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
hold	hold	vvb	hold	hold	0
fast	fast	av-j	fast	fast	0
their	their	po32	their	their	0
integrity	integrity	n1	integrity	integrity	0
,	,	,	,	,	0
i	i	uh	i	i	0
.	.	.	.	.	1
e	e	sy	e	e	0
.	.	.	.	.	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
judgement	judgement	n1	judgement	judgement	0
is	is	vbz	is	be	0
now	now	av	now	now	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
gun	gun	n1	gun	gun	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
fire	fire	n1	fire	fire	0
is	is	vbz	is	be	0
now	now	av	now	now	0
kindled	kindled	vvn	kindled	kindle	0
in	in	p-acp	in	in	0
Sion	Sion	np1	Sion	Zion	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
furnace	furnace	n1	furnace	furnace	0
hating	hating	vvg	hating	hate	0
in	in	p-acp	in	in	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Refiners	Refiners	n2	Refiners	refiner	0
fire	fire	n1	fire	fire	0
is	is	vbz	is	be	0
now	now	av	now	now	0
melting	melting	vvg	melting	melt	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
way	way	n1	way	way	0
the	the	dt	the	the	0
tinne	tinne	n1	tin	tin	0
and	and	cc	and	and	0
drosse	drosse	n1	dross	dross	0
from	from	p-acp	from	from	0
s	s	ng1	s	sister	0
jewels	jewels	n2	jewels	jewel	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Fullers	Fullers	ng1	Fullers	fuller	0
sope	sope	n1	soap	soap	0
is	is	vbz	is	be	0
now	now	av	now	now	0
scowring	scowring	vvg	scouring	scour	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
garments	garments	n2	garments	garment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
making	making	vvg	making	make	0
them	them	pno32	them	they	0
white	white	j-jn	white	white	0
and	and	cc	and	and	0
clean	clean	j	clean	clean	0
(	(	(	(	(	0
i	i	uh	i	i	0
.	.	.	.	.	1
e	e	sy	e	e	0
.	.	.	.	.	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
unspotted	unspotted	j	unspotted	unspotted	0
life	life	n1	life	life	0
and	and	cc	and	and	0
conversation	conversation	n1	conversation	conversation	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
now	now	av	now	now	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
City	City	n1	City	city	0
set	set	vvn	set	set	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
top	top	n1	top	top	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
hill	hill	n1	hill	hill	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Candle	Candle	n1	Candle	candle	0
put	put	vvd	put	put	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Candlestick	Candlestick	n1	Candlestick	candlestick	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
light	light	n1	light	light	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
approve	approve	vvi	approve	approve	0
themselves	themselves	px32	themselves	themselves	0
chil	chil	fw-la	chil	chil	0
∣	∣	sy	∣	∣	0
dren	dren	n1	dren	dren	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
light	light	n1	light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
light	light	n1	light	light	0
may	may	vmb	may	may	0
so	so	av	so	so	0
shine	shine	vvi	shine	shine	0
before	before	p-acp	before	before	0
men	men	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
their	their	po32	their	their	0
good	good	j	good	good	0
actions	actions	n2	actions	action	0
