IF	IF	cs	IF	if	0
well	well	av	well	well	0
instructed	instructed	vvn	instructed	instruct	0
Your	Your	po22	Your	your	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
respects	respects	n2	respects	respect	0
answer	answer	vvb	answer	answer	0
the	the	dt	the	the	0
dignity	dignity	n1	dignity	dignity	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
high	high	j	high	high	0
extraction	extraction	n1	extraction	extraction	0
,	,	,	,	,	0
and	and	cc	and	and	0
whose	whose	rg-crq	whose	who	0
eminent	eminent	j	eminent	eminent	0
Virtues	Virtues	n2	Virtues	virtue	0
have	have	vhb	have	have	0
attained	attained	vvn	attained	attain	0
such	such	d	such	such	0
a	a	dt	a	a	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
justly	justly	av-j	justly	just	0
celebrated	celebrated	vvn	celebrated	celebrate	0
all	all	d	all	all	0
over	over	p-acp	over	over	0
Christendom	Christendom	np1	Christendom	Christendom	0
with	with	p-acp	with	with	0
admiration	admiration	n1	admiration	admiration	0
!	!	!	!	!	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
just	just	j	just	just	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
adorn	adorn	vvi	adorn	adorn	0
his	his	po31	his	his	0
Sisters	Sisters	n2	Sisters	sister	0
with	with	p-acp	with	with	0
highest	highest	js	highest	high	0
matrimonies	matrimonies	n2	matrimonies	matrimony	0
;	;	;	;	;	0
(	(	(	(	(	0
yet	yet	av	yet	yet	0
certainly	certainly	av-j	certainly	certain	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
rather	rather	av-c	rather	rather	0
the	the	dt	the	the	0
felicity	felicity	n1	felicity	felicity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
then	then	cs	then	than	0
acts	acts	n2	acts	act	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
marriage	marriage	n1	marriage	marriage	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Sisters	Sisters	n2	Sisters	sister	0
allied	allied	vvn	allied	ally	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Hereditary	Hereditary	j	Hereditary	hereditary	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
Christendom	Christendom	np1	Christendom	Christendom	0
:	:	:	:	:	0
)	)	)	)	)	0
how	how	q-crq	how	how	0
just	just	j	just	just	0
then	then	av	then	then	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
adorned	adorned	vvn	adorned	adorn	0
Justice	Justice	n1	Justice	justice	0
and	and	cc	and	and	0
Piety	Piety	n1	Piety	piety	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
being	being	vbg	being	be	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
wedded	wedded	vvn	wedded	wed	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
(	(	(	(	(	0
though	though	cs	though	though	0
born	born	vvn	born	bear	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Western	Western	j	Western	western	0
world	world	n1	world	world	0
)	)	)	)	)	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
preferred	preferred	vvn	preferred	prefer	0
them	them	pno32	them	they	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
enjoyment	enjoyment	n1	enjoyment	enjoyment	0
of	of	pp-f	of	of	0
Three	Three	crd	Three	three	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
!	!	!	!	!	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
just	just	j	just	just	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
call	call	vvi	call	call	0
back	back	av	back	back	0
the	the	dt	the	the	0
almost	almost	av	almost	almost	0
buried	buried	vvn	buried	bury	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
opposed	opposed	vvd	opposed	oppose	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Generation	Generation	n1	Generation	generation	0
making	making	vvg	making	make	0
haste	haste	n1	haste	haste	0
into	into	p-acp	into	into	0
worse	worse	jc	worse	worse	0
:	:	:	:	:	0
Who	Who	r-crq	Who	who	0
then	then	av	then	then	0
can	can	vmb	can	can	0
express	express	vvi	express	express	0
Your	Your	po22	Your	your	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
recalled	recalled	vvn	recalled	recall	0
our	our	po12	our	our	0
buried	buried	j-vvn	buried	bury	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
forgotten	forgotten	vvn	forgotten	forget	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
with	with	p-acp	with	with	0
most	most	av-ds	most	most	0
manifest	manifest	j	manifest	manifest	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
by	by	p-acp	by	by	0
Providence	Providence	n1	Providence	providence	0
miracu	miracu	n1	miracu	miracu	0
∣	∣	sy	∣	∣	0
lously	lously	av-j	lously	lous	0
preserved	preserved	vvn	preserved	preserve	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
deliverance	deliverance	n1	deliverance	deliverance	0
,	,	,	,	,	0
did	did	vdd	did	do	0
oppose	oppose	vvi	oppose	oppose	0
your	your	po22	your	your	0
self	self	n1	self	self	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Tyranny	Tyranny	n1	Tyranny	tyranny	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
perverse	perverse	j	perverse	perverse	0
generation	generation	n1	generation	generation	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
pretended	pretended	vvd	pretended	pretend	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Christians	Christians	np1	Christians	Christians	0
!	!	!	!	!	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
just	just	j	just	just	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
clement	clement	j	clement	clement	0
,	,	,	,	,	0
whenas	whenas	cs	whenas	whenas	0
he	he	pns31	he	he	0
took	took	vvd	took	take	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
ignorance	ignorance	n1	ignorance	ignorance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
goodnes	goodnes	n1	goodness	goodness	0
had	had	vhd	had	have	0
transgressed	transgressed	vvn	transgressed	transgress	0
the	the	dt	the	the	0
bounds	bounds	n2	bounds	bound	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
liberty	liberty	n1	liberty	liberty	0
of	of	pp-f	of	of	0
sinning	sinning	vvg	sinning	sin	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
did	did	vdd	did	do	0
force	force	vvi	force	force	0
their	their	po32	their	their	0
consciences	consciences	n2	consciences	conscience	0
differing	differing	vvg	differing	differ	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
:	:	:	:	:	0
Let	Let	vvb	Let	let	0
the	the	dt	the	the	0
world	world	n1	world	world	0
then	then	av	then	then	0
judge	judge	vvi	judge	judge	0
and	and	cc	and	and	0
admire	admire	vvb	admire	admire	0
your	your	po22	your	your	0
justice	justice	n1	justice	justice	0
and	and	cc	and	and	0
clemency	clemency	n1	clemency	clemency	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
accord	accord	n1	accord	accord	0
does	does	vdz	does	do	0
refer	refer	vvi	refer	refer	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
perpetrated	perpetrated	vvn	perpetrated	perpetrate	0
villany	villany	n1	villainy	villainy	0
committed	committed	vvn	committed	commit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sun	sun	n1	sun	sun	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
person	person	n1	person	person	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Royal	Royal	j	Royal	royal	0
Fa	Fa	uh	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
and	and	cc	and	and	0
your	your	po22	your	your	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
known	known	vvn	known	know	0
his	his	po31	his	his	0
clemency	clemency	n1	clemency	clemency	0
and	and	cc	and	and	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
wickedness	wickedness	n1	wickedness	wickedness	0
needed	needed	vvd	needed	need	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
despaired	despaired	vvn	despaired	despair	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
favor	favor	n1	favour	favour	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
neither	neither	av-d	neither	neither	0
convened	convened	vvn	convened	convene	0
nor	nor	ccx	nor	nor	0
elected	elected	vvn	elected	elect	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
authority	authority	n1	authority	authority	0
!	!	!	!	!	1
And	And	cc	And	and	0
are	are	vbr	are	be	0
so	so	av	so	so	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
taking	taking	vvg	taking	take	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
peccant	peccant	j	peccant	peccant	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
liberty	liberty	n1	liberty	liberty	0
of	of	pp-f	of	of	0
sinnng	sinnng	j	sinnng	sinnng	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
admit	admit	vvb	admit	admit	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
restitution	restitution	n1	restitution	restitution	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Sub	Sub	fw-la	Sub	sub	0
∣	∣	sy	∣	∣	0
jects	jects	n2-jn	jects	ject	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
undue	undue	j	undue	undue	0
means	means	n2	means	mean	0
had	had	vhd	had	have	0
invaded	invaded	vvn	invaded	invade	0
the	the	dt	the	the	0
sacred	sacred	j	sacred	sacred	0
patrimony	patrimony	n1	patrimony	patrimony	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Crown	Crown	n1	Crown	crown	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
these	these	d	these	these	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
committed	committed	vvn	committed	commit	0
upon	upon	p-acp	upon	upon	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
tence	tence	n1	tense	tense	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
tender	tender	j	tender	tender	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
force	force	vvi	force	force	0
no	no	dx	no	no	0
mans	mans	ng1	men	man	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
men	men	n2	men	man	0
!	!	!	!	!	1
And	And	cc	And	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
justice	justice	n1	justice	justice	0
and	and	cc	and	and	0
mercy	mercy	n1	mercy	mercy	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
glori	glori	fw-la	glori	glori	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
Uncle	Uncle	n1	Uncle	uncle	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
prosperity	prosperity	n1	prosperity	prosperity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
fortune	fortune	n1	fortune	fortune	0
to	to	pc-acp	to	to	0
relieve	relieve	vvi	relieve	relieve	0
oppressed	oppressed	j-vvn	oppressed	oppress	0
people	people	n1	people	people	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
authority	authority	n1	authority	authority	0
;	;	;	;	;	0
then	then	av	then	then	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
no	no	xx	not	not	0
ways	ways	n2	ways	way	0
less	less	av-dc	less	less	0
justice	justice	n1	justice	justice	0
and	and	cc	and	and	0
mercy	mercy	n1	mercy	mercy	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
adversity	adversity	n1	adversity	adversity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
means	means	n2	means	mean	0
endevour	endevour	vvi	endeavour	endeavour	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
authority	authority	n1	authority	authority	0
to	to	pc-acp	to	to	0
relieve	relieve	vvi	relieve	relieve	0
the	the	dt	the	the	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
pressed	pressed	vvn	pressed	press	0
and	and	cc	and	and	0
distressed	distressed	j-vvn	distressed	distress	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stendom	stendom	av-an	stendom	stendom	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
You	You	pn22	You	you	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
Great	Great	j	Great	great	0
Sir	Sir	n1	Sir	sir	0
!	!	!	!	!	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Fountain	Fountain	n1	Fountain	fountain	0
and	and	cc	and	and	0
Centre	Centre	n1	Centre	centre	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
your	your	po22	your	your	0
rightful	rightful	j	rightful	rightful	0
Domi	Domi	fw-la	Domi	domi	0
∣	∣	sy	∣	∣	0
nions	nions	n2	nions	nion	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lowest	lowest	js	lowest	low	0
posture	posture	n1	posture	posture	0
of	of	pp-f	of	of	0
humility	humility	n1	humility	humility	0
,	,	,	,	,	0
do	do	vdb	do	do	0
these	these	d	these	these	0
Observations	Observations	n2	Observations	observation	0
and	and	cc	and	and	0
Elements	Elements	n2	Elements	element	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
confidence	confidence	n1	confidence	confidence	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
wten	wten	vvn	wten	wten	0
for	for	p-acp	for	for	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
You	You	pn22	You	you	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
indiffer	indiffer	vvi	indiffer	indiffer	0
∣	∣	sy	∣	∣	0
ent	ent	j	ent	ent	0
administration	administration	n1	administration	administration	0
of	of	pp-f	of	of	0
just	just	j	just	just	0
,	,	,	,	,	0
received	received	vvn	received	receive	0
and	and	cc	and	and	0
known	known	j-vvn	known	know	0
