PLATO	PLATO	np1	PLATO	Plato	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
places	places	n2	places	place	0
to	to	pc-acp	to	to	0
shift	shift	vvi	shift	shift	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
flat	flat	j	flat	flat	0
∣	∣	sy	∣	∣	0
tery	tery	uh	tery	tery	0
,	,	,	,	,	0
brbes	brbes	n2	brbes	brbe	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
shiftes	shiftes	n2	shifts	shift	0
,	,	,	,	,	0
sue	sue	vvb	sue	sue	0
and	and	cc	and	and	0
preace	preace	vvi	press	press	0
for	for	p-acp	for	for	0
offi	offi	n2	offi	offi	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
ambicious	ambicious	j	ambitious	ambitious	0
(	(	(	(	(	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
prollers	prollers	n2	prollers	proller	0
for	for	p-acp	for	for	0
po	po	n1	po	po	0
∣	∣	sy	∣	∣	0
wer	wer	fw-ge	wer	wer	0
or	or	cc	or	or	0
gayne	gayne	n1	gain	gain	0
)	)	)	)	)	0
seeke	seeke	vvb	seek	seek	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
offices	offices	n2	offices	office	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
other	other	j-jn	other	other	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whiche	whiche	r-crq	which	which	0
cause	cause	n1	cause	cause	0
offices	offices	n2	offices	office	0
are	are	vbr	are	be	0
ordayned	ordayned	vvn	ordained	ordain	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
vndoing	vndoing	n-vvg	undoing	undo	0
of	of	pp-f	of	of	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
pranke	pranke	n1	prank	prank	0
vp	vp	p-acp	up	up	0
them	them	pno32	them	they	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
And	And	np1	And	And	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
bar	bar	zz	bar	bar	0
them	them	pno32	them	they	0
once	once	a-acp	once	once	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
bayre	bayre	n1	bayre	bayre	0
,	,	,	,	,	0
and	and	cc	and	and	0
force	force	vvi	force	force	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
their	their	po32	their	their	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
geve	geve	vvi	give	give	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
rid	rid	vvn	rid	rid	0
fro	fro	p-acp	from	from	0
their	their	po32	their	their	0
charges	charges	n2	charges	charge	0
,	,	,	,	,	0
than	than	cs	than	than	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
bye	bye	vvi	buy	buy	0
them	them	pno32	them	they	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
they	they	pns32	they	they	0
seke	seke	vvi	seek	seek	0
only	only	av-j	only	only	0
their	their	po32	their	their	0
commodity	commodity	n1	commodity	commodity	0
and	and	cc	and	and	0
ase	ase	n1	ase	ase	0
.	.	.	.	.	1
And	And	np1	And	And	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
fore	fore	n1	before	fore	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
ambicious	ambicious	j	ambitious	ambitious	0
seeke	seeke	vvb	seek	seek	0
no	no	dx	no	no	0
office	office	n1	office	office	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
,	,	,	,	,	0
offices	offices	n2	offices	office	0
are	are	vbr	are	be	0
duly	duly	av-jn	duly	due	0
ministred	ministred	vvn	ministered	minister	0
:	:	:	:	:	0
and	and	cc	and	and	0
where	where	q-crq	where	where	0
offices	offices	n2	offices	office	0
are	are	vbr	are	be	0
duly	duly	av-jn	duly	due	0
ministred	ministred	vvn	ministered	minister	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cā	cā	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
people	people	n1	people	people	0
are	are	vbr	are	be	0
good	good	j	good	good	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
must	must	vmb	must	must	0
nedes	nedes	av	needs	needs	0
folow	folow	vvi	follow	follow	0
a	a	dt	a	a	0
good	good	j	good	good	0
common	common	j	common	common	0
weale	weale	n1	weal	weal	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
the	the	dt	the	the	0
officers	officers	n2	officers	officer	0
be	be	vbb	be	be	0
good	good	j	good	good	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
yll	yll	j-jn	ill	ill	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
or	or	cc	or	or	0
badnes	badnes	n1	badness	badness	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
realme	realme	n1	realm	realm	0
lyeth	lyeth	vvz	lies	lie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
or	or	cc	or	or	0
badnes	badnes	n1	badness	badness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rulers	rulers	n2	rulers	ruler	0
.	.	.	.	.	1
And	And	np1	And	And	0
ther	ther	zz	ther	ther	0
¦	¦	sy	¦	¦	0
fore	fore	p-acp	before	before	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
great	great	j	great	great	0
cause	cause	n1	cause	cause	0
do	do	vdb	do	do	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Apostels	Apostels	n2	Apostles	apostle	0
so	so	av	so	so	0
earnestly	earnestly	av-j	earnestly	earnest	0
charge	charge	vvb	charge	charge	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
magistrates	magistrates	n2	magistrates	magistrate	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
in	in	p-acp	in	in	0
dede	dede	n1	deed	deed	0
the	the	dt	the	the	0
welth	welth	n1	wealth	wealth	0
and	and	cc	and	and	0
quiet	quiet	n-jn	quiet	quiet	0
of	of	pp-f	of	of	0
everye	everye	d	every	every	0
common	common	j	common	common	0
weale	weale	n1	weal	weal	0
,	,	,	,	,	0
the	the	dt	the	the	0
disorder	disorder	n1	disorder	disorder	0
also	also	av	also	also	0
and	and	cc	and	and	0
miseries	miseries	n2	misery's	misery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
cum	cum	fw-la	cum	cum	0
speci	speci	fw-fr	speci	speci	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
through	through	p-acp	through	through	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
nede	nede	n1	need	need	0
not	not	xx	not	not	0
go	go	vvi	go	go	0
eyther	eyther	d	either	either	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ro	Ro	np1	Ro	Ro	0
∣	∣	sy	∣	∣	0
mans	mans	ng1	men	man	0
or	or	cc	or	or	0
Grekes	Grekes	njp2	Greeks	greek	0
for	for	p-acp	for	for	0
proofe	proofe	n1	proof	proof	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
neyther	neyther	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
naions	naions	n2	naions	naion	0
:	:	:	:	:	0
whose	whose	rg-crq	whose	who	0
common	common	j	common	common	0
weales	weales	n2	weals	weal	0
have	have	vhb	have	have	0
alway	alway	av	always	always	0
florished	florished	vvd	flourished	flourish	0
while	while	n1	while	while	0
their	their	po32	their	their	0
officers	officers	n2	officers	officer	0
were	were	vbdr	were	be	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
decayed	decayed	vvd	decayed	decay	0
and	and	cc	and	and	0
ranne	ranne	vvd	ran	run	0
to	to	p-acp	to	to	0
ruyne	ruyne	n1	ruin	ruin	0
,	,	,	,	,	0
whan	whan	c-crq	when	when	0
noughty	noughty	j	naughty	naughty	0
men	men	n2	men	man	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
regiment	regiment	n1	regiment	regiment	0
,	,	,	,	,	0
Our	Our	po12	Our	our	0
owne	owne	d	own	own	0
countrey	countrey	n1	country	country	0
stories	stories	n2	stories	story	0
(	(	(	(	(	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
reade	reade	vvb	read	read	0
&	&	cc	&	and	0
marke	marke	vvi	mark	mark	0
them	them	pno32	them	they	0
)	)	)	)	)	0
will	will	vmb	will	will	0
shewe	shewe	vvi	show	show	0
vs	vs	pno12	us	we	0
examples	examples	n2	examples	example	0
ynow	ynow	av-d	enough	enough	0
,	,	,	,	,	0
would	would	vmd	would	will	0
God	God	np1	God	God	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
seen	seen	vvn	seen	see	0
moe	moe	av-dc	more	more	0
then	then	cs	then	than	0
ynowe	ynowe	av-d	enough	enough	0
.	.	.	.	.	1
I	I	pns11	I	i	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
here	here	av	here	here	0
vppon	vppon	p-acp	upon	upon	0
the	the	dt	the	the	0
particulers	particulers	n2-j	particulars	particular	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
set	set	vvd	set	set	0
furth	furth	av	forth	forth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
tragedyes	tragedyes	n2	tragedies	tragedy	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
waye	waye	n1	way	way	0
this	this	d	this	this	0
I	I	pns11	I	i	0
note	note	vvb	note	note	0
(	(	(	(	(	0
wishing	wishing	vvg	wishing	wish	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
)	)	)	)	)	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
governers	governers	n2	governors	governor	0
have	have	vhb	have	have	0
never	never	av-x	never	never	0
lacked	lacked	vvd	lacked	lack	0
their	their	po32	their	their	0
deserved	deserved	j-vvn	deserved	deserve	0
renowme	renowme	n1	renown	renown	0
,	,	,	,	,	0
fo	fo	zz	fo	fo	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
bad	bad	j	bad	bad	0
escaped	escaped	vvd	escaped	escape	0
infamy	infamy	n1	infamy	infamy	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
such	such	d	such	such	0
plages	plages	n2	plagues	plague	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
horrible	horrible	j	horrible	horrible	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
of	of	pp-f	of	of	0
For	For	p-acp	For	for	0
God	God	np1	God	God	0
(	(	(	(	(	0
the	the	dt	the	the	0
ordeyner	ordeyner	n1	ordeyner	ordeyner	0
of	of	pp-f	of	of	0
Offices	Offices	n2	Offices	office	0
)	)	)	)	)	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
suffer	suffer	vvb	suffer	suffer	0
them	them	pno32	them	they	0
▪	▪	▪	▪	▪	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
often	often	av	often	often	0
occupied	occupied	vvn	occupied	occupy	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
rather	rather	av-c	rather	rather	0
spoilers	spoilers	n2	spoilers	spoiler	0
and	and	cc	and	and	0
Iudasses	Iudasses	n2	Iudasses	iudass	0
,	,	,	,	,	0
than	than	cs	than	than	0
toylers	toylers	n2	toilers	toiler	0
or	or	cc	or	or	0
Iustices	Iustices	n2	Justices	justice	0
(	(	(	(	(	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
therfore	therfore	av	therefore	therefore	0
calleth	calleth	vvz	calls	call	0
Hipacrites	Hipacrites	np1	Hipacrites	Hipacrites	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
suffeth	suffeth	vvz	suffeth	suff	0
he	he	pns31	he	he	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
skape	skape	vvi	scape	scape	0
vnpuished	vnpuished	vvn	vnpuished	vnpuish	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
dishonour	dishonour	vvb	dishonour	dishonour	0
him	him	pno31	him	he	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Gods	Gods	npg1	Gods	God	0
owne	owne	d	own	own	0
office	office	n1	office	office	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
his	his	po31	his	his	0
chiefe	chiefe	j-jn	chief	chief	0
office	office	n1	office	office	0
,	,	,	,	,	0
whych	whych	r-crq	which	which	0
they	they	pns32	they	they	0
beare	beare	vvb	bear	bear	0
&	&	cc	&	and	0
abuse	abuse	vvi	abuse	abuse	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
Iustice	Iustice	n1	Justice	justice	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
ministracion	ministracion	n1	ministration	ministration	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
office	office	n1	office	office	0
:	:	:	:	:	0
&	&	cc	&	and	0
therfore	therfore	av	therefore	therefore	0
hath	hath	vhz	hath	have	0
God	God	np1	God	God	0
established	established	vvn	established	establish	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
name	name	n1	name	name	0
,	,	,	,	,	0
hon	hon	n1	hon	hon	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
&	&	cc	&	and	0
calling	calling	vvg	calling	call	0
Kinges	Kinges	n2	Kings	king	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
officers	officers	n2	officers	officer	0
vnder	vnder	p-acp	under	under	0
thē	thē	pno32	them	they	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
name	name	n1	name	name	0
,	,	,	,	,	0
Gods.	Gods.	n2	Gods.	god	1
Ye	Ye	pn22	You	you	0
be	be	vbb	be	be	0
all	all	d	all	all	0
Gods	Gods	n2	Gods	god	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
charge	charge	n1	charge	charge	0
any	any	d	any	any	0
ministracion	ministracion	n1	ministration	ministration	0
of	of	pp-f	of	of	0
Iustice.	Iustice.	n1	Iustice.	justice	1
What	What	q-crq	What	what	0
a	a	dt	a	a	0
fowle	fowle	j	fowl	foul	0
shame	shame	n1	shame	shame	0
wer	wer	vbdr	were	be	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
vpon	vpon	p-acp	upon	upon	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
name	name	n1	name	name	0
and	and	cc	and	and	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
doinges	doinges	n2-vdg	doings	do	0
to	to	p-acp	to	to	0
shew	shew	n1	show	show	0
them	them	pno32	them	they	0
selves	selves	n2	selves	self	0
divyls	divyls	n2	divyls	divyl	0
?	?	?	?	?	1
God	God	np1	God	God	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
plage	plage	vvb	plague	plague	0
such	such	d	such	such	0
shameles	shameles	j	shameless	shameless	0
presumption	presumption	n1	presumption	presumption	0
and	and	cc	and	and	0
hipocrisy	hipocrisy	n1	hypocrisy	hypocrisy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
shamefull	shamefull	j	shameful	shameful	0
death	death	n1	death	death	0
,	,	,	,	,	0
diseases	diseases	n2	diseases	disease	0
,	,	,	,	,	0
or	or	cc	or	or	0
infamy	infamy	n1	infamy	infamy	0
.	.	.	.	.	1
Howe	Howe	c-crq	How	how	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
plaged	plaged	vvn	plagued	plague	0
euill	euill	j-jn	evil	evil	0
rulers	rulers	n2	rulers	ruler	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
nacions	nacions	n2	nations	nation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
gathered	gathered	vvn	gathered	gather	0
in	in	p-acp	in	in	0
Boccas	Boccas	np1	Boccas	Boccas	0
booke	booke	n1	book	book	0
intituled	intituled	vvn	entitled	entitle	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
translated	translated	vvn	translated	translate	0
into	into	p-acp	into	into	0
Englishe	Englishe	jp	English	english	0
by	by	p-acp	by	by	0
Lydgate	Lydgate	np1	Lydgate	Lydgate	0
:	:	:	:	:	0
Howe	Howe	c-crq	How	how	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
delt	delt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
sum	sum	n1	sum	sum	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
countreymen	countreymen	n2	countrymen	countryman	0
your	your	po22	your	your	0
auncestors	auncestors	n2	ancestors	ancestor	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
sundrye	sundrye	j	sundry	sundry	0
vices	vices	n2	vices	vice	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
left	left	vvn	left	leave	0
,	,	,	,	,	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
named	named	vvd	nam	name	0
A	A	dt	A	a	0
Myrrour	Myrrour	n1	Mirror	mirror	0
for	for	p-acp	for	for	0
Magi	Magi	np1	Magi	Magi	0
∣	∣	sy	∣	∣	0
strates	strates	n2	strates	strate	0
,	,	,	,	,	0
can	can	vmb	can	can	0
shewe	shewe	vvi	show	show	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
therfore	therfore	av	therefore	therefore	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
offre	offre	vvi	offer	offer	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honors	honors	n2	honours	honour	0
,	,	,	,	,	0
beseching	beseching	vvg	beseeching	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
fauorably	fauorably	av-j	favorably	favorable	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
here	here	av	here	here	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
loking	loking	vvg	looking	look	0
glas	glas	n1	glass	glass	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
(	(	(	(	(	0
if	if	cs	if	if	0
any	any	d	any	any	0
vice	vice	n1	vice	vice	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
)	)	)	)	)	0
howe	howe	q-crq	how	how	0
the	the	dt	the	the	0
like	like	j	like	like	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
punished	punished	vvn	punished	punish	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
heretofore	heretofore	av	heretofore	heretofore	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
admonished	admonished	vvn	admonished	admonish	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
move	move	vvi	move	move	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
soner	soner	av-c	sooner	soon	0
amendment	amendment	n1	amendment	amendment	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
whye	whye	c-crq	why	why	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
frth	frth	av	frth	frth	0
