IT	IT	pn31	IT	it	0
plotting	plotting	vvg	plotting	plot	0
of	of	pp-f	of	of	0
bloodie	bloodie	j	bloody	bloody	0
designements	designements	n2	designments	designment	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accomplish	accomplish	vvi	accomplish	accomplish	0
their	their	po32	their	their	0
mischie	mischie	n1	mischie	mischie	0
∣	∣	sy	∣	∣	0
uous	uous	fw-fr	uous	uous	0
intendment	intendment	n1	intendment	intendment	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
later	later	jc	later	late	0
,	,	,	,	,	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
wily	wily	j	wily	wily	0
Foxe	Foxe	n1	Fox	fox	0
,	,	,	,	,	0
creeping	creeping	vvg	creeping	creep	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
bosome	bosome	n1	bosom	bosom	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fauourers	fauourers	n2	favourers	favourer	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
pretense	pretense	n1	pretense	pretense	0
of	of	pp-f	of	of	0
farther	farther	jc	farther	far	0
reformation	reformation	n1	reformation	reformation	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
laboured	laboured	vvn	laboured	labour	0
to	to	pc-acp	to	to	0
raise	raise	vvi	raise	raise	0
iealousie	iealousie	n1	jealousy	jealousy	0
and	and	cc	and	and	0
suspition	suspition	n1	suspicion	suspicion	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
sacred	sacred	j	sacred	sacred	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reuerend	reuerend	j-jn	reverend	reverend	0
Gouernours	Gouernours	n2	Governors	governor	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
all	all	d	all	all	0
States	States	n2	States	state	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
eares	eares	n2	ears	ear	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
easily	easily	av-j	easily	easy	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
deformed	deformed	j-vvn	deformed	deform	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
scipline	scipline	n1	scipline	scipline	0
,	,	,	,	,	0
and	and	cc	and	and	0
anarchicall	anarchicall	j	anarchical	anarchical	0
ataxie	ataxie	n1	ataxy	ataxy	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
the	the	dt	the	the	0
waues	waues	n2	waves	wave	0
and	and	cc	and	and	0
billowes	billowes	n2	billows	billow	0
beate	beate	vvd	beat	beat	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
rock	rock	n1	rock	rock	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
broken	broken	vvn	broken	break	0
,	,	,	,	,	0
and	and	cc	and	and	0
turne	turne	vvi	turn	turn	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
vaine	vaine	j	vain	vain	0
foame	foame	n1	foam	foam	0
or	or	cc	or	or	0
froath	froath	n1	froth	froth	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
rocke	rocke	n1	rock	rock	0
neuer	neuer	av-x	never	never	0
the	the	dt	the	the	0
weaker	weaker	jc	weaker	weak	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
the	the	dt	the	the	0
malice	malice	n1	malice	malice	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Aduersaries	Aduersaries	n2	Adversaries	adversary	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
,	,	,	,	,	0
rageth	rageth	vvz	rages	rage	0
against	against	p-acp	against	against	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
our	our	po12	our	our	0
rocke	rocke	n1	rock	rock	0
is	is	vbz	is	be	0
impregnable	impregnable	j	impregnable	impregnable	0
,	,	,	,	,	0
hurt	hurt	vvi	hurt	hurt	0
themselues	themselues	px32	themselves	themselves	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
cannot	cannot	vmbx	cannot	can	0
harme	harme	vvi	harm	harm	0
vs.	vs.	pno12	us	we	0
To	To	pc-acp	To	to	0
speake	speake	vvi	speak	speak	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
former	former	j	former	former	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
trayterous	trayterous	j	traitorous	traitorous	0
and	and	cc	and	and	0
rebellious	rebellious	j	rebellious	rebellious	0
furie	furie	n1	fury	fury	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
your	your	po22	your	your	0
Honors	Honors	n2	Honours	honour	0
haue	haue	vhb	have	have	0
giuen	giuen	vvn	given	give	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
iust	iust	j	just	just	0
lawes	lawes	n2	laws	law	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
enacted	enacted	vvn	enacted	enact	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
last	last	ord	last	last	0
Session	Session	n1	Session	session	0
of	of	pp-f	of	of	0
Parlia	Parlia	np1	Parlia	Parlia	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perpetuall	perpetuall	j	perpetual	perpetual	0
eternizing	eternizing	n-vvg	eternizing	eternize	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worthie	worthie	j	worthy	worthy	0
names	names	n2	names	name	0
among	among	p-acp	among	among	0
al	al	d	all	all	0
posteritie	posteritie	n1	posterity	posterity	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
now	now	av	now	now	0
enforced	enforced	vvn	inforced	enforce	0
once	once	a-acp	once	once	0
againe	againe	av	again	again	0
,	,	,	,	,	0
euen	euen	av	even	even	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
barre	barre	n1	bar	bar	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
iudicious	iudicious	j	judicious	judicious	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
the	the	dt	the	the	0
iust	iust	j	just	just	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
quarrel	quarrel	n1	quarrel	quarrel	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Mother-Church	Mother-Church	n1	Mother-Church	mother-church	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
restlesse	restlesse	j	restless	restless	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
and	and	cc	and	and	0
importunate	importunate	j	importunate	importunate	0
cauils	cauils	vvz	cavils	cavil	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
owne	owne	d	own	own	0
superstitious	superstitious	j	superstitious	superstitious	0
and	and	cc	and	and	0
turbulent	turbulent	j	turbulent	turbulent	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
our	our	po12	our	our	0
factious	factious	j	factious	factious	0
Brethren	Brethren	n2	Brothers	brethren	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
graue	graue	j	graven	grave	0
Wisdomes	Wisdomes	n2	Wisdoms	wisdom	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
to	to	p-acp	to	to	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
Session	Session	n1	Session	session	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Sup	Sup	vvi	Sup	sup	0
∣	∣	sy	∣	∣	0
plicatorie	plicatorie	j	plicatorie	plicatorie	0
Pamphlet	Pamphlet	n1	Pamphlet	pamphlet	0
directed	directed	vvn	directed	direct	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
H	H	zz	H	h	0
H.	H.	np1	H.	H.	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apists	Apists	njp2	Apists	apists	0
,	,	,	,	,	0
(	(	(	(	(	0
that	that	d	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
so	so	av	so	so	0
tearme	tearme	vvi	term	term	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
worthy	worthy	j	worthy	worthy	0
Bishop	Bishop	n1	Bishop	bishop	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
concision	concision	n1	concision	concision	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prouoke	prouoke	vvi	provoke	provoke	0
you	you	pn22	you	you	0
,	,	,	,	,	0
either	either	av-d	either	either	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
Suiters	Suiters	n2	Suitors	suitor	0
and	and	cc	and	and	0
Suppliants	Suppliants	n2-jn	Suppliants	suppliant	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
excellent	excellent	j	excellent	excellent	0
Maiestie	Maiestie	n1	Majesty	majesty	0
in	in	p-acp	in	in	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
to	to	pc-acp	to	to	0
deter	deter	vvi	deter	deter	0
∣	∣	sy	∣	∣	0
mine	mine	n1	mine	mine	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
also	also	av	also	also	0
the	the	dt	the	the	0
Auctor	Auctor	fw-la	Auctor	auctor	0
(	(	(	(	(	0
presuming	presuming	vvg	presuming	presume	0
belike	belike	av	belike	belike	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
neuer	neuer	av-x	never	never	0
be	be	vbi	be	be	0
discouered	discouered	vvn	discovered	discover	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
a	a	zz	a	a	0
Cimmerian	Cimmerian	jp	Cimmerian	cimmerian	0
brood	brood	n1	brood	brood	0
)	)	)	)	)	0
both	both	d	both	both	0
vndutifully	vndutifully	av-j	undutifully	undutiful	0
,	,	,	,	,	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
truly	truly	av-j	truly	true	0
accused	accused	vvd	accused	accuse	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
uerend	uerend	j-jn	verend	verend	0
Prelats	Prelats	n2	Prelates	prelate	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
rigorous	rigorous	j	rigorous	rigorous	0
and	and	cc	and	and	0
cruel	cruel	j	cruel	cruel	0
dealing	dealing	n-vvg	dealing	deal	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
mainely	mainely	av-j	mainly	main	0
cried	cried	vvd	cried	cry	0
out	out	av	out	out	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
were	were	vbdr	were	be	0
banished	banished	vvn	banished	banish	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
Gods	Gods	ng1	Gods	god	0
worship	worship	n1	worship	worship	0
prophanely	prophanely	av-j	profanely	profane	0
adulterated	adulterated	vvn	adulterated	adulterate	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
whole	whole	j-jn	whole	whole	0
Ministerie	Ministerie	n1	Ministry	ministry	0
strangely	strangely	av-j	strangely	strange	0
corrupted	corrupted	vvn	corrupted	corrupt	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eternal	eternal	j	eternal	eternal	0
destructiō	destructiō	n1	destruction	destruction	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
thousand	thousand	crd	thousand	thousand	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
Against	Against	p-acp	Against	against	0
which	which	r-crq	which	which	0
libell	libell	n1	libel	libel	0
containing	containing	vvg	containing	contain	0
so	so	av	so	so	0
manifest	manifest	j	manifest	manifest	0
sycophancie	sycophancie	n1	sycophancy	sycophancy	0
and	and	cc	and	and	0
pal	pal	j-jn	pal	pal	0
∣	∣	sy	∣	∣	0
pable	pable	zz	pable	pable	0
vntruths	vntruths	n2	untruths	untruth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
opposed	opposed	vvn	opposed	oppose	0
an	an	dt	and	a	0
equall	equall	j-jn	equal	equal	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
and	and	cc	and	and	0
iust	iust	j	just	just	0
Consideration	Consideration	n1	Consideration	consideration	0
,	,	,	,	,	0
dedicated	dedicated	vvn	dedicated	dedicate	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
manner	manner	n1	manner	manner	0
euen	euen	av	even	even	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
graue	graue	j	graven	grave	0
Assemblie	Assemblie	n1	Assembly	assembly	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
hold	hold	vvb	hold	hold	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
sincerely	sincerely	av-j	sincerely	sincere	0
spoken	spoken	vvn	spoken	speak	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
some	some	d	some	some	0
cauilling	cauilling	vvg	cavilling	cavil	0
witte	witte	n1	wit	wit	0
or	or	cc	or	or	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
carpe	carpe	vvi	carp	carp	0
at	at	p-acp	at	at	0
:	:	:	:	:	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
there	there	a-acp	there	there	0
stept	stept	vvn	stepped	step	0
vp	vp	a-acp	up	up	0
another	another	j-jn	another	another	0
bird	bird	n1	bird	bird	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
Cimmerian	Cimmerian	jp	Cimmerian	cimmerian	0
nest	nest	n1	nest	nest	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
)	)	)	)	)	0
an	an	dt	and	a	0
abet	abet	n1	abet	abet	0
∣	∣	sy	∣	∣	0
tor	tor	c-acp	tor	for	0
and	and	cc	and	and	0
auoucher	auoucher	n1	avoucher	avoucher	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
slanderous	slanderous	j	slanderous	slanderous	0
libel	libel	n1	libel	libel	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
vndertaken	vndertaken	vvn	undertaken	undertake	0
the	the	dt	the	the	0
Defence	Defence	n1	Defence	defence	0
thereof	thereof	av	thereof	thereof	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Con	Con	vvi	Con	con	0
∣	∣	sy	∣	∣	0
sideration	sideration	n1	sideration	sideration	0
;	;	;	;	;	0
hauing	hauing	vhg	having	have	0
indeed	indeed	av	indeed	indeed	0
worse	worse	av-jc	worse	worse	0
prouided	prouided	vvn	provided	provide	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
credit	credit	n1	credit	credit	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
thē	thē	pno32	them	they	0
