WHereas	WHereas	cs	WHereas	whereas	0
Rites	Rites	n2	Rites	rite	0
and	and	cc	and	and	0
Ce	Ce	fw-fr	Ce	ce	0
∣	∣	sy	∣	∣	0
remonis	remonis	fw-la	remonis	remonis	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
now	now	av	now	now	0
so	so	av	so	so	0
much	much	av-d	much	much	0
quarrelled	quarrelled	vvn	quarreled	quarrel	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
onely	onely	j	only	only	0
,	,	,	,	,	0
approved	approved	vvn	approved	approve	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
used	used	vvd	used	use	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
Divines	Divines	n2-jn	Divines	divine	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
Reformation	Reformation	n1	Reformation	reformation	0
under	under	p-acp	under	under	0
King	King	n1	King	king	0
Edward	Edward	np1	Edward	Edward	0
the	the	dt	the	the	0
sixth	sixth	ord	sixth	six	0
,	,	,	,	,	0
the	the	dt	the	the	0
compiling	compiling	vvg	compiling	compile	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
of	of	pp-f	of	of	0
Common-Prayer	Common-Prayer	n1	Common-Prayer	commonprayer	0
was	was	vbds	was	be	0
committed	committed	vvn	committed	commit	0
(	(	(	(	(	0
divers	divers	j	diverse	diverse	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
suffered	suffered	vvd	suffered	suffer	0
Martyrdom	Martyrdom	n1	Martyrdom	martyrdom	0
in	in	p-acp	in	in	0
Queen	Queen	n1	Queen	queen	0
Maries	Maries	npg1	Maries	Mary	0
days	days	n2	days	day	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
again	again	av	again	again	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
whole	whole	j-jn	whole	whole	0
Church	Church	n1	Church	church	0
under	under	p-acp	under	under	0
Queen	Queen	n1	Queen	queen	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
duly	duly	av-jn	duly	due	0
and	and	cc	and	and	0
ordinarily	ordinarily	av-jn	ordinarily	ordinary	0
practised	practised	vvn	practised	practise	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
her	her	pno31	her	she	0
Reign	Reign	vvi	Reign	reign	0
,	,	,	,	,	0
(	(	(	(	(	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
memory	memory	n1	memory	memory	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
yet	yet	av	yet	yet	0
li	li	zz	li	li	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
then	then	av	then	then	0
be	be	vbi	be	be	0
imagined	imagined	vvn	imagined	imagine	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
would	would	vmd	would	will	0
need	need	vvi	need	need	0
any	any	d	any	any	0
Rule	Rule	n1	Rule	rule	0
or	or	cc	or	or	0
Law	Law	n1	Law	law	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
observa	observa	n1	observa	observa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
to	to	p-acp	to	to	0
savour	savour	n1	savour	savour	0
of	of	pp-f	of	of	0
Popery	Popery	n1	Popery	popery	0
.	.	.	.	.	1
And	And	cc	And	and	0
albeit	albeit	cs	albeit	albeit	0
since	since	p-acp	since	since	0
those	those	d	those	those	0
times	times	n2	times	time	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
press	press	n1	press	press	0
Rule	Rule	n1	Rule	rule	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
subtile	subtile	j	subtle	subtle	0
practises	practises	n2	practises	practise	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Rites	Rites	n2	Rites	rite	0
and	and	cc	and	and	0
Ceremonies	Ceremonies	n2	Ceremonies	ceremony	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
into	into	p-acp	into	into	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
use	use	vvb	use	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
other	other	j-jn	other	other	0
forraign	forraign	j	foreign	foreign	0
and	and	cc	and	and	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
fitting	fitting	j-vvg	fitting	fit	0
usages	usages	n2	usages	usage	0
by	by	p-acp	by	by	0
little	little	j	little	little	0
and	and	cc	and	and	0
little	little	j	little	little	0
to	to	pc-acp	to	to	0
creep	creep	vvi	creep	creep	0
in	in	p-acp	in	in	0
;	;	;	;	;	0
Yet	Yet	av	Yet	yet	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
own	own	d	own	own	0
Royal	Royal	j	Royal	royal	0
Chappels	Chappels	n2	Chapels	chapel	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
ever	ever	av	ever	ever	0
constantly	constantly	av-j	constantly	constant	0
used	used	vvn	used	use	0
and	and	cc	and	and	0
observed	observed	vvn	observed	observe	0
,	,	,	,	,	0
We	We	pns12	We	we	0
cannot	cannot	vmbx	cannot	can	0
now	now	av	now	now	0
but	but	cc-acp	but	but	0
be	be	vbb	be	be	0
very	very	av	very	very	0
sensible	sensible	j	sensible	sensible	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
conceive	conceive	vvi	conceive	conceive	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Authors	Authors	n2	Authors	author	0
and	and	cc	and	and	0
Fomentors	Fomentors	n2	Fomentors	fomentor	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
jealousies	jealousies	n2	jealousies	jealousy	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
colour	colour	vvb	colour	colour	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
pretence	pretence	n1	pretence	pretence	0
of	of	pp-f	of	of	0
Zeal	Zeal	n1	Zeal	zeal	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
seem	seem	vvi	seem	seem	0
to	to	pc-acp	to	to	0
strike	strike	vvi	strike	strike	0
only	only	av-j	only	only	0
at	at	p-acp	at	at	0
some	some	d	some	some	0
supposed	supposed	j-vvn	supposed	suppose	0
iniquity	iniquity	n1	iniquity	iniquity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Cere	Cere	fw-la	Cere	cere	0
∣	∣	sy	∣	∣	0
monies	monies	n2	moneys	money	0
;	;	;	;	;	0
Yet	Yet	av	Yet	yet	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
fear	fear	vvi	fear	fear	0
,	,	,	,	,	0
aim	aim	vvb	aim	aim	0
at	at	p-acp	at	at	0
Our	Our	po12	Our	our	0
own	own	d	own	own	0
Royal	Royal	j	Royal	royal	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
fain	fain	av-j	fain	fain	0
have	have	vhb	have	have	0
Our	Our	po12	Our	our	0
good	good	j	good	good	0
Subjects	Subjects	n2-jn	Subject's	subject	0
imagine	imagine	vvb	imagine	imagine	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
Our	Our	po12	Our	our	0
Self	Self	n1	Self	self	0
are	are	vbr	are	be	0
perverted	perverted	vvn	perverted	pervert	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
worship	worship	n1	worship	worship	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Super	Super	n1	Super	supper	0
∣	∣	sy	∣	∣	0
stitious	stitious	j	stitious	stitious	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
intend	intend	vvb	intend	intend	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
alteration	alteration	n1	alteration	alteration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Religion	Religion	n1	Religion	religion	0
here	here	av	here	here	0
established	established	vvn	established	establish	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
how	how	c-crq	how	how	0
far	far	av-j	far	far	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
utterly	utterly	av-j	utterly	utter	0
We	We	pns12	We	we	0
detest	detest	vvb	detest	detest	0
every	every	d	every	every	0
thought	thought	n1	thought	thought	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
We	We	pns12	We	we	0
have	have	vhb	have	have	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
publick	publick	j	public	public	0
Declaracions	Declaracions	n2	Declarations	declaration	0
,	,	,	,	,	0
and	and	cc	and	and	0
otherwise	otherwise	av	otherwise	otherwise	0
upon	upon	p-acp	upon	upon	0
sundry	sundry	j	sundry	sundry	0
occasions	occasions	n2	occasions	occasion	0
,	,	,	,	,	0
given	given	vvn	given	give	0
such	such	d	such	such	0
assurance	assurance	n1	assurance	assurance	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
We	We	pns12	We	we	0
also	also	av	also	also	0
assure	assure	vvb	assure	assure	0
Our	Our	po12	Our	our	0
Self	Self	n1	Self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
wisdom	wisdom	n1	wisdom	wisdom	0
and	and	cc	and	and	0
discretion	discretion	n1	discretion	discretion	0
could	could	vmd	could	can	0
ever	ever	av	ever	ever	0
be	be	vbi	be	be	0
so	so	av	so	so	0
beguiled	beguiled	vvn	beguiled	beguile	0
as	as	a-acp	as	as	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
any	any	d	any	any	0
serious	serious	j	serious	serious	0
entertainment	entertainment	n1	entertainment	entertainment	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
brain-sick	brain-sick	j	brainsick	brainsick	0
jealousies	jealousies	n2	jealousies	jealousy	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
weaker	weaker	jc	weaker	weak	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
prone	prone	j	prove	prone	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
misled	misled	vvn	misled	mislead	0
by	by	p-acp	by	by	0
crafty	crafty	j	crafty	crafty	0
seducers	seducers	n2	seducers	seducer	0
,	,	,	,	,	0
We	We	pns12	We	we	0
rest	rest	vvb	rest	rest	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
that	that	cst	that	that	0
even	even	av	even	even	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
loyal	loyal	j	loyal	loyal	0
,	,	,	,	,	0
or	or	cc	or	or	0
indeed	indeed	av	indeed	indeed	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
charitable	charitable	j	charitable	charitable	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
will	will	vmb	will	will	0
from	from	p-acp	from	from	0
henceforth	henceforth	av	henceforth	henceforth	0
utterly	utterly	av-j	utterly	utter	0
banish	banish	vvi	banish	banish	0
all	all	d	all	all	0
such	such	d	such	such	0
cause	cause	n1	cause	cause	0
∣	∣	sy	∣	∣	0
less	less	dc	less	less	0
fears	fears	n2	fears	fear	0
and	and	cc	and	and	0
surmises	surmises	n2	surmises	surmise	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
our	our	po12	our	our	0
sacred	sacred	j	sacred	sacred	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fessions	fessions	n2	fessions	fession	0
,	,	,	,	,	0
so	so	av	so	so	0
often	often	av	often	often	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
Vs	Vs	pno12	Us	we	0
,	,	,	,	,	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
Defen	Defen	np1	Defen	Defen	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
their	their	po32	their	their	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
yet	yet	av	yet	yet	0
any	any	d	any	any	0
person	person	n1	person	person	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
mask	mask	n1	mask	mask	0
of	of	pp-f	of	of	0
Zeal	Zeal	n1	Zeal	zeal	0
,	,	,	,	,	0
or	or	cc	or	or	0
counterfeit	counterfeit	j-jn	counterfeit	counterfeit	0
Holiness	Holiness	n1	Holiness	holiness	0
,	,	,	,	,	0
