PLato	PLato	np1	PLato	PLato	0
,	,	,	,	,	0
the	the	dt	the	the	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
ill	ill	j-jn	ill	ill	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
or	or	cc	or	or	0
badnes	badnes	n1	badness	badness	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Realme	Realme	n1	Realm	realm	0
lieth	lieth	vvz	lies	lie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
or	or	cc	or	or	0
badnes	badnes	n1	badness	badness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Rulers	Rulers	n2	Rulers	ruler	0
.	.	.	.	.	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
great	great	j	great	great	0
cause	cause	n1	cause	cause	0
do	do	vdb	do	do	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Appostles	Appostles	n2	Apostles	apostle	0
so	so	av	so	so	0
earnestly	earnestly	av-j	earnestly	earnest	0
charg	charg	n1	charge	charge	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
magistraes	magistraes	n2	magistraes	magistrae	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
in	in	p-acp	in	in	0
dede	dede	n1	deed	deed	0
the	the	dt	the	the	0
wealth	wealth	n1	wealth	wealth	0
&	&	cc	&	and	0
quiet	quiet	n-jn	quiet	quiet	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
common	common	j	common	common	0
weale	weale	n1	weal	weal	0
,	,	,	,	,	0
the	the	dt	the	the	0
disorder	disorder	n1	disorder	disorder	0
also	also	av	also	also	0
and	and	cc	and	and	0
miseries	miseries	n2	misery's	misery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
come	come	vvb	come	come	0
specially	specially	av-j	specially	special	0
thorough	thorough	p-acp	through	through	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
neede	neede	vvb	need	need	0
not	not	xx	not	not	0
go	go	vvi	go	go	0
eyther	eyther	d	either	either	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Romaines	Romaines	njp2	Romans	roman	0
or	or	cc	or	or	0
Greekes	Greekes	njp2	Greeks	greek	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
profe	profe	n1	proof	proof	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
:	:	:	:	:	0
whose	whose	rg-crq	whose	who	0
common	common	j	common	common	0
weales	weales	n2	weals	weal	0
haue	haue	vhb	have	have	0
alway	alway	av	always	always	0
florished	florished	vvd	flourished	flourish	0
whyle	whyle	n1	while	while	0
their	their	po32	their	their	0
magistrates	magistrates	n2	magistrates	magistrate	0
were	were	vbdr	were	be	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
decayed	decayed	vvd	decayed	decay	0
and	and	cc	and	and	0
ra	ra	zz	ra	ra	0
to	to	p-acp	to	to	0
ruyne	ruyne	n1	ruin	ruin	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
vicius	vicius	n2	vicius	viciu	0
men	men	n2	men	man	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
gouernement	gouernement	n1	government	government	0
.	.	.	.	.	1
Out	Out	av	Out	out	0
countrey	countrey	n1	country	country	0
stories	stories	n2	stories	story	0
(	(	(	(	(	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
reade	reade	vvb	read	read	0
and	and	cc	and	and	0
marke	marke	vvi	mark	mark	0
them	them	pno32	them	they	0
)	)	)	)	)	0
wil	wil	vmb	will	will	0
show	show	vvi	show	show	0
vs	vs	pno12	us	we	0
examples	examples	n2	examples	example	0
enow	enow	av-d	enough	enough	0
,	,	,	,	,	0
would	would	vmd	would	will	0
God	God	np1	God	God	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
sene	sene	vvn	seen	see	0
mo	mo	dc	more	more	0
thā	thā	cs	than	than	0
enow	enow	av-d	enough	enough	0
.	.	.	.	.	1
I	I	pns11	I	i	0
purpose	purpose	vvb	purpose	purpose	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
herevpon	herevpon	av	hereupon	hereupon	0
the	the	dt	the	the	0
particulars	particulars	n2-j	particulars	particular	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
parte	parte	n1	part	part	0
setforth	setforth	zz	setforth	setforth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
tragedies	tragedies	n2	tragedies	tragedy	0
folowing	folowing	vvg	following	follow	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
by	by	p-acp	by	by	0
ye	ye	pn22	you	you	0
waye	waye	n1	way	way	0
this	this	d	this	this	0
I	I	pns11	I	i	0
note	note	vvb	note	note	0
(	(	(	(	(	0
wishing	wishing	vvg	wishing	wish	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
)	)	)	)	)	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
gouernours	gouernours	n2	governors	governor	0
haue	haue	vhb	have	have	0
neuer	neuer	av-x	never	never	0
lacked	lacked	vvd	lacked	lack	0
their	their	po32	their	their	0
deserued	deserued	j-vvn	deserved	deserve	0
praises	praises	n2	praises	praise	0
:	:	:	:	:	0
so	so	av	so	so	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
bad	bad	j	bad	bad	0
escaped	escaped	vvd	escaped	escape	0
infamy	infamy	n1	infamy	infamy	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
such	such	d	such	such	0
plagues	plagues	n2	plagues	plague	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
horrible	horrible	j	horrible	horrible	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
God	God	np1	God	God	0
(	(	(	(	(	0
ye	ye	dt	the	the	0
ordeiner	ordeiner	n1	ordeiner	ordeiner	0
of	of	pp-f	of	of	0
offices	offices	n2	offices	office	0
)	)	)	)	)	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
suffer	suffer	vvb	suffer	suffer	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
often	often	av	often	often	0
occu	occu	n1	occu	occu	0
∣	∣	sy	∣	∣	0
pied	pied	fw-fr	pied	pied	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
rather	rather	av-c	rather	rather	0
spoilers	spoilers	n2	spoilers	spoiler	0
and	and	cc	and	and	0
Iudasses	Iudasses	n2	Iudasses	iudass	0
,	,	,	,	,	0
than	than	cs	than	than	0
toilers	toilers	n2	toilers	toiler	0
or	or	cc	or	or	0
Iustices	Iustices	n2	Justices	justice	0
(	(	(	(	(	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
cal	cal	vvb	call	call	0
Hypocrits	Hypocrits	n2	Hypocrites	hypocrite	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
suffereth	suffereth	vvz	suffers	suffer	0
he	he	pns31	he	he	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
scape	scape	vvi	escape	escape	0
vnpunished	vnpunished	j	unpunished	unpunished	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
dishonour	dishonour	vvb	dishonour	dishonour	0
him	him	pno31	him	he	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Gods	Gods	npg1	Gods	God	0
own	own	d	own	own	0
office	office	n1	office	office	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
his	his	po31	his	his	0
chief	chief	j-jn	chief	chief	0
office	office	n1	office	office	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
beare	beare	vvb	bear	bear	0
and	and	cc	and	and	0
abuse	abuse	vvi	abuse	abuse	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
Iustice	Iustice	n1	Justice	justice	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
ye	ye	dt	the	the	0
ministra	ministra	fw-es	ministra	ministra	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
office	office	n1	office	office	0
:	:	:	:	:	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
hath	hath	vhz	hath	have	0
God	God	np1	God	God	0
establi	establi	vvn	establi	establi	0
∣	∣	sy	∣	∣	0
shed	shed	n1	shed	shed	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
name	name	n1	name	name	0
,	,	,	,	,	0
honouring	honouring	vvg	honouring	honour	0
and	and	cc	and	and	0
calling	calling	vvg	calling	call	0
Kinges	Kinges	n2	Kings	king	0
and	and	cc	and	and	0
all	all	d	all	all	0
officers	officers	n2	officers	officer	0
vnder	vnder	p-acp	under	under	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
name	name	n1	name	name	0
:	:	:	:	:	0
Gods.	Gods.	n2	Gods.	god	1
Ye	Ye	pn22	You	you	0
be	be	vbb	be	be	0
al	al	d	all	all	0
Gods	Gods	n2	Gods	god	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
charge	charge	n1	charge	charge	0
any	any	d	any	any	0
ministration	ministration	n1	ministration	ministration	0
of	of	pp-f	of	of	0
iu	iu	j-jn	ju	junior	0
∣	∣	sy	∣	∣	0
stice	stice	n1	stice	stice	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
a	a	dt	a	a	0
foule	foule	j	foul	foul	0
shame	shame	n1	shame	shame	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
nowe	nowe	av	now	now	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
vpon	vpon	p-acp	upon	upon	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
name	name	n1	name	name	0
and	and	cc	and	and	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
doings	doings	n2-vdg	doings	do	0
to	to	p-acp	to	to	0
shew	shew	n1	show	show	0
themselues	themselues	px32	themselves	themselves	0
deuils	deuils	n2	devils	devil	0
?	?	?	?	?	1
God	God	np1	God	God	0
cannot	cannot	vmbx	cannot	can	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
plague	plague	n1	plague	plague	0
suche	suche	d	such	such	0
shamelesse	shamelesse	j	shameless	shameless	0
presumption	presumption	n1	presumption	presumption	0
and	and	cc	and	and	0
hipocrisie	hipocrisie	n1	hypocrisy	hypocrisy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
shamful	shamful	j	shameful	shameful	0
death	death	n1	death	death	0
,	,	,	,	,	0
diseases	diseases	n2	diseases	disease	0
,	,	,	,	,	0
or	or	cc	or	or	0
infamye	infamye	n1	infamy	infamy	0
.	.	.	.	.	1
Howe	Howe	c-crq	How	how	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
plagued	plagued	vvn	plagued	plague	0
euil	euil	j-jn	evil	evil	0
rulers	rulers	n2	rulers	ruler	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
gathred	gathred	vvd	gathered	gather	0
in	in	p-acp	in	in	0
Bochas	Bochas	np1	Bochas	Bochas	0
boke	boke	n1	book	book	0
intituled	intituled	vvn	entitled	entitle	0
The	The	dt	The	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
trāslated	trāslated	vvn	translated	translate	0
into	into	p-acp	into	into	0
En	En	fw-fr	En	en	0
∣	∣	sy	∣	∣	0
glish	glish	vvb	glish	glish	0
by	by	p-acp	by	by	0
Lydgate	Lydgate	np1	Lydgate	Lydgate	0
a	a	dt	a	a	0
Monke	Monke	n1	Monk	monk	0
of	of	pp-f	of	of	0
y•	y•	n1	y•	y•	0
Abbey	Abbey	n1	Abbey	abbey	0
of	of	pp-f	of	of	0
Bury	Bury	np1	Bury	Bury	0
in	in	p-acp	in	in	0
Suff.	Suff.	np1	Suff.	Suff.	1
How	How	c-crq	How	how	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
delt	delt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
countrymen	countrymen	n2	countrymen	countryman	0
your	your	po22	your	your	0
auncestours	auncestours	n2	ancestors	ancestor	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
sundry	sundry	j	sundry	sundry	0
vices	vices	n2	vices	vice	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
left	left	vvn	left	leave	0
,	,	,	,	,	0
this	this	d	this	this	0
boke	boke	n1	book	book	0
named	named	vvn	nam	name	0
,	,	,	,	,	0
A	A	dt	A	a	0
Mirrour	Mirrour	n1	Mirror	mirror	0
for	for	p-acp	for	for	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
in	in	p-acp	in	in	0
parte	parte	n1	part	part	0
plainye	plainye	j	plainye	plainye	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
before	before	p-acp	before	before	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
which	which	r-crq	which	which	0
boke	boke	n1	book	book	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
offer	offer	vvb	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
honours	honours	n2	honours	honour	0
,	,	,	,	,	0
beseching	beseching	vvg	beseeching	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
fauorably	fauorably	av-j	favorably	favorable	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
here	here	av	here	here	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
mirror	mirror	n1	mirror	mirror	0
or	or	cc	or	or	0
lokīg	lokīg	vvg	looking	look	0
glasse	glasse	n1	glass	glass	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
se	se	vvi	see	see	0
if	if	cs	if	if	0
any	any	d	any	any	0
vice	vice	n1	vice	vice	0
be	be	vbi	be	be	0
foūd	foūd	vvn	found	find	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
like	like	j	like	like	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
punished	punished	vvn	punished	punish	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
heretofore	heretofore	av	heretofore	heretofore	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
admonished	admonished	vvn	admonished	admonish	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
occasiō	occasiō	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
moue	moue	vvi	move	move	0
mē	mē	n2	men	man	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
soner	soner	av-c	sooner	soon	0
amēdmēt	amēdmēt	n1	amendment	amendment	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
ye	ye	dt	the	the	0
chief	chief	j-jn	chief	chief	0
end	end	n1	end	end	0
why	why	c-crq	why	why	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
is	is	vbz	is	be	0
setforth	setforth	zz	setforth	setforth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
