Dearely	Dearely	av-jn	Dearly	dear	0
and	and	cc	and	and	0
the	the	dt	the	the	0
battell	battell	n1	battle	battle	0
,	,	,	,	,	0
Se	Se	vvi	See	see	0
∣	∣	sy	∣	∣	0
lah	lah	uh	lah	lah	0
:	:	:	:	:	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Moun	Moun	fw-fr	Moun	moun	0
∣	∣	sy	∣	∣	0
taines	taines	fw-fr	taines	taines	0
of	of	pp-f	of	of	0
prey	prey	n1	prey	prey	0
,	,	,	,	,	0
the	the	dt	the	the	0
stout-hearted	stout-hearted	j	stouthearted	stouthearted	0
are	are	vbr	are	be	0
spoiled	spoiled	vvn	spoiled	spoil	0
,	,	,	,	,	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
slept	slept	vvn	slept	sleep	0
their	their	po32	their	their	0
sleep	sleep	n1	sleep	sleep	0
and	and	cc	and	and	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
found	found	vvn	found	find	0
their	their	po32	their	their	0
handsPsal	handsPsal	np1	handsPsal	handsPsal	0
.	.	.	.	.	1
76.	76.	crd	76.	76.	0
3	3	crd	3	3	0
4	4	crd	4	4	0
,	,	,	,	,	1
5.	5.	crd	5.	5.	0
.	.	.	.	.	1
Freely	Freely	av-j	Freely	free	0
therefore	therefore	av	therefore	therefore	0
can	can	vmb	can	can	0
I	I	pns11	I	i	0
make	make	vvi	make	make	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
patronize	patronize	vvi	patronise	patronize	0
this	this	d	this	this	0
small	small	j	small	small	0
Treatise	Treatise	n1	Treatise	treatise	0
or	or	cc	or	or	0
Epistolium	Epistolium	np1	Epistolium	Epistolium	0
,	,	,	,	,	0
if	if	cs	if	if	0
now	now	av	now	now	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
time	time	n1	time	time	0
that	that	cst	that	that	0
na	na	fw-mi	na	na	0
∣	∣	sy	∣	∣	0
turall	turall	j	turall	turall	0
breath	breath	n1	breath	breath	0
should	should	vmd	should	shall	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
preserve	preserve	vvi	preserve	preserve	0
this	this	d	this	this	0
present	present	j	present	present	0
lifeGen	lifeGen	np1	lifeGen	lifeGen	0
.	.	.	.	.	1
46.	46.	crd	46.	46.	0
33.	33.	crd	33.	33.	1
;	;	;	;	;	0
for	for	c-acp	for	for	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
necessary	necessary	j	necessary	necessary	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
patronage	patronage	n1	patronage	patronage	0
,	,	,	,	,	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
or	or	cc	or	or	0
Protecti	Protecti	np1	Protecti	Protecti	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Patron	Patron	n1	Patron	patron	0
be	be	vbb	be	be	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
patronized	patronized	vvd	patronized	patronize	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
it	it	pn31	it	it	0
its	its	po31	its	its	0
due	due	j-jn	due	due	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
worth	worth	j	worth	worth	0
and	and	cc	and	and	0
usefulnesse	usefulnesse	n1	usefulness	usefulness	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
relation	relation	n1	relation	relation	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
