Reader	Reader	n1	Reader	reader	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Law	Law	n1	Law	law	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
even	even	av	even	even	0
Angels	Angels	n2	Angels	angel	0
are	are	vbr	are	be	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
all	all	d	all	all	0
well	well	av	well	well	0
understand	understand	vvb	understand	understand	0
what	what	r-crq	what	what	0
Law	Law	n1	Law	law	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
what	what	r-crq	what	what	0
terms	terms	n2	terms	term	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
are	are	vbr	are	be	0
governed	governed	vvn	governed	govern	0
,	,	,	,	,	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
judged	judged	vvn	judged	judge	0
.	.	.	.	.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
Natural	Natural	j	Natural	natural	0
Innocency	Innocency	n1	Innocency	innocency	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Promissory	Promissory	j	Promissory	promissory	0
part	part	n1	part	part	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
threatning	threatning	vvg	threatening	threaten	0
without	without	p-acp	without	without	0
mercies	mercies	n2	mercies	mercy	0
or	or	cc	or	or	0
remedy	remedy	n1	remedy	remedy	0
,	,	,	,	,	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
that	that	cst	that	that	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
is	is	vbz	is	be	0
now	now	av	now	now	0
governed	governed	vvn	governed	govern	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
or	or	cc	or	or	0
under	under	p-acp	under	under	0
,	,	,	,	,	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
intolerable	intolerable	j	intolerable	intolerable	0
Errour	Errour	n1	Error	error	0
:	:	:	:	:	0
God	God	np1	God	God	0
promiseth	promiseth	vvz	promises	promise	0
not	not	xx	not	not	0
sinners	sinners	n2	sinners	sinner	0
everlasting	everlasting	j	everlasting	everlasting	0
life	life	n1	life	life	0
on	on	p-acp	on	on	0
condition	condition	n1	condition	condition	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
sinners	sinners	n2	sinners	sinner	0
:	:	:	:	:	0
That	That	cst	That	that	0
Promise	Promise	n1	Promise	promise	0
ceased	ceased	vvd	ceased	cease	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Cessa	Cessa	fw-la	Cessa	cessa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Subjects	Subjects	n2-jn	Subject's	subject	0
capacity	capacity	n1	capacity	capacity	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
more	more	dc	more	more	0
ado	ado	n1	ado	ado	0
,	,	,	,	,	0
or	or	cc	or	or	0
possibility	possibility	n1	possibility	possibility	0
of	of	pp-f	of	of	0
reviving	reviving	vvg	reviving	revive	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
doth	doth	vdz	does	do	0
God	God	np1	God	God	0
deal	deal	vvi	deal	deal	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
people	people	n1	people	people	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sole	sole	j	sole	sole	0
threatning	threatning	n-vvg	threatening	threaten	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
dispensation	dispensation	n1	dispensation	dispensation	0
,	,	,	,	,	0
or	or	cc	or	or	0
remedy	remedy	n1	remedy	remedy	0
.	.	.	.	.	1
The	The	dt	The	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
was	was	vbds	was	be	0
as	as	c-acp	as	as	0
truly	truly	av-j	truly	true	0
made	made	vvn	made	make	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
Adam	Adam	np1	Adam	Adam	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
3.	3.	crd	3.	3.	0
15.	15.	crd	15.	15.	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
Innocency	Innocency	n1	Innocency	innocency	0
was	was	vbds	was	be	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
the	the	dt	the	the	0
Serpents	Serpents	ng1	Serpents	serpent	0
Seed	Seed	n1	Seed	seed	0
be	be	vbi	be	be	0
mentioned	mentioned	vvn	mentioned	mention	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
timateth	timateth	vvz	timateth	timate	0
not	not	xx	not	not	0
that	that	cst	that	that	0
any	any	d	any	any	0
were	were	vbdr	were	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Loins	Loins	n2	Loins	loin	0
of	of	pp-f	of	of	0
lapsed	lapsed	vvn	lapsed	lapse	0
Adam	Adam	np1	Adam	Adam	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
consequently	consequently	av-j	consequently	consequent	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
become	become	vvi	become	become	0
such	such	d	such	such	0
by	by	p-acp	by	by	0
rejecting	rejecting	vvg	rejecting	reject	0
and	and	cc	and	and	0
abu	abu	n2	abum	abum	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
contracting	contracting	vvg	contracting	contract	0
a	a	dt	a	a	0
further	further	jc	further	further	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
lignity	lignity	n1	lignity	lignity	0
.	.	.	.	.	1
If	If	cs	If	if	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
Adam's	Adam's	npg1	Adam's	Adam	0
loyns	loyns	n2	loins	loin	0
,	,	,	,	,	0
then	then	av	then	then	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Serpents	Serpents	ng1	Serpents	serpent	0
Seed	Seed	n1	Seed	seed	0
,	,	,	,	,	0
then	then	cs	then	than	0
all	all	d	all	all	0
God's	God's	npg1	God's	God	0
Elect	Elect	n1	Elect	elect	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
such	such	d	such	such	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
be	be	vbi	be	be	0
bruised	bruised	vvn	bruised	bruise	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
saved	saved	vvn	saved	save	0
by	by	p-acp	by	by	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
all	all	d	all	all	0
then	then	av	then	then	0
were	were	vbdr	were	be	0
really	really	av-j	really	real	0
alike	alike	av	alike	alike	0
in	in	p-acp	in	in	0
Adam	Adam	np1	Adam	Adam	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
God's	God's	npg1	God's	God	0
meer	meer	j	mere	mere	0
Election	Election	n1	Election	election	0
and	and	cc	and	and	0
Reprobation	Reprobation	n1	Reprobation	reprobation	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
real	real	j	real	real	0
inherent	inherent	j	inherent	inherent	0
difference	difference	n1	difference	difference	0
existent	existent	vvn	existent	existent	0
,	,	,	,	,	0
or	or	cc	or	or	0
foreseen	foreseen	vvn	foreseen	foresee	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
denominating	denominating	vvg	denominating	denominate	0
,	,	,	,	,	0
some	some	d	some	some	0
the	the	dt	the	the	0
Seed	Seed	n1	Seed	seed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Woman	Woman	n1	Woman	woman	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
the	the	dt	the	the	0
Seed	Seed	n1	Seed	seed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Serpent	Serpent	n1	Serpent	serpent	0
,	,	,	,	,	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
unproved	unproved	j-vvn-u	unproved	unprove	0
fancy	fancy	n1	fancy	fancy	0
,	,	,	,	,	0
and	and	cc	and	and	0
irrational	irrational	j	irrational	irrational	0
corrupt	corrupt	vvb	corrupt	corrupt	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
All	All	av-d	All	all	0
men	men	n2	men	man	0
therefore	therefore	av	therefore	therefore	0
in	in	p-acp	in	in	0
lapsed	lapsed	vvn	lapsed	lapse	0
Adam	Adam	np1	Adam	Adam	0
were	were	vbdr	were	be	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
guilt	guilt	n1	guilt	guilt	0
of	of	pp-f	of	of	0
Sin	Sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
remedying	remedying	j	remedying	remedying	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	p-acp	as	as	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
enacted	enacted	vvn	enacted	enact	0
and	and	cc	and	and	0
offered	offered	vvn	offered	offer	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
those	those	d	those	those	0
that	that	cst	that	that	0
receive	receive	vvb	receive	receive	0
it	it	pn31	it	it	0
.	.	.	.	.	1
It	It	pn31	It	it	0
saved	saved	vvd	saved	save	0
not	not	xx	not	not	0
Adam	Adam	np1	Adam	Adam	0
himself	himself	px31	himself	himself	0
meerly	meerly	av-j	merely	mere	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
received	received	vvn	received	receive	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
extendeth	extendeth	vvz	extendeth	extend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
faithful	faithful	j	faithful	faithful	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Seed	Seed	n1	Seed	seed	0
,	,	,	,	,	0
so	so	av	so	so	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
to	to	p-acp	to	to	0
Adam	Adam	np1	Adam	Adam	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
faithful	faithful	j	faithful	faithful	0
before	before	c-acp	before	before	0
Christs	Christs	npg1	Christs	Christ	0
Incarnation	Incarnation	n1	Incarnation	incarnation	0
.	.	.	.	.	1
The	The	dt	The	the	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
fants	fants	fw-fr	fants	fants	0
being	being	vbg	being	be	0
obscure	obscure	j	obscure	obscure	0
,	,	,	,	,	0
clearer	clearer	jc	clearer	clear	0
Truths	Truths	n2	Truths	truth	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
reduced	reduced	vvn	reduced	reduce	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
:	:	:	:	:	0
And	And	cc	And	and	0
whether	whether	cs	whither	whether	0
Cain	Cain	np1	Cain	Cain	0
and	and	cc	and	and	0
Abel	Abel	np1	Abel	Abel	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
both	both	d	both	both	0
born	born	vvn	born	bear	0
in	in	p-acp	in	in	0
Original	Original	j-jn	Original	original	0
Sin	Sin	n1	since	sin	0
,	,	,	,	,	0
so	so	av	so	so	0
were	were	vbdr	were	be	0
both	both	d	both	both	0
pardoned	pardoned	vvn	pardoned	pardon	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
Covenant-Dedica	Covenant-Dedica	j	Covenant-Dedica	covenant-dedica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Parents	Parents	n2	Parents	parent	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cain	Cain	np1	Cain	Cain	0
after	after	a-acp	after	after	0
lost	lost	vvd	lost	lose	0
his	his	po31	his	his	0
Infant-state	Infant-state	n1	Infant-state	infant-state	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Davenant	Davenant	np1	Davenant	Davenant	0
,	,	,	,	,	0
Ward	Ward	n1	Ward	ward	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
think	think	vvb	think	think	0
Infant	Infant	n1	Infant	infant	0
Grace	Grace	n1	Grace	grace	0
may	may	vmb	may	may	0
now	now	av	now	now	0
be	be	vbi	be	be	0
lost	lost	vvn	lost	lose	0
)	)	)	)	)	0
or	or	cc	or	or	0
whether	whether	cs	whither	whether	0
Adam	Adam	np1	Adam	Adam	0
and	and	cc	and	and	0
Eve	Eve	np1	Eve	Eve	0
neglected	neglected	vvd	neglected	neglect	0
that	that	cst	that	that	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
Cain	Cain	np1	Cain	Cain	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
needful	needful	j	needful	needful	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Sanctification	Sanctification	n1	Sanctification	sanctification	0
,	,	,	,	,	0
or	or	cc	or	or	0
whether	whether	cs	whither	whether	0
God	God	np1	God	God	0
past	past	vvd	passed	pass	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
and	and	cc	and	and	0
denyed	denyed	vvd	denied	deny	0
him	him	pno31	him	he	0
Infant-Grace	Infant-Grace	n1	Infant-Grace	infant-grace	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
meer	meer	j	mere	mere	0
will	will	n1	will	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
to	to	p-acp	to	to	0
Mens	Mens	ng2	Men's	man	0
enquiry	enquiry	n1	enquiry	enquiry	0
,	,	,	,	,	0
and	and	cc	and	and	0
various	various	j	various	various	0
judgments	judgments	n2	judgments	judgment	0
;	;	;	;	;	0
(	(	(	(	(	0
The	The	dt	The	the	0
controversie	controversie	n1	controversy	controversy	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
cerneth	cerneth	vvz	cerneth	cern	0
Children	Children	n2	Children	child	0
now	now	av	now	now	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
then	then	av	then	then	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
difficulties	difficulties	n2	difficulties	difficulty	0
every	every	d	every	every	0
way	way	n1	way	way	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
small	small	j	small	small	0
)	)	)	)	)	0
But	But	cc-acp	But	but	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
past	past	j	past	past	0
doubt	doubt	n1	doubt	doubt	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
Cain	Cain	np1	Cain	Cain	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Serpents	Serpents	ng1	Serpents	serpent	0
Seed	Seed	n1	Seed	seed	0
