MAtters	MAtters	n2	MAtters	matter	0
haue	haue	vhb	have	have	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
waighty	waighty	j	weighty	weighty	0
discour	discour	n1	discour	discour	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
be	be	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
.	.	.	.	.	1
Caluine	Caluine	np1	Caluine	Caluine	0
and	and	cc	and	and	0
Erasmus	Erasmus	np1	Erasmus	Erasmus	0
,	,	,	,	,	0
making	making	vvg	making	make	0
their	their	po32	their	their	0
Comenta	Comenta	fw-mi	Comenta	comenta	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
New-testament	New-testament	n1	New-testament	new-testament	0
,	,	,	,	,	0
tooke	tooke	vvd	took	take	0
choice	choice	n1	choice	choice	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
&	&	cc	&	and	0
Nobles	Nobles	n2-j	Nobles	noble	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
it	it	pn31	it	it	0
,	,	,	,	,	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
with	with	p-acp	with	with	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
fauour	fauour	vvi	favour	favour	0
and	and	cc	and	and	0
further	further	av-jc	further	further	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vtmost	vtmost	j	utmost	utmost	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
power	power	n1	power	power	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
be	be	vbi	be	be	0
nothing	nothing	pix	nothing	nothing	0
comparable	comparable	j	comparable	comparable	0
,	,	,	,	,	0
&	&	cc	&	and	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
their	their	po32	their	their	0
bookes	bookes	n2	books	book	0
after	after	p-acp	after	after	0
such	such	d	such	such	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
example	example	n1	example	example	0
frō	frō	p-acp	from	from	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
(	(	(	(	(	0
Right	Right	n-jn	Right	right	0
Reuerend	Reuerend	j-jn	Reverend	reverend	0
)	)	)	)	)	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
right	right	av-jn	right	right	0
well	well	av	well	well	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uour	uour	n1	uour	uour	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
are	are	vbr	are	be	0
an	an	dt	and	a	0
earnest	earnest	n1	earnest	earnest	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fessor	fessor	n1	fessor	fessor	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
hort	hort	fw-mi	hort	hort	0
and	and	cc	and	and	0
stirre	stirre	n1	stir	stir	0
you	you	pn22	you	you	0
vp	vp	a-acp	up	up	0
therein	therein	av	therein	therein	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
principal	principal	j-jn	principal	principal	0
scope	scope	n1	scope	scope	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
writing	writing	n1	writing	writing	0
is	is	vbz	is	be	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
dedication	dedication	n1	dedication	dedication	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
humble	humble	j	humble	humble	0
&	&	cc	&	and	0
earnest	earnest	j	earnest	earnest	0
sort	sort	n1	sort	sort	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
you	you	pn22	you	you	0
,	,	,	,	,	0
thas	thas	uh	thas	thas	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
much	much	d	much	much	0
good	good	j	good	good	0
already	already	av	already	already	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
printed	printed	j-vvn	printed	print	0
labors	labors	n2	labors	labor	0
,	,	,	,	,	0
so	so	av	so	so	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
Gods	Gods	npg1	Gods	God	0
church	church	n1	church	church	0
&	&	cc	&	and	0
the	the	dt	the	the	0
ministerie	ministerie	n1	ministry	ministry	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
means	means	n2	means	mean	0
.	.	.	.	.	1
Among	Among	p-acp	Among	among	0
whom	whom	ro-crq	whom	who	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
beeing	beeing	vbg	being	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
mean	mean	j	mean	mean	0
member	member	n1	member	member	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
reaped	reaped	vvn	reaped	reap	0
great	great	j	great	great	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fit	fit	n1	fit	fit	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
labors	labors	n2	labors	labor	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ministery	ministery	n1	ministry	ministry	0
chiefly	chiefly	av-jn	chiefly	chief	0
,	,	,	,	,	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
gods	gods	ng1	gods	god	0
goodnes	goodnes	n1	goodness	goodness	0
for	for	p-acp	for	for	0
raising	raising	vvg	raising	raise	0
vp	vp	a-acp	up	up	0
such	such	d	such	such	0
an	an	dt	and	a	0
instrument	instrument	n1	instrument	instrument	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
church	church	n1	church	church	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
furthered	furthered	vvn	furthered	further	0
&	&	cc	&	and	0
bettered	bettered	vvn	bettered	better	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
painfulnesse	painfulnesse	n1	painfulness	painfulness	0
,	,	,	,	,	0
are	are	vbr	are	be	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
account	account	vvi	account	account	0
thēselues	thēselues	px32	themselves	themselves	0
beholding	beholding	vvg	beholding	behold	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
speak	speak	vvb	speak	speak	0
it	it	pn31	it	it	0
vnfainedly	vnfainedly	av-j	unfeignedly	unfeigned	0
.	.	.	.	.	1
I	I	pns11	I	i	0
heare	heare	vvb	hear	hear	0
being	being	vbg	being	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
neighbour	neighbour	n1	neighbour	neighbour	0
Diocesse	Diocesse	n1	Diocese	diocese	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
great	great	j	great	great	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
learned	learned	j	learned	learned	0
ministery	ministery	n1	ministry	ministry	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
VVorster	VVorster	np1	VVorster	VVorster	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shewed	shewed	vvd	showed	show	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
a	a	dt	a	a	0
forward	forward	j	forward	forward	0
man	man	n1	man	man	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
to	to	pc-acp	to	to	0
pardō	pardō	vvi	pardon	pardon	0
my	my	po11	my	my	0
presump	presump	n1	presump	presump	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
my	my	po11	my	my	0
meaning	meaning	n1	meaning	meaning	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
vnlearned	vnlearned	j	unlearned	unlearned	0
,	,	,	,	,	0
and	and	cc	and	and	0
eyther	eyther	d	either	either	0
would	would	vmd	would	will	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
means	means	n2	means	mean	0
are	are	vbr	are	be	0
like	like	j	like	like	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
ministery	ministery	n1	ministry	ministry	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
either	either	av-d	either	either	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
aduice	aduice	n1	advice	advice	0
thē	thē	pno32	them	they	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
you	you	pn22	you	you	0
doe	doe	n1	doe	doe	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
a	a	dt	a	a	0
longer	longer	jc	longer	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
sufficient	sufficient	j	sufficient	sufficient	0
,	,	,	,	,	0
or	or	cc	or	or	0
debar	debar	vvi	debar	debar	0
thē	thē	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
exhort	exhort	vvi	exhort	exhort	0
and	and	cc	and	and	0
counsell	counsell	vvi	counsel	counsel	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
vpon	vpon	p-acp	upon	upon	0
them	them	pno32	them	they	0
another	another	j-jn	another	another	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
those	those	d	those	those	0
beeing	beeing	vbg	being	be	0
vnlearned	vnlearned	j	unlearned	unlearned	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
already	already	av	already	already	0
placed	placed	vvn	placed	place	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
considering	considering	vvg	considering	consider	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
wants	wants	n2	wants	want	0
and	and	cc	and	and	0
weaknesse	weaknesse	n1	weakness	weakness	0
,	,	,	,	,	0
might	might	vmd	might	may	0
bestowe	bestowe	vvi	bestow	bestow	0
some	some	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
liuing	liuing	n-vvg	living	live	0
vppon	vppon	p-acp	upon	upon	0
suffici	suffici	fw-la	suffici	suffici	0
∣	∣	sy	∣	∣	0
ent	ent	n1	ent	ent	0
and	and	cc	and	and	0
able	able	j	able	able	0
men	men	n2	men	man	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
to	to	pc-acp	to	to	0
discharge	discharge	vvi	discharge	discharge	0
that	that	d	that	that	0
vvaightie	vvaightie	j	weighty	weighty	0
dutie	dutie	n1	duty	duty	0
which	which	r-crq	which	which	0
lyeth	lyeth	vvz	lies	lie	0
vpon	vpon	p-acp	upon	upon	0
thē	thē	pno32	them	they	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
;	;	;	;	;	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
vnwilling	vnwilling	j	unwilling	unwilling	0
this	this	d	this	this	0
way	way	n1	way	way	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
themselues	themselues	px32	themselves	themselves	0
wilbe	wilbe	vmb|vbi	will	will|be	0
studious	studious	j	studious	studious	0
&	&	cc	&	and	0
painful	painful	j	painful	painful	0
,	,	,	,	,	0
endeuouring	endeuouring	vvg	endeavouring	endeavour	0
to	to	pc-acp	to	to	0
discharge	discharge	vvi	discharge	discharge	0
a	a	dt	a	a	0
good	good	j	good	good	0
conscience	conscience	n1	conscience	conscience	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
place	place	n1	place	place	0
and	and	cc	and	and	0
calling	calling	n1	calling	calling	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
better	better	jc	better	better	0
helps	helps	n2	helps	help	0
can	can	vmb	can	can	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
then	then	av	then	then	0
learned	learned	j	learned	learned	0
bookes	bookes	n2	books	book	0
.	.	.	.	.	1
Who	Who	r-crq	Who	who	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
but	but	p-acp	but	but	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
direction	direction	n1	direction	direction	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
already	already	av	already	already	0
set	set	vvn	set	set	0
foorth	foorth	av	forth	forth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
d	d	zz	d	d	0
asure	asure	vvb	assure	assure	0
them	them	pno32	them	they	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
much	much	d	much	much	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
congregation	congregation	n1	congregation	congregation	0
.	.	.	.	.	1
Nowe	Nowe	av	Now	now	0
as	as	c-acp	as	as	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
gouerne	gouerne	vvi	govern	govern	0
theyr	theyr	po32	their	their	0
people	people	n1	people	people	0
well	well	av	well	well	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
maund	maund	n1	maund	maund	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
in	in	p-acp	in	in	0
due	due	j-jn	due	due	0
obedience	obedience	n1	obedience	obedience	0
and	and	cc	and	and	0
ciuill	ciuill	j	civil	civil	0
order	order	n1	order	order	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
doe	doe	vdb	do	do	0
prescribe	prescribe	vvi	prescribe	prescribe	0
lawes	lawes	n2	laws	law	0
&	&	cc	&	and	0
statutes	statutes	n2	statutes	statute	0
,	,	,	,	,	0
that	that	cst	that	that	0
thereby	thereby	av	thereby	thereby	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
directed	directed	vvn	directed	direct	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
:	:	:	:	:	0
so	so	av	so	so	0
such	such	d	such	such	0
men	men	n2	men	man	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
vnder	vnder	p-acp	under	under	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
appoynted	appoynted	vvn	appointed	appoint	0
great	great	j	great	great	0
Gouernours	Gouernours	n2	Governors	governor	0
,	,	,	,	,	0
&	&	cc	&	and	0
hauing	hauing	vhg	having	have	0
a	a	dt	a	a	0
great	great	j	great	great	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
your	your	po22	your	your	0
Clergie	Clergie	n1	Clergy	clergy	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
your	your	po22	your	your	0
iurisdiction	iurisdiction	n1	jurisdiction	jurisdiction	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
speciall	speciall	j	special	special	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
the	the	dt	the	the	0
people	people	n1	people	people	0
cō	cō	vvb	con	con	0
∣	∣	sy	∣	∣	0
mitted	mitted	vvn	mitted	mit	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
better	better	av-jc	better	better	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
meanes	meanes	n2	means	mean	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
deuise	deuise	vvi	devise	devise	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
help	help	vvi	help	help	0
and	and	cc	and	and	0
further	further	av-j	further	further	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Ministers	Ministers	n2	Ministers	minister	0
.	.	.	.	.	1
The	The	dt	The	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lordshippes	Lordshippes	n2	Lordships	lordship	0
painfull	painfull	j	painful	painful	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
notable	notable	j	notable	notable	0
incou	incou	fw-fr	incou	incou	0
∣	∣	sy	∣	∣	0
ragement	ragement	n1	ragement	ragement	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
behalfe	behalfe	n1	behalf	behalf	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
further	further	jc	further	further	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
painfull	painfull	j	painful	painful	0
pen	pen	n1	pen	pen	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
at	at	p-acp	at	at	0
good	good	j	good	good	0
leyfare	leyfare	n1	leyfare	leyfare	0
instruct	instruct	vvi	instruct	instruct	0
thel	thel	n1	thel	thel	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
due	due	j-jn	due	due	0
meditatiō	meditatiō	n1	meditation	meditation	0
make	make	vvi	make	make	0
good	good	j	good	good	0
vse	vse	n1	use	use	0
therof	therof	av	thereof	thereof	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
edification	edification	n1	edification	edification	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
continue	continue	vvi	continue	continue	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
learned	learned	j	learned	learned	0
ministery	ministery	n1	ministry	ministry	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
the	the	dt	the	the	0
vnlearned	vnlearned	j	unlearned	unlearned	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
heed	heed	n1	heed	heed	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
much	much	d	much	much	0
heerein	heerein	av	herein	herein	0
they	they	pns32	they	they	0
offend	offend	vvb	offend	offend	0
,	,	,	,	,	0
let	let	vvb	let	let	0
mee	mee	pno11	me	i	0
fur	fur	vvb	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
perswade	perswade	vvi	persuade	persuade	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
ler	ler	vvb	ler	let	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
and	and	cc	and	and	0
reuerend	reuerend	j-jn	reverend	reverend	0
man	man	n1	man	man	0
Ma.	Ma.	n1	Ma.	master	1
Doctour	Doctour	n1	Doctor	doctor	0
Some	Some	d	Some	some	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
printed	printed	j-vvn	printed	print	0
booke	booke	n1	book	book	0
aunswe	aunswe	vvb	aunswe	aunswe	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
Penry	Penry	np1	Penry	Penry	0
his	his	po31	his	his	0
obiections	obiections	n2	objections	objection	0
,	,	,	,	,	0
shweth	shweth	vvz	shweth	shw	0
his	his	po31	his	his	0
great	great	j	great	great	0
forwardnes	forwardnes	n1	forwardness	forwardness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
seeme	seeme	vvi	seem	seem	0
dous	dous	j	dous	dous	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
recite	recite	vvb	recite	recite	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
there	there	a-acp	there	there	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
rd	rd	zz	rd	rd	0
The	The	dt	The	the	0
vvordes	vvordes	n2	words	word	0
are	are	vbr	are	be	0
these	these	d	these	these	0
as	as	c-acp	as	as	0
followeth	followeth	vvz	follows	follow	0
.	.	.	.	.	1
Doctour	Doctour	n1	Doctor	doctor	0
Smes	Smes	np1	Smes	Smes	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
sire	sire	n1	sire	sire	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
ler	ler	vvb	ler	let	0
