Christian	Christian	njp	Christian	christian	0
all	all	d	all	all	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Amorites	Amorites	np1	Amorites	Amorites	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cana	Cana	np1	Cana	Cana	0
∣	∣	sy	∣	∣	0
nites	nites	n2-j	nites	nites	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
them	them	pno32	them	they	0
,	,	,	,	,	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
2.	2.	crd	2.	2.	1
How	How	c-crq	How	how	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
Joshua	Joshua	np1	Joshua	Joshua	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
renewing	renewing	vvg	renewing	renew	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
Circumcision	Circumcision	n1	Circumcision	circumcision	0
,	,	,	,	,	0
made	made	vvd	made	make	0
formerly	formerly	av-j	formerly	former	0
to	to	p-acp	to	to	0
Abraham	Abraham	np1	Abraham	Abraham	0
,	,	,	,	,	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
3.	3.	crd	3.	3.	1
The	The	dt	The	the	0
free	free	j	free	free	0
,	,	,	,	,	0
and	and	cc	and	and	0
willing	willing	j	willing	willing	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
Joshua	Joshua	np1	Joshua	Joshua	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
injunction	injunction	n1	injunction	injunction	0
laid	laid	vvn	laid	lay	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
relation	relation	n1	relation	relation	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Circumcising	Circumcising	vvg	Circumcising	circumcise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
4.	4.	crd	4.	4.	1
The	The	dt	The	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
being	being	vbg	being	be	0
so	so	av	so	so	0
Circumcised	Circumcised	j-vvn	Circumcised	circumcise	0
laid	laid	j-jn	laid	lay	0
down	down	a-acp	down	down	0
from	from	p-acp	from	from	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
to	to	p-acp	to	to	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
5.	5.	crd	5.	5.	1
The	The	dt	The	the	0
Lords	Lords	n2	Lords	lord	0
approbation	approbation	n1	approbation	approbation	0
and	and	cc	and	and	0
confirmation	confirmation	n1	confirmation	confirmation	0
of	of	pp-f	of	of	0
Joshua's	Joshua's	npg1	Joshua's	joshua	0
complyance	complyance	n1	compliance	compliance	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
commands	commands	n2	commands	command	0
,	,	,	,	,	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
9.	9.	crd	9.	9	0
6.	6.	crd	6.	6.	1
In	In	p-acp	In	in	0
that	that	d	that	that	0
the	the	dt	the	the	0
Passe-over	Passe-over	j	Passover	passove	0
was	was	vbds	was	be	0
likewise	likewise	av	likewise	likewise	0
celebrated	celebrated	vvn	celebrated	celebrate	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
presently	presently	av-j	presently	present	0
after	after	p-acp	after	after	0
their	their	po32	their	their	0
Circumcising	Circumcising	vvg	Circumcising	circumcise	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
which	which	r-crq	which	which	0
their	their	po32	their	their	0
Manna	Manna	n1	Manna	manna	0
ceased	ceased	vvd	ceased	cease	0
;	;	;	;	;	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
said	said	vvn	said	say	0
to	to	p-acp	to	to	0
ate	ate	vvd	ate	eat	0
the	the	dt	the	the	0
old	old	j	old	old	0
Corne	Corne	n1	Corn	corn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
said	said	vvn	said	say	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
any	any	d	any	any	0
more	more	dc	more	more	0
Manna	Manna	n1	Manna	manna	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
eate	eate	vvi	eat	eat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
of	of	pp-f	of	of	0
Canaan	Canaan	np1	Canaan	Canaan	0
that	that	cst	that	that	0
yeare	yeare	n1	year	year	0
.	.	.	.	.	1
Thrice	Thrice	av	Thrice	thrice	0
Honoured	Honoured	j-vvn	Honoured	honour	0
Valiants	Valiants	n2	Valiants	valiant	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
take	take	vvi	take	take	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
minde	minde	vvi	mind	mind	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
something	something	pi	something	something	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
relation	relation	n1	relation	relation	0
to	to	p-acp	to	to	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
particulars	particulars	n2-j	particulars	particular	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
parallel	parallel	vvi	parallel	parallel	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
present	present	j	present	present	0
condition	condition	n1	condition	condition	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
well	well	av	well	well	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Camp	Camp	n1	Camp	camp	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
rejoyce	rejoyce	vvb	rejoice	rejoice	0
.	.	.	.	.	1
And	And	cc	And	and	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
also	also	av	also	also	0
taken	taken	vvn	taken	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
about	about	p-acp	about	about	0
us	us	pno12	us	we	0
,	,	,	,	,	0
