THere	THere	pc-acp	THere	there	0
formerly	formerly	av-j	formerly	former	0
mentioned	mentioned	vvn	mentioned	mention	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
onely	onely	av-j	only	only	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
obiects	obiects	n2	objects	object	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
contemplations	contemplations	n2	contemplations	contemplation	0
;	;	;	;	;	0
euen	euen	av	even	even	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
creature	creature	n1	creature	creature	0
:	:	:	:	:	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
wee	wee	pns12	we	we	0
know	know	vvb	know	know	0
via	via	fw-la	via	via	0
negationis	negationis	fw-la	negationis	negationis	0
,	,	,	,	,	0
emi	emi	fw-it	emi	emi	0
∣	∣	sy	∣	∣	0
nentiae	nentiae	fw-la	nentiae	nentiae	0
,	,	,	,	,	0
&	&	cc	&	and	0
causalitatis	causalitatis	fw-la	causalitatis	causalitatis	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
sensible	sensible	j	sensible	sensible	0
,	,	,	,	,	0
Cognitione	Cognitione	n1	Cognition	cognition	0
sensitiua	sensitiua	fw-la	sensitiua	sensitiua	0
;	;	;	;	;	0
if	if	cs	if	if	0
not	not	xx	not	not	0
,	,	,	,	,	0
intellectiua	intellectiua	fw-la	intellectiua	intellectiua	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
proper	proper	j	proper	proper	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
wee	wee	pns12	we	we	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
gard	gard	n1	guard	guard	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Essence	Essence	n1	Essence	essence	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
how	how	q-crq	how	how	0
shall	shall	vmb	shall	shall	0
wee	wee	pns12	we	we	0
know	know	vvi	know	know	0
him	him	pno31	him	he	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
there	there	a-acp	there	there	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
framed	framed	vvn	framed	frame	0
either	either	d	either	either	0
Species	Species	n2	Species	species	0
intelligibiles	intelligibiles	fw-la	intelligibiles	intelligibiles	0
or	or	cc	or	or	0
sensibiles	sensibiles	fw-la	sensibiles	sensibiles	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
per	per	fw-la	per	per	0
species	species	n1	species	species	0
?	?	?	?	?	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
him	him	pno31	him	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
gard	gard	vvb	guard	guard	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
some	some	d	some	some	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
personall	personall	j	personal	personal	0
and	and	cc	and	and	0
essentiall	essentiall	j	essential	essential	0
properties	properties	n2	properties	property	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
effects	effects	n2	effects	effect	0
and	and	cc	and	and	0
operations	operations	n2	operations	operation	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
small	small	j	small	small	0
,	,	,	,	,	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	vvb	cause	cause	0
our	our	po12	our	our	0
finite	finite	j	finite	finite	0
science	science	n1	science	science	0
cannot	cannot	vmbx	cannot	can	0
compre	compre	vvi	compre	compre	0
∣	∣	sy	∣	∣	0
hend	hend	n1	hend	hand	0
that	that	cst	that	that	0
infinite	infinite	j	infinite	infinite	0
Essence	Essence	n1	Essence	essence	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
a	a	dt	a	a	0
shell	shell	n1	shell	shell	0
cannot	cannot	vmbx	cannot	can	0
contain	contain	vvi	contain	contain	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
crea	crea	n1	crea	crea	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
;	;	;	;	;	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
can	can	vmb	can	can	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
him	him	pn31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Creator	Creator	n1	Creator	creator	0
.	.	.	.	.	1
The	The	dt	The	the	0
cause	cause	n1	cause	cause	0
then	then	av	then	then	0
why	why	q-crq	why	why	0
the	the	dt	the	the	0
Owle	Owle	n1	Owl	owl	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
behold	behold	vvi	behold	behold	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
,	,	,	,	,	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eies	eies	n2	eyes	eye	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Owle	Owle	n1	Owl	owl	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
:	:	:	:	:	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
know	know	vvi	know	know	0
God	God	np1	God	God	0
perfectly	perfectly	av-j	perfectly	perfect	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
perfect	perfect	j	perfect	perfect	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
imperfect	imperfect	j	imperfect	imperfect	0
;	;	;	;	;	0
&	&	cc	&	and	0
quidquid	quidquid	j-jn	quidquid	quidquid	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
cipitur	cipitur	fw-la	cipitur	cipitur	0
,	,	,	,	,	0
recipitur	recipitur	fw-la	recipitur	recipitur	0
ad	ad	fw-la	ad	ad	0
modum	modum	fw-la	modum	modum	0
recipientis	recipientis	fw-la	recipientis	recipientis	0
,	,	,	,	,	0
non	non	fw-la	non	non	0
ad	ad	fw-la	ad	ad	0
modum	modum	fw-la	modum	modum	0
recepti	recepti	fw-la	recepti	recepti	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
our	our	po12	our	our	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
so	so	av	so	so	0
weake	weake	j	weak	weak	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
neither	neither	d	neither	neither	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
first	first	ord	first	first	0
effector	effector	n1	effector	effector	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Essence	Essence	n1	Essence	essence	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	uh-j	cellent	cellent	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
his	his	po31	his	his	0
first	first	ord	first	first	0
effect	effect	n1	effect	effect	0
(	(	(	(	(	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
the	the	dt	the	the	0
first	first	ord	first	first	0
matter	matter	n1	matter	matter	0
)	)	)	)	)	0
whose	whose	rg-crq	whose	who	0
existence	existence	n1	existence	existence	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
impotent	impotent	j	impotent	impotent	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
eminent	eminent	j	eminent	eminent	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Maker	Maker	n1	Maker	maker	0
haue	haue	vhb	have	have	0
wee	wee	pns12	we	we	0
than	than	av	than	then	0
the	the	dt	the	the	0
Pagans	Pagans	n2-jn	Pagans	pagan	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
only	only	av-j	only	only	0
know	know	vvb	know	know	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
works	works	n2	works	work	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
words	words	n2	words	word	0
:	:	:	:	:	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
contempla	contempla	fw-la	contempla	contempla	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
;	;	;	;	;	0
we	we	pns12	we	we	0
by	by	p-acp	by	by	0
inspiration	inspiration	n1	inspiration	inspiration	0
:	:	:	:	:	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
sens	sens	a-acp	since	since	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
Images	Images	n2	Images	image	0
,	,	,	,	,	0
we	we	pns12	we	we	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
essentiall	essentiall	j	essential	essential	0
Image	Image	n1	Image	image	0
:	:	:	:	:	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
painted	painted	vvn	painted	paint	0
and	and	cc	and	and	0
carued	carued	j-vvn	carved	carve	0
stones	stones	n2	stones	stone	0
;	;	;	;	;	0
we	we	pns12	we	we	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
stone	stone	n1	stone	stone	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
builders	builders	n2	builders	builder	0
did	did	vdd	did	do	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
fuse	fuse	n1	fuse	fuse	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
became	became	vvd	became	become	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
cut	cut	vvn	cut	cut	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
moun	moun	fw-fr	moun	moun	0
∣	∣	sy	∣	∣	0
taine	taine	zz	taine	taine	0
without	without	p-acp	without	without	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
brake	brake	vvd	brake	break	0
all	all	d	all	all	0
their	their	po32	their	their	0
Images	Images	n2	Images	image	0
to	to	pc-acp	to	to	0
powder	powder	vvi	powder	powder	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
seuen	seuen	crd	seuen	seven	0
eies	eies	n2	eyes	eye	0
,	,	,	,	,	0
euen	euen	av	even	even	0
that	that	cst	that	that	0
tried	tried	vvd	tried	try	0
and	and	cc	and	and	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
laid	laid	vvn	laid	lay	0
in	in	p-acp	in	in	0
Sion	Sion	np1	Sion	Zion	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
(	(	(	(	(	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
God-head	God-head	n1	Godhead	godhead	0
dwels	dwels	vvz	dwells	dwell	0
bodily	bodily	j	bodily	bodily	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
are	are	vbr	are	be	0
hid	hid	vvn	hid	hide	0
al	al	d	all	all	0
the	the	dt	the	the	0
treasures	treasures	n2	treasures	treasure	0
of	of	pp-f	of	of	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
we	we	pns12	we	we	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Creator	Creator	n1	Creator	creator	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
whom	whom	r-crq	whom	who	0
,	,	,	,	,	0
our	our	po12	our	our	0
science	science	n1	science	science	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
igno	igno	fw-la	igno	igno	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
meditations	meditations	n2	meditations	meditation	0
,	,	,	,	,	0
vexations	vexations	n2	vexations	vexation	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
that	that	d	that	that	0
internal	internal	j	internal	internal	0
word	word	n1	word	word	0
,	,	,	,	,	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
spirit	spirit	n1	spirit	spirit	0
was	was	vbds	was	be	0
spo	spo	zz	spo	spo	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
and	and	cc	and	and	0
written	written	vvn	written	write	0
this	this	d	this	this	0
externall	externall	j	external	external	0
word	word	n1	word	word	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
word	word	n1	word	word	0
,	,	,	,	,	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
and	and	cc	and	and	0
the	the	dt	the	the	0
creature	creature	n1	creature	creature	0
is	is	vbz	is	be	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knowne	knowne	vvn	known	know	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
part	part	n1	part	part	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
than	than	cs	than	than	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
is	is	vbz	is	be	0
all	all	d	all	all	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
so	so	av	so	so	0
is	is	vbz	is	be	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
word	word	n1	word	word	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
this	this	d	this	this	0
externall	externall	j	external	external	0
word	word	n1	word	word	0
differeth	differeth	vvz	differeth	differ	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
internal	internal	j	internal	internal	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
the	the	dt	the	the	0
word	word	n1	word	word	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
differ	differ	vvi	differ	differ	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
mouth	mouth	n1	mouth	mouth	0
and	and	cc	and	and	0
books	books	n2	books	book	0
:	:	:	:	:	0
our	our	po12	our	our	0
internall	internall	j	internal	internal	0
speech	speech	n1	speech	speech	0
and	and	cc	and	and	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
is	is	vbz	is	be	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
nerated	nerated	vvn	nerated	nerate	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
coetaneall	coetaneall	j	coetaneal	coetaneal	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
:	:	:	:	:	0
so	so	av	so	so	0
is	is	vbz	is	be	0
Christ	Christ	np1	Christ	Christ	0
begotten	begotten	vvn	begotten	beget	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
coeternall	coeternall	j	coeternal	coeternal	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
word	word	n1	word	word	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
mouth	mouth	n1	mouth	mouth	0
and	and	cc	and	and	0
books	books	n2	books	book	0
,	,	,	,	,	0
is	is	vbz	is	be	0
accidental	accidental	j	accidental	accidental	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
effect	effect	n1	effect	effect	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
internall	internall	j	internal	internal	0
word	word	n1	word	word	0
;	;	;	;	;	0
so	so	av	so	so	0
is	is	vbz	is	be	0
that	that	d	that	that	0
word	word	n1	word	word	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
seruants	seruants	ng1	servants	servant	0
acciden	acciden	n1	acciden	acciden	0
∣	∣	sy	∣	∣	0
tall	tall	j	tall	tall	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
effect	effect	n1	effect	effect	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
inter	inter	vvi	inter	inter	0
∣	∣	sy	∣	∣	0
nall	nall	j	nall	nall	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
both	both	d	both	both	0
ratio	ratio	fw-la	ratio	ratio	0
&	&	cc	&	and	0
oratio	oratio	fw-la	oratio	oratio	0
Patris	Patris	fw-la	Patris	patris	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
is	is	vbz	is	be	0
both	both	d	both	both	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
cognitione	cognitione	n1	cognition	cognition	0
directa	directa	fw-la	directa	directa	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
stand	stand	n1	stand	stand	0
many	many	d	many	many	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
cognitione	cognitione	n1	cognition	cognition	0
reflexa	reflexa	fw-la	reflexa	reflexa	0
,	,	,	,	,	0
she	she	pns31	she	she	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
standeth	standeth	vvz	stands	stand	0
her	her	po31	her	her	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
,	,	,	,	,	0
idem	idem	fw-la	idem	idem	0
est	est	fw-la	est	est	0
in	in	fw-la	in	in	0
∣	∣	sy	∣	∣	0
telligens	telligens	n1	telligens	telligens	0
&	&	cc	&	and	0
id	id	fw-la	id	id	0
quod	quod	fw-la	quod	quod	0
intelligitur	intelligitur	fw-la	intelligitur	intelligitur	0
;	;	;	;	;	0
so	so	av	so	so	0
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
know	know	vvi	know	know	0
all	all	d	all	all	0
his	his	po31	his	his	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
his	his	po31	his	his	0
effects	effects	n2	effects	effect	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
vnderstanding	vnderstanding	vvg	understanding	understand	0
himselfe	himselfe	px31	himself	himself	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
eternitie	eternitie	n1	eternity	eternity	0
,	,	,	,	,	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
get	get	vvb	get	get	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
himselfe	himselfe	px31	himself	himself	0
