THese	THese	d	THese	these	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
concern	concern	vvi	concern	concern	0
your	your	po22	your	your	0
salva	salva	n1	salvam	salvam	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Soul	Soul	n1	Soul	soul	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Bo	Bo	uh	Bo	bo	0
∣	∣	sy	∣	∣	0
dy	dy	vvi	die	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Salvation	Salvation	n1	Salvation	salvation	0
here	here	av	here	here	0
treated	treated	vvn	treated	treat	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
ten	ten	crd	ten	ten	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
sand	sand	n1	sand	sand	0
times	times	n2	times	time	0
more	more	av-dc	more	more	0
value	value	n1	valve	value	0
than	than	cs	than	than	0
all	all	d	all	all	0
earthly	earthly	j	earthly	earthly	0
Riches	Riches	n2	Riches	riches	0
:	:	:	:	:	0
So	So	av	So	so	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
proportion	proportion	n1	proportion	proportion	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
prize	prize	vvi	prize	prize	0
such	such	d	such	such	0
gifts	gifts	n2	gifts	gift	0
chiefly	chiefly	av-jn	chiefly	chief	0
as	as	a-acp	as	as	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
Gods	Gods	npg1	Gods	God	0
blessing	blessing	n1	blessing	blessing	0
)	)	)	)	)	0
a	a	dt	a	a	0
help	help	n1	help	help	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
attaining	attaining	vvg	attaining	attain	0
of	of	pp-f	of	of	0
Salvation	Salvation	n1	Salvation	salvation	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
souls	souls	n2	souls	soul	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
precious	precious	j	precious	precious	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
souls	souls	n2	souls	soul	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
honourable	honourable	j	honourable	honourable	0
;	;	;	;	;	0
and	and	cc	and	and	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
whilest	whilest	cs	whilst	while	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
as	as	c-acp	as	as	0
great	great	j	great	great	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
ruine	ruine	n1	ruin	ruin	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
souls	souls	n2	souls	soul	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
sinfull	sinfull	j	sinful	sinful	0
;	;	;	;	;	0
and	and	cc	and	and	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
capable	capable	j	capable	capable	0
of	of	pp-f	of	of	0
obtaining	obtaining	vvg	obtaining	obtain	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
before	before	p-acp	before	before	0
Conversion	Conversion	n1	Conversion	conversion	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
further	further	jc	further	further	0
encouragement	encouragement	n1	encouragement	encouragement	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
get	get	vvi	get	get	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
without	without	p-acp	without	without	0
so	so	av	so	so	0
great	great	j	great	great	0
difficulties	difficulties	n2	difficulties	difficulty	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Rich	Rich	j	Rich	rich	0
:	:	:	:	:	0
See	See	vvb	See	see	0
Matth.	Matth.	np1	Matth.	Matth.	1
19.	19.	crd	19.	19	0
24.	24.	crd	24.	24.	0
and	and	cc	and	and	0
Jam.	Jam.	np1	Jam.	Jam.	0
2.	2.	crd	2.	2.	0
5.	5.	crd	5.	5.	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
those	those	d	those	those	0
snares	snares	n2	snares	snare	0
and	and	cc	and	and	0
temptations	temptations	n2	temptations	temptation	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
way	way	n1	way	way	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Rich	Rich	j	Rich	rich	0
have	have	vhb	have	have	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
quicken	quicken	vvi	quicken	quicken	0
your	your	po22	your	your	0
endeavours	endeavours	n2	endeavours	endeavour	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
aggra	aggra	fw-la	aggra	aggra	0
∣	∣	sy	∣	∣	0
vate	vate	vvb	vate	vate	0
your	your	po22	your	your	0
sin	sin	n1	since	sin	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
neglect	neglect	vvi	neglect	neglect	0
your	your	po22	your	your	0
salvation	salvation	n1	salvation	salvation	0
.	.	.	.	.	1
Wicked	Wicked	j	Wicked	wicked	0
rich	rich	j	rich	rich	0
men	men	n2	men	man	0
have	have	vhb	have	have	0
their	their	po32	their	their	0
good	good	j	good	good	0
things	things	n2	things	thing	0
here	here	av	here	here	0
,	,	,	,	,	0
some	some	d	some	some	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
Portion	Portion	n1	Portion	portion	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
evil	evil	j-jn	evil	evil	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
chiefly	chiefly	av-jn	chiefly	chief	0
reserved	reserved	vvn	reserved	reserve	0
untill	untill	c-acp	until	until	0
hereafter	hereafter	av	hereafter	hereafter	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
you	you	pn22	you	you	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
Poor	Poor	j	Poor	poor	0
have	have	vhb	have	have	0
little	little	j	little	little	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
obtain	obtain	vvi	obtain	obtain	0
salvation	salvation	n1	salvation	salvation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
good	good	j	good	good	0
things	things	n2	things	thing	0
reserved	reserved	vvn	reserved	reserve	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
World	World	n1	World	world	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
treasures	treasures	n2	treasures	treasure	0
of	of	pp-f	of	of	0
wrath	wrath	n1	wrath	wrath	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
treasures	treasures	n2	treasures	treasure	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
miseries	miseries	n2	misery's	misery	0
you	you	pn22	you	you	0
undergo	undergo	vvb	undergo	undergo	0
here	here	av	here	here	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
miserable	miserable	j	miserable	miserable	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
and	and	cc	and	and	0
miserable	miserable	j	miserable	miserable	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
My	My	po11	My	my	0
hearts	hearts	n2	hearts	heart	0
desire	desire	vvb	desire	desire	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
is	is	vbz	is	be	0
,	,	,	,	,	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
written	written	vvn	written	write	0
these	these	d	these	these	0
things	things	n2	things	thing	0
.	.	.	.	.	1
You	You	pn22	You	you	0
have	have	vhb	have	have	0
this	this	d	this	this	0
little	little	j	little	little	0
Book	Book	n1	Book	book	0
freely	freely	av-j	freely	free	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
Worthy	Worthy	j-jn	Worthy	worthy	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hope	hope	vvb	hope	hope	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
fuller	fuller	jc	fuller	full	0
reward	reward	n1	reward	reward	0
than	than	cs	than	than	0
the	the	dt	the	the	0
price	price	n1	price	price	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Books	Books	n2	Books	book	0
can	can	vmb	can	can	0
amount	amount	vvi	amount	amount	0
unto	unto	p-acp	unto	unto	0
;	;	;	;	;	0
especially	especially	av-j	especially	especial	0
if	if	cs	if	if	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
means	means	n2	means	mean	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
version	version	n1	version	version	0
and	and	cc	and	and	0
salvation	salvation	n1	salvation	salvation	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
their	their	po32	their	their	0
reward	reward	n1	reward	reward	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
instrumental	instrumental	j	instrumental	instrumental	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
accept	accept	vvb	accept	accept	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Gift	Gift	n1	Gift	gift	0
,	,	,	,	,	0
read	read	vvb	read	read	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
milies	milies	n2	milies	mily	0
,	,	,	,	,	0
or	or	cc	or	or	0
get	get	vvb	get	get	0
it	it	pn31	it	it	0
read	read	vvi	read	read	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
read	read	vvi	read	read	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
chiefly	chiefly	av-jn	chiefly	chief	0
accept	accept	vvb	accept	accept	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Salvation	Salvation	n1	Salvation	salvation	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
speaketh	speaketh	vvz	speaks	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
dearly	dearly	av-jn	dearly	dear	0
purchased	purchased	vvn	purchased	purchase	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
is	is	vbz	is	be	0
freely	freely	av-j	freely	free	0
tendered	tendered	vvn	tendered	tender	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Salva	Salva	np1	Salva	Salva	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Gift	Gift	n1	Gift	gift	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
,	,	,	,	,	0
most	most	ds	most	most	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
necessary	necessary	j	necessary	necessary	0
Gift	Gift	n1	Gift	gift	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
move	move	vvi	move	move	0
and	and	cc	and	and	0
guide	guide	vvi	guide	guide	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
obtaining	obtaining	n-vvg	obtaining	obtain	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
design	design	n1	design	design	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
sheets	sheets	n2	sheets	sheet	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
that	that	d	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
successfull	successfull	j	successful	successful	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Prayer	Prayer	n1	Prayer	prayer	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
dear	dear	j-jn	dear	dear	0
Lover	Lover	n1	Lover	lover	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
Well-wisher	Well-wisher	j	Wellwisher	wellwish	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
.	.	.	.	.	1
