Grace	Grace	n1	Grace	grace	0
pleasing	pleasing	j-vvg	pleasing	please	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
bestow	bestow	vvi	bestow	bestow	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
and	and	cc	and	and	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
praise	praise	n1	praise	praise	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
take	take	vvi	take	take	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
grate	grate	j	grate	great	0
∣	∣	sy	∣	∣	0
full	full	av-j	full	full	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beleeve	beleeve	vvb	believe	believe	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
expect	expect	vvb	expect	expect	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
.	.	.	.	.	1
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
excuse	excuse	vvi	excuse	excuse	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
trimd	trimd	vvn	trimmed	trim	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
acceptance	acceptance	n1	acceptance	acceptance	0
;	;	;	;	;	0
seeing	seeing	vvg	seeing	see	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
judge	judge	vvb	judge	judge	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
outside	outside	n1-an	outside	outside	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
have	have	vhb	have	have	0
respect	respect	n1	respect	respect	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
substance	substance	n1	substance	substance	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
malities	malities	n2	malities	mality	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
Satan	Satan	np1	Satan	Satan	0
is	is	vbz	is	be	0
so	so	av	so	so	0
busie	busie	j	busy	busy	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
stick	stick	vvi	stick	stick	0
at	at	p-acp	at	at	0
nicities	nicities	n2	niceties	nicety	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
continue	continue	vvb	continue	continue	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
spirit	spirit	n1	spirit	spirit	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
work	work	n1	work	work	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
appeared	appeared	vvn	appeared	appear	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
place	place	n1	place	place	0
(	(	(	(	(	0
while	while	cs	while	while	0
others	others	n2-jn	others	other	0
shifted	shifted	vvd	shifted	shift	0
their	their	po32	their	their	0
necks	necks	n2	necks	neck	0
off	off	p-acp	off	off	0
the	the	dt	the	the	0
yoke	yoke	n1	yoke	yoke	0
)	)	)	)	)	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
wasting	wasting	n-vvg	wasting	waste	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
naturall	naturall	j	natural	natural	0
strength	strength	n1	strength	strength	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
this	this	d	this	this	0
up	up	a-acp	up	up	0
again	again	av	again	again	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
way	way	n1	way	way	0
.	.	.	.	.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
times	times	n2	times	time	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
much	much	d	much	much	0
work	work	n1	work	work	0
lies	lies	vvz	lies	lie	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
faithfull	faithfull	j	faithful	faithful	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
lost	lost	vvn	lost	lose	0
by	by	p-acp	by	by	0
sticking	sticking	vvg	sticking	stick	0
close	close	av-j	close	close	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
interest	interest	n1	interest	interest	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Christians	Christians	np1	Christians	Christians	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
good	good	j	good	good	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
choice	choice	j	choice	choice	0
incouragement	incouragement	n1	encouragement	encouragement	0
)	)	)	)	)	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
will	will	vmb	will	will	0
improve	improve	vvi	improve	improve	0
,	,	,	,	,	0
and	and	cc	and	and	0
crowne	crowne	vvi	crown	crown	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beleeve	beleeve	vvb	believe	believe	0
the	the	dt	the	the	0
insolency	insolency	n1	insolency	insolency	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
that	that	cst	that	that	0
pretend	pretend	vvb	pretend	pretend	0
gifts	gifts	n2	gifts	gift	0
to	to	pc-acp	to	to	0
justle	justle	vvi	justle	justle	0
out	out	av	out	out	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
too	too	av	too	too	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
somewhat	somewhat	av	somewhat	somewhat	0
damp	damp	n-jn	damp	damp	0
your	your	po22	your	your	0
joy	joy	n1	joy	joy	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
prosperous	prosperous	j	prosperous	prosperous	0
suc	suc	fw-fr	suc	suc	0
∣	∣	sy	∣	∣	0
cesse	cesse	vvb	cease	cease	0
of	of	a-acp	of	off	0
the	the	dt	the	the	0
affairs	affairs	n2	affairs	affair	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Common	Common	j	Common	common	0
∣	∣	sy	∣	∣	0
wealth	wealth	n1	wealth	wealth	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
,	,	,	,	,	0
Dabit	Dabit	fw-la	Dabit	dabit	0
Deus	Deus	fw-la	Deus	deus	0
huic	huic	fw-la	huic	huic	0
quo	quo	fw-la	quo	quo	0
{	{	{	{	{	0
que	que	fw-fr	que	que	0
}	}	}	}	}	0
Jude	Jude	np1	Jude	Judas	0
12.	12.	crd	12.	12.	0
finem	finem	fw-la	finem	finem	0
:	:	:	:	:	0
These	These	d	These	these	0
clouds	clouds	n2	clouds	cloud	0
without	without	p-acp	without	without	0
water	water	n1	water	water	0
will	will	vmb	will	will	0
soon	soon	av	soon	soon	0
be	be	vbi	be	be	0
blowne	blowne	vvn	blown	blow	0
over	over	a-acp	over	over	0
:	:	:	:	:	0
They	They	pns32	They	they	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
bubbles	bubbles	n2	bubbles	bubble	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
break	break	vvi	break	break	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
light	light	j	light	light	0
touch	touch	n1	touch	touch	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
quietus	quietus	n1	quietus	quietus	0
,	,	,	,	,	0
turbulentus	turbulentus	fw-la	turbulentus	turbulentus	0
,	,	,	,	,	0
unsetled	unsetled	j-vvn	unsettled	unsettle	0
,	,	,	,	,	0
wavering	wavering	j-vvg	wavering	waver	0
.	.	.	.	.	1
Legh	Legh	np1	Legh	Legh	0
.	.	.	.	.	1
Sac.	Sac.	np1	Sac.	Sac.	0
Crit.	Crit.	np1	Crit.	Crit.	0
For	For	p-acp	For	for	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
little	little	j	little	little	0
while	while	n1	while	while	0
(	(	(	(	(	0
sayes	sayes	vvz	says	say	0
David	David	np1	David	David	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
37.10	37.10	crd	37.10	37.10	0
.	.	.	.	.	1
)	)	)	)	)	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
[	[	[	[	[	0
Heb	Heb	n1	Heb	heb	0
:	:	:	:	:	0
the	the	dt	the	the	0
turbulent	turbulent	j	turbulent	turbulent	0
,	,	,	,	,	0
wavering	wavering	j-vvg	wavering	waver	0
,	,	,	,	,	0
or	or	cc	or	or	0
unsteddy	unsteddy	j-u	unsteady	unsteady	0
]	]	]	]	]	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
diligently	diligently	av-j	diligently	diligent	0
consider	consider	vvi	consider	consider	0
his	his	po31	his	his	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
interim	interim	n1	interim	interim	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
fix	fix	vvi	fix	fix	0
our	our	po12	our	our	0
thoughts	thoughts	n2	thoughts	thought	0
upon	upon	p-acp	upon	upon	0
an	an	dt	and	a	0
immutable	immutable	j	immutable	immutable	0
God	God	np1	God	God	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
Patience	Patience	n1	Patience	patience	0
have	have	vhi	have	have	0
her	her	po31	her	her	0
perfect	perfect	j	perfect	perfect	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
Jam.	Jam.	np1	Jam.	Jam.	1
1.4	1.4	crd	1.4	1.4	0
.	.	.	.	.	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
perfect	perfect	j	perfect	perfect	0
,	,	,	,	,	0
entire	entire	j	entire	entire	0
,	,	,	,	,	0
and	and	cc	and	and	0
wanting	wanting	vvg	wanting	want	0
nothing	nothing	pix	nothing	nothing	0
.	.	.	.	.	1
A	A	dt	A	a	0
taxie	taxie	n1	taxie	taxie	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
wise	wise	j	wise	wise	0
Cōmon-wealth	Cōmon-wealth	n1	Commonwealth	commonwealth	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
long	long	j	long	long	0
∣	∣	sy	∣	∣	0
liv'd	liv'd	vvn	lived	live	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	q-crq	what	what	0
mean	mean	vvb	mean	mean	0
I	I	pns11	I	i	0
keeping	keeping	vvg	keeping	keep	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Discourse	Discourse	n1	Discourse	discourse	0
ensuing	ensuing	vvg	ensuing	ensue	0
?	?	?	?	?	1
You	You	pn22	You	you	0
will	will	vmb	will	will	0
see	see	vvi	see	see	0
there	there	a-acp	there	there	0
this	this	d	this	this	0
tottering	tottering	j-vvg	tottering	totter	0
wall	wall	n1	wall	wall	0
is	is	vbz	is	be	0
falling	falling	vvg	falling	fall	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
two	two	crd	two	two	0
posts	posts	n2	posts	post	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
Novel	Novel	j	Novel	novel	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
,	,	,	,	,	0
and	and	cc	and	and	0
Confidence	Confidence	n1	Confidence	confidence	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
rots	rots	vvz	rots	rot	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
breakes	breakes	vvz	breaks	break	0
suddenly	suddenly	av-j	suddenly	sudden	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
Praevalebit	Praevalebit	fw-la	Praevalebit	praevalebit	0
veritas	veritas	fw-la	veritas	veritas	0
,	,	,	,	,	0
Truth	Truth	n1	Truth	truth	0
will	will	vmb	will	will	0
out-live	out-live	vvi	outlive	outlive	0
its	its	po31	its	its	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
though	though	cs	though	though	0
some	some	d	some	some	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
may	may	vmb	may	may	0
out-live	out-live	vvi	outlive	outlive	0
us	us	pno12	us	we	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
.	.	.	.	.	1
Beeing	Beeing	vbg	Being	be	0
eyed	eyed	vvn	eyed	eye	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
spirituall	spirituall	j	spiritual	spiritual	0
understanding	understanding	n1	understanding	understanding	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
these	these	d	these	these	0
thick	thick	j	thick	thick	0
Clouds	Clouds	n2	Clouds	cloud	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
constant	constant	j	constant	constant	0
,	,	,	,	,	0
and	and	cc	and	and	0
hearty	hearty	j	hearty	hearty	0
pray	pray	vvb	pray	pray	0
∣	∣	sy	∣	∣	0
er	er	fw-mi	er	er	0
of	of	pp-f	of	of	1
