THrough	THrough	p-acp	THrough	through	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Antagonist	Antagonist	n1	Antagonist	antagonist	0
I	I	pns11	I	i	0
here	here	av	here	here	0
answer	answer	vvi	answer	answer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
great	great	j	great	great	0
measure	measure	n1	measure	measure	0
frustrated	frustrated	vvn	frustrated	frustrate	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
hopes	hopes	n2	hope's	hope	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
nevertheless	nevertheless	av	nevertheless	nevertheless	0
to	to	pc-acp	to	to	0
order	order	vvi	order	order	0
things	things	n2	things	thing	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
means	means	n2	means	mean	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
as	as	c-acp	as	as	0
Patrons	Patrons	n2	Patrons	patron	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
as	as	p-acp	as	as	0
helpers	helpers	n2	helpers	helper	0
,	,	,	,	,	0
I	I	pns11	I	i	0
enjoy	enjoy	vvb	enjoy	enjoy	0
a	a	dt	a	a	0
comfortable	comfortable	j	comfortable	comfortable	0
supply	supply	n1	supply	supply	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
maintenance	maintenance	n1	maintenance	maintenance	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
dearer	dearer	jc-jn	dearer	dear	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
the	the	dt	the	the	0
liberty	liberty	n1	liberty	liberty	0
of	of	pp-f	of	of	0
holding	holding	vvg	holding	hold	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
laboured	laboured	vvd	laboured	labour	0
many	many	d	many	many	0
years	years	n2	years	year	0
heretofore	heretofore	av	heretofore	heretofore	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankful	thankful	j	thankful	thankful	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
ample	ample	j	ample	ample	0
favour	favour	n1	favour	favour	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
appearing	appearing	vvg	appearing	appear	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
bounty	bounty	n1	bounty	bounty	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
and	and	cc	and	and	0
testimonial	testimonial	j	testimonial	testimonial	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
departure	departure	n1	departure	departure	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
the	the	dt	the	the	0
readiness	readiness	n1	readiness	readiness	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
all	all	d	all	all	0
either	either	d	either	either	0
to	to	pc-acp	to	to	0
invest	invest	vvi	invest	invest	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
setle	setle	vvi	settle	settle	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
maintenance	maintenance	n1	maintenance	maintenance	0
I	I	pns11	I	i	0
now	now	av	now	now	0
enjoy	enjoy	vvi	enjoy	enjoy	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
to	to	pc-acp	to	to	0
vindicate	vindicate	vvi	vindicate	vindicate	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
injurious	injurious	j	injurious	injurious	0
aspersi	aspersi	n1	aspersi	aspersi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
which	which	r-crq	which	which	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
I	I	pns11	I	i	0
avouch	avouch	vvb	avouch	avouch	0
do	do	vdb	do	do	0
suf	suf	fw-fr	suf	suf	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
much	much	av-d	much	much	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
writing	writing	n1	writing	writing	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
praying	praying	vvg	praying	pray	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
honor	honor	vvi	honour	honour	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
places	places	n2	places	place	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
raised	raised	vvn	raised	raise	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
him	him	pno31	him	he	0
service	service	n1	service	service	0
,	,	,	,	,	0
I	I	pns11	I	i	0
subscribe	subscribe	vvb	subscribe	subscribe	0
my	my	po11	my	my	0
self	self	n1	self	self	0
Lemster	Lemster	np1	Lemster	Lemster	0
,	,	,	,	,	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
cember	cember	vvb	cember	cember	0
26.	26.	crd	26.	26.	0
1651.	1651.	crd	1651.	1651.	1
