DEarely	DEarely	av-jn	Dearly	dear	0
grow	grow	vvb	grow	grow	0
vp	vp	a-acp	up	up	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
head	head	n1	head	head	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
my	my	po11	my	my	0
trauaile	trauaile	n1	travail	travail	0
and	and	cc	and	and	0
pains	pains	n2	pains	pain	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
pily	pily	av-j	pily	py	0
bestowed	bestowed	vvn	bestowed	bestow	0
;	;	;	;	;	0
my	my	po11	my	my	0
ministry	ministry	n1	ministry	ministry	0
and	and	cc	and	and	0
seruice	seruice	n1	service	service	0
highly	highly	av-j	highly	high	0
blessed	blessed	vvn	blessed	bless	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
labours	labours	n2	labours	labour	0
richly	richly	av-j	richly	rich	0
honoured	honoured	vvn	honoured	honour	0
and	and	cc	and	and	0
rewar	rewar	n1	rewar	rewar	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
bring	bring	vvi	bring	bring	0
any	any	d	any	any	0
one	one	pi	one	one	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
serious	serious	j	serious	serious	0
examination	examination	n1	examination	examination	0
and	and	cc	and	and	0
triall	triall	n1	trial	trial	0
of	of	pp-f	of	of	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
sorrow	sorrow	n1	sorrow	sorrow	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vvant	vvant	n1	want	want	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
hungring	hungring	j-vvg	hungering	hunger	0
and	and	cc	and	and	0
thirsting	thirsting	vvg	thirsting	thirst	0
after	after	p-acp	after	after	0
more	more	dc	more	more	0
grace	grace	n1	grace	grace	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
my	my	po11	my	my	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
an	an	dt	and	a	0
inheri	inheri	n2	inheri	inheri	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
sanctified	sanctified	vvn	sanctified	sanctify	0
.	.	.	.	.	1
Pray	Pray	n1	prey	prey	0
for	for	p-acp	for	for	0
mee	mee	pno11	me	i	1
