ETERNALL	ETERNALL	j	ETERNAL	eternal	0
Precepts	Precepts	n2	Precepts	precept	0
;	;	;	;	;	0
and	and	cc	and	and	0
thereby	thereby	av	thereby	thereby	0
haue	haue	vhb	have	have	0
deserued	deserued	vvn	deserved	deserve	0
,	,	,	,	,	0
that	that	cst	that	that	0
thy	thy	po21	thy	thy	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
should	should	vmd	should	shall	0
also	also	av	also	also	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
frō	frō	p-acp	from	from	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Nation	Nation	n1	Nation	nation	0
bringing	bringing	vvg	bringing	bring	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
foundations	foundations	n2	foundations	foundation	0
be	be	vbb	be	be	0
destroyed	destroyed	vvn	destroyed	destroy	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
what	what	q-crq	what	what	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Righteous	Righteous	j	Righteous	righteous	0
done	done	vdn	done	do	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
hath	hath	vhz	hath	have	0
they	they	pns32	they	they	0
holy	holy	j	holy	holy	0
Sōne	Sōne	n1	Son	son	0
Iesus	Iesus	np1	Iesus	Jesus	0
done	done	vdn	done	do	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
lose	lose	vvi	loose	lose	0
his	his	po31	his	his	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
many	many	d	many	many	0
people	people	n1	people	people	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
Nations	Nations	n2	Nations	nation	0
?	?	?	?	?	0
or	or	cc	or	or	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
lose	lose	vvb	loose	lose	0
none	none	pi	none	none	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
freedome	freedome	n1	freedom	freedom	0
?	?	?	?	?	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
serued	serued	vvn	served	serve	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
Enemies	Enemies	n2	Enemies	enemy	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
redeemed	redeemed	vvd	redeemed	redeem	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
thee	thee	pno21	thee	thou	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
kindred	kindred	n1	kindred	kindred	0
and	and	cc	and	and	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
people	people	n1	people	people	0
and	and	cc	and	and	0
Nation	Nation	n1	Nation	nation	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
The	The	dt	The	the	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
are	are	vbr	are	be	0
become	become	vvn	become	become	0
the	the	dt	the	the	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
raigne	raigne	vvi	reign	reign	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
know	know	vvb	know	know	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
make	make	vvi	make	make	0
good	good	j	good	good	0
they	they	pns32	they	they	0
Word	Word	n1	Word	word	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
beleeue	beleeue	vvb	believe	believe	0
not	not	xx	not	not	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
thou	thou	pns21	thou	thou	0
abidest	abidest	vv2	abidest	abide	0
faithfull	faithfull	j	faithful	faithful	0
.	.	.	.	.	1
Neuerthelesse	Neuerthelesse	av	Nevertheless	nevertheless	0
,	,	,	,	,	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
haue	haue	vhb	have	have	0
set	set	vvn	set	set	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Rulers	Rulers	n2	Rulers	ruler	0
take	take	vvb	take	take	0
counsell	counsell	n1	counsel	counsel	0
together	together	av	together	together	0
against	against	p-acp	against	against	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
many	many	d	many	many	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
and	and	cc	and	and	0
Prouinces	Prouinces	n2	Provinces	province	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
lately	lately	av-j	lately	late	0
preached	preached	vvn	preached	preach	0
,	,	,	,	,	0
they	they	pns32	they	they	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
preuailed	preuailed	vvn	prevailed	prevail	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
duced	duced	wd	duced	duced	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
slauery	slauery	n1	slavery	slavery	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
hast	hast	vh2	hast	have	0
promised	promised	vvn	promised	promise	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
Word	Word	n1	Word	word	0
to	to	pc-acp	to	to	0
ouercome	ouercome	vvi	overcome	overcome	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Vp	Vp	p-acp	Up	up	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
man	man	n1	man	man	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
vpper	vpper	jc	upper	upper	0
hand	hand	n1	hand	hand	0
:	:	:	:	:	0
Awake	Awake	vvb	Awake	awake	0
,	,	,	,	,	0
awake	awake	vvb	awake	awake	0
,	,	,	,	,	0
&	&	cc	&	and	0
put	put	vvd	put	put	0
on	on	p-acp	on	on	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Arme	Arme	n1	Arm	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
awake	awake	vvb	awake	awake	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
deuide	deuide	vvi	divide	divide	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
;	;	;	;	;	0
and	and	cc	and	and	0
brakest	brakest	vv2	brakest	brake	0
the	the	dt	the	the	0
heads	heads	n2	heads	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Egyptian	Egyptian	jp	Egyptian	egyptian	0
Dragons	Dragons	n2	Dragons	dragon	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
waters	waters	n2	waters	water	0
:	:	:	:	:	0
take	take	vvb	take	take	0
vnto	vnto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
againe	againe	av	again	again	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
they	they	pns32	they	they	0
great	great	j	great	great	0
power	power	n1	power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
raigne	raigne	vvi	reign	reign	0
ouer	ouer	p-acp	over	over	0
all	all	d	all	all	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
:	:	:	:	:	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
deserued	deserued	vvn	deserved	deserve	0
no	no	dx	no	no	0
such	such	d	such	such	0
King	King	n1	King	king	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
contrary	contrary	j-jn	contrary	contrary	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
they	they	pns32	they	they	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
burie	burie	vvb	bury	bury	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
our	our	po12	our	our	0
trans	trans	ng1	trans	trans	0
∣	∣	sy	∣	∣	0
gressions	gressions	n2	gressions	gression	0
:	:	:	:	:	0
suffer	suffer	vvb	suffer	suffer	0
not	not	xx	not	not	0
them	them	pno32	them	they	0
nor	nor	ccx	nor	nor	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
darkenesse	darkenesse	n1	darkness	darkness	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
thine	thine	po21	thine	thy	0
owne	owne	d	own	own	0
Names	Names	n2	Names	name	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
send	send	vvb	send	send	0
out	out	av	out	out	0
thy	thy	po21	thy	thy	0
light	light	n1	light	light	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
leade	leade	vvi	lead	lead	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvb	bring	bring	0
vs	vs	pno12	us	we	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Giue	Giue	vvb	Give	give	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
good	good	j	good	good	0
meanes	meanes	n2	means	mean	0
conducing	conducing	vvg	conducing	conduce	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
&	&	cc	&	and	0
namely	namely	av	namely	namely	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
few	few	d	few	few	0
proofes	proofes	n2	proofs	proof	0
&	&	cc	&	and	0
obseruations	obseruations	n2	observations	observation	0
,	,	,	,	,	0
gathered	gathered	vvn	gathered	gather	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
assistance	assistance	n1	assistance	assistance	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Confession	Confession	n1	Confession	confession	0
and	and	cc	and	and	0
Complaint	Complaint	n1	Complaint	complaint	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
deare	deare	j-jn	deer	dear	0
Sonne	Sonne	n1	Son	son	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
God	God	np1	God	God	0
,	,	,	,	,	0
defend	defend	vvb	defend	defend	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
thine	thine	po21	thine	thy	0
owne	owne	d	own	own	0
:	:	:	:	:	0
And	And	cc	And	and	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
those	those	d	those	those	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
of	of	pp-f	of	of	0
hosts	hosts	n2	hosts	host	0
,	,	,	,	,	0
that	that	cst	that	that	0
put	put	vvd	put	put	0
their	their	po32	their	their	0
trust	trust	n1	trust	trust	0
in	in	p-acp	in	in	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
de	de	fw-fr	de	de	0
ashamed	ashamed	j	ashamed	ashamed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
who	who	q-crq	who	who	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
,	,	,	,	,	0
dust	dust	n1	dust	dust	0
and	and	cc	and	and	0
ashes	ashes	n2	ashes	ash	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lowest	lowest	js	lowest	low	0
ranke	ranke	n1	rank	rank	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Seruants	Seruants	n2	Servants	servant	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
many	many	d	many	many	0
great	great	j	great	great	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
aduenture	aduenture	vvi	adventure	adventure	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
the	the	dt	the	the	0
wrongs	wrongs	n2-jn	wrongs	wrong	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Sauiour	Sauiour	n1	Saviour	saviour	0
,	,	,	,	,	0
that	that	cst	that	that	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
a	a	dt	a	a	0
good	good	j	good	good	0
thought	thought	n1	thought	thought	0
?	?	?	?	?	1
Thou	Thou	pns21	Thou	thou	0
knowest	knowest	vv2	knowest	know	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
most	most	ds	most	most	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
looking	looking	vvg	looking	look	0
more	more	n1	more	moor	0
who	who	r-crq	who	who	0
writeth	writeth	vvz	writeth	write	0
,	,	,	,	,	0
then	then	av	then	then	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
;	;	;	;	;	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
confesse	confesse	vvb	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
oft	oft	av	oft	oft	0
pleaseth	pleaseth	vvz	pleases	please	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mouthes	mouthes	n2	mouths	mouth	0
of	of	pp-f	of	of	0
Babes	Babes	n2	Babes	babe	0
and	and	cc	and	and	0
sucklings	sucklings	ng1	sucklings	suckling	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
ordaine	ordaine	vvi	ordain	ordain	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
thine	thine	po21	thine	thy	0
enemies	enemies	n2	enemies	enemy	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
greater	greater	jc	greater	great	0
shame	shame	n1	shame	shame	0
and	and	cc	and	and	0
confusion	confusion	n1	confusion	confusion	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
thou	thou	pns21	thou	thou	0
mightest	mightest	vmd2	mightest	may	0
still	still	vvi	still	still	0
the	the	dt	the	the	0
enemie	enemie	n1	enemy	enemy	0
and	and	cc	and	and	0
auenger	auenger	n1	avenger	avenger	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
get	get	vvi	get	get	0
all	all	d	all	all	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
mightie	mightie	j	mighty	mighty	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
side	side	n1	side	side	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
choose	choose	vvi	choose	choose	0
and	and	cc	and	and	0
enable	enable	vvi	enable	enable	0
the	the	dt	the	the	0
foolish	foolish	j	foolish	foolish	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
confound	confound	vvi	confound	confound	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
ae	ae	fw-la	ae	ae	0
not	not	xx	not	not	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
to	to	p-acp	to	to	0
nought	nought	pi	nought	nought	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
.	.	.	.	.	1
