Srs.	Srs.	np1	Srs.	Srs.	0
,	,	,	,	,	0
soe	soe	av	so	so	0
that	that	cst	that	that	0
all	all	d	all	all	0
Temptations	Temptations	n2	Temptations	temptation	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
acting	acting	vvg	acting	act	0
or	or	cc	or	or	0
moveing	moveing	j-vvg	moving	move	0
irregularly	irregularly	av-j	irregularly	irregular	0
;	;	;	;	;	0
From	From	p-acp	From	from	0
this	this	d	this	this	0
Citty	Citty	n1	City	city	0
placed	placed	vvn	placed	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
'	'	'	'	'	0
of	of	pp-f	of	of	0
each	each	d	each	each	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
or	or	cc	or	or	0
ride	ride	vvi	ride	ride	0
out	out	av	out	out	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
,	,	,	,	,	0
every	every	d	every	every	0
month	month	n1	month	month	0
by	by	p-acp	by	by	0
turnes	turnes	n2	turns	turn	0
,	,	,	,	,	0
and	and	cc	and	and	0
heale	heale	vvi	heal	heal	0
each	each	d	each	each	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Bells	Bells	n2	Bells'	bell	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
horses	horses	n2	horses	horse	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
wrote	wrote	vvd	wrote	write	0
Holynesse	Holynesse	n1	Holiness	holiness	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
The	The	dt	The	the	0
Kings	Kings	n2	Kings	king	0
&	&	cc	&	and	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
and	and	cc	and	and	0
all	all	d	all	all	0
Temporall	Temporall	j	Temporal	temporal	0
Governments	Governments	n2	Governments	government	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
their	their	po32	their	their	0
accott	accott	n1	accott	accott	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
building	building	vvg	building	build	0
you	you	pn22	you	you	0
such	such	d	such	such	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
tis	tis	pn31|vbz	this	it|be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
expressed	expressed	vvn	expressed	express	0
what	what	r-crq	what	what	0
happinesse	happinesse	n1	happiness	happiness	0
will	will	vmb	will	will	0
accrue	accrue	vvi	accrue	accrue	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
thereby	thereby	av	thereby	thereby	0
:	:	:	:	:	0
This	This	d	This	this	0
Citty	Citty	n1	City	city	0
will	will	vmb	will	will	0
put	put	vvi	put	put	0
an	an	dt	and	a	0
end	end	n1	end	end	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
miseryes	miseryes	n2	miseries	misery	0
the	the	dt	the	the	0
World	World	n1	World	world	0
labours	labours	vvz	labours	labour	0
under	under	p-acp	under	under	0
on	on	p-acp	on	on	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
And	And	cc	And	and	0
wee	wee	pns12	we	we	0
shall	shall	vmb	shall	shall	0
heare	heare	vvi	hear	hear	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
rideing	rideing	vvg	riding	ride	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
Red	Red	j-jn	Read	red	0
,	,	,	,	,	0
white	white	j-jn	white	white	0
,	,	,	,	,	0
and	and	cc	and	and	0
Speckled	Speckled	j-vvg	Speckled	speckle	0
Horses	Horses	n2	Horses	horse	0
that	that	cst	that	that	0
Joyfull	Joyfull	j	Joyful	joyful	0
Report	Report	n1	Report	report	0
mentioned	mentioned	vvn	mentioned	mention	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
1st	1st	ord	1st	first	0
.	.	.	.	.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
Zacha.	Zacha.	np1	Zacha.	Zacha.	1
&	&	cc	&	and	0
11.	11.	crd	11.	11.	0
verse	verse	n1	verse	verse	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
haue	haue	vhb	have	have	0
walked	walked	vvn	walked	walk	0
to	to	p-acp	to	to	0
and	and	cc	and	and	0
fro	fro	av	from	fro	0
thorow	thorow	p-acp	thorough	through	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
behold	behold	vvb	behold	behold	0
all	all	d	all	all	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
sitteth	sitteth	vvz	sitteth	sit	0
still	still	av	still	still	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
Rest.	Rest.	n1	Rest.	rest	1
If	If	cs	If	if	0
this	this	d	this	this	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
circular	circular	j-jn	circular	circular	0
Preaching	Preaching	vvg	Preaching	preach	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
.	.	.	.	.	1
Tis	Tis	pn31|vbz	This	it|be	0
no	no	dx	no	no	0
wonder	wonder	n1	wonder	wonder	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
will	will	vmb	will	will	0
bring	bring	vvi	bring	bring	0
their	their	po32	their	their	0
Glory	Glory	n1	Glory	glory	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
dedicated	dedicated	vvn	dedicated	dedicate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
whose	whose	rg-crq	whose	who	0
Inhabitans	Inhabitans	n2	Inhabitants	inhabitant	0
will	will	vmb	will	will	0
establish	establish	vvi	establish	establish	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
Tranquillitty	Tranquillitty	n1	Tranquillitty	tranquillitty	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
David	David	np1	David	David	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
God	God	np1	God	God	0
a	a	dt	a	a	0
House	House	n1	House	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
commanded	commanded	vvn	commanded	command	0
it	it	pn31	it	it	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
most	most	av-ds	most	most	0
graciously	graciously	av-j	graciously	gracious	0
accepted	accepted	vvd	accepted	accept	0
his	his	po31	his	his	0
good	good	j	good	good	0
intentions	intentions	n2	intentions	intention	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
has	has	vhz	has	have	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
King	King	n1	King	king	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
God	God	np1	God	God	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
built	built	vvn	built	build	0
themselues	themselues	px32	themselves	themselves	0
Cittyes	Cittyes	n2	Cities	city	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
Is	Is	vbz	Is	be	0
not	not	xx	not	not	0
this	this	d	this	this	0
Great	Great	j	Great	great	0
Babylon	Babylon	np1	Babylon	Babylon	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
built	built	vvn	built	build	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
might	might	n1	might	might	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Power	Power	n1	Power	power	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Majtye	Majtye	n1	Majtye	majtye	0
▪	▪	▪	▪	▪	0
Thus	Thus	av	Thus	thus	0
speakes	speakes	vvz	speaks	speak	0
the	the	dt	the	the	0
proud	proud	j	proud	proud	0
Emperour	Emperour	n1	Emperor	emperor	0
Nebuchadnezzar	Nebuchadnezzar	np1	Nebuchadnezzar	Nabuchadnezzar	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
spoake	spoake	vvd	spoke	speak	0
rhe	rhe	dt	rhe	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
built	built	vvn	built	build	0
Babell	Babell	np1	Babell	Babel	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Majty	Majty	n1	Majty	majty	0
.	.	.	.	.	1
And	And	cc	And	and	0
many	many	d	many	many	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Cittyes	Cittyes	n2	Cities	city	0
,	,	,	,	,	0
whieh	whieh	vvb	whieh	whieh	0
both	both	d	both	both	0
the	the	dt	the	the	0
Heathen	Heathen	j-jn	Heathen	heathen	0
and	and	cc	and	and	0
Christian	Christian	njp	Christian	christian	0
Emperours	Emperours	n2	Emperors	emperor	0
haue	haue	vhb	have	have	0
built	built	vvn	built	build	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
put	put	vvn	put	put	0
uppor	uppor	n1	uppor	uppor	0
them	them	pno32	them	they	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
Names	Names	n2	Names	name	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Caesarea	Caesarea	np1	Caesarea	Caesarea	0
,	,	,	,	,	0
Allexandria	Allexandria	np1	Allexandria	Allexandria	0
,	,	,	,	,	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
but	but	cc-acp	but	but	0
wee	wee	pns12	we	we	0
find	find	vvb	find	find	0
not	not	xx	not	not	0
one	one	pi	one	one	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
Deople	Deople	n1	Deople	deople	0
or	or	cc	or	or	0
Christople	Christople	n1	Christople	christople	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
I	I	pns11	I	i	0
consider	consider	vvb	consider	consider	0
how	how	c-crq	how	how	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
speciall	speciall	j	special	special	0
manner	manner	n1	manner	manner	0
Gods	Gods	n2	Gods	god	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
Crownes	Crownes	n2	Crowns	crown	0
on	on	p-acp	on	on	0
many	many	d	many	many	0
Christian	Christian	njp	Christian	christian	0
Princes	Princes	n2	Princes	prince	0
heades	heades	n2	heads	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
has	has	vhz	has	have	0
raised	raised	vvn	raised	raise	0
some	some	d	some	some	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Private	Private	j	Private	private	0
station	station	n1	station	station	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
dignity	dignity	n1	dignity	dignity	0
,	,	,	,	,	0
and	and	cc	and	and	0
giuen	giuen	vvn	given	give	0
them	them	pno32	them	they	0
Severall	Severall	j	Several	several	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
and	and	cc	and	and	0
many	many	d	many	many	0
Thousand	Thousand	crd	Thousand	thousand	0
Cittyes	Cittyes	n2	Cities	city	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
consider	consider	vvb	consider	consider	0
this	this	d	this	this	0
,	,	,	,	,	0
it	it	pn31	it	it	0
makes	makes	vvz	makes	make	0
me	me	pno11	me	i	0
wonder	wonder	vvi	wonder	wonder	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
none	none	pi	none	none	0
returning	returning	vvg	returning	return	0
back	back	av	back	back	0
one	one	crd	one	one	0
single	single	j	single	single	0
Citty	Citty	n1	City	city	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
gratitude	gratitude	n1	gratitude	gratitude	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Donour	Donour	n1	Donour	donour	0
.	.	.	.	.	1
Pudet	Pudet	np1	Pudet	Pudet	0
haec	haec	fw-la	haec	haec	0
opprobria	opprobria	fw-la	opprobria	opprobria	0
nobis	nobis	fw-la	nobis	nobis	0
&c.	&c.	av	etc.	etc	0
Tis	Tis	pn31|vbz	This	it|be	0
True	True	j	True	true	0
They	They	pns32	They	they	0
haue	haue	vhb	have	have	0
built	built	vvn	built	build	0
and	and	cc	and	and	0
ginen	ginen	vvn	ginen	give	0
him	him	pno31	him	he	0
Severall	Severall	j	Several	several	0
Houses	Houses	n2	Houses	house	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
House	House	n1	House	house	0
or	or	cc	or	or	0
a	a	dt	a	a	0
few	few	d	few	few	0
Houses	Houses	n2	Houses	house	0
A	A	dt	A	a	0
magnificent	magnificent	j	magnificent	magnificent	0
and	and	cc	and	and	0
Royall	Royall	j	Royal	royal	0
Citty	Citty	n1	City	city	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
Suitable	Suitable	j	Suitable	suitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Majtie	Majtie	n1	Majtie	majtie	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
and	and	cc	and	and	0
Earth	Earth	n1	Earth	earth	0
then	then	av	then	then	0
a	a	dt	a	a	0
House	House	n1	House	house	0
?	?	?	?	?	1
Besides	Besides	p-acp	Beside	beside	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Citty	Citty	n1	City	city	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
said	said	vvn	said	say	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
noe	noe	dx	no	no	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
plainely	plainely	av-j	plainly	plain	0
insinuateing	insinuateing	vvg	insinuating	insinuate	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
Admi	Admi	fw-fr	Admi	admi	0
∣	∣	sy	∣	∣	0
nistration	nistration	n1	nistration	nistration	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
ended	ended	vvn	ended	end	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
changed	changed	vvn	changed	change	0
into	into	p-acp	into	into	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
me	me	pno11	me	i	0
it	it	pn31	it	it	0
seemes	seemes	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
Just	Just	j	Just	just	0
and	and	cc	and	and	0
reasonable	reasonable	j	reasonable	reasonable	0
Thing	Thing	n1	Thing	thing	0
That	That	cst	That	that	0
in	in	p-acp	in	in	0
Every	Every	d	Every	every	0
Nation	Nation	n1	Nation	nation	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
God	God	np1	God	God	0
the	the	dt	the	the	0
Giuer	Giuer	n1	Giver	giver	0
and	and	cc	and	and	0
Governour	Governour	n1	Governor	governor	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
should	should	vmd	should	shall	0
