EVEN	EVEN	j	EVEN	even	0
∣	∣	sy	∣	∣	0
die	die	vvi	die	die	0
,	,	,	,	,	0
the	the	dt	the	the	0
Ladie	Ladie	n1	Lady	lady	0
Puckering	Puckering	np1	Puckering	Puckering	0
your	your	po22	your	your	0
wise	wise	n1	wise	wise	0
:	:	:	:	:	0
and	and	cc	and	and	0
infulness	infulness	n1	infulness	infulness	0
of	of	pp-f	of	of	0
daies	daies	n2	days	day	0
and	and	cc	and	and	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
glorifie	glorifie	vvi	glorify	glorify	0
you	you	pn22	you	you	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Heauens	Heauens	n2	Heavens	heaven	0
.	.	.	.	.	1
Couentry	Couentry	np1	Couentry	Couentry	0
:	:	:	:	:	0
Iuly	Iuly	np1	Iuly	July	0
1608.	1608.	crd	1608.	1608.	1
