Fathers	Fathers	ng1	Father's	father	0
pride	pride	n1	pride	pride	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
spoken	spoken	vvn	spoken	speak	0
)	)	)	)	)	0
his	his	po31	his	his	0
Free	Free	j	Free	free	0
Grace	Grace	n1	Grace	grace	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
honoured	honoured	vvn	honoured	honour	0
any	any	d	any	any	0
Nation	Nation	n1	Nation	nation	0
so	so	av	so	so	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
English	English	jp	English	english	0
Nation	Nation	n1	Nation	nation	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
dayes	dayes	n2	days	day	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
thus	thus	av	thus	thus	0
honoured	honoured	vvn	honoured	honour	0
,	,	,	,	,	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
much	much	av-d	much	much	0
dishonoured	dishonoured	vvn	dishonoured	dishonour	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
cannot	cannot	vmbx	cannot	can	0
but	but	cc-acp	but	but	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
(	(	(	(	(	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
mouthes	mouthes	n2	mouths	mouth	0
have	have	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
it	it	pn31	it	it	0
)	)	)	)	)	0
that	that	cst	that	that	0
what	what	r-crq	what	what	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
good	good	av-j	good	good	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
wrought	wrought	vvn	wrought	wrought	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
;	;	;	;	;	0
and	and	cc	and	and	0
now	now	av	now	now	0
we	we	pns12	we	we	0
finde	finde	vvb	find	find	0
scorning	scorning	vvg	scorning	scorn	0
,	,	,	,	,	0
deriding	deriding	vvg	deriding	deride	0
,	,	,	,	,	0
separating	separating	n-vvg	separating	separate	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
stepping	stepping	vvg	stepping	step	0
over	over	a-acp	over	over	0
their	their	po32	their	their	0
thresholds	thresholds	n2	thresholds	threshold	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
them	them	pno32	them	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
instruments	instruments	n2	instruments	instrument	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
good	good	j	good	good	0
(	(	(	(	(	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
any	any	d	any	any	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
we	we	pns12	we	we	0
hope	hope	vvb	hope	hope	0
have	have	vhi	have	have	0
)	)	)	)	)	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
before	before	a-acp	before	before	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
some	some	d	some	some	0
repenting	repenting	vvg	repenting	repent	0
,	,	,	,	,	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
they	they	pns32	they	they	0
bestowed	bestowed	vvd	bestowed	bestow	0
so	so	av	so	so	0
much	much	d	much	much	0
paines	paines	n2	pains	pain	0
and	and	cc	and	and	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
that	that	cst	that	that	0
lives	lives	vvz	lives	live	0
but	but	p-acp	but	but	0
foure	foure	crd	foure	four	0
or	or	cc	or	or	0
five	five	crd	five	five	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
Dedham	Dedham	np1	Dedham	Dedham	0
hath	hath	vhz	hath	have	0
said	said	vvn	said	say	0
,	,	,	,	,	0
He	He	pns31	He	he	0
repented	repented	vvd	repented	repent	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
followed	followed	vvd	followed	follow	0
that	that	cst	that	that	0
eminent	eminent	j	eminent	eminent	0
Servant	Servant	n1	Servant	servant	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
Rogers	Rogers	np1	Rogers	Rogers	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
his	his	po31	his	his	0
prea	prea	vvb	prea	pray	0
∣	∣	sy	∣	∣	0
ching	ching	j	ching	ching	0
.	.	.	.	.	1
While	While	cs	While	while	0
I	I	pns11	I	i	0
observed	observed	vvd	observed	observe	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
considered	considered	vvn	considered	consider	0
into	into	p-acp	into	into	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
sad	sad	j	sad	sad	0
condition	condition	n1	condition	condition	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
fallen	fallen	vvn	fallen	fall	0
,	,	,	,	,	0
and	and	cc	and	and	0
read	read	vvb	read	read	0
over	over	a-acp	over	over	0
your	your	po22	your	your	0
Vindication	Vindication	n1	Vindication	vindication	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
saw	saw	vvd	saw	see	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
meeke	meeke	j	meek	meek	0
,	,	,	,	,	0
and	and	cc	and	and	0
true	true	j	true	true	0
Christian	Christian	njp	Christian	christian	0
spirit	spirit	n1	spirit	spirit	0
breathing	breathing	vvg	breathing	breathe	0
,	,	,	,	,	0
calling	calling	vvg	calling	call	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Congregationall	Congregationall	j	Congregational	congregational	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
joyne	joyne	vvi	join	join	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
certainly	certainly	av-j	certainly	certain	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
that	that	cst	that	that	0
Booke	Booke	n1	Book	book	0
deserved	deserved	vvd	deserved	deserve	0
a	a	dt	a	a	0
courteous	courteous	j	courteous	courteous	0
Christian	Christian	njp	Christian	christian	0
answer	answer	n1	answer	answer	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ablest	ablest	js	ablest	able	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Congregationall	Congregationall	j	Congregational	congregational	0
men	men	n2	men	man	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
towards	towards	p-acp	towards	towards	0
it	it	pn31	it	it	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
(	(	(	(	(	0
being	being	vbg	being	be	0
little	little	av-j	little	little	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
affaires	affaires	n2	affairs	affair	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
being	being	vbg	being	be	0
locked	locked	vvn	locked	lock	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
much	much	d	much	much	0
sadnesse	sadnesse	n1	sadness	sadness	0
of	of	pp-f	of	of	0
spirit	spirit	n1	spirit	spirit	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
numbred	numbred	vvn	numbered	number	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Independents	Independents	n2-jn	Independents	independent	0
(	(	(	(	(	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
weakest	weakest	js	weakest	weak	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Lord	Lord	n1	Lord	lord	0
should	should	vmd	should	shall	0
turne	turne	vvi	turn	turn	0
me	me	pno11	me	i	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Work	Work	n1	Work	work	0
)	)	)	)	)	0
laying	laying	vvg	laying	lay	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
together	together	av	together	together	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
mentioned	mentioned	vvn	mentioned	mention	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Epistle	Epistle	n1	Epistle	epistle	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
)	)	)	)	)	0
I	I	pns11	I	i	0
resolved	resolved	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
improve	improve	vvi	improve	improve	0
the	the	dt	the	the	0
little	little	j	little	little	0
Talent	Talent	n1	Talon	talon	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
had	had	vhd	had	have	0
gi	gi	zz	gi	gi	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
examining	examining	vvg	examining	examine	0
the	the	dt	the	the	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
practices	practices	n2	practices	practice	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
I	I	pns11	I	i	0
saw	saw	vvd	saw	see	0
were	were	vbdr	were	be	0
deare	deare	j-jn	deer	dear	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
whom	whom	r-crq	whom	who	0
in	in	p-acp	in	in	0
holinesse	holinesse	n1	holiness	holiness	0
,	,	,	,	,	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
abilities	abilities	n2	abilities	ability	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
had	had	vhd	had	have	0
honoured	honoured	vvn	honoured	honour	0
farre	farre	av-j	far	far	0
before	before	p-acp	before	before	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
(	(	(	(	(	0
my	my	po11	my	my	0
Fathers	Fathers	n2	Father's	father	0
)	)	)	)	)	0
the	the	dt	the	the	0
quarrell	quarrell	n1	quarrel	quarrel	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
Presbyteriall	Presbyteriall	j-jn	Presbyterial	presbyterial	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
the	the	dt	the	the	0
quarrell	quarrell	n1	quarrel	quarrel	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
spirit	spirit	n1	spirit	spirit	0
hath	hath	vhz	hath	have	0
infected	infected	vvn	infected	infect	0
even	even	av	even	even	0
some	some	d	some	some	0
in	in	p-acp	in	in	0
New	New	j	New	new	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
beleeve	beleeve	vvb	believe	believe	0
will	will	vmb	will	will	0
cause	cause	vvi	cause	cause	0
more	more	dc	more	more	0
troubles	troubles	n2	troubles	trouble	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
then	then	av	then	then	0
ever	ever	av	ever	ever	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
did	did	vdd	did	do	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
threatned	threatned	vvd	threatened	threaten	0
them	them	pno32	them	they	0
much	much	d	much	much	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
practices	practices	n2	practices	practice	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
feares	feares	n2	fears	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worthy	worthy	j	worthy	worthy	0
Mini	Mini	np1	Mini	Mini	0
∣	∣	sy	∣	∣	0
sters	sters	ng1	sters	sters	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
I	I	pns11	I	i	0
understand	understand	vvb	understand	understand	0
by	by	p-acp	by	by	0
Letters	Letters	n2	Letters	letter	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
censure	censure	vvi	censure	censure	0
the	the	dt	the	the	0
Congregationall	Congregationall	j	Congregational	congregational	0
Churches	Churches	n2	Churches	church	0
here	here	av	here	here	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
reverent	reverent	j	reverend	reverent	0
(	(	(	(	(	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
such	such	d	such	such	0
grace	grace	n1	grace	grace	0
)	)	)	)	)	0
many	many	d	many	many	0
Members	Members	n2	Members	member	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
are	are	vbr	are	be	0
really	really	av-j	really	real	0
godly	godly	j	godly	godly	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
lived	lived	vvn	lived	live	0
in	in	p-acp	in	in	0
New	New	j	New	new	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
seene	seene	vvn	seen	see	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
heare	heare	vvb	hear	hear	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
Churches	Churches	n2	Churches	church	0
here	here	av	here	here	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
convinced	convinced	vvn	convinced	convince	0
that	that	cst	that	that	0
Independent	Independent	j-jn	Independent	independent	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
here	here	av	here	here	0
called	called	vvn	called	call	0
)	)	)	)	)	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
was	was	vbds	was	be	0
never	never	av	never	never	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
institution	institution	n1	institution	institution	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
observed	observed	vvn	observed	observe	0
few	few	d	few	few	0
people	people	n1	people	people	0
that	that	cst	that	that	0
come	come	vvb	come	come	0
once	once	a-acp	once	once	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
Independency	Independency	n1	Independency	independency	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
grow	grow	vvb	grow	grow	0
very	very	av	very	very	0
tender	tender	j	tender	tender	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
)	)	)	)	)	0
towards	towards	p-acp	towards	towards	0
corrupt	corrupt	j	corrupt	corrupt	0
Opinions	Opinions	n2	Opinions	opinion	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
leavened	leavened	vvn	leavened	leaven	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
not	not	xx	not	not	0
allowing	allowing	vvg	allowing	allow	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
tooke	tooke	vvd	took	take	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
soberest	soberest	js	soberest	sober	0
and	and	cc	and	and	0
best	best	js	best	best	0
grounded	grounded	j-vvn	grounded	ground	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
stuck	stuck	vvn	stuck	stick	0
to	to	pc-acp	to	to	0
Censure	Censure	vvi	Censure	censure	0
New	New	j	New	new	0
England	England	np1	England	England	0
sharply	sharply	av-j	sharply	sharp	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
being	being	vbg	being	be	0
too	too	av	too	too	0
strict	strict	j	strict	strict	0
against	against	p-acp	against	against	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
,	,	,	,	,	0
Non-fundamentall	Non-fundamentall	j	Non-fundamentall	non-fundamentall	0
Er	Er	zz	Er	er	0
∣	∣	sy	∣	∣	0
rors	rors	n1	rors	rors	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
that	that	cst	that	that	0
some	some	d	some	some	0
Ministers	Ministers	n2	Ministers	minister	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
sicke	sicke	j	sick	sick	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
policie	policie	n1	policy	policy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
plead	plead	vvi	plead	plead	0
for	for	p-acp	for	for	0
Toleration	Toleration	n1	Toleration	toleration	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
Opinions	Opinions	n2	Opinions	opinion	0
,	,	,	,	,	0
esteeming	esteeming	vvg	esteeming	esteem	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
peice	peice	n1	piece	piece	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Christian	Christian	np1	Christian	Christian	0
wisdome	wisdome	n1	wisdom	wisdom	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
silent	silent	j	silent	silent	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
meddle	meddle	vvi	meddle	meddle	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
comply	comply	vvi	comply	comply	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
Opinionists	Opinionists	np1	Opinionists	Opinionists	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
conceive	conceive	vvb	conceive	conceive	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
funda	funda	fw-la	funda	funda	0
∣	∣	sy	∣	∣	0
mentals	mentals	n2-j	mentals	mentals	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
few	few	d	few	few	0
.	.	.	.	.	1
Hierome	Hierome	np1	Hierome	Hierome	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
Augustines	Augustines	njp2	Augustines	augustines	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
Aug.	Aug.	np1	Aug.	Aug.	0
Epist.	Epist.	np1	Epist.	Epist.	1
