IDo	IDo	np1	IDo	IDo	0
,	,	,	,	,	0
contemned	contemned	j-vvn	contemned	contemn	0
,	,	,	,	,	0
abhored	abhored	j-vvn	abhorred	abhor	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
without	without	p-acp	without	without	0
cause	cause	n1	cause	cause	0
reiected	reiected	vvn	rejected	reject	0
,	,	,	,	,	0
I	I	pns11	I	i	0
reporte	reporte	vvb	report	report	0
me	me	pno11	me	i	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
gentle	gentle	j	gentle	gentle	0
reader	reader	n1	reader	reader	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
:	:	:	:	:	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
yf	yf	cs	if	if	0
he	he	pns31	he	he	0
haue	haue	vhb	have	have	0
anye	anye	d	any	any	0
of	of	pp-f	of	of	0
wytt	wytt	n1	wit	wit	0
or	or	cc	or	or	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
conceaue	conceaue	vvi	conceive	conceive	0
this	this	d	this	this	0
thyng	thyng	n1	thing	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
true	true	j	true	true	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
vndiscrete	vndiscrete	j-u	undiscrete	discrete	0
electiō	electiō	n1	election	election	0
and	and	cc	and	and	0
choyse	choyse	n1	choice	choice	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
and	and	cc	and	and	0
originall	originall	j-jn	original	original	0
sprynge	sprynge	n1	spring	spring	0
and	and	cc	and	and	0
occasion	occasion	n1	occasion	occasion	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
in	in	p-acp	in	in	0
thys	thys	d	this	this	0
our	our	po12	our	our	0
time	time	n1	time	time	0
,	,	,	,	,	0
a	a	dt	a	a	0
time	time	n1	time	time	0
(	(	(	(	(	0
I	I	pns11	I	i	0
saye	saye	vvb	say	say	0
)	)	)	)	)	0
mooste	mooste	av-ds	most	most	0
tamentable	tamentable	j	tamentable	tamentable	0
,	,	,	,	,	0
menne	menne	n2	men	man	0
choose	choose	vvb	choose	choose	0
not	not	xx	not	not	0
their	their	po32	their	their	0
wiues	wiues	n2	wives	wife	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
honestie	honestie	n1	honesty	honesty	0
and	and	cc	and	and	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
intisinge	intisinge	vvg	enticing	entice	0
beautie	beautie	n1	beauty	beauty	0
:	:	:	:	:	0
not	not	xx	not	not	0
for	for	c-acp	for	for	0
theyr	theyr	po32	their	their	0
and	and	cc	and	and	0
womanly	womanly	j	womanly	womanly	0
maners	maners	n2	manners	manner	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
theyr	theyr	po32	their	their	0
possessions	possessions	n2	possessions	possession	0
and	and	cc	and	and	0
ryches	ryches	n2	riches	riches	0
:	:	:	:	:	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
and	and	cc	and	and	0
brynge	brynge	vvi	bring	bring	0
forth	forth	av	forth	forth	0
children	children	n2	children	child	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
prayse	prayse	n1	praise	praise	0
and	and	cc	and	and	0
lawde	lawde	n1	laud	laud	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
carnall	carnall	j	carnal	carnal	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
:	:	:	:	:	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
well	well	av	well	well	0
and	and	cc	and	and	0
,	,	,	,	,	0
occupied	occupied	vvn	occupied	occupy	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ydely	ydely	av-j	ydely	yde	0
and	and	cc	and	and	0
wan	wan	j	wan	wan	0
∣	∣	sy	∣	∣	0
tonly	tonly	av-jn	tonly	ton	0
to	to	pc-acp	to	to	0
spende	spende	vvi	spend	spend	0
the	the	dt	the	the	0
tyme	tyme	n1	time	time	0
abroade	abroade	av	abroad	abroad	0
:	:	:	:	:	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
wordlye	wordlye	av	wordly	word	0
:	:	:	:	:	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
prowde	prowde	j	proved	proud	0
and	and	cc	and	and	0
:	:	:	:	:	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
regard	regard	vvi	regard	regard	0
theyr	theyr	po32	their	their	0
husbandes	husbandes	n2	husbands	husband	0
,	,	,	,	,	0
houshold	houshold	n1	household	household	0
,	,	,	,	,	0
and	and	cc	and	and	0
profyte	profyte	n1	profit	profit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
lustes	lustes	n2	lusts	lust	0
and	and	cc	and	and	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
lace	lace	n1	lace	lace	0
.	.	.	.	.	1
Wherein	Wherein	q-crq	Wherein	wherein	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
wrangelynge	wrangelynge	n1	wrangelynge	wrangelynge	0
and	and	cc	and	and	0
gerre	gerre	vvi	gerre	gerre	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onelye	onelye	av-j	only	only	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
election	election	n1	election	election	0
and	and	cc	and	and	0
choyse	choyse	n1	choice	choice	0
of	of	pp-f	of	of	0
theyre1	theyre1	n1	theyre1	theyre1	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
.	.	.	.	.	0
wyues	wyues	n2	wives	wife	0
:	:	:	:	:	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
doo	doo	vdb	do	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
them	them	pno32	them	they	0
,	,	,	,	,	0
informe	informe	vvb	inform	inform	0
them	them	pno32	them	they	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
and	and	cc	and	and	0
vertuouslye	vertuouslye	av-j	virtuously	virtuous	0
instructe	instructe	vvi	instruct	instruct	0
them	them	pno32	them	they	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
of	of	pp-f	of	of	0
whome	whome	ro-crq	whom	who	0
shulde	shulde	vmd	should	shall	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
instructed	instructed	vvn	instructed	instruct	0
and	and	cc	and	and	0
taughte	taughte	vvn	taught	teach	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
husbands	husbands	n2	husbands	husband	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
per	per	fw-la	per	per	0
aduēture	aduēture	vvi	adventure	adventure	0
ye	ye	pn22	you	you	0
wil	wil	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
redde	redde	vvn	red	read	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
choose	choose	vvi	choose	choose	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
teache	teache	vvi	teach	teach	0
them	them	pno32	them	they	0
,	,	,	,	,	0
we	we	pns12	we	we	0
knowe	knowe	vvb	know	know	0
not	not	xx	not	not	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
asmuche	asmuche	av	asmuch	asmuch	0
therfore	therfore	av	therefore	therefore	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
nowe	nowe	av	now	now	0
perceaue	perceaue	vvb	perceive	perceive	0
and	and	cc	and	and	0
knowe	knowe	vvi	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
thē	thē	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	d	that	that	0
ignoraunce	ignoraunce	n1	ignorance	ignorance	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
roote	roote	n1	root	root	0
of	of	pp-f	of	of	0
suche	suche	d	such	such	0
sinister	sinister	j	sinister	sinister	0
and	and	cc	and	and	0
choyse	choyse	n1	choice	choice	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
wyues	wyues	n2	wives	wife	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
so	so	av	so	so	0
greate	greate	j	great	great	0
debate	debate	n1	debate	debate	0
and	and	cc	and	and	0
stryfe	stryfe	n1	strife	strife	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
translated	translated	vvn	translated	translate	0
this	this	d	this	this	0
excellent	excellent	j	excellent	excellent	0
and	and	cc	and	and	0
fyne	fyne	j	fine	fine	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
Mayster	Mayster	n1	Master	master	0
Uiues	Uiues	np1	Uiues	Uiues	0
a	a	dt	a	a	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
moost	moost	av-ds	most	most	0
famous	famous	j	famous	famous	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
teache	teache	vvi	teach	teach	0
men	men	n2	men	man	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
choose	choose	vvi	choose	choose	0
theyr	theyr	po32	their	their	0
wyues	wyues	n2	wives	wife	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
loue	loue	vvi	love	love	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
intreate	intreate	vvi	entreat	entreat	0
them	them	pno32	them	they	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
with	with	p-acp	with	with	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
them	them	pno32	them	they	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	p-acp	to	to	0
araye	araye	n1	array	array	0
and	and	cc	and	and	0
semely	semely	j	seemly	seemly	0
to	to	pc-acp	to	to	0
apparell	apparell	vvi	apparel	apparel	0
them	them	pno32	them	they	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
chasten	chasten	vvi	chasten	chasten	0
and	and	cc	and	and	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
recte	recte	fw-la	recte	recte	0
them	them	pno32	them	they	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
absence	absence	n1	absence	absence	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
age	age	n1	age	age	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
theyr	theyr	po32	their	their	0
depar	depar	n1	depar	depar	0
∣	∣	sy	∣	∣	0
tynge	tynge	uh	ting	ting	0
vnto	vnto	p-acp	unto	unto	0
god	god	n1	god	god	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
syde	syde	n1	side	side	0
,	,	,	,	,	0
it	it	pn31	it	it	0
teacheth	teacheth	vvz	teaches	teach	0
your	your	po22	your	your	0
wyues	wyues	n2	wives	wife	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
feare	feare	vvi	fear	fear	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
god	god	n1	god	god	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
loue	loue	vvi	love	love	0
,	,	,	,	,	0
obey	obey	vvb	obey	obey	0
,	,	,	,	,	0
aud	aud	cc	and	and	0
serue	serue	vvi	serve	serve	0
theyr	theyr	po32	their	their	0
husbandes	husbandes	n2	husbands	husband	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
brynge	brynge	vvi	bring	bring	0
vp	vp	a-acp	up	up	0
and	and	cc	and	and	0
nourter	nourter	n1	nourter	nourter	0
theyr	theyr	po32	their	their	0
chyldren	chyldren	n2	children	child	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
an	an	dt	and	a	0
eye	eye	n1	eye	eye	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
husbandes	husbandes	ng1	husbands	husband	0
honestie	honestie	n1	honesty	honesty	0
and	and	cc	and	and	0
profyte	profyte	n1	profit	profit	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
be	be	vbi	be	be	0
learned	learned	j	learned	learned	0
or	or	cc	or	or	0
no	no	uh-dx	no	no	0
,	,	,	,	,	0
auctors	auctors	n2	actors	actor	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
company	company	n1	company	company	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
haunte	haunte	vvi	haunt	haunt	0
and	and	cc	and	and	0
auoyde	auoyde	vvi	avoid	avoid	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
kepe	kepe	vvi	keep	keep	0
theyr	theyr	po32	their	their	0
howses	howses	n2	houses	house	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
reporte	reporte	n1	report	report	0
,	,	,	,	,	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
cleane	cleane	av-j	clean	clean	0
and	and	cc	and	and	0
vndefiled	vndefiled	j	undefiled	undefiled	0
.	.	.	.	.	1
O	O	sy	O	o	0
how	how	q-crq	how	how	0
excellent	excellent	j	excellent	excellent	0
then	then	av	then	then	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
profitable	profitable	j	profitable	profitable	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
is	is	vbz	is	be	0
this	this	d	this	this	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
welthe	welthe	n1	wealth	wealth	0
bothe	bothe	av-d	both	both	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
and	and	cc	and	and	0
woman	woman	n1	woman	woman	0
,	,	,	,	,	0
&	&	cc	&	and	0
moste	moste	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
redde	redde	vvn	red	read	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
christians	christians	njpg2	christians	christian	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
desyre	desyre	n1	desire	desire	0
and	and	cc	and	and	0
seke	seke	vvi	seek	seek	0
to	to	pc-acp	to	to	0
lyue	lyue	vvi	live	live	0
quietly	quietly	av-jn	quietly	quiet	0
in	in	p-acp	in	in	0
matrimony	matrimony	n1	matrimony	matrimony	0
,	,	,	,	,	0
&	&	cc	&	and	0
ioyfully	ioyfully	av-j	joyfully	joyful	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
transitorye	transitorye	j	transitory	transitory	0
vale	vale	n1	vale	vale	0
and	and	cc	and	and	0
dungen	dungen	n1	dungeon	dungeon	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
misery	misery	n1	misery	misery	0
.	.	.	.	.	1
Reade	Reade	np1	Reade	Reade	0
it	it	pn31	it	it	0
ther	ther	a-acp	there	there	0
fore	fore	p-acp	before	before	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
leasure	leasure	n1	leisure	leisure	0
moste	moste	av-ds	most	most	0
worshypfull	worshypfull	j	worshipful	worshipful	0
syr	syr	n1	sir	sir	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
with	with	p-acp	with	with	0
iudgement	iudgement	n1	judgement	judgement	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
moste	moste	av-ds	most	most	0
meete	meete	j	meet	meet	0
and	and	cc	and	and	0
conuenient	conuenient	j	convenient	convenient	0
for	for	p-acp	for	for	0
al	al	d	all	all	0
that	that	cst	that	that	0
maye	maye	vmb	may	may	0
mary	mary	vvi	marry	marry	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
mai	mai	fw-gr	mai	mai	0
∣	∣	sy	∣	∣	0
stershyppe	stershyppe	n1	stershyppe	stershyppe	0
moste	moste	av-ds	most	most	0
frutefull	frutefull	j	fruitful	fruitful	0
,	,	,	,	,	0
&	&	cc	&	and	0
considerynge	considerynge	vvg	considering	considere	0
your	your	po22	your	your	0
present	present	j	present	present	0
estate	estate	n1	estate	estate	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
mooste	mooste	av-ds	most	most	0
neadefull	neadefull	j	neadefull	neadefull	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
ciricumspect	ciricumspect	j	ciricumspect	ciricumspect	0
ynoughe	ynoughe	av-d	enough	enough	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
election	election	n1	election	election	0
and	and	cc	and	and	0
choyse	choyse	n1	choice	choice	0
of	of	pp-f	of	of	0
her	her	pno31	her	she	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
a	a	dt	a	a	0
man	man	n1	man	man	0
cannot	cannot	vmbx	cannot	can	0
electe	electe	vvi	elect	elect	0
by	by	p-acp	by	by	0
gods	gods	ng1	gods	god	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
Mar.	Mar.	np1	Mar.	Mar.	0
x	x	crd	x	ten	0
tyll	tyll	p-acp	till	till	0
death	death	n1	death	death	0
them	them	pno32	them	they	0
departe	departe	vvi	depart	depart	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
refuse	refuse	vvi	refuse	refuse	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
fornication	fornication	n1	fornication	fornication	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
at	at	p-acp	at	at	0
no	no	dx	no	no	0
tyme	tyme	n1	time	time	0
(	(	(	(	(	0
she	she	pns31	she	she	0
beyngeLuc	beyngeLuc	np1	beyngeLuc	beyngeLuc	0
..	..	..	..	..	0
alyue	alyue	j	alive	alive	0
)	)	)	)	)	0
mary	mary	vvi	marry	marry	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
withoute	withoute	p-acp	without	without	0
the	the	dt	the	the	0
spot	spot	n1	spot	spot	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
adulteri	adulteri	fw-la	adulteri	adulteri	0
.	.	.	.	.	1
Counsell	Counsell	n1	Counsel	counsel	0
therfore	therfore	av	therefore	therefore	0
wyth	wyth	p-acp	with	with	0
Mayster	Mayster	n1	Master	master	0
Uiues	Uiues	np1	Uiues	Uiues	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
choose	choose	vvi	choose	choose	0
a	a	dt	a	a	0
wyfe	wyfe	n1	wife	wife	0
,	,	,	,	,	0
and	and	cc	and	and	0
choose	choose	vvi	choose	choose	0
her	her	pno31	her	she	0
,	,	,	,	,	0
that	that	cst	that	that	0
feareth	feareth	vvz	fears	fear	0
god	god	n1	god	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
wyll	wyll	vmb	will	will	0
be	be	vbi	be	be	0
obedient	obedient	j	obedient	obedient	0
and	and	cc	and	and	0
reformable	reformable	j	reformable	reformable	0
,	,	,	,	,	0
and	and	cc	and	and	0
suche	suche	d	such	such	0
a	a	dt	a	a	0
one	one	pi	one	one	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
geue	geue	vvi	give	give	0
no	no	dx	no	no	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
breache	breache	n1	breach	breach	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
diuorsement	diuorsement	n1	diuorsement	diuorsement	0
,	,	,	,	,	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
(	(	(	(	(	0
O	O	uh	Oh	oh	0
lorde	lorde	n1	lord	lord	0
)	)	)	)	)	0
is	is	vbz	is	be	0
