FRom	FRom	p-acp	FRom	from	0
happened	happened	vvn	happened	happen	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
month	month	n1	month	month	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
:	:	:	:	:	0
Such	Such	d	Such	such	0
was	was	vbds	was	be	0
that	that	d	that	that	0
Earth-quake	Earth-quake	n1	Earthquake	earthquake	0
at	at	p-acp	at	at	0
Constanti	Constanti	fw-la	Constanti	constanti	0
∣	∣	sy	∣	∣	0
nople	nople	n1	nople	nople	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
thirteen	thirteen	crd	thirteen	thirteen	0
thousand	thousand	crd	thousand	thousand	0
men	men	n2	men	man	0
were	were	vbdr	were	be	0
lost	lost	vvn	lost	lose	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
year	year	n1	year	year	0
1509	1509	crd	1509	1509	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
month	month	n1	month	month	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
month	month	n1	month	month	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
battel	battel	n1	battle	battle	0
was	was	vbds	was	be	0
fought	fought	vvn	fought	fight	0
at	at	p-acp	at	at	0
Actium	Actium	np1	Actium	Actium	0
,	,	,	,	,	0
ten	ten	crd	ten	ten	0
thousand	thousand	crd	thousand	thousand	0
men	men	n2	men	man	0
perished	perished	vvn	perished	perish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
of	of	pp-f	of	of	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
lestine	lestine	vvb	lestine	lestine	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Earthquake	Earthquake	n1	Earthquake	earthquake	0
.	.	.	.	.	1
The	The	dt	The	the	0
Victory	Victory	n1	Victory	victory	0
of	of	pp-f	of	of	0
Augustus	Augustus	np1	Augustus	Augustus	0
also	also	av	also	also	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
Antonius	Antonius	np1	Antonius	Antonius	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bat	bat	n1	bat	bat	0
∣	∣	sy	∣	∣	0
tel	tel	vvb	tell	tell	0
of	of	pp-f	of	of	0
Actium	Actium	np1	Actium	Actium	0
,	,	,	,	,	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
tained	tained	vvn	tained	tain	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
second	second	ord	second	second	0
of	of	pp-f	of	of	0
Sep	Sep	np1	Sep	Sep	0
∣	∣	sy	∣	∣	0
tember	tember	n1	tember	tember	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
victory	victory	n1	victory	victory	0
the	the	dt	the	the	0
Empire	Empire	n1	Empire	empire	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
East	East	n1	East	east	0
and	and	cc	and	and	0
West	West	n1	West	west	0
,	,	,	,	,	0
fell	fell	vvd	fell	fall	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Augustus	Augustus	np1	Augustus	Augustus	0
,	,	,	,	,	0
himself	himself	px31	himself	himself	0
alone	alone	av-j	alone	alone	0
.	.	.	.	.	1
The	The	dt	The	the	0
third	third	ord	third	three	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
month	month	n1	month	month	0
the	the	dt	the	the	0
Macedonian	Macedonian	jp	Macedonian	macedonian	0
Empire	Empire	n1	Empire	empire	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
so	so	av	so	so	0
long	long	av-j	long	long	0
flourished	flourished	vvn	flourished	flourish	0
,	,	,	,	,	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
Paulus	Paulus	np1	Paulus	Paulus	0
Aemilius	Aemilius	np1	Aemilius	Aemilius	0
changed	changed	vvn	changed	change	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
great	great	j	great	great	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dom	dom	zz	dom	dom	0
into	into	p-acp	into	into	0
divers	divers	j	diverse	diverse	0
popular	popular	j	popular	popular	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
states	states	n2	states	state	0
:	:	:	:	:	0
the	the	dt	the	the	0
King	King	n1	King	king	0
Persius	Persius	np1	Persius	Persius	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
overcome	overcome	vvn	overcome	overcome	0
and	and	cc	and	and	0
ta	ta	dt	ta	a	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
prisoner	prisoner	n1	prisoner	prisoner	0
:	:	:	:	:	0
Sultan	Sultan	n1	Sultan	sultan	0
Soliman	Soliman	np1	Soliman	Soliman	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
like	like	j	like	like	0
day	day	n1	day	day	0
took	took	vvd	took	take	0
Buda	Buda	np1	Buda	Buda	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Hungaria	Hungaria	np1	Hungaria	Hungaria	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
.	.	.	.	.	1
The	The	dt	The	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
and	and	cc	and	and	0
month	month	n1	month	month	0
Rhoderick	Rhoderick	np1	Rhoderick	Rhoderick	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Spain	Spain	np1	Spain	Spain	0
,	,	,	,	,	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Moors	Moors	n2	Moors	moor	0
overcome	overcome	vvn	overcome	overcome	0
,	,	,	,	,	0
and	and	cc	and	and	0
driven	driven	vvn	driven	drive	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
wrought	wrought	vvd	wrought	wrought	0
a	a	dt	a	a	0
strange	strange	j	strange	strange	0
alteration	alteration	n1	alteration	alteration	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Monarchy	Monarchy	n1	Monarchy	monarchy	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
month	month	n1	month	month	0
revolving	revolving	vvg	revolving	revolve	0
,	,	,	,	,	0
Lewis	Lewis	np1	Lewis	Lewis	0
the	the	dt	the	the	0
twelfth	twelfth	ord	twelfth	twelve	0
the	the	dt	the	the	0
French	French	jp	French	french	0
King	King	n1	King	king	0
took	took	vvd	took	take	0
the	the	dt	the	the	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Milan	Milan	np1	Milan	Milan	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Lewis	Lewis	np1	Lewis	Lewis	0
Sphortia	Sphortia	np1	Sphortia	Sphortia	0
Duke	Duke	n1	Duke	duke	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
deprived	deprived	vvd	deprived	deprive	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
state	state	n1	state	state	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
like	like	j	like	like	0
day	day	n1	day	day	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
fifth	fifth	ord	fifth	five	0
passed	passed	vvd	passed	pass	0
over	over	a-acp	over	over	0
into	into	p-acp	into	into	0
Affrica	Affrica	np1	Affrica	Africa	0
,	,	,	,	,	0
and	and	cc	and	and	0
invaded	invaded	vvd	invaded	invade	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
Algiers	Algiers	np1	Algiers	Algiers	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
third	third	ord	third	three	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
year	year	n1	year	year	0
1658.	1658.	crd	1658.	1658.	0
dyed	dyed	vvn	died	dye	0
O.	O.	np1	O.	O.	0
Crom	Crom	n1	Crom	crumb	0
∣	∣	sy	∣	∣	0
wel	wel	av	well	well	0
:	:	:	:	:	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
very	very	j	very	very	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
month	month	n1	month	month	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
gotten	gotten	vvn	got	get	0
two	two	crd	two	two	0
notable	notable	j	notable	notable	0
Victories	Victories	n2	Victories	victory	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
at	at	p-acp	at	at	0
Dunbar	Dunbar	np1	Dunbar	Dunbar	0
in	in	p-acp	in	in	0
Scot	Scot	n1	Scot	scot	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
1650.	1650.	crd	1650.	1650.	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
at	at	p-acp	at	at	0
Worcester	Worcester	np1	Worcester	Worcester	0
,	,	,	,	,	0
Anno	Anno	fw-la	Anno	anno	0
1651.	1651.	crd	1651.	1651.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
fourth	fourth	ord	fourth	four	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
dyed	dyed	vvd	died	die	0
Sultan	Sultan	n1	Sultan	sultan	0
Solyman	Solyman	np1	Solyman	Solyman	0
before	before	p-acp	before	before	0
Sigeth	Sigeth	vvz	Sigeth	sige	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
strongest	strongest	js	strongest	strong	0
holds	holds	n2	holds	hold	0
of	of	pp-f	of	of	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stendome	stendome	n1	stendome	stendome	0
,	,	,	,	,	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Turks	Turks	n2	Turks	turk	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
seventh	seventh	ord	seventh	seven	0
day	day	n1	day	day	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
the	the	dt	the	the	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
month	month	n1	month	month	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Romans	Romans	njp2	Roman	roman	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Xiphilinus	Xiphilinus	np1	Xiphilinus	Xiphilinus	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
clareth	clareth	vvz	clareth	clare	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
ninth	ninth	ord	ninth	nine	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
,	,	,	,	,	0
Alexander	Alexander	np1	Alexander	Alexander	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
at	at	p-acp	at	at	0
Arbela	Arbela	np1	Arbela	Arbela	0
overthrew	overthrew	vvd	overthrew	overthrow	0
Darius	Darius	npg1	Darius	Darius	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Army	Army	n1	Army	army	0
of	of	pp-f	of	of	0
four	four	crd	four	four	0
hundred	hundred	crd	hundred	hundred	0
thousand	thousand	crd	thousand	thousand	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
joyned	joyned	vvn	joined	join	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
own	own	d	own	own	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
year	year	n1	year	year	0
1544.	1544.	crd	1544.	1544.	1
James	James	np1	James	James	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Scots	Scots	np2	Scots	Scot	0
,	,	,	,	,	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
English	English	jp	English	english	0
∣	∣	sy	∣	∣	0
men	men	n2	men	man	0
slain	slain	vvn	slave	slay	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Army	Army	n1	Army	army	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
verthrown	verthrown	j	verthrown	verthrown	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
tenth	tenth	ord	tenth	ten	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
,	,	,	,	,	0
John	John	np1	John	John	0
Duke	Duke	n1	Duke	duke	0
of	of	pp-f	of	of	0
Burgundy	Burgundy	np1	Burgundy	Burgundy	0
was	was	vbds	was	be	0
slain	slain	vvn	slave	slay	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
commandment	commandment	n1	commandment	commandment	0
of	of	pp-f	of	of	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
seventh	seventh	ord	seventh	seven	0
,	,	,	,	,	0
whence	whence	c-crq	whence	whence	0
arose	arose	vvd	arose	arise	0
great	great	j	great	great	0
Wars	Wars	n2	Wars	war	0
throughout	throughout	p-acp	throughout	throughout	0
all	all	d	all	all	0
France	France	np1	France	France	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
like	like	j	like	like	0
day	day	n1	day	day	0
and	and	cc	and	and	0
month	month	n1	month	month	0
was	was	vbds	was	be	0
Peter	Peter	np1	Peter	Peter	0
Louys	Louys	np1	Louys	Louys	0
the	the	dt	the	the	0
Tyrant	Tyrant	n1	Tyrant	tyrant	0
of	of	pp-f	of	of	0
Placenzza	Placenzza	np1	Placenzza	Placenzza	0
slain	slain	vvn	slave	slay	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Conspiratours	Conspiratours	n2	Conspirators	conspirator	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
ele	ele	uh	ele	ele	0
∣	∣	sy	∣	∣	0
venth	venth	n1	venth	venth	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
the	the	dt	the	the	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
leology	leology	n1	leology	leology	0
the	the	dt	the	the	0
Greek	Greek	jp	Greek	greek	0
Emperors	Emperors	n2	Emperor's	emperor	0
tooke	tooke	vvd	took	take	0
the	the	dt	the	the	0
Imperial	Imperial	j-jn	Imperial	imperial	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
and	and	cc	and	and	0
drave	drave	vvd	drave	drive	0
out	out	av	out	out	0
thence	thence	av	thence	thence	0
the	the	dt	the	the	0
Earls	Earls	n2	Earls	earl	0
of	of	pp-f	of	of	0
Flan	Flan	np1	Flan	Flan	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
there	there	a-acp	there	there	0
possessed	possessed	vvn	possessed	possess	0
the	the	dt	the	the	0
Empire	Empire	n1	Empire	empire	0
560	560	crd	560	560	0
years	years	n2	years	year	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
fourteenth	fourteenth	ord	fourteenth	fourteenth	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
Sep	Sep	np1	Sep	Sep	0
∣	∣	sy	∣	∣	0
tember	tember	n1	tember	tember	0
,	,	,	,	,	0
the	the	dt	the	the	0
Switzers	Switzers	np2	Switzers	Swisser	0
were	were	vbdr	were	be	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
great	great	j	great	great	0
slaughter	slaughter	n1	slaughter	slaughter	0
over	over	p-acp	over	over	0
∣	∣	sy	∣	∣	0
thrown	thrown	vvn	thrown	throw	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
French	French	jp	French	french	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Expedition	Expedition	n1	Expedition	expedition	0
of	of	pp-f	of	of	0
Merignan	Merignan	np1	Merignan	Merignan	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
self-same	self-same	j	selfsame	selfsame	0
day	day	n1	day	day	0
also	also	av	also	also	0
the	the	dt	the	the	0
Turk's	Turk's	npg1	Turk's	Turk	0
great	great	j	great	great	0
Army	Army	n1	Army	army	0
besieged	besieged	vvn	besieged	besiege	0
Vienna	Vienna	np1	Vienna	Vienna	0
the	the	dt	the	the	0
Metropolitical	Metropolitical	j	Metropolitical	metropolitical	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Austria	Austria	np1	Austria	Austria	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
venteenth	venteenth	n1	venteenth	venteenth	0
day	day	n1	day	day	0
,	,	,	,	,	0
the	the	dt	the	the	0
French	French	jp	French	french	0
Army	Army	n1	Army	army	0
was	was	vbds	was	be	0
overthrown	overthrown	vvn	overthrown	overthrow	0
at	at	p-acp	at	at	0
Poictiers	Poictiers	np1	Poictiers	Poitiers	0
,	,	,	,	,	0
and	and	cc	and	and	0
King	King	n1	King	king	0
John	John	np1	John	John	0
himself	himself	px31	himself	himself	0
taken	taken	vvn	taken	take	0
Prisoner	Prisoner	n1	Prisoner	prisoner	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
English	English	jp	English	english	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
month	month	n1	month	month	0
A.	A.	np1	A.	A.	0
D.	D.	np1	D.	D.	0
1575	1575	crd	1575	1575	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
Fleet	Fleet	n1	Fleet	fleet	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
great	great	j	great	great	0
slaughter	slaughter	n1	slaughter	slaughter	0
overthrew	overthrew	vvd	overthrew	overthrow	0
the	the	dt	the	the	0
Turk's	Turk's	np1	Turk's	Turk	0
great	great	j	great	great	0
Fleet	Fleet	n1	Fleet	fleet	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
battel	battel	n1	battle	battle	0
of	of	pp-f	of	of	0
Lepanto	Lepanto	np1	Lepanto	Lepanto	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
month	month	n1	month	month	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
ninth	ninth	ord	ninth	nine	0
,	,	,	,	,	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Subjects	Subjects	n2-jn	Subject's	subject	0
assailed	assailed	vvd	assailed	assail	0
near	near	av-j	near	near	0
unto	unto	p-acp	unto	unto	0
Meaux	Meaux	np1	Meaux	Meaux	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
by	by	p-acp	by	by	0
speedy	speedy	j	speedy	speedy	0
flight	flight	n1	flight	flight	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Switzers	Switzers	np2	Switzers	Swisser	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
hardly	hardly	av	hardly	hardly	0
with	with	p-acp	with	with	0
life	life	n1	life	life	0
escaped	escaped	vvd	escaped	escape	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Conspiratours	Conspiratours	n2	Conspirators	conspirator	0
.	.	.	.	.	1
A.	A.	np1	A.	A.	0
D.	D.	np1	D.	D.	0
1567.	1567.	crd	1567.	1567.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
self-same	self-same	d	selfsame	selfsame	0
day	day	n1	day	day	0
,	,	,	,	,	0
month	month	n1	month	month	0
and	and	cc	and	and	0
year	year	n1	year	year	0
,	,	,	,	,	0
Henry	Henry	np1	Henry	Henry	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Sweden	Sweden	np1	Sweden	Sweden	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
rebellious	rebellious	j	rebellious	rebellious	0
Subjects	Subjects	n2-jn	Subject's	subject	0
dispoiled	dispoiled	vvn	despoiled	despoil	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Estate	Estate	n1	Estate	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
cast	cast	vvd	cast	cast	0
into	into	p-acp	into	into	0
Prison	Prison	n1	Prison	prison	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
eighteenth	eighteenth	ord	eighteenth	eighteenth	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
Bulloign	Bulloign	vvi	Bulloign	bulloign	0
was	was	vbds	was	be	0
surrendred	surrendred	vvn	surrendered	surrender	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
English	English	jp	English	english	0
.	.	.	.	.	1
Ʋpon	Ʋpon	np1	Ʋpon	Ʋpon	0
the	the	dt	the	the	0
like	like	j	like	like	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
month	month	n1	month	month	0
,	,	,	,	,	0
Bajazet	Bajazet	np1	Bajazet	Bajazet	0
at	at	p-acp	at	at	0
Nicopolis	Nicopolis	np1	Nicopolis	Nicopolis	0
overthrew	overthrew	vvd	overthrew	overthrow	0
a	a	dt	a	a	0
great	great	j	great	great	0
Army	Army	n1	Army	army	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
hundred	hundred	crd	hundred	hundred	0
thousand	thousand	crd	thousand	thousand	0
men	men	n2	men	man	0
.	.	.	.	.	1
And	And	cc	And	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
Saladine	Saladine	np1	Saladine	Saladine	0
took	took	vvd	took	take	0
the	the	dt	the	the	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
rusalem	rusalem	fw-la	rusalem	rusalem	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
which	which	r-crq	which	which	0
Pompey	Pompey	np1	Pompey	Pompey	0
had	had	vhd	had	have	0
before	before	a-acp	before	before	0
