OF	OF	pp-f	OF	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
gifts	gifts	n2	gifts	gift	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
mercie	mercie	n1	mercy	mercy	0
hath	hath	vhz	hath	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
employ	employ	vvi	employ	employ	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mainte	mainte	n1	mainte	mainte	0
∣	∣	sy	∣	∣	0
nance	nance	n1	nance	nance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
her	her	po31	her	her	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
both	both	d	both	both	0
high	high	j	high	high	0
and	and	cc	and	and	0
lowe	lowe	j	low	low	0
,	,	,	,	,	0
receaue	receaue	vvb	receive	receive	0
the	the	dt	the	the	0
assu	assu	fw-fr	assu	assu	0
∣	∣	sy	∣	∣	0
raunce	raunce	n1	raunce	raunce	0
of	of	pp-f	of	of	0
spirituall	spirituall	j	spiritual	spiritual	0
blessings	blessings	n2	blessings	blessing	0
,	,	,	,	,	0
sealed	sealed	vvn	sealed	seal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
euerlasting	euerlasting	j	everlasting	everlasting	0
kingdome	kingdome	n1	kingdom	kingdom	0
?	?	?	?	?	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
shewed	shewed	vvn	showed	show	0
most	most	ds	most	most	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
defendeth	defendeth	vvz	defendeth	defend	0
his	his	po31	his	his	0
spowse	spowse	n1	spouse	spouse	0
,	,	,	,	,	0
&	&	cc	&	and	0
hath	hath	vhz	hath	have	0
bewtified	bewtified	vvn	beautified	beautify	0
her	her	pno31	her	she	0
with	with	p-acp	with	with	0
giftes	giftes	n2	gifts	gift	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
¦	¦	sy	¦	¦	0
boue	boue	p-acp	above	above	0
,	,	,	,	,	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
defiled	defiled	vvn	defiled	defile	0
spowse	spowse	n1	spouse	spouse	0
,	,	,	,	,	0
chast	chast	j	chaste	chaste	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
so	so	av	so	so	0
this	this	d	this	this	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
greatest	greatest	js	greatest	great	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
state	state	n1	state	state	0
or	or	cc	or	or	0
condition	condition	n1	condition	condition	0
so	so	av	so	so	0
euer	euer	av	ever	ever	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
munion	munion	n1	munion	munion	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
his	his	po31	his	his	0
members	members	n2	members	member	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
it	it	pn31	it	it	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
gouerne	gouerne	vvi	govern	govern	0
it	it	pn31	it	it	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
great	great	j	great	great	0
and	and	cc	and	and	0
euerlasting	euerlasting	j	everlasting	everlasting	0
saluati	saluati	n1	salvati	salvati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
life	life	n1	life	life	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
head	head	n1	head	head	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
saluation	saluation	n1	salvation	salvation	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
as	as	p-acp	as	as	0
syncere	syncere	j	sincere	sincere	0
doctrine	doctrine	n1	doctrine	doctrine	0
is	is	vbz	is	be	0
professed	professed	vvn	professed	profess	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
shineth	shineth	vvz	shines	shine	0
and	and	cc	and	and	0
dwel	dwel	vvi	dwell	dwell	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
holy	holy	j	holy	holy	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
children	children	n2	children	child	0
towards	towards	p-acp	towards	towards	0
their	their	po32	their	their	0
father	father	n1	father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
seruauntes	seruauntes	n2	servants	servant	0
towards	towards	p-acp	towards	towards	0
their	their	po32	their	their	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
framed	framed	vvn	framed	frame	0
and	and	cc	and	and	0
confor	confor	j	confor	confor	0
∣	∣	sy	∣	∣	0
med	med	vvd	med	m	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
will	will	n1	will	will	0
,	,	,	,	,	0
alwayes	alwayes	av	always	always	0
appeareth	appeareth	vvz	appears	appear	0
and	and	cc	and	and	0
sheweth	sheweth	vvz	shows	show	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
cal	cal	vvb	call	call	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
his	his	po31	his	his	0
howse	howse	n1	house	house	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
husband	husband	n1	husband	husband	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
housholder	housholder	n1	householder	householder	0
and	and	cc	and	and	0
master	master	n1	master	master	0
that	that	cst	that	that	0
ru	ru	fw-fr	ru	ru	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
down	down	a-acp	down	down	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
orders	orders	n2	order	order	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
children	children	n2	children	child	0
and	and	cc	and	and	0
familie	familie	n1	family	family	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
intollerable	intollerable	j	intolerable	intolerable	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
not	not	xx	not	not	0
blas	blas	fw-es	blas	blas	0
∣	∣	sy	∣	∣	0
phemie	phemie	n1	phemie	phemie	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
dare	dare	vvi	dare	dare	0
to	to	pc-acp	to	to	0
alter	alter	vvi	altar	alter	0
or	or	cc	or	or	0
chaunge	chaunge	vvi	change	change	0
the	the	dt	the	the	0
least	least	ds	least	least	0
iote	iote	n1	jot	jot	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
will	will	n1	will	will	0
.	.	.	.	.	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Kinge	Kinge	n1	King	king	0
and	and	cc	and	and	0
Pastor	Pastor	n1	Pastor	pastor	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Luke	Luke	av	Lycia	luke	0
12.4	12.4	crd	12.4	12.4	0
.	.	.	.	.	0
and	and	cc	and	and	0
his	his	po31	his	his	0
friendes	friendes	n2	friends	friend	0
stande	stande	vvi	stand	stand	0
and	and	cc	and	and	0
heare	heare	vvi	hear	hear	0
him	him	pno31	him	he	0
:	:	:	:	:	0
Io.	Io.	np1	Io.	Io.	1
10.4.5	10.4.5	crd	10.4.5	10.4.5	0
.	.	.	.	.	0
his	his	po31	his	his	0
sheepe	sheepe	n1	sheep	sheep	0
followe	followe	vvi	follow	follow	0
his	his	po31	his	his	0
voice	voice	n1	voice	voice	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
straunger	straunger	n1	stranger	stranger	0
.	.	.	.	.	1
They	They	pns32	They	they	0
loue	loue	vvb	love	love	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
keepe	keepe	vvz	keep	keep	0
his	his	po31	his	his	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
beautifi	beautifi	n2	beautifi	beautifi	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
them	them	pno32	them	they	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
as	as	c-acp	as	as	0
guestes	guestes	n2	guests	guest	0
&	&	cc	&	and	0
stran	stran	vvd	stran	stran	0
∣	∣	sy	∣	∣	0
gers	gers	zz	gers	gers	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
Citizens	Citizens	n2	Citizens	citizen	0
and	and	cc	and	and	0
Saintes	Saintes	n2	Saints	saint	0
,	,	,	,	,	0
Ephes.	Ephes.	np1	Ephes.	Ephes.	1
2.19	2.19	crd	2.19	2.19	0
.	.	.	.	.	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
housholde	housholde	n1	household	household	0
.	.	.	.	.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
flie	flie	vvb	fly	fly	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
cloudes	cloudes	n2	clouds	cloud	0
,	,	,	,	,	0
(	(	(	(	(	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
dispersed	dispersed	vvd	dispersed	disperse	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
)	)	)	)	)	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
mounte	mounte	n1	mount	mount	0
vp	vp	a-acp	up	up	0
as	as	p-acp	as	as	0
Doues	Doues	n2	Doves	dove	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
windowe	windowe	n1	window	window	0
.	.	.	.	.	1
Esay	Esay	np1	Esay	Easie	0
.	.	.	.	.	1
60.8	60.8	crd	60.8	60.8	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
both	both	av-d	both	both	0
called	called	vvn	called	call	0
&	&	cc	&	and	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
liuing	liuing	j-vvg	living	live	0
God,1	God,1	np1	God,1	God,1	0
.	.	.	.	.	1
Timot.	Timot.	np1	Timot.	Timot.	0
3.15	3.15	crd	3.15	3.15	0
.	.	.	.	.	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
and	and	cc	and	and	0
piller	piller	n1	pillar	pillar	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
,	,	,	,	,	0
the	the	dt	the	the	0
keeper	keeper	n1	keeper	keeper	0
&	&	cc	&	and	0
tea	tea	crd	tea	ten	0
∣	∣	sy	∣	∣	0
cher	cher	fw-fr	cher	cher	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
,	,	,	,	,	0
clensed	clensed	vvd	cleansed	cleanse	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
pretious	pretious	j	precious	precious	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
particular	particular	j	particular	particular	0
syna	syna	n1	syna	syna	0
∣	∣	sy	∣	∣	0
gogue	gogue	n1	gogue	gogue	0
,	,	,	,	,	0
whorish	whorish	j	whorish	whorish	0
and	and	cc	and	and	0
disobedient	disobedient	j	disobedient	disobedient	0
,	,	,	,	,	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
filthy	filthy	j	filthy	filthy	0
,	,	,	,	,	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
rebellion	rebellion	n1	rebellion	rebellion	0
and	and	cc	and	and	0
falsehood	falsehood	n1	falsehood	falsehood	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
that	that	d	that	that	0
synagogue	synagogue	n1	synagogue	synagogue	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
her	her	po31	her	her	0
first	first	ord	first	first	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
loue	loue	n1	love	love	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
although	although	cs	although	although	0
the	the	dt	the	the	0
Papists	Papists	njp2	Papists	papist	0
would	would	vmd	would	will	0
aduāce	aduāce	vvi	advance	advance	0
aboue	aboue	p-acp	above	above	0
the	the	dt	the	the	0
skies	skies	n2	skies	sky	0
,	,	,	,	,	0
(	(	(	(	(	0
alwaies	alwaies	av	always	always	0
like	like	j	like	like	0
Cuckowes	Cuckowes	n2	Cuckoos	cuckoo	0
singing	singing	vvg	singing	sing	0
one	one	crd	one	one	0
&	&	cc	&	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
songe	songe	n1	song	song	0
,	,	,	,	,	0
and	and	cc	and	and	0
shamelesly	shamelesly	av-j	shamelessly	shameless	0
begging	begging	vvg	begging	beg	0
yt	yt	pn31	that	it	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
chiefly	chiefly	av-jn	chiefly	chief	0
proue	proue	vvi	prove	prove	0
:	:	:	:	:	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
neuer	neuer	av-x	never	never	0
be	be	vbi	be	be	0
able	able	j	able	able	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
burst	burst	vvd	burst	burst	0
their	their	po32	their	their	0
harts	harts	n2	hearts	heart	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
either	either	d	either	either	0
the	the	dt	the	the	0
Catholique	Catholique	jp	Catholic	catholique	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
they	they	pns32	they	they	0
maintaine	maintaine	vvb	maintain	maintain	0
another	another	j-jn	another	another	0
head	head	n1	head	head	0
besides	besides	p-acp	beside	beside	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
another	another	j-jn	another	another	0
worde	worde	n1	word	word	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
vn	vn	fw-it	vn	un	0
∣	∣	sy	∣	∣	0
written	written	vvn	written	write	0
verities	verities	n2	verities	verity	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
absurde	absurde	j	absurd	absurd	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
truthes	truthes	ng1	truths	truth	0
,	,	,	,	,	0
preferring	preferring	vvg	preferring	prefer	0
the	the	pno32	thee	they	0
commaunde	commaunde	vvi	command	command	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
sinnefull	sinnefull	j	sinful	sinful	0
man	man	n1	man	man	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
chaungeable	chaungeable	j	changeable	changeable	0
and	and	cc	and	and	0
euerlasting	euerlasting	j	everlasting	everlasting	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
truely	truely	av-j	truly	true	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
a	a	dt	a	a	0
little	little	j	little	little	0
won	won	n1	wone	wone	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
madnesse	madnesse	n1	madness	madness	0
is	is	vbz	is	be	0
entred	entred	vvn	entered	enter	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
braines	braines	n2	brains	brain	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
Owles	Owles	n2	Owls	owl	0
faces	faces	n2	faces	face	0
,	,	,	,	,	0
they	they	pns32	they	they	0
dare	dare	vvb	dare	dare	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
open	open	j	open	open	0
lighte	lighte	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
schritch	schritch	n1	schritch	screech	0
forth	forth	av	forth	forth	0
their	their	po32	their	their	0
olde	olde	j	old	old	0
absurdities	absurdities	n2	absurdities	absurdity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
now	now	av	now	now	0
after	after	c-acp	after	after	0
the	the	dt	the	the	0
great	great	j	great	great	0
instruction	instruction	n1	instruction	instruction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
thrust	thrust	vvi	thrust	thrust	0
forth	forth	av	forth	forth	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
past	past	j	past	past	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
lead	lead	vvb	led	lead	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
darke	darke	j	dark	dark	0
)	)	)	)	)	0
their	their	po32	their	their	0
counterfaite	counterfaite	vvi	counterfeit	counterfeit	0
ware	ware	vvd	beware	wear	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
deceaue	deceaue	vvi	deceive	deceive	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
turne	turne	vvb	turn	turn	0
vs	vs	pno12	us	we	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
way	way	n1	way	way	0
