1.	1.	crd	1.	1.	1
needfull	needfull	j	needful	needful	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
visible	visible	j	visible	visible	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
proue	proue	vvb	prove	prove	0
,	,	,	,	,	0
God's	God's	npg1	God's	God	0
arrow	arrow	n1	arrow	arrow	0
against	against	p-acp	against	against	0
God's	God's	npg1	God's	God	0
enemyes	enemyes	n2	enemies	enemy	0
by	by	p-acp	by	by	0
Hen	Hen	n1	Hen	hen	0
Smith	Smith	n1	Smith	smith	0
.	.	.	.	.	1
Cap.	Cap.	np1	Cap.	Cap.	0
5.	5.	crd	5.	5.	1
Fulke	Fulke	n1	Fulke	fulke	0
Apoc.	Apoc.	np1	Apoc.	Apoc.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
12.	12.	crd	12.	12.	0
because	because	p-acp	because	because	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
Elias	Elias	np1	Elias	Elias	0
it	it	pn31	it	it	0
perished	perished	vvd	perished	perish	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
left	left	vvn	left	leave	0
alone	alone	av-j	alone	alone	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Apoca	Apoca	np1	Apoca	Apoca	0
∣	∣	sy	∣	∣	0
lyps	lyps	n2	lips	lip	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Woman	Woman	n1	Woman	woman	0
shall	shall	vmb	shall	shall	0
fly	fly	vvi	fly	fly	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
desert	desert	n1	desert	desert	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
say	say	vvb	say	say	0
they	they	pns32	they	they	0
is	is	vbz	is	be	0
all	all	d	all	all	0
one	one	pi	one	one	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
inuisible	inuisible	j	invisible	invisible	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
now	now	av	now	now	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
seeme	seeme	vvi	seem	seem	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
your	your	po22	your	your	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
somewhat	somewhat	av	somewhat	somewhat	0
a	a	dt	a	a	0
better	better	jc	better	better	0
man	man	n1	man	man	0
then	then	cs	then	than	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
gone	gone	vvn	gone	go	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
will	will	vmb	will	will	0
needs	needs	av	needs	needs	0
take	take	vvi	take	take	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
where	where	c-crq	where	where	0
your	your	po22	your	your	0
Church	Church	n1	Church	church	0
was	was	vbds	was	be	0
before	before	p-acp	before	before	0
Luther	Luther	np1	Luther	Luther	0
.	.	.	.	.	1
Wherein	Wherein	c-crq	Wherein	wherein	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
soe	soe	av	so	so	0
glorious	glorious	j	glorious	glorious	0
and	and	cc	and	and	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
fident	fident	j	fident	fident	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
stile	stile	n1	style	stile	0
your	your	po22	your	your	0
booke	booke	n1	book	book	0
a	a	dt	a	a	0
safe	safe	j	safe	safe	0
way	way	n1	way	way	0
leadinge	leadinge	vvg	leading	lead	0
all	all	d	all	all	0
Christians	Christians	np1	Christians	Christians	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
true	true	j	true	true	0
,	,	,	,	,	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
cient	cient	n1	cient	cient	0
,	,	,	,	,	0
and	and	cc	and	and	0
Catholique	Catholique	jp	Catholic	catholique	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
now	now	av	now	now	0
professed	professed	vvn	professed	profess	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
you	you	pn22	you	you	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
dertake	dertake	vvb	dertake	dertake	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
testimo	testimo	fw-la	testimo	testimo	0
∣	∣	sy	∣	∣	0
nies	nies	n2	nies	nie	0
and	and	cc	and	and	0
confessions	confessions	n2	confessions	confession	0
euen	euen	av	even	even	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
best	best	js	best	best	0
learned	learned	j	learned	learned	0
aduersaries	aduersaries	n2	adversaries	adversary	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Which	Which	r-crq	Which	which	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
long	long	av-j	long	long	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
gained	gained	vvd	gained	gain	0
you	you	pn22	you	you	0
much	much	d	much	much	0
fame	fame	n1	fame	fame	0
among	among	p-acp	among	among	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
sect	sect	n1	sect	sect	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
amonge	amonge	p-acp	among	among	0
Catholiques	Catholiques	njp2	Catholics	catholic	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
seemed	seemed	vvn	seemed	seem	0
of	of	pp-f	of	of	0
soe	soe	av	so	so	0
small	small	j	small	small	0
account	account	n1	account	account	0
as	as	p-acp	as	as	0
noe	noe	dx	no	no	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
all	all	d	all	all	0
this	this	d	this	this	0
while	while	n1	while	while	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
worth	worth	n1	worth	worth	0
the	the	dt	the	the	0
answearing	answearing	vvg	answering	answer	0
,	,	,	,	,	0
thinking	thinking	vvg	thinking	think	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
best	best	js	best	best	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
answeare	answeare	n1	answer	answer	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
toyes	toyes	n2	toys	toy	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
them	them	pno32	them	they	0
dye	dye	vvi	die	dye	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
springe	springe	n1	spring	springe	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
since	since	c-acp	since	since	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
conceiuing	conceiuing	vvg	conceiving	conceive	0
this	this	d	this	this	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
silence	silence	n1	silence	silence	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
hauing	hauing	vhg	having	have	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
guard	guard	n1	guard	guard	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
credit	credit	n1	credit	credit	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
les	les	fw-fr	les	les	0
∣	∣	sy	∣	∣	0
se	se	zz	se	se	0
impaired	impaired	vvn	impaired	impair	0
by	by	p-acp	by	by	0
silence	silence	n1	silence	silence	0
then	then	av	then	then	0
writing	writing	vvg	writing	write	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
still	still	av	still	still	0
printing	printing	vvg	printing	print	0
and	and	cc	and	and	0
reprinting	reprinting	vvg	reprinting	reprint	0
this	this	d	this	this	0
your	your	po22	your	your	0
wise	wise	j	wise	wise	0
peece	peece	n1	piece	piece	0
of	of	pp-f	of	of	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
it	it	pn31	it	it	0
some	some	d	some	some	0
answea	answea	n1	answea	answea	0
∣	∣	sy	∣	∣	0
re	re	zz	re	re	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
though	though	cs	though	though	0
my	my	po11	my	my	0
intention	intention	n1	intention	intention	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
only	only	j	only	only	0
to	to	pc-acp	to	to	0
satisfye	satisfye	vvi	satisfy	satisfy	0
a	a	dt	a	a	0
priuate	priuate	j	private	private	0
freind	freind	n1	friend	friend	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
somewhat	somewhat	av	somewhat	somewhat	0
stumbled	stumbled	vvn	stumbled	stumble	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
gathering	gathering	vvg	gathering	gather	0
some	some	d	some	some	0
few	few	d	few	few	0
corruptiōs	corruptiōs	n2	corruptions	corruption	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
hee	hee	pns31	he	he	0
might	might	vmd	might	may	0
guesse	guesse	vvi	guess	guess	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
;	;	;	;	;	0
Yet	Yet	av	Yet	yet	0
coming	coming	vvg	coming	come	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
your	your	po22	your	your	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
the	the	dt	the	the	0
very	very	j	very	very	0
choyce	choyce	n1	choice	choice	0
hard	hard	av-j	hard	hard	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
aboundance	aboundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
corruptions	corruptions	n2	corruptions	corruption	0
;	;	;	;	;	0
and	and	cc	and	and	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
dering	dering	j-vvg	dering	dere	0
that	that	cst	that	that	0
many	many	d	many	many	0
conceiued	conceiued	vvd	conceived	conceive	0
highly	highly	av-j	highly	high	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
answeared	answeared	vvn	answered	answer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
resolued	resolued	vvd	resolved	resolve	0
vpon	vpon	p-acp	upon	upon	0
a	a	dt	a	a	0
little	little	j	little	little	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
re	re	fw-mi	re	re	0
full	full	j	full	full	0
answeare	answeare	n1	answer	answer	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
one	one	crd	one	one	0
freind	freind	n1	friend	friend	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
also	also	av	also	also	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
may	may	vmb	may	may	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ue	ue	zz	ue	ue	0
conceiued	conceiued	vvd	conceived	conceive	0
the	the	dt	the	the	0
like	like	j	like	like	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
your	your	po22	your	your	0
booke	booke	n1	book	book	0
:	:	:	:	:	0
the	the	dt	the	the	0
very	very	j	very	very	0
title	title	n1	title	title	0
and	and	cc	and	and	0
first	first	ord	first	first	0
page	page	n1	page	page	0
especially	especially	av-j	especially	especial	0
mouing	mouing	vvg	moving	move	0
mee	mee	pno11	me	i	0
therevnto	therevnto	av	thereunto	thereunto	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
contained	contained	vvn	contained	contain	0
soe	soe	av	so	so	0
great	great	j	great	great	0
promi	promi	n2	promi	promi	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
soe	soe	av	so	so	0
great	great	j	great	great	0
braggs	braggs	n2	brags	brag	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
Sir	Sir	n1	Sir	sir	0
Humphrey	Humphrey	np1	Humphrey	Humphrey	0
,	,	,	,	,	0
you	you	pn22	you	you	0
make	make	vvb	make	make	0
them	them	pno32	them	they	0
good	good	j	good	good	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
may	may	vmb	may	may	0
well	well	av	well	well	0
change	change	vvi	change	change	0
your	your	po22	your	your	0
name	name	n1	name	name	0
from	from	p-acp	from	from	0
Sir	Sir	n1	Sir	sir	0
Humphrey	Humphrey	np1	Humphrey	Humphrey	0
to	to	p-acp	to	to	0
Sir	Sir	n1	Sir	sir	0
Hercules	Hercules	np1	Hercules	Hercules	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
more	more	dc	more	more	0
then	then	cs	then	than	0
an	an	dt	and	a	0
Herculian	Herculian	jp	Herculian	herculian	0
labour	labour	n1	labour	labour	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
vndertake	vndertake	vvb	undertake	undertake	0
therein	therein	av	therein	therein	0
:	:	:	:	:	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
you	you	pn22	you	you	0
wilbe	wilbe	vmb	will	will	0
content	content	vvi	content	content	0
to	to	pc-acp	to	to	0
change	change	vvi	change	change	0
your	your	po22	your	your	0
surname	surname	n1	surname	surname	0
of	of	pp-f	of	of	0
Lynde	Lynde	np1	Lynde	Lynde	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
word	word	n1	word	word	0
,	,	,	,	,	0
not	not	xx	not	not	0
farre	farre	av-j	far	far	0
different	different	j	different	different	0
in	in	p-acp	in	in	0
sound	sound	n1	found	sound	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
beginning	beginning	vvg	beginning	begin	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
two	two	crd	two	two	0
first	first	ord	first	first	0
letters	letters	n2	letters	letter	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
sutable	sutable	j	suitable	suitable	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
deeds	deeds	n2	deeds	deed	0
:	:	:	:	:	0
though	though	c-acp	though	though	0
(	(	(	(	(	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
vndubbe	vndubbe	vvi	vndubbe	vndubbe	0
you	you	pn22	you	you	0
)	)	)	)	)	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
fall	fall	vvb	fallen	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
will	will	vmb	will	will	0
still	still	av	still	still	0
be	be	vbi	be	be	0
left	left	vvn	left	leave	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
title	title	n1	title	title	0
of	of	pp-f	of	of	0
Sir	Sir	n1	Sir	sir	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
title	title	n1	title	title	0
should	should	vmd	should	shall	0
seeme	seeme	vvi	seem	seem	0
a	a	dt	a	a	0
little	little	j	little	little	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
phrase	phrase	n1	phrase	phrase	0
of	of	pp-f	of	of	0
speaking	speaking	vvg	speaking	speak	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
you	you	pn22	you	you	0
engage	engage	vvb	engage	engage	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
quarrell	quarrell	n1	quarrel	quarrel	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Knighthoode	Knighthoode	n1	Knighthood	knighthood	0
you	you	pn22	you	you	0
thought	thought	vvd	thought	think	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
boūd	boūd	vvn	bound	bind	0
therevnto	therevnto	av	thereunto	thereunto	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
Fr.	Fr.	np1	Fr.	Fr.	1
Ha	Ha	uh	Would	ha	0
∣	∣	sy	∣	∣	0
stings	stings	n2	stings	sting	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
Edw.	Edw.	np1	Edw.	Edw.	0
Hobby	Hobby	n1	Hobby	hobby	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
Edw.	Edw.	np1	Edw.	Edw.	0
Cooke	Cooke	n1	Cook	cook	0
.	.	.	.	.	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
remēbred	remēbred	vvn	remembered	remember	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
ill	ill	av-jn	ill	ill	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
me	me	pno11	me	i	0
such	such	d	such	such	0
Knight	Knight	n1	Knight	knight	0
venturers	venturers	n2	venturers	venture	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
self	self	n1	self	self	0
haue	haue	vhb	have	have	0
sped	sped	vvn	sped	speed	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
zeale	zeale	n1	zeal	zeal	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
seing	seing	vvg	sing	sing	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
ware	ware	j	aware	ware	0
by	by	p-acp	by	by	0
other	other	j-jn	other	other	0
men's	men's	ng2	men's	man	0
harmes	harmes	n2	harms	harm	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
be	be	vbi	be	be	0
putting	putting	vvg	putting	put	0
your	your	po22	your	your	0
fingar	fingar	fw-la	fingar	fingar	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
take	take	vvi	take	take	0
your	your	po22	your	your	0
chance	chance	n1	chance	chance	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
triall	triall	n1	trial	trial	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
quarrell	quarrell	n1	quarrel	quarrel	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
giue	giue	vvi	give	give	0
mee	mee	pno11	me	i	0
leaue	leaue	n1	leave	leave	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
lists	lists	n2	lists	list	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
examination	examination	n1	examination	examination	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
:	:	:	:	:	0
heere	heere	av	here	here	0
only	only	av-j	only	only	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
a	a	dt	a	a	0
little	little	j	little	little	0
examine	examine	vvi	examine	examine	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
dedicatory	dedicatory	j	dedicatory	dedicatory	0
Epistle	Epistle	n1	Epistle	epistle	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
I	I	pns11	I	i	0
reflect	reflect	vvb	reflect	reflect	0
first	first	ord	first	first	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
