SINCE	SINCE	p-acp	SINCE	since	0
continuance	continuance	n1	continuance	continuance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
name	name	n1	name	name	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
blessed	blessed	j-vvn	blessed	bless	0
and	and	cc	and	and	0
everlasting	everlasting	j	everlasting	everlasting	0
remembrance	remembrance	n1	remembrance	remembrance	0
;	;	;	;	;	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
yeelded	yeelded	vvn	yielded	yield	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
see	see	vvi	see	see	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
request	request	n1	request	request	0
.	.	.	.	.	1
Indeede	Indeede	av	Indeed	indeed	0
when	when	c-crq	when	when	0
J	J	pns11	J	i	0
preached	preached	vvd	preached	preach	0
it	it	pn31	it	it	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shortnes	shortnes	n1	shortness	shortness	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
then	then	av	then	then	0
J	J	pns11	J	i	0
was	was	vbds	was	be	0
tyed	tyed	vvn	tied	tie	0
vnto	vnto	p-acp	unto	unto	0
;	;	;	;	;	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
might	might	vmd	might	may	0
also	also	av	also	also	0
be	be	vbi	be	be	0
time	time	n1	time	time	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
staying	staying	vvg	staying	stay	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
assembly	assembly	n1	assembly	assembly	0
too	too	av	too	too	0
long	long	av-j	long	long	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
performance	performance	n1	performance	performance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
solemne	solemne	j	solemn	solemn	0
and	and	cc	and	and	0
Honorable	Honorable	j	Honourable	honourable	0
funerall	funerall	n1	funeral	funeral	0
rites	rites	n2	rites	rite	0
;	;	;	;	;	0
J	J	pns11	J	i	0
was	was	vbds	was	be	0
dri	dri	zz	dri	dri	0
∣	∣	sy	∣	∣	0
ven	ven	c-crq	ven	when	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
off	off	a-acp	off	off	0
much	much	d	much	much	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
vttered	vttered	vvn	uttered	utter	0
,	,	,	,	,	0
and	and	cc	and	and	0
but	but	p-acp	but	but	0
briefly	briefly	av-j	briefly	brief	0
and	and	cc	and	and	0
lightly	lightly	av-j	lightly	light	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
ouer	ouer	p-acp	over	over	0
sundry	sundry	j	sundry	sundry	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
more	more	n1	more	moor	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
,	,	,	,	,	0
my	my	po11	my	my	0
purpose	purpose	n1	purpose	purpose	0
was	was	vbds	was	be	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
handled	handled	vvn	handled	handle	0
.	.	.	.	.	1
Al	Al	d	All	all	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
first	first	ord	first	first	0
full	full	j	full	full	0
premeditation	premeditation	n1	premeditation	premeditation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
wherevppon	wherevppon	c-crq	whereupon	whereupon	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
remembring	remembring	vvg	remembering	remember	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
saide	saide	vvn	said	say	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
conferring	conferring	vvg	conferring	confer	0
this	this	d	this	this	0
therewith	therewith	av	therewith	therewith	0
,	,	,	,	,	0
some	some	d	some	some	0
difference	difference	n1	difference	difference	0
there	there	a-acp	there	there	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
,	,	,	,	,	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
or	or	cc	or	or	0
matters	matters	n2	matters	matter	0
therein	therein	av	therein	therein	0
handled	handled	vvn	handled	handle	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
onelie	onelie	av-j	only	only	0
that	that	cst	that	that	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
are	are	vbr	are	be	0
further	further	av-j	further	further	0
prosecuted	prosecuted	vvd	prosecuted	prosecute	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
vrged	vrged	vvn	urged	urge	0
,	,	,	,	,	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
aforesaide	aforesaide	j	aforesaid	aforesaid	0
,	,	,	,	,	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
then	then	av	then	then	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
three	three	crd	three	three	0
iointlie	iointlie	av-j	jointly	joint	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Honorable	Honorable	j	Honourable	honourable	0
man	man	n1	man	man	0
,	,	,	,	,	0
toucheth	toucheth	vvz	touches	touch	0
you	you	pn22	you	you	0
three	three	crd	three	three	0
,	,	,	,	,	0
neerest	neerest	js	nearest	near	0
:	:	:	:	:	0
wishing	wishing	vvg	wishing	wish	0
and	and	cc	and	and	0
hartely	hartely	av-j	heartily	hearty	0
praying	praying	vvg	praying	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
and	and	cc	and	and	0
meditation	meditation	n1	meditation	meditation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
herein	herein	av	herein	herein	0
conteyned	conteyned	vvn	contained	contain	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
comfort	comfort	vvi	comfort	comfort	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
mode	mode	n1	mode	mode	0
∣	∣	sy	∣	∣	0
rate	rate	vvb	rate	rate	0
your	your	po22	your	your	0
sorrow	sorrow	n1	sorrow	sorrow	0
,	,	,	,	,	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
an	an	dt	and	a	0
one	one	crd	one	one	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
hereby	hereby	av	hereby	hereby	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
plainely	plainely	av-j	plainly	plain	0
perceiue	perceiue	vvb	perceive	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	pi	one	one	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
of	of	pp-f	of	of	0
speciall	speciall	j	special	special	0
fauour	fauour	n1	favour	favour	0
towarde	towarde	p-acp	toward	toward	0
him	him	pno31	him	he	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
hence	hence	av	hence	hence	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
therefore	therefore	av	therefore	therefore	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
lost	lost	vvn	lost	lose	0
him	him	pno31	him	he	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
found	found	vvn	found	find	0
hi	hi	uh	him	hi	0
and	and	cc	and	and	0
that	that	cst	that	that	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
doubt	doubt	n1	doubt	doubt	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
found	found	vvn	found	find	0
both	both	d	both	both	0
perfect	perfect	j	perfect	perfect	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
ioy	ioy	n1	joy	joy	0
in	in	p-acp	in	in	0
soule	soule	n1	soul	soul	0
;	;	;	;	;	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
sound	sound	j	found	sound	0
and	and	cc	and	and	0
quiet	quiet	j-jn	quiet	quiet	0
rest	rest	n1	rest	rest	0
in	in	p-acp	in	in	0
bodie	bodie	n1	body	body	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
hereby	hereby	av	hereby	hereby	0
finde	finde	vvi	find	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
loued	loued	vvd	loved	love	0
him	him	pno31	him	he	0
most	most	av-ds	most	most	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
most	most	av-ds	most	most	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
reioice	reioice	vvi	rejoice	rejoice	0
.	.	.	.	.	1
Jndeede	Jndeede	av	Jndeede	jndeede	0
in	in	p-acp	in	in	0
res	res	fw-la	res	res	0
∣	∣	sy	∣	∣	0
pect	pect	n1	pect	pect	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
this	this	d	this	this	0
sermon	sermon	n1	sermon	sermon	0
will	will	vmb	will	will	0
laie	laie	vvi	lay	lay	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
mourning	mourning	n1	mourning	mourning	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
left	left	vvn	left	leave	0
behinde	behinde	p-acp	behind	behind	0
him	him	pno31	him	he	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
all	all	d	all	all	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
and	and	cc	and	and	0
vse	vse	vvi	use	use	0
hereof	hereof	av	hereof	hereof	0
ought	ought	vmd	ought	ought	0
onelie	onelie	av-j	only	only	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
this	this	d	this	this	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
awaken	awaken	vvi	awaken	awaken	0
vs	vs	pno12	us	we	0
so	so	av	so	so	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
securitie	securitie	n1	security	security	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
maie	maie	vmb	may	may	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
heartie	heartie	j	hearty	hearty	0
repentaunce	repentaunce	n1	repentance	repentance	0
,	,	,	,	,	0
and	and	cc	and	and	0
true	true	j	true	true	0
turning	turning	n-vvg	turning	turn	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
,	,	,	,	,	0
turne	turne	vvb	turn	turn	0
away	away	av	away	away	0
the	the	dt	the	the	0
fearefull	fearefull	j	fearful	fearful	0
euils	euils	n2-jn	evils	evil	0
,	,	,	,	,	0
that	that	cst	that	that	0
otherwise	otherwise	av	otherwise	otherwise	0
the	the	dt	the	the	0
taking	taking	vvg	taking	take	0
awaye	awaye	av	away	away	0
so	so	av	so	so	0
fast	fast	av-j	fast	fast	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
,	,	,	,	,	0
threatens	threatens	vvz	threatens	threaten	0
vs.	vs.	pno12	us	we	0
J	J	pns11	J	i	0
trust	trust	vvb	trust	trust	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
if	if	cs	if	if	0
your	your	po22	your	your	0
honours	honours	n2	honours	honour	0
will	will	vmb	will	will	0
voutchsafe	voutchsafe	vvi	vouchsafe	vouchsafe	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
seriously	seriously	av-j	seriously	serious	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
small	small	j	small	small	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
good	good	j	good	good	0
,	,	,	,	,	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
respectes	respectes	n2	respects	respect	0
arise	arise	vvb	arise	arise	0
,	,	,	,	,	0
and	and	cc	and	and	0
grow	grow	vvi	grow	grow	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
thereby	thereby	av	thereby	thereby	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
,	,	,	,	,	0
J	J	pns11	J	i	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
saie	saie	vvi	say	say	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
great	great	j	great	great	0
concourse	concourse	n1	concourse	concourse	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
buriall	buriall	n1	burial	burial	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
crying	crying	n-vvg	crying	cry	0
and	and	cc	and	and	0
weeping	weeping	vvg	weeping	weep	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sortes	sortes	n2	sorts	sort	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
was	was	vbds	was	be	0
such	such	d	such	such	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
notable	notable	j	notable	notable	0
argument	argument	n1	argument	argument	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
doubtlesse	doubtlesse	av-j	doubtless	doubtless	0
,	,	,	,	,	0
beloued	beloued	vvn	beloved	belove	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
so	so	av	so	so	0
was	was	vbds	was	be	0
he	he	pns31	he	he	0
vnfeinedlie	vnfeinedlie	av-j	unfeignedly	unfeigned	0
honoured	honoured	vvn	honoured	honour	0
and	and	cc	and	and	0
loued	loued	vvn	loved	love	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
Herein	Herein	av	Herein	herein	0
also	also	av	also	also	0
appeared	appeared	vvd	appeared	appear	0
an	an	dt	and	a	0
euident	euident	j	evident	evident	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
favour	favour	n1	favour	favour	0
towardes	towardes	p-acp	towards	towards	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
liued	liued	vvn	lived	live	0
honorably	honorably	av-j	honorably	honorable	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
him	him	pno31	him	he	0
hence	hence	av	hence	hence	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
vsuall	vsuall	j	usual	usual	0
,	,	,	,	,	0
and	and	cc	and	and	0
often	often	av	often	often	0
repeated	repeated	vvn	repeated	repeat	0
request	request	n1	request	request	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
e	e	sy	e	e	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
bedde	bedde	n1	bed	bed	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
house	house	n1	house	house	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
;	;	;	;	;	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
him	him	pno31	him	he	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
questionles	questionles	j	questionless	questionless	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
graue	graue	n1	graven	grave	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
waies	waies	n2	ways	way	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
finde	finde	vvb	find	find	0
often	often	av	often	often	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
both	both	d	both	both	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
threatned	threatned	vvn	threatened	threaten	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
so	so	av	so	so	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
come	come	vvn	come	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ordinarie	ordinarie	j	ordinary	ordinary	0
buriall	buriall	n1	burial	burial	0
,	,	,	,	,	0
meete	meete	vvb	meet	meet	0
and	and	cc	and	and	0
vsed	vsed	vvn	used	use	0
to	to	p-acp	to	to	0
persons	persons	n2	persons	person	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
estate	estate	n1	estate	estate	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
maie	maie	vmb	may	may	0
read	read	vvi	read	read	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
79.	79.	crd	79.	79.	0
vers	vers	fw-la	vers	vers	0
.	.	.	.	.	1
3.1	3.1	crd	3.1	3.1	0
.	.	.	.	.	1
King	King	n1	King	king	0
.	.	.	.	.	1
21.23	21.23	crd	21.23	21.23	0
.	.	.	.	.	1
&	&	cc	&	and	0
2.9.35	2.9.35	crd	2.9.35	2.9.35	0
.	.	.	.	.	1
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
Ier.	Ier.	np1	Ier.	Ier.	0
22	22	crd	22	22	0
18.	18.	crd	18.	18.	0
&c.	&c.	av	etc.	etc	0
And	And	cc	And	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contrarie	contrarie	n-jn	contrary	contrary	0
,	,	,	,	,	0
we	we	pns12	we	we	0
finde	finde	vvb	find	find	0
