OF	OF	pp-f	OF	of	0
yet	yet	av	yet	yet	0
liveth	liveth	vvz	lives	live	0
no	no	dx	no	no	0
lesse	lesse	av-dc	less	less	0
affected	affected	vvn	affected	affect	0
,	,	,	,	,	0
than	than	cs	than	than	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
Your	Your	po22	Your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
LORD	LORD	n1	LORD	lord	0
.	.	.	.	.	1
Receiue	Receiue	vvb	Receive	receive	0
,	,	,	,	,	0
then	then	av	then	then	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
Your	Your	po22	Your	your	0
owne	owne	d	own	own	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
an	an	dt	and	a	0
vp	vp	a-acp	up	up	0
∣	∣	sy	∣	∣	0
right	right	vvi	right	right	0
Token	Token	n1	Token	token	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
farre	farre	av-j	far	far	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Calling	Calling	vvg	Calling	call	0
,	,	,	,	,	0
account	account	vvb	account	account	0
them-selues	them-selues	px32	themselves	themselves	0
obliedged	obliedged	vvn	obliged	oblige	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
Your	Your	po22	Your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
all	all	d	all	all	0
Hearte	Hearte	n1	Heart	heart	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
and	and	cc	and	and	0
Encowragement	Encowragement	n1	Encouragement	encouragement	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
cleaving	cleaving	vvg	cleaving	cleave	0
,	,	,	,	,	0
so	so	av	so	so	0
constantlie	constantlie	av-j	constantly	constant	0
,	,	,	,	,	0
(	(	(	(	(	0
agaynst	agaynst	p-acp	against	against	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
nyfolde	nyfolde	j	nyfolde	nyfolde	0
assaultes	assaultes	n2	assaults	assault	0
and	and	cc	and	and	0
temptations	temptations	n2	temptations	temptation	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Trueth	Trueth	n1	Truth	truth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
heere	heere	av	here	here	0
∣	∣	sy	∣	∣	0
in	in	n1	in	inn	0
,	,	,	,	,	0
is	is	vbz	is	be	0
defended	defended	vvn	defended	defend	0
.	.	.	.	.	1
The	The	dt	The	the	0
GOD	GOD	np1	GOD	God	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Trueth	Trueth	n1	Truth	truth	0
,	,	,	,	,	0
still	still	av	still	still	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
stablish	stablish	vvb	establish	establish	0
,	,	,	,	,	0
streng	streng	j-jn	streng	streng	0
∣	∣	sy	∣	∣	0
then	then	av	then	then	0
,	,	,	,	,	0
and	and	cc	and	and	0
confirme	confirme	vvi	confirm	confirm	0
You	You	pn22	You	you	0
there-in	there-in	j	therein	therein	0
:	:	:	:	:	0
blesse	blesse	vvb	bless	bless	0
Your	Your	po22	Your	your	0
most	most	av-ds	most	most	0
Honourable	Honourable	j	Honourable	honourable	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
You	You	pn22	You	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
Happinesse	Happinesse	n1	Happiness	happiness	0
,	,	,	,	,	0
heere	heere	av	here	here	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
bring	bring	vvb	bring	bring	0
You	You	pn22	You	you	0
both	both	d	both	both	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Eternall	Eternall	j	Eternal	eternal	0
Blessednesse	Blessednesse	n1	Blessedness	blessedness	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
HIM-SELFE	HIM-SELFE	n1	HIM-SELFE	himself	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Heavens	Heavens	n2	Heavens	heaven	0
.	.	.	.	.	1
