YF	YF	cs	IF	if	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
King	King	n1	King	king	0
,	,	,	,	,	0
&	&	cc	&	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	crd	one	one	0
as	as	c-acp	as	as	0
better	better	j	better	better	0
knowerh	knowerh	vvz	knowerh	knowerh	0
the	the	dt	the	the	0
que	que	fw-fr	que	que	0
∣	∣	sy	∣	∣	0
stions	stions	n2	scions	scion	0
and	and	cc	and	and	0
customes	customes	n2	customs	custom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
,	,	,	,	,	0
then	then	cs	then	than	0
King	King	n1	King	king	0
Agrippa	Agrippa	np1	Agrippa	Agrippa	0
did	did	vdd	did	do	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
.	.	.	.	.	1
VVherfore	VVherfore	c-crq	Wherefore	wherefore	0
seeing	seeing	vvg	seeing	see	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
Tho	Tho	zz	Tho	tho	0
∣	∣	sy	∣	∣	0
mas	mas	n1	mass	mass	0
Bel	Bel	np1	Bel	Bell	0
(	(	(	(	(	0
a	a	dt	a	a	0
fugitiue	fugitiue	n-jn	fugitive	fugitive	0
once	once	a-acp	once	once	0
from	from	p-acp	from	from	0
Prote	Prote	np1	Prote	Prote	0
∣	∣	sy	∣	∣	0
stants	stants	n2	stants	stant	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
now	now	av	now	now	0
from	from	p-acp	from	from	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholiques	tholiques	n2	tholiques	tholique	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
accused	accused	vvn	accused	accuse	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
malitiously	malitiously	av-j	maliciously	malicious	0
slādered	slādered	vvn	slandered	slander	0
the	the	dt	the	the	0
vniuersal	vniuersal	j-u	universal	iversal	0
Catholique	Catholique	jp	Catholic	catholique	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
dedicated	dedicated	vvn	dedicated	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
&	&	cc	&	and	0
termed	termed	vvd	termed	term	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
Dovvnefall	Dovvnefall	n1	Downfall	downfall	0
of	of	pp-f	of	of	0
Poperie	Poperie	n1	Popery	popery	0
,	,	,	,	,	0
and	and	cc	and	and	0
withal	withal	av	withal	withal	0
challengeth	challengeth	vvz	challengeth	challenge	0
,	,	,	,	,	0
dareth	dareth	vvz	dareth	dare	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
adiu	adiu	fw-la	adiu	adiu	0
∣	∣	sy	∣	∣	0
reth	reth	n1	reth	reth	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
case	case	n1	case	case	0
our	our	po12	our	our	0
B.	B.	np1	B.	B.	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Matth.	Matth.	np1	Matth.	Matth.	1
26.	26.	crd	26.	26.	0
though	though	cs	though	though	0
with	with	p-acp	with	with	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
made	made	vvd	made	make	0
answer	answer	n1	answer	answer	0
)	)	)	)	)	0
al	al	d	all	all	0
English	English	jp	English	english	0
Iesuits	Iesuits	np2	Iesuits	Jesuit	0
,	,	,	,	,	0
Seminary	Seminary	np1	Seminary	Seminary	0
Priests	Priests	n2	Priests	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
speaketh	speaketh	vvz	speaks	speak	0
)	)	)	)	)	0
Iesuited	Iesuited	j	Jesuited	jesuited	0
Papists	Papists	njp2	Papists	papist	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
him	him	pno31	him	he	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
presu	presu	uh-np	presu	presu	0
∣	∣	sy	∣	∣	0
med	med	vvn	med	m	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
Gratious	Gratious	j	Gracious	gracious	0
fauour	fauour	n1	favour	favour	0
to	to	p-acp	to	to	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cept	cept	n1	cept	cept	0
his	his	po31	his	his	0
chaleng	chaleng	n1	challenge	challenge	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
forme	forme	n1	form	form	0
it	it	pn31	it	it	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
if	if	cs	if	if	0
your	your	po22	your	your	0
Maie	Maie	vmb	May	may	0
∣	∣	sy	∣	∣	0
stie	stie	n1	sty	sty	0
graunt	graunt	vvi	grant	grant	0
licence	licence	n1	licence	licence	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
this	this	d	this	this	0
my	my	po11	my	my	0
confutation	confutation	n1	confutation	confutation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
arguments	arguments	n2	arguments	argument	0
and	and	cc	and	and	0
slaunders	slaunders	n2	slanders	slander	0
.	.	.	.	.	1
VVherin	VVherin	c-crq	Wherein	wherein	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
as	as	p-acp	as	as	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
did	did	vdd	did	do	0
before	before	p-acp	before	before	0
King	King	n1	King	king	0
Agrippa	Agrippa	np1	Agrippa	Agrippa	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
Progenitors	Progenitors	n2	Progenitors	progenitor	0
and	and	cc	and	and	0
Predecessors	Predecessors	n2	Predecessors	predecessor	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Forefathers	Forefathers	n2	Forefathers	forefather	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
Catholiques	Catholiques	njp2	Catholics	catholic	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
(	(	(	(	(	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
say	say	vvi	say	say	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Maiesties	Maiesties	n2	Majesties	majesty	0
owne	owne	d	own	own	0
person	person	n1	person	person	0
&	&	cc	&	and	0
kingdoms	kingdoms	n2	kingdoms	kingdom	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
though	though	cs	though	though	0
Bel	Bel	zz	Bel	bel	0
calumniate	calumniate	vvi	calumniate	calumniate	0
Christian	Christian	np1	Christian	Christian	0
Kinges	Kinges	n2	Kings	king	0
and	and	cc	and	and	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
17.	17.	crd	17.	17.	1
Emperors	Emperors	ng1	Emperor's	emperor	0
with	with	p-acp	with	with	0
opening	opening	vvg	opening	open	0
the	the	dt	the	the	0
window	window	n1	window	window	0
to	to	p-acp	to	to	0
al	al	d	all	all	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
tyranny	tyranny	n1	tyranny	tyranny	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholiques	tholiques	n2	tholiques	tholique	0
generally	generally	av-j	generally	general	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
thinking	thinking	vvg	thinking	think	0
p.	p.	n1	p.	p.	0
1.	1.	crd	1.	1.	0
22.	22.	crd	22.	22.	1
Christ	Christ	np1	Christ	Christ	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
killed	killed	vvn	killed	kill	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
times	times	n2	times	time	0
a	a	dt	a	a	0
day	day	n1	day	day	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
especially	especially	av-j	especially	especial	0
he	he	pns31	he	he	0
slan	slan	n1	slan	slan	0
∣	∣	sy	∣	∣	0
dereth	dereth	vvz	dereth	der	0
the	the	dt	the	the	0
Popes	Popes	n2	Popes	pope	0
with	with	p-acp	with	with	0
vsurping	vsurping	vvg	usurping	usurp	0
pow	pow	uh	pow	pow	0
∣	∣	sy	∣	∣	0
er	er	fw-mi	er	er	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
depose	depose	vvi	depose	depose	0
Prin	Prin	n1	Prin	prin	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
and	and	cc	and	and	0
dispose	dispose	n1	dispose	dispose	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
therby	therby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
alienate	alienate	vvi	alienate	alienate	0
your	your	po22	your	your	0
mind	mind	n1	mind	mind	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
Apostolike	Apostolike	vvb	Apostolic	apostolic	0
.	.	.	.	.	0
wher	wher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
abuseth	abuseth	vvz	abuseth	abuse	0
your	your	po22	your	your	0
patiēce	patiēce	n1	patience	patience	0
with	with	p-acp	with	with	0
telling	telling	vvg	telling	tell	0
you	you	pn22	you	you	0
vntruths	vntruths	n2	untruths	untruth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
greatly	greatly	av-j	greatly	great	0
harmeth	harmeth	vvz	harmeth	harm	0
and	and	cc	and	and	0
endamageth	endamageth	vvz	endamageth	endamage	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
endeuoring	endeuoring	vvg	endeavouring	endeavour	0
through	through	p-acp	through	through	0
Vir	Vir	fw-la	Vir	vir	0
Aposta	Aposta	fw-mi	Aposta	aposta	0
∣	∣	sy	∣	∣	0
ta	ta	dt	ta	a	0
prauo	prauo	n1	pravo	pravo	0
co	co	vvn	counterfeit	continue	0
∣	∣	sy	∣	∣	0
rde	rde	n1	rde	rde	0
machi	machi	fw-la	machi	machi	0
∣	∣	sy	∣	∣	0
natur	natur	fw-la	natur	natur	0
malū	malū	fw-la	malū	malū	0
,	,	,	,	,	0
omni	omni	fw-la	omni	omni	0
tem	tem	fw-la	tem	tem	0
∣	∣	sy	∣	∣	0
pore	pore	j	poor	poor	0
iurgia	iurgia	n1	iurgia	iurgia	0
Seminat	Seminat	fw-la	Seminat	seminat	0
.	.	.	.	.	0
ouer	ouer	a-acp	over	over	0
.	.	.	.	.	1
c	c	sy	c	c	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
his	his	po31	his	his	0
false	false	j	false	false	0
slanders	slanders	n2	slanders	slander	0
to	to	pc-acp	to	to	0
auert	auert	vvi	avert	avert	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Popes	Popes	n2	Popes	pope	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
ancient	ancient	j	ancient	ancient	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
assured	assured	j-vvn	assured	assure	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
beneficial	beneficial	j	beneficial	beneficial	0
frends	frends	n2	friends	friend	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Kinges	Kinges	n2	Kings	king	0
&	&	cc	&	and	0
Realme	Realme	n1	Realm	realm	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
euer	euer	av	ever	ever	0
had	had	vhd	had	have	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
manifest	manifest	j	manifest	manifest	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
geue	geue	vvi	give	give	0
me	me	pno11	me	i	0
leaue	leaue	n1	leave	leave	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
some	some	d	some	some	0
pra	pra	fw-it	pra	pra	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mutual	mutual	j	mutual	mutual	0
amitie	amitie	n1	amity	amity	0
,	,	,	,	,	0
kind	kind	j	kind	kind	0
offices	offices	n2	offices	office	0
,	,	,	,	,	0
&	&	cc	&	and	0
benifites	benifites	n2	benefits	benefit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
euer	euer	av	ever	ever	0
bene	bene	vbn	be	be	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
the	the	dt	the	the	0
Popes	Popes	n2	Popes	pope	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
land	land	n1	land	land	0
.	.	.	.	.	1
VVherein	VVherein	c-crq	Wherein	wherein	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
somewhat	somewhat	av	somewhat	somewhat	0
longer	longer	av-jc	longer	long	0
then	then	cs	then	than	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
Epistles	Epistles	n2	Epistles	epistle	0
The	The	dt	The	the	0
loue	loue	n1	love	love	0
&	&	cc	&	and	0
benefits	benefits	n2	benefits	benefit	0
of	of	pp-f	of	of	0
Popes	Popes	n2	Popes	pope	0
to	to	p-acp	to	to	0
England	England	np1	England	England	0
and	and	cc	and	and	0
Kings	Kings	n2	Kings	king	0
therof	therof	av	thereof	thereof	0
.	.	.	.	.	1
S.	S.	np1	S.	S.	0
Peter	Peter	np1	Peter	Peter	0
P.	P.	np1	P.	P.	0
vse	vse	vvi	use	use	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
that	that	cst	that	that	0
the	the	dt	the	the	0
varietie	varietie	n1	variety	variety	0
