MEN	MEN	n2	MEN	man	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
saue	saue	vvb	save	save	0
vs	vs	pno12	us	we	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
enemyes	enemyes	n2	enemies	enemy	0
.	.	.	.	.	1
The	The	dt	The	the	0
people	people	n1	people	people	0
therfore	therfore	av	therefore	therefore	0
dyd	dyd	vdd	did	do	0
send	send	vvi	send	send	0
to	to	p-acp	to	to	0
Silo	Silo	np1	Silo	Silo	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
bring	bring	vvi	bring	bring	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lorde	lorde	n1	lord	lord	0
of	of	pp-f	of	of	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
stes	stes	n1	stes	stes	0
,	,	,	,	,	0
sytting	sytting	vvg	sitting	sit	0
vpon	vpon	p-acp	upon	upon	0
Cherubin	Cherubin	n1	Cherubin	cherubin	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
couenaunt	couenaunt	n1	covenant	covenant	0
was	was	vbds	was	be	0
come	come	vvn	come	come	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Campe	Campe	n1	Camp	camp	0
,	,	,	,	,	0
all	all	d	all	all	0
Israel	Israel	np1	Israel	Israel	0
gaue	gaue	vvd	gave	give	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
shoute	shoute	n1	shout	shout	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
did	did	vdd	did	do	0
quake	quake	vvi	quake	quake	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
crie	crie	n1	cry	cry	0
and	and	cc	and	and	0
noyse	noyse	n1	noise	noise	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
ye	ye	dt	the	the	0
Philistines	Philistines	njp2	Philistines	philistine	0
herd	herd	n1	heard	herd	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
alsoo	alsoo	av	also	also	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lorde	lorde	n1	lord	lord	0
was	was	vbds	was	be	0
come	come	vvn	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Campe	Campe	n1	Camp	camp	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
sore	sore	av-j	soar	sore	0
afrayde	afrayde	j	afraid	afraid	0
,	,	,	,	,	0
sayinge	sayinge	vvg	saying	say	0
:	:	:	:	:	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Campe	Campe	n1	Camp	camp	0
.	.	.	.	.	1
Wo	Wo	n1	Woe	woe	0
be	be	vbb	be	be	0
vntoo	vntoo	p-acp	unto	unto	0
vs.	vs.	pno12	us	we	0
Who	Who	r-crq	Who	who	0
shall	shall	vmb	shall	shall	0
delyuer	delyuer	vvi	deliver	deliver	0
vs	vs	pno12	us	we	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
straunge	straunge	j	strange	strange	0
goddes	goddes	n2	gods	god	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
god	god	n1	god	god	0
des	des	fw-fr	des	des	0
that	that	cst	that	that	0
dyd	dyd	vdd	did	do	0
smyte	smyte	vvi	smite	smite	0
Egipt	Egipt	np1	Egipt	Egypt	0
with	with	p-acp	with	with	0
somany	somany	n1	somany	somany	0
plagues	plagues	n2	plagues	plague	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
notwythstandynge	notwythstandynge	a-acp	notwithstanding	notwithstanding	0
,	,	,	,	,	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
chere	chere	n1	cheer	cheer	0
,	,	,	,	,	0
and	and	cc	and	and	0
fyght	fyght	vvi	fight	fight	0
lyke	lyke	av-j	like	like	0
men	men	n2	men	man	0
.	.	.	.	.	1
So	So	np1	So	So	0
the	the	dt	the	the	0
Philistines	Philistines	njp2	Philistines	philistine	0
did	did	vdd	did	do	0
strike	strike	vvi	strike	strike	0
battaile	battaile	n1	battle	battle	0
,	,	,	,	,	0
and	and	cc	and	and	0
Isra	Isra	fw-la	Isra	isra	0
∣	∣	sy	∣	∣	0
el	el	fw-es	el	el	0
was	was	vbds	was	be	0
discomfited	discomfited	vvn	discomfited	discomfit	0
,	,	,	,	,	0
and	and	cc	and	and	0
fled	fled	vvd	fled	flee	0
euerye	euerye	d	every	every	0
man	man	n1	man	man	0
intoo	intoo	p-acp	into	into	0
hys	hys	po31	his	his	0
tente	tente	n1	tent	tent	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
greate	greate	j	great	great	0
slaughter	slaughter	n1	slaughter	slaughter	0
done	done	vdn	done	do	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
.xxx.	.xxx.	crd	xxx	xxx	0
thousande	thousande	crd	thousande	thousand	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
Isralites	Isralites	np2	Isralites	isralite	0
footemen	footemen	n2	footmen	footman	0
were	were	vbdr	were	be	0
killed	killed	vvn	killed	kill	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
haue	haue	vhb	have	have	0
ye	ye	pn22	you	you	0
herd	herd	n1	heard	herd	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Israelites	Israelites	np2	Israelites	Israelite	0
did	did	vdd	did	do	0
attribute	attribute	vvi	attribute	attribute	0
vnto	vnto	p-acp	unto	unto	0
ye	ye	pn22	you	you	0
Arke	Arke	n1	Ark	ark	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
misfortune	misfortune	n1	misfortune	misfortune	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
erroure	erroure	n1	error	error	0
,	,	,	,	,	0
and	and	cc	and	and	0
alsoo	alsoo	av	also	also	0
for	for	p-acp	for	for	0
other	other	j-jn	other	other	0
synnes	synnes	n2	sins	sin	0
,	,	,	,	,	0
they	they	pns32	they	they	0
dyd	dyd	vdd	did	do	0
then	then	av	then	then	0
suffer	suffer	vvi	suffer	suffer	0
and	and	cc	and	and	0
receyue	receyue	vvi	receive	receive	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
nemyes	nemyes	n2	nemyes	nemye	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
gyuen	gyuen	vvn	given	give	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
put	put	vvi	put	put	0
theyr	theyr	po32	their	their	0
truste	truste	n1	trust	trust	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
leue	leue	vvi	leave	leave	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
moughte	moughte	vmd	mought	mought	0
delyuer	delyuer	vvi	deliver	deliver	0
and	and	cc	and	and	0
saue	saue	vvi	save	save	0
theym	theym	pno32	them	they	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
enemyes	enemyes	n2	enemies	enemy	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
shoulde	shoulde	vmd	should	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
sygne	sygne	n1	sign	sign	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
and	and	cc	and	and	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
therefore	therefore	av	therefore	therefore	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
of	of	pp-f	of	of	0
hostes	hostes	n2	hosts	host	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
shoulde	shoulde	vmd	should	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
certayne	certayne	j	certain	certain	0
testymonye	testymonye	n1	testimony	testimony	0
and	and	cc	and	and	0
wytnesse	wytnesse	n1	witness	witness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
coue	coue	n1	cove	cove	0
∣	∣	sy	∣	∣	0
naunte	naunte	n1	naunte	naunte	0
made	made	vvn	made	make	0
betwyxt	betwyxt	p-acp	betwixt	betwixt	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
peo	peo	fw-la	peo	peo	0
¦	¦	sy	¦	¦	0
ple	ple	n1	ple	ple	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
dyd	dyd	vdd	did	do	0
teffyfye	teffyfye	vvi	teffyfye	teffyfye	0
that	that	d	that	that	0
god	god	n1	god	god	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
presente	presente	j	present	present	0
,	,	,	,	,	0
alwayes	alwayes	av	always	always	0
fauourable	fauourable	j	favourable	favourable	0
and	and	cc	and	and	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
mily	mily	n1	mily	mily	0
are	are	vbr	are	be	0
vntoo	vntoo	p-acp	unto	unto	0
hys	hys	po31	his	his	0
people	people	n1	people	people	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
Arke	Arke	n1	Ark	ark	0
,	,	,	,	,	0
the	the	dt	the	the	0
tables	tables	n2	tables	table	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
couenaunte	couenaunte	n1	covenant	covenant	0
were	were	vbdr	were	be	0
contayned	contayned	vvn	contained	contain	0
and	and	cc	and	and	0
kepte	kepte	vvd	kept	keep	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
it	it	pn31	it	it	0
dyd	dyd	vdd	did	do	0
get	get	vvi	get	get	0
hys	hys	po31	his	his	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
couenaunte	couenaunte	n1	covenant	covenant	0
.	.	.	.	.	1
Whyche	Whyche	r-crq	Which	which	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
dydde	dydde	vdd	did	do	0
contrarywyse	contrarywyse	av	contrariwise	contrariwise	0
handle	handle	vvi	handle	handle	0
irreuerent	irreuerent	j	irreverent	irreverent	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
,	,	,	,	,	0
hauynge	hauynge	vhg	having	have	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
lesse	lesse	dc	less	less	0
estymatyon	estymatyon	n1	estymatyon	estymatyon	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
oughte	oughte	vmd	ought	ought	0
,	,	,	,	,	0
manye	manye	d	many	many	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
slayne	slayne	vvn	slain	slay	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
dydde	dydde	vdd	did	do	0
attrybute	attrybute	n1	attrybute	attrybute	0
too	too	av	too	too	0
muche	muche	av-d	much	much	0
vntoo	vntoo	p-acp	unto	unto	0
it	it	pn31	it	it	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Phylystynes	Phylystynes	np2	Phylystynes	phylystyne	0
beynge	beynge	vbg	being	be	0
plagued	plagued	vvn	plagued	plague	0
with	with	p-acp	with	with	0
foul	foul	j	foul	foul	0
diseases	diseases	n2	diseases	disease	0
,	,	,	,	,	0
had	had	vhd	had	have	0
brought	brought	vvn	brought	bring	0
i	i	pns11	i	i	0
.	.	.	.	.	1
Samuel	Samuel	np1	Samuel	Samuel	0
.v.	.v.	ord	v	five	0
and	and	cc	and	and	0
.vi.	.vi.	crd	vi	six	1
Chap.	Chap.	np1	Chap.	Chap.	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
agayne	agayne	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
restored	restored	vvd	restored	restore	0
it	it	pn31	it	it	0
too	too	av	too	too	0
the	the	dt	the	the	0
Israelytes	Israelytes	np2	Israelytes	Israelite	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
whyche	whyche	r-crq	which	which	0
loked	loked	vvn	looked	look	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
irreuerently	irreuerently	av-j	irreverently	irreverent	0
were	were	vbdr	were	be	0
slayne	slayne	vvn	slain	slay	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
scrip	scrip	n1	scrip	scrip	0
¦	¦	sy	¦	¦	0
ture	ture	av	ture	ture	0
saythe	saythe	vvb	say	say	0
:	:	:	:	:	0
The	The	dt	The	the	0
Lorde	Lorde	n1	Lord	lord	0
dyd	dyd	vdd	did	do	0
plague	plague	vvi	plague	plague	0
the	the	dt	the	the	0
Bethsemeites	Bethsemeites	n2	Bethsemeites	bethsemeite	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
looked	looked	vvn	looked	look	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lorde	lorde	n1	lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
strike	strike	vvi	strike	strike	0
fiftye	fiftye	crd	fiftye	fifty	0
thousand	thousand	crd	thousand	thousand	0
and	and	cc	and	and	0
thre	thre	crd	thre	three	0
score	score	n1	score	score	0
and	and	cc	and	and	0
tenne	tenne	crd	tenne	ten	0
men	men	n2	men	man	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
forbydden	forbydden	j-vvn	forbidden	forbid	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
wrytten	wrytten	vvn	written	write	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
boke	boke	n1	book	book	0
of	of	pp-f	of	of	0
Numery	Numery	np1	Numery	Numery	0
ii	ii	crd	ii	two	0
.	.	.	.	.	0
king	king	n1	king	king	0
.vi.	.vi.	crd	vi	six	0
cha	cha	pns11|vhb	cham	I|have	0
the	the	dt	the	the	0
forthe	forthe	av	forth	forth	0
Chapiter	Chapiter	n1	Chapter	chapter	0
)	)	)	)	)	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
shuld	shuld	vmd	should	shall	0
searche	searche	vvi	search	search	0
or	or	cc	or	or	0
loke	loke	vvi	look	look	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
