Reader	Reader	n1	Reader	reader	0
him	him	pno31	him	he	0
before	before	p-acp	before	before	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
such	such	d	such	such	0
also	also	av	also	also	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
and	and	cc	and	and	0
rules	rules	vvz	rules	rule	0
as	as	p-acp	as	as	0
King	King	n1	King	king	0
;	;	;	;	;	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
unrighteous	unrighteous	j	unrighteous	unrighteous	0
Scepter	Scepter	n1	Sceptre	sceptre	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Rulers	Rulers	n2	Rulers	ruler	0
of	of	a-acp	of	off	0
Che	Che	pns11	I	i	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
acted	acted	vvn	acted	act	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Discourse	Discourse	n1	Discourse	discourse	0
hereafter	hereafter	av	hereafter	hereafter	0
will	will	vmb	will	will	0
manifest	manifest	vvi	manifest	manifest	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
thou	thou	pns21	thou	thou	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sufferers	sufferers	n2	sufferers	sufferer	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
dumb	dumb	j	dumb	dumb	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Shearer	Shearer	np1	Shearer	Shearer	0
,	,	,	,	,	0
and	and	cc	and	and	0
opened	opened	vvd	opened	open	0
not	not	xx	not	not	0
his	his	po31	his	his	0
mouth	mouth	n1	mouth	mouth	0
:	:	:	:	:	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
after	after	a-acp	after	after	0
written	written	vvn	written	write	0
thou	thou	pns21	thou	thou	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
They	They	pns32	They	they	0
eat	eat	vvb	eat	eat	0
my	my	po11	my	my	0
people	people	n1	people	people	0
as	as	p-acp	as	as	0
men	men	n2	men	man	0
eat	eat	vvb	eat	eat	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
chop	chop	vvb	chop	chap	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
pieces	pieces	n2	pieces	piece	0
as	as	p-acp	as	as	0
flesh	flesh	n1	flesh	flesh	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Caldron	Caldron	n1	Caldron	cauldron	0
and	and	cc	and	and	0
the	the	dt	the	the	0
time	time	n1	time	time	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
spoke	spoke	vvd	spoke	speak	0
of	of	pp-f	of	of	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
kill	kill	vvb	kill	kill	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
think	think	vvi	think	think	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
God	God	n1	God	god	0
service	service	n1	service	service	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
do	do	vdi	do	do	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
Names	Names	n2	Names	name	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
shamefully	shamefully	av-j	shamefully	shameful	0
entreat	entreat	vvi	entreat	entreat	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&	&	cc	&	and	0
cast	cast	vvd	cast	cast	0
you	you	pn22	you	you	0
into	into	p-acp	into	into	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
&	&	cc	&	and	0
speak	speak	vvi	speak	speak	0
all	all	d	all	all	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
evil	evil	j-jn	evil	evil	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
falsly	falsly	av-j	falsely	false	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
Names	Names	n2	Names	name	0
sake	sake	n1	sake	sake	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
blessed	blessed	vvn	blessed	bless	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
offen	offen	fw-ge	offen	offen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
blood	blood	n1	blood	blood	0
thirsty	thirsty	j	thirsty	thirsty	0
inhumane	inhumane	j	inhumane	inhumane	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
(	(	(	(	(	0
so	so	av	so	so	0
called	called	vvn	called	call	0
)	)	)	)	)	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
all	all	d	all	all	0
this	this	d	this	this	0
violence	violence	n1	violence	violence	0
and	and	cc	and	and	0
cruelty	cruelty	n1	cruelty	cruelty	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
may	may	vmb	may	may	0
also	also	av	also	also	0
read	read	vvi	read	read	0
the	the	dt	the	the	0
image	image	n1	image	image	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
brought	brought	vvd	brought	bring	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
works	works	n2	works	work	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
and	and	cc	and	and	0
wrought	wrought	vvn	wrought	wrought	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
Christ	Christ	np1	Christ	Christ	0
said	said	vvd	said	say	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
counted	counted	vvn	counted	count	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
said	said	vvd	said	say	0
God	God	np1	God	God	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
their	their	po32	their	their	0
Works	Works	vvz	Works	work	0
manifested	manifested	vvn	manifested	manifest	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
Father	Father	n1	Father	father	0
who	who	r-crq	who	who	0
abode	abode	vvd	abided	abide	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
the	the	dt	the	the	0
violence	violence	n1	violence	violence	0
&	&	cc	&	and	0
cruelty	cruelty	n1	cruelty	cruelty	0
more	more	av-dc	more	more	0
intollerable	intollerable	j	intolerable	intolerable	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
men	men	n2	men	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
profess	profess	vvb	profess	profess	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
,	,	,	,	,	0
&	&	cc	&	and	0
are	are	vbr	are	be	0
christian	christian	njp	christian	christian	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
their	their	po32	their	their	0
actions	actions	n2	actions	action	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
brought	brought	vvn	brought	bring	0
forth	forth	av	forth	forth	0
will	will	vmb	will	will	0
Christ	Christ	np1	Christ	Christ	0
never	never	av-x	never	never	0
own	own	vvi	own	own	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
mens	mens	ng2	men's	man	0
lives	lives	n2	lives	life	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
them	them	pno32	them	they	0
;	;	;	;	;	0
neither	neither	d	neither	neither	0
did	did	vdd	did	do	0
he	he	pns31	he	he	0
ever	ever	av	ever	ever	0
set	set	vvd	set	set	0
up	up	a-acp	up	up	0
any	any	d	any	any	0
such	such	d	such	such	0
rule	rule	n1	rule	rule	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
slay	slay	vvi	slay	slay	0
his	his	po31	his	his	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
such	such	d	such	such	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
terror	terror	n1	terror	terror	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
recorded	recorded	vvn	recorded	record	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
▪	▪	▪	▪	▪	0
whom	whom	r-crq	whom	who	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
dash	dash	vvi	dash	dash	0
to	to	p-acp	to	to	0
pieces	pieces	n2	pieces	piece	0
.	.	.	.	.	1
What!	What!	uh	What!	what!	0
Is	Is	vbz	Is	be	0
this	this	d	this	this	0
the	the	dt	the	the	0
reformation	reformation	n1	reformation	reformation	0
brought	brought	vvd	brought	bring	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
City	City	n1	City	city	0
,	,	,	,	,	0
imprisoning	imprisoning	vvg	imprisoning	imprison	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
reprove	reprove	vvb	reprove	reprove	0
sin	sin	n1	since	sin	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gate	Gate	n1	Gate	gate	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
drunkards	drunkards	n2	drunkards	drunkard	0
at	at	p-acp	at	at	0
liberty	liberty	n1	liberty	liberty	0
?	?	?	?	?	1
Oh	Oh	uh	O	oh	0
preposterous	preposterous	j	preposterous	preposterous	0
and	and	cc	and	and	0
prodigeous	prodigeous	j	prodigious	prodigious	0
cruelty	cruelty	n1	cruelty	cruelty	0
!	!	!	!	!	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
never	never	av-x	never	never	0
such	such	d	such	such	0
presidents	presidents	n2	presidents	president	0
of	of	pp-f	of	of	0
cruelty	cruelty	n1	cruelty	cruelty	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
hypocritical	hypocritical	j	hypocritical	hypocritical	0
generation	generation	n1	generation	generation	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
lesse	lesse	av-dc	less	less	0
excusable	excusable	j	excusable	excusable	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
ignorance	ignorance	n1	ignorance	ignorance	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
these	these	d	these	these	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
light	light	n1	light	light	0
is	is	vbz	is	be	0
declared	declared	vvn	declared	declare	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
warned	warned	vvn	warned	warn	0
;	;	;	;	;	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
professed	professed	vvd	professed	profess	0
liberty	liberty	n1	liberty	liberty	0
of	of	pp-f	of	of	0
concience	concience	n1	conscience	conscience	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
these	these	d	these	these	0
do	do	vdb	do	do	0
;	;	;	;	;	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
professed	professed	vvd	professed	profess	0
toleration	toleration	n1	toleration	toleration	0
or	or	cc	or	or	0
protection	protection	n1	protection	protection	0
unto	unto	p-acp	unto	unto	0
any	any	d	any	any	0
but	but	p-acp	but	but	0
them	them	pno32	them	they	0
that	that	d	that	that	0
conformed	conformed	vvn	conformed	conform	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
these	these	d	these	these	0
do	do	n1	doe	do	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
!	!	!	!	!	1
Is	Is	vbz	Is	be	0
thy	thy	po21	thy	thy	0
Sun	Sun	n1	Sun	sun	0
set	set	vvi	set	set	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
but	but	cc-acp	but	but	0
new	new	av-j	new	new	0
risen	risen	vvn	risen	rise	0
?	?	?	?	?	0
and	and	cc	and	and	0
utter	utter	j	utter	utter	0
)	)	)	)	)	0
darknesse	darknesse	n1	darkness	darkness	0
coming	coming	vvg	coming	come	0
upon	upon	p-acp	upon	upon	0
thee	thee	pno21	thee	thou	0
again	again	av	again	again	0
?	?	?	?	?	1
And	And	cc	And	and	0
must	must	vmb	must	must	0
this	this	d	this	this	0
be	be	vbi	be	be	0
fulfil	fulfil	vvi	fulfil	fulfil	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
upon	upon	p-acp	upon	upon	0
thy	thy	po21	thy	thy	0
Rulers	Rulers	n2	Rulers	ruler	0
,	,	,	,	,	0
and	and	cc	and	and	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
They	They	pns32	They	they	0
are	are	vbr	are	be	0
all	all	d	all	all	0
evening	evening	n1	evening	evening	0
.	.	.	.	.	1
Wolves	Wolves	n2	Wolves	wolf	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
devour	devour	vvb	devour	devour	0
so	so	av	so	so	0
greedily	greedily	av-j	greedily	greedy	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
gnaw	gnaw	vvb	gnaw	gnaw	0
not	not	xx	not	not	0
the	the	dt	the	the	0
bones	bones	n2	bones	bone	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
Morrow	Morrow	n1	Morrow	morrow	0
?	?	?	?	?	1
Oh	Oh	uh	O	oh	0
unheard-of	unheard-of	j	unheard-of	unheard-of	0
cruelty	cruelty	n1	cruelty	cruelty	0
!	!	!	!	!	0
unparelell'd	unparelell'd	j	unparelelled	unparelelled	0
Wickednesse	Wickednesse	n1	Wickedness	wickedness	0
!	!	!	!	!	0
violence	violence	n1	violence	violence	0
is	is	vbz	is	be	0
broken	broken	vvn	broken	break	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Rod	Rod	n1	Rod	rod	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
smiteth	smiteth	vvz	smites	smite	0
the	the	dt	the	the	0
just	just	j	just	just	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
cruelty	cruelty	n1	cruelty	cruelty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
innocent	innocent	j-jn	innocent	innocent	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
rage	rage	n1	rage	rage	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
recorded	recorded	vvn	recorded	record	0
and	and	cc	and	and	0
taken	taken	vvn	taken	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
weighs	weighs	vvz	weighs	weigh	0
all	all	d	all	all	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
even	even	j	even	even	0
ballance	ballance	n1	balance	balance	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
scatter	scatter	vvi	scatter	scatter	0
the	the	dt	the	the	0
wiced	wiced	j	wiced	wiced	0
and	and	cc	and	and	0
ungodly	ungodly	j	ungodly	ungodly	0
as	as	c-acp	as	as	0
Chaff	Chaff	n1	Chaff	chaff	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
dust	dust	n1	dust	dust	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
blown	blown	vvn	blown	blow	0
away	away	av	away	away	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
the	the	dt	the	the	0
stripes	stripes	n2	stripes	stripe	0
,	,	,	,	,	0
reproaches	reproaches	n2	reproaches	reproach	0
,	,	,	,	,	0
sighs	sighs	n2	sighs	sigh	0
,	,	,	,	,	0
tears	tears	n2	tears	tear	0
,	,	,	,	,	0
and	and	cc	and	and	0
sufferings	sufferings	n2	sufferings	suffering	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
upright	upright	av-j	upright	upright	0
will	will	vmb	will	will	0
he	he	pns31	he	he	0
reward	reward	vvi	reward	reward	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
their	their	po32	their	their	0
ene	ene	fw-mi	ene	ene	0
∣	∣	sy	∣	∣	0
mies	mies	ng1	mies	mies	0
shall	shall	vmb	shall	shall	0
sink	sink	vvi	sink	sink	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
stone	stone	n1	stone	stone	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
overwhelmed	overwhelmed	vvn	overwhelmed	overwhelm	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pit	pit	n1	pit	pit	0
of	of	pp-f	of	of	0
everlasting	everlasting	j	everlasting	everlasting	0
vengeance	vengeance	n1	vengeance	vengeance	0
,	,	,	,	,	0
wo	wo	n1	woe	woe	0
and	and	cc	and	and	0
misery	misery	n1	misery	misery	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
▪	▪	▪	▪	▪	0
is	is	vbz	is	be	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
old	old	j	old	old	0
Dragon	Dragon	n1	Dragon	dragon	0
,	,	,	,	,	0
the	the	dt	the	the	0
Devourer	Devourer	n1	Devourer	devourer	0
and	and	cc	and	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
Seed	Seed	n1	Seed	seed	0
and	and	cc	and	and	0
Race	Race	n1	Raze	race	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
Righteousnesse	Righteousnesse	n1	Righteousness	righteousness	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Innocency	Innocency	n1	Innocency	innocency	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
subtilty	subtilty	n1	subtlety	subtlety	0
and	and	cc	and	and	0
craft	craft	n1	craft	craft	0
,	,	,	,	,	0
pride	pride	n1	pride	pride	0
and	and	cc	and	and	0
arrogancie	arrogancie	n1	arrogancy	arrogancy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
