MAdame	MAdame	n1	MAdame	madam	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
this	this	d	this	this	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
sought	sought	vvd	sought	seek	0
some	some	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
recompence	recompence	n1	recompense	recompense	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
as	as	c-acp	as	as	0
Dauid	Dauid	np1	Dauid	David	0
sayth	sayth	vvz	say	say	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
One	One	crd	One	one	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
Courts	Courts	n2	Courts	court	0
,	,	,	,	,	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
then	then	cs	then	than	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
:	:	:	:	:	0
Psal.	Psal.	np1	Psal.	Psal.	1
84.13	84.13	crd	84.13	84.13	0
.	.	.	.	.	1
So	So	av	So	so	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
life	life	n1	life	life	0
tel	tel	vvi	tell	tell	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
vnto	vnto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
mee	mee	pno11	me	i	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
,	,	,	,	,	0
that	that	cst	that	that	0
one	one	pi	one	one	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
one	one	crd	one	one	0
sentence	sentence	n1	sentence	sentence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lawe	Lawe	n1	Law	law	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
dearer	dearer	jc-jn	dearer	dear	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
then	then	av	then	then	0
thousands	thousands	crd	thousands	thousand	0
of	of	pp-f	of	of	0
Gold	Gold	n1	Gold	gold	0
and	and	cc	and	and	0
Siluer	Siluer	n1	Silver	silver	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
119.73	119.73	crd	119.73	119.73	0
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
this	this	d	this	this	0
spark	spark	n1	spark	spark	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
little	little	j	little	little	0
so	so	av	so	so	0
euer	euer	av	ever	ever	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
any	any	d	any	any	0
at	at	p-acp	at	at	0
al	al	d	all	all	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
)	)	)	)	)	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
like	like	j	like	like	0
spirite	spirite	n1	spirit	spirit	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
hope	hope	n1	hope	hope	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
publike	publike	j	public	public	0
:	:	:	:	:	0
desiring	desiring	vvg	desiring	desire	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
worke	worke	vvi	work	work	0
that	that	d	that	that	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
like	like	j	like	like	0
labours	labours	n2	labours	labour	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
thanke	thanke	vvb	thank	thank	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
grace	grace	n1	grace	grace	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
hath	hath	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
in	in	p-acp	in	in	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
this	this	d	this	this	0
zealous	zealous	j	zealous	zealous	0
care	care	n1	care	care	0
may	may	vmb	may	may	0
still	still	av	still	still	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
&	&	cc	&	and	0
chiefly	chiefly	av-jn	chiefly	chief	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
receiued	receiued	vvn	received	receive	0
most	most	av-ds	most	most	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
thē	thē	pno32	them	they	0
which	which	r-crq	which	which	0
especially	especially	av-j	especially	especial	0
haue	haue	vhb	have	have	0
neede	neede	n1	need	need	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
lacking	lacking	vvg	lacking	lack	0
the	the	dt	the	the	0
liuelie	liuelie	j	lively	lively	0
voyce	voyce	n1	voice	voice	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
pastours	pastours	n2	pastors	pastor	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
duetie	duetie	n1	duty	duty	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
most	most	av-ds	most	most	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
many	many	d	many	many	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
receiued	receiued	vvn	received	receive	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
talēts	talēts	n2	talents	talent	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
go	go	vvb	go	go	0
not	not	xx	not	not	0
abroade	abroade	av	abroad	abroad	0
,	,	,	,	,	0
or	or	cc	or	or	0
so	so	av	so	so	0
broade	broade	j	broad	broad	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
?	?	?	?	?	0
)	)	)	)	)	0
euen	euen	av	even	even	0
he	he	pns31	he	he	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
receiued	receiued	vvn	received	receive	0
a	a	dt	a	a	0
little	little	j	little	little	0
(	(	(	(	(	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
)	)	)	)	)	0
may	may	vmb	may	may	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
,	,	,	,	,	0
bee	bee	vbb	be	be	0
allowed	allowed	vvn	allowed	allow	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
a	a	dt	a	a	0
little	little	j	little	little	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
wil	wil	n1	will	will	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
minde	minde	n1	mind	mind	0
first	first	ord	first	first	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
sayth	sayth	vvz	say	say	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
accepted	accepted	vvn	accepted	accept	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
preserue	preserue	vvb	preserve	preserve	0
your	your	po22	your	your	0
good	good	j	good	good	0
Ladyship	Ladyship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
honou	honou	j	honou	honou	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
happy	happy	j	happy	happy	0
children	children	n2	children	child	0
(	(	(	(	(	0
happie	happie	j	happy	happy	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
knowe	knowe	vvb	know	know	0
their	their	po32	their	their	0
happinesse	happinesse	n1	happiness	happiness	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
their	their	po32	their	their	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
rents	rents	vvz	rends	rend	0
:	:	:	:	:	0
)	)	)	)	)	0
and	and	cc	and	and	0
increase	increase	vvi	increase	increase	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
graces	graces	n2	graces	grace	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
spirite	spirite	n1	spirit	spirit	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
London	London	np1	London	London	0
the	the	dt	the	the	0
second	second	ord	second	second	0
of	of	pp-f	of	of	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
gust	gust	n1	gust	gust	0
.	.	.	.	.	1
1597.	1597.	crd	1597.	1597.	1
