RIGHTE	RIGHTE	av-jn	RIGHT	right	0
alsoe	alsoe	av	also	also	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
affection	affection	n1	affection	affection	0
i	i	pns11	i	i	0
all	all	d	all	all	0
∣	∣	sy	∣	∣	0
vvayes	vvayes	n2	ways	way	0
had	had	vhd	had	have	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
my	my	po11	my	my	0
presente	presente	j	present	present	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
ar	ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
mes	mes	fw-fr	mes	mes	0
;	;	;	;	;	0
Havinge	Havinge	vhg	Having	have	0
intered	intered	vvn	interred	inter	0
so	so	av	so	so	0
far	far	av-j	far	far	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
blouddy	blouddy	j	bloody	bloody	0
boundes	boundes	n2	bounds	bound	0
of	of	pp-f	of	of	0
mars	mars	vvz	mars	mar	0
.	.	.	.	.	1
Duringe	Duringe	p-acp	During	during	0
vvhiche	vvhiche	r-crq	which	which	0
time	time	n1	time	time	0
i	i	pns11	i	i	0
have	have	vhb	have	have	0
imployed	imployed	vvn	employed	employ	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
gatheringe	gatheringe	vvg	gathering	gather	0
,	,	,	,	,	0
notinge	notinge	vvg	noting	note	0
,	,	,	,	,	0
and	and	cc	and	and	0
learninge	learninge	n1	learning	learning	0
oute	oute	av	out	out	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
brave	brave	j	brave	brave	0
Auctors	Auctors	n2	Actors	actor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
alsoe	alsoe	av	also	also	0
vvhate	vvhate	j	vvhate	vvhate	0
i	i	pns11	i	i	0
have	have	vhb	have	have	0
seene	seene	vvn	seen	see	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
otheres	otheres	ng2-jn	others	others	0
practi	practi	fw-la	practi	practi	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
in	in	p-acp	in	in	0
vvarr	vvarr	n1	vvarr	vvarr	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
brave	brave	j	brave	brave	0
exploytes	exploytes	n2	exploits	exploit	0
and	and	cc	and	and	0
rare	rare	j	rare	rare	0
incounters	incounters	vvz	encounters	encounter	0
;	;	;	;	;	0
all	all	d	all	all	0
vvhiche	vvhiche	r-crq	which	which	0
it	it	pn31	it	it	0
oughte	oughte	vmd	ought	ought	0
fitt	fitt	j	fit	fit	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
dovv	dovv	zz	dovv	dovv	0
∣	∣	sy	∣	∣	0
ne	ne	zz	ne	ne	0
in	in	p-acp	in	in	0
vvrithinge	vvrithinge	vvg	vvrithinge	vvrithinge	0
to	to	pc-acp	to	to	0
inlighten	inlighten	vvi	inlighten	inlighten	0
my	my	po11	my	my	0
beloved	beloved	j-vvn	beloved	belove	0
coun	coun	vvi	con	con	0
∣	∣	sy	∣	∣	0
trimen	trimen	n2	trimen	triman	0
.	.	.	.	.	1
Suche	Suche	np1	Suche	Suche	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
skillful	skillful	j	skilful	skilful	0
in	in	p-acp	in	in	0
vvarres	vvarres	n2	wars	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
desirouse	desirouse	j	desirous	desirous	0
to	to	pc-acp	to	to	0
inter	inter	vvi	inter	inter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
Armes	Armes	n2	Arms	arm	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
therby	therby	av	thereby	thereby	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
gather	gather	vvi	gather	gather	0
some	some	d	some	some	0
instructiones	instructiones	fw-la	instructiones	instructiones	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvith	vvith	p-acp	with	with	0
greater	greater	jc	greater	great	0
auctority	auctority	n1	authority	authority	0
and	and	cc	and	and	0
estimation	estimation	n1	estimation	estimation	0
acomplishe	acomplishe	vvi	acomplishe	acomplishe	0
theyre	theyre	po32	their	their	0
obligationes	obligationes	fw-la	obligationes	obligationes	0
,	,	,	,	,	0
(	(	(	(	(	0
vvherefore	vvherefore	q-crq	wherefore	wherefore	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
boulde	boulde	av-j	bold	bold	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
un	un	j	un	unacustomated	0
to	to	p-acp	to	to	0
youre	youre	po22	your	your	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
)	)	)	)	)	0
vvhiche	vvhiche	r-crq	which	which	0
I	I	pns11	I	i	0
vvoulde	vvoulde	vmd	would	will	0
it	it	pn31	it	it	0
vvere	vvere	vbdr	were	be	0
handled	handled	vvn	handled	handle	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
perfecte	perfecte	vvi	perfect	perfect	0
Souldier	Souldier	n1	Soldier	soldier	0
then	then	av	then	then	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
;	;	;	;	;	0
soe	soe	av	so	so	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
agreable	agreable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
youre	youre	po22	your	your	0
incorrupted	incorrupted	j	incorrupted	incorrupted	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
inclina	inclina	n1	inclina	inclina	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
acordinge	acordinge	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
obligation	obligation	n1	obligation	obligation	0
and	and	cc	and	and	0
love	love	n1	love	love	0
,	,	,	,	,	0
vvhe	vvhe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
runto	runto	av	runto	runto	0
iam	iam	fw-la	iam	iam	0
bounde	bounde	vvn	bound	bind	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
true	true	j	true	true	0
and	and	cc	and	and	0
natural	natural	j	natural	natural	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
vante	vante	vvi	vante	vaunt	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
honours	honours	n2	honours	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
specially	specially	av-j	specially	special	0
for	for	p-acp	for	for	0
bein	bein	zz	bein	bein	0
∣	∣	sy	∣	∣	0
ge	ge	zz	ge	ge	0
decended	decended	vvn	descended	descend	0
from	from	p-acp	from	from	0
youre	youre	po22	your	your	0
house	house	n1	house	house	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
alsoe	alsoe	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
general	general	j	general	general	0
utility	utility	n1	utility	utility	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
are	are	vbr	are	be	0
inclined	inclined	vvn	inclined	incline	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
honorable	honorable	j	honourable	honourable	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ercise	ercise	n1	ercise	ercise	0
;	;	;	;	;	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
paines	paines	n2	pains	pain	0
to	to	pc-acp	to	to	0
vvrite	vvrite	vvi	write	write	0
this	this	d	this	this	0
vo	vo	zz	vo	vo	0
∣	∣	sy	∣	∣	0
lume	lume	n1	lume	lume	0
entituled	entituled	vvn	entitled	entitle	0
Military	Military	j	Military	military	0
Discipline	Discipline	n1	Discipline	discipline	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
vvhich	vvhich	r-crq	which	which	0
is	is	vbz	is	be	0
contayned	contayned	vvn	contained	contain	0
the	the	dt	the	the	0
observationes	observationes	fw-la	observationes	observationes	0
and	and	cc	and	and	0
obligationes	obligationes	fw-la	obligationes	obligationes	0
of	of	pp-f	of	of	0
eache	eache	d	each	each	0
one	one	crd	one	one	0
servinge	servinge	vvg	serving	serve	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Infantery	Infantery	n1	Infantry	infantry	0
;	;	;	;	;	0
biginenge	biginenge	n1	biginenge	biginenge	0
vvith	vvith	p-acp	with	with	0
a	a	dt	a	a	0
private	private	j	private	private	0
Souldier	Souldier	n1	Soldier	soldier	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Captaine	Captaine	n1	Captain	captain	0
generall	generall	n1	general	general	0
.	.	.	.	.	1
Hopinge	Hopinge	vvg	Hoping	hope	0
youre	youre	po22	your	your	0
honour	honour	n1	honour	honour	0
vvill	vvill	vmb	will	will	0
accepte	accepte	vvi	accept	accept	0
this	this	d	this	this	0
my	my	po11	my	my	0
vvillinge	vvillinge	j	willing	willing	0
indevor	indevor	n1	endeavour	endeavour	0
under	under	p-acp	under	under	0
youre	youre	po22	your	your	0
honours	honours	ng1	honours	honour	0
prote	prote	n1	prote	prote	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
as	as	c-acp	as	as	0
vvillinge	vvillinge	vvg	willing	will	0
a	a	dt	a	a	0
mynde	mynde	n1	mind	mind	0
as	as	c-acp	as	as	0
i	i	pns11	i	i	0
offer	offer	vvb	offer	offer	0
the	the	dt	the	the	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Beseechinge	Beseechinge	vvg	Beseeching	beseech	0
the	the	dt	the	the	0
Almightie	Almightie	j-jn	Almighty	almighty	0
to	to	pc-acp	to	to	0
bless	bless	vvi	bless	bless	0
yove	yove	n1	yove	yove	0
vvithe	vvithe	p-acp	with	with	0
longe	longe	av-j	long	long	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
that	that	cst	that	that	0
yo	yo	pn22	the	you	0
∣	∣	sy	∣	∣	0
ve	ve	pns12	we	we	0
may	may	vmb	may	may	0
follovve	follovve	vvb	follow	follow	0
the	the	dt	the	the	0
true	true	j	true	true	0
steppes	steppes	n2	steps	step	0
,	,	,	,	,	0
and	and	cc	and	and	0
undeniable	undeniable	j	undeniable	undeniable	0
prudence	prudence	n1	prudence	prudence	0
,	,	,	,	,	0
hapines	hapines	n1	happiness	happiness	0
,	,	,	,	,	0
brave	brave	j	brave	brave	0
conduction	conduction	n1	conduction	conduction	0
and	and	cc	and	and	0
cesar-like	cesar-like	j	caesar-like	caesar-like	0
determinationes	determinationes	fw-la	determinationes	determinationes	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
predecessores	predecessores	n2	predecessors	predecessor	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
beinge	beinge	vbg	being	be	0
no	no	dx	no	no	0
inferior	inferior	j-jn	inferior	inferior	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
revive	revive	vvi	revive	revive	0
theyre	theyre	po32	their	their	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
parpetuall	parpetuall	j	parpetuall	parpetuall	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
required	required	vvn	required	require	0
and	and	cc	and	and	0
hoped	hoped	vvn	hoped	hope	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
birth	birth	n1	birth	birth	0
and	and	cc	and	and	0
Nobi	Nobi	np1	Nobi	Nobi	0
∣	∣	sy	∣	∣	0
litie	litie	n1	litie	litie	0
,	,	,	,	,	0
accordinge	accordinge	vvg	according	accord	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
exspectationes	exspectationes	fw-la	exspectationes	exspectationes	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
frendes	frendes	n2	friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvell	vvell	av	well	well	0
vvisheres	vvisheres	n2	vvisheres	vvishere	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
increase	increase	vvi	increase	increase	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
house	house	n1	house	house	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
leavinge	leavinge	vvg	leaving	leave	0
a	a	dt	a	a	0
perpetuall	perpetuall	j	perpetual	perpetual	0
memory	memory	n1	memory	memory	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
poste	poste	n1	post	post	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
honoures	honoures	ng1	honours	honour	0
happie	happie	j	happy	happy	0
proceedinges	proceedinges	n2-vvg	proceedings	proceed	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
i	i	pns11	i	i	0
youre	youre	po22	your	your	0
homble	homble	n1	homble	homble	0
servante	servante	n1	servant	servant	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
frendes	frendes	n2	friends	friend	0
vvisheth	vvisheth	vvz	wisheth	wish	0
both	both	d	both	both	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
heere	heere	av	here	here	0
.	.	.	.	.	1
Dated	Dated	np1	Dated	Dated	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Courte	Courte	n1	Court	court	0
of	of	pp-f	of	of	0
Bruxells	Bruxells	np1	Bruxells	Brussels	0
the	the	dt	the	the	0
firste	firste	ord	firste	first	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
.	.	.	.	.	1
1634.	1634.	crd	1634.	1634.	1
