Men	Men	np1	Men	Men	0
things	things	n2	things	thing	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
forwardness	forwardness	n1	forwardness	forwardness	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
provoke	provoke	vvi	provoke	provoke	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
hitherto	hitherto	av	hitherto	hitherto	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
little	little	j	little	little	0
or	or	cc	or	or	0
nothing	nothing	pix	nothing	nothing	0
herein	herein	av	herein	herein	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
herein	herein	av	herein	herein	0
acted	acted	vvn	acted	act	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
little	little	j	little	little	0
ability	ability	n1	ability	ability	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
talent	talent	n1	talon	talon	0
given	given	vvn	given	give	0
me	me	pno11	me	i	0
,	,	,	,	,	0
searching	searching	vvg	searching	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
ra	ra	uh	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
then	then	av	then	then	0
old	old	j	old	old	0
Ecclesiasticall	Ecclesiasticall	j	Ecclesiastical	ecclesiastical	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
richly	richly	av-j	richly	rich	0
furnished	furnished	vvn	furnished	furnish	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
be	be	vbb	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
amongst	amongst	p-acp	among	among	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
difference	difference	n1	difference	difference	0
,	,	,	,	,	0
and	and	cc	and	and	0
little	little	j	little	little	0
certainty	certainty	n1	certainty	certainty	0
save	save	vvi	save	save	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
That	That	cst	That	that	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
vers	vers	zz	vers	vers	0
testifie	testifie	vvi	testify	testify	0
that	that	d	that	that	0
the	the	dt	the	the	0
practise	practise	n1	practice	practice	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
very	very	av	very	very	0
Ancient	Ancient	j	Ancient	ancient	0
,	,	,	,	,	0
and	and	cc	and	and	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
point	point	vvi	point	point	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
certain	certain	j	certain	certain	0
known	known	j-vvn	known	know	0
begining	begining	n1	beginning	beginning	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
rather	rather	av-c	rather	rather	0
disliking	disliking	j-vvg	disliking	dislike	0
it	it	pn31	it	it	0
unless	unless	cs	unless	unless	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
cases	cases	n2	cases	case	0
of	of	pp-f	of	of	0
supposed	supposed	j-vvn	supposed	suppose	0
necessity	necessity	n1	necessity	necessity	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
commending	commending	vvg	commending	commend	0
and	and	cc	and	and	0
pleading	pleading	vvg	pleading	plead	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
none	none	pi	none	none	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
wholly	wholly	av-jn	wholly	whole	0
condemning	condemning	vvg	condemning	condemn	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
primitive	primitive	j	primitive	primitive	0
standing	standing	n-vvg	standing	stand	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
first	first	ord	first	first	0
five	five	crd	five	five	0
or	or	cc	or	or	0
six	six	crd	six	six	0
Centuries	Centuries	n2	Centuries	century	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Baptizing	Baptizing	vvg	Baptizing	baptize	0
Anciently	Anciently	av-jn	Anciently	ancient	0
they	they	pns32	they	they	0
seem	seem	vvb	seem	seem	0
more	more	av-dc	more	more	0
cleer	cleer	av-j	clear	clear	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
usually	usually	av-j	usually	usual	0
by	by	p-acp	by	by	0
plung	plung	vvn	plung	plung	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
or	or	cc	or	or	0
diping	diping	vvg	diping	dipe	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
save	save	p-acp	save	save	0
that	that	cst	that	that	0
some	some	d	some	some	0
did	did	vdd	did	do	0
it	it	pn31	it	it	0
but	but	p-acp	but	but	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
some	some	d	some	some	0
thrice	thrice	av	thrice	thrice	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
question	question	vvb	question	question	0
whether	whether	cs	whither	whether	0
their	their	po32	their	their	0
practise	practise	n1	practice	practice	0
be	be	vbb	be	be	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
obliging	obliging	vvg	obliging	oblige	0
,	,	,	,	,	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
not	not	xx	not	not	0
further	further	av-jc	further	further	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
hath	hath	vhz	hath	have	0
tyed	tyed	vvn	tied	tie	0
us	us	pno12	us	we	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
willingly	willingly	av-j	willingly	willing	0
abet	abet	vvi	abet	abet	0
any	any	d	any	any	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
pra	pra	fw-it	pra	pra	0
∣	∣	sy	∣	∣	0
ctise	ctise	n1	ctise	ctise	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
unwilling	unwilling	j	unwilling	unwilling	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
to	to	pc-acp	to	to	0
condemn	condemn	vvi	condemn	condemn	0
that	that	d	that	that	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
:	:	:	:	:	0
how	how	c-crq	how	how	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
ground	ground	n1	ground	ground	0
and	and	cc	and	and	0
bottom	bottom	n1	bottom	bottom	0
enough	enough	av-d	enough	enough	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
and	and	cc	and	and	0
Apostolical	Apostolical	j	Apostolical	apostolical	0
writings	writings	n2-vvg	writings	write	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
here	here	av	here	here	0
expressed	expressed	vvn	expressed	express	0
;	;	;	;	;	0
if	if	cs	if	if	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
further	further	av-jc	further	further	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
either	either	av-d	either	either	0
pro	pro	fw-la	pro	pro	0
or	or	cc	or	or	0
con	con	vvi	con	con	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
shut	shut	vvi	shut	shut	0
my	my	po11	my	my	0
eyes	eyes	n2	eyes	eye	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
further	further	av-jc	further	further	0
to	to	pc-acp	to	to	0
weigh	weigh	vvi	weigh	weigh	0
what	what	r-crq	what	what	0
shal	shal	vmb	shall	shall	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
propounded	propounded	vvn	propounded	propound	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
hereabout	hereabout	av	hereabout	hereabout	0
,	,	,	,	,	0
and	and	cc	and	and	0
therein	therein	av	therein	therein	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shal	shal	vmb	shall	shall	0
God	God	n1	God	god	0
assisting	assisting	vvg	assisting	assist	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
gage	gage	n1	gage	gage	0
that	that	cst	that	that	0
if	if	cs	if	if	0
any	any	d	any	any	0
or	or	cc	or	or	0
all	all	d	all	all	0
the	the	dt	the	the	0
Antipaedobaptists	Antipaedobaptists	np1	Antipaedobaptists	Antipaedobaptists	0
shal	shal	vmb	shall	shall	0
substantial	substantial	j	substantial	substantial	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Answer	Answer	n1	Answer	answer	0
and	and	cc	and	and	0
confute	confute	vvi	confute	confute	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
here	here	av	here	here	0
propounded	propounded	vvn	propounded	propound	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
(	(	(	(	(	0
unless	unless	cs	unless	unless	0
God	God	np1	God	God	0
give	give	vvb	give	give	0
other	other	j-jn	other	other	0
and	and	cc	and	and	0
further	further	jc	further	further	0
light	light	n1	light	light	0
yet	yet	av	yet	yet	0
)	)	)	)	)	0
never	never	av	never	never	0
more	more	n1	more	moor	0
Baptize	Baptize	vvb	Baptise	baptise	0
any	any	d	any	any	0
Infant	Infant	n1	Infant	infant	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
leaving	leaving	vvg	leaving	leave	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
endeavours	endeavours	n2	endeavours	endeavour	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
blessing	blessing	n1	blessing	blessing	0
and	and	cc	and	and	0
your	your	po22	your	your	0
perusall	perusall	n1	perusal	perusal	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
subscribe	subscribe	vvi	subscribe	subscribe	0
my	my	po11	my	my	0
self	self	n1	self	self	0
From	From	p-acp	From	from	0
South	South	n1	South	south	0
Lyon	Lyon	n1	Lion	lion	0
in	in	p-acp	in	in	0
Norfolk	Norfolk	np1	Norfolk	Norfolk	0
.	.	.	.	.	1
Ianu.	Ianu.	np1	Ianu.	Ianu.	0
25.	25.	crd	25.	25.	0
1653.	1653.	crd	1653.	1653.	1
