Worshipfull	Worshipfull	j	Worshipful	worshipful	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	d	much	much	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
&	&	cc	&	and	0
be	be	vbi	be	be	0
respected	respected	vvn	respected	respect	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
and	and	cc	and	and	0
believe	believe	vvi	believe	believe	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
followers	followers	n2	followers	follower	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
too	too	av	too	too	0
common	common	j	common	common	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
(	(	(	(	(	0
I	I	pns11	I	i	0
fear	fear	vvb	fear	fear	0
too	too	av	too	too	0
much	much	d	much	much	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
say	say	vvi	say	say	0
mine	mine	po11	mine	my	0
too	too	av	too	too	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
careful	careful	j	careful	careful	0
∣	∣	sy	∣	∣	0
ler	ler	vvb	ler	let	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
and	and	cc	and	and	0
theirs	theirs	png32	theirs	they	0
may	may	vmb	may	may	0
correspond	correspond	vvi	correspond	correspond	0
with	with	p-acp	with	with	0
and	and	cc	and	and	0
thrive	thrive	vvi	thrive	thrive	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
then	then	av	then	then	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
and	and	cc	and	and	0
thrive	thrive	vvi	thrive	thrive	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Whereas	Whereas	cs	Whereas	whereas	0
the	the	dt	the	the	0
best	best	js	best	best	0
Parents	Parents	n2	Parents	parent	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
children	children	n2	children	child	0
,	,	,	,	,	0
Eccles.	Eccles.	np1	Eccles.	Eccles.	1
2.19	2.19	crd	2.19	2.19	0
,	,	,	,	,	0
21	21	crd	21	21	0
,	,	,	,	,	0
22	22	crd	22	22	0
,	,	,	,	,	0
23	23	crd	23	23	0
and	and	cc	and	and	0
5.10	5.10	crd	5.10	5.10	0
,	,	,	,	,	0
13	13	crd	13	13	0
,	,	,	,	,	0
14	14	crd	14	14	0
,	,	,	,	,	0
15	15	crd	15	15	0
,	,	,	,	,	0
16.	16.	crd	16.	16.	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
;	;	;	;	;	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
godly	godly	j	godly	godly	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
teach	teach	vvi	teach	teach	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
&	&	cc	&	and	0
serve	serve	vvi	serve	serve	0
him	him	pno31	him	he	0
;	;	;	;	;	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
vanity	vanity	n1	vanity	vanity	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
often	often	av	often	often	0
turn	turn	vvi	turn	turn	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
hurt	hurt	n1	hurt	hurt	0
&	&	cc	&	and	0
ruine	ruine	n1	ruin	ruin	0
,	,	,	,	,	0
that	that	cst	that	that	0
main	main	j	main	main	0
thing	thing	n1	thing	thing	0
being	being	vbg	being	be	0
neglect	neglect	n1	neglect	neglect	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
6.33	6.33	crd	6.33	6.33	0
.	.	.	.	.	0
whereas	whereas	cs	whereas	whereas	0
if	if	cs	if	if	0
God	God	n1	God	god	0
and	and	cc	and	and	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
be	be	vbb	be	be	0
first	first	ord	first	first	0
and	and	cc	and	and	0
chiefly	chiefly	av-jn	chiefly	chief	0
lookt	lookt	vvn	looked	look	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
even	even	av	even	even	0
those	those	d	those	those	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
also	also	av	also	also	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
good	good	j	good	good	0
and	and	cc	and	and	0
needfull	needfull	j	needful	needful	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
added	added	vvn	added	add	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
further	further	jc	further	further	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
one	one	crd	one	one	0
needfull	needfull	j	needful	needful	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
I	I	pns11	I	i	0
took	took	vvd	took	take	0
this	this	d	this	this	0
pains	pains	n2	pains	pain	0
though	though	c-acp	though	though	0
in	in	p-acp	in	in	0
much	much	d	much	much	0
weaknes	weaknes	n1	weakness	weakness	0
of	of	pp-f	of	of	0
body	body	n1	body	body	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
briefly	briefly	av-j	briefly	brief	0
and	and	cc	and	and	0
plainly	plainly	av-j	plainly	plain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
main	main	j	main	main	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
truth	truth	n1	truth	truth	0
ne	ne	zz	ne	ne	0
∣	∣	sy	∣	∣	0
cessary	cessary	j	cessary	cessary	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
and	and	cc	and	and	0
practised	practised	vvn	practised	practise	0
both	both	d	both	both	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
steer	steer	vvi	steer	steer	0
my	my	po11	my	my	0
course	course	n1	course	course	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
traditions	traditions	n2	traditions	tradition	0
and	and	cc	and	and	0
opinions	opinions	n2	opinions	opinion	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
its	its	po31	its	its	0
safest	safest	js	safest	safe	0
walking	walking	vvg	walking	walk	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
word	word	n1	word	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Votes	Votes	n2	Votes	vote	0
of	of	pp-f	of	of	0
fallible	fallible	j	fallible	fallible	0
men	men	n2	men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
then	then	av	then	then	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
test	test	vvb	test	test	0
to	to	pc-acp	to	to	0
miscarry	miscarry	vvi	miscarry	miscarry	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
own	own	d	own	own	0
eys,1	eys,1	n1	eys,1	eys,1	0
Isa.	Isa.	np1	Isa.	Isa.	1
39.13	39.13	crd	39.13	39.13	0
.	.	.	.	.	0
and	and	cc	and	and	0
cryed	cryed	vvd	cried	cry	0
up	up	a-acp	up	up	0
as	as	p-acp	as	as	0
masters	masters	n2	master's	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
They	They	pns32	They	they	0
whose	whose	r-crq	whose	who	0
fear	fear	vvb	fear	fear	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
taught	taught	vvn	taught	teach	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
precepts	precepts	n2	precepts	precept	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
worship	worship	vvb	worship	worship	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
.	.	.	.	.	1
Its	Its	pn31|vbz	Its	it|be	0
a	a	dt	a	a	0
main	main	j	main	main	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
duty	duty	n1	duty	duty	0
towards	towards	p-acp	towards	towards	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cleave	cleave	vvi	cleave	cleave	0
perfectly	perfectly	av-j	perfectly	perfect	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
word	word	n1	word	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
prefer	prefer	vvi	prefer	prefer	0
the	the	dt	the	the	0
authority	authority	n1	authority	authority	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
single	single	j	single	single	0
saying	saying	n-vvg	saying	say	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
conceptions	conceptions	n2	conceptions	conception	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
:	:	:	:	:	0
Though	Though	cs	Though	though	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
neither	neither	dx	neither	neither	0
few	few	d	few	few	0
nor	nor	ccx	nor	nor	0
despicable	despicable	j	despicable	despicable	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
∣	∣	sy	∣	∣	0
sterday	sterday	av-an	sterday	sterday	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
like	like	j	like	like	0
apprehensions	apprehensions	n2	apprehensions	apprehension	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bout	bout	p-acp	bout	about	0
the	the	dt	the	the	0
Ʋniversality	Ʋniversality	n1	Ʋniversality	ʋniversality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grace	Grace	n1	Grace	grace	0
&	&	cc	&	and	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
extent	extent	n1	extent	extent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Death	Death	n1	Death	death	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
some	some	d	some	some	0
over	over	a-acp	over	over	0
zealous	zealous	j	zealous	zealous	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
own	own	d	own	own	0
mistakes	mistakes	n2	mistakes	mistake	0
possibly	possibly	av-j	possibly	possible	0
will	will	vmb	will	will	0
dislike	dislike	vvi	dislike	dislike	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
more	more	av-dc	more	more	0
moderate	moderate	j	moderate	moderate	0
spirits	spirits	n2	spirits	spirit	0
and	and	cc	and	and	0
sounder	sounder	jc	sounder	sound	0
learning	learning	n1	learning	learning	0
both	both	d	both	both	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
&	&	cc	&	and	0
beyond	beyond	p-acp	beyond	beyond	0
Seas	Seas	n2	Seas	sea	0
(	(	(	(	(	0
witnesse	witnesse	n1	witness	witness	0
Mr.	Mr.	n1	Mr.	mr.	1
Baxter	Baxter	np1	Baxter	Baxter	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
Dr.	Dr.	n1	Dr.	dr.	1
Ami	Ami	np1	Ami	Ami	0
∣	∣	sy	∣	∣	0
rald	rald	n1	rald	rald	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
)	)	)	)	)	0
begin	begin	vvi	begin	begin	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
extent	extent	n1	extent	extent	0
then	then	av	then	then	0
some	some	d	some	some	0
by	by	p-acp	by	by	0
over	over	a-acp	over	over	0
hot	hot	j	hight	hot	0
running	running	vvg	running	run	0
into	into	p-acp	into	into	0
extreams	extreams	n2-jn	extremes	extreme	0
have	have	vhi	have	have	0
formerly	formerly	av-j	formerly	former	0
been	been	vbn	been	be	0
willing	willing	j	willing	willing	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
points	points	n2	points	point	0
will	will	vmb	will	will	0
daily	daily	av-j	daily	daily	0
get	get	vvi	get	get	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
its	its	po31	its	its	0
usuall	usuall	j	usual	usual	0
oppositions	oppositions	n2	oppositions	opposition	0
from	from	p-acp	from	from	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
rupt	rupt	vvi	rupt	rupt	0
mindes	mindes	ng1	minds	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
are	are	vbr	are	be	0
destitute	destitute	j	destitute	destitute	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
I	I	pns11	I	i	0
herein	herein	av	herein	herein	0
have	have	vhb	have	have	0
offered	offered	vvn	offered	offer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
drawn	drawn	vvn	drawn	draw	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wels	wels	n2	wells	well	0
of	of	pp-f	of	of	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
and	and	cc	and	and	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
is	is	vbz	is	be	0
wholsome	wholsome	j	wholesome	wholesome	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
look	look	vvi	look	look	0
its	its	po31	its	its	0
worst	worst	js	worst	worst	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
you	you	pn22	you	you	0
so	so	av	so	so	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
Children	Children	n2	Children	child	0
and	and	cc	and	and	0
Servants	Servants	n2	Servants	servant	0
to	to	p-acp	to	to	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
learn	learn	vvi	learn	learn	0
them	them	pno32	them	they	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
also	also	av	also	also	0
adde	adde	vvi	add	add	0
encouragement	encouragement	n1	encouragement	encouragement	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
else	else	av	else	else	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
.	.	.	.	.	1
However	However	c-acp	However	however	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
herein	herein	av	herein	herein	0
discharged	discharged	vvn	discharged	discharge	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
ty	ty	vvi	ty	tie	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
leave	leave	vvi	leave	leave	0
this	this	d	this	this	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Witnesse	Witnesse	n1	Witness	witness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Love	Love	n1	Love	love	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
possibly	possibly	av-j	possibly	possible	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
use	use	n1	use	use	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
.	.	.	.	.	1
Dearly	Dearly	av-jn	Dearly	dear	0
beloved	beloved	vvn	beloved	belove	0
,	,	,	,	,	0
fare	fare	vvb	fare	fare	0
ye	ye	pn22	you	you	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
see	see	vvb	see	see	0
(	(	(	(	(	0
I	I	pns11	I	i	0
yet	yet	av	yet	yet	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
)	)	)	)	)	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
make	make	vvb	make	make	0
it	it	pn31	it	it	0
your	your	po22	your	your	0
busines	busines	n1	business	business	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
and	and	cc	and	and	0
live	live	vvi	live	live	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
answer	answer	vvi	answer	answer	0
that	that	d	that	that	0
great	great	j	great	great	0
Shepheard	Shepheard	n1	Shepherd	shepherd	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
faithfull	faithfull	j	faithful	faithful	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
appear	appear	n1	appear	appear	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
gracious	gracious	j	gracious	gracious	0
custody	custody	n1	custody	custody	0
,	,	,	,	,	0
commend	commend	vvi	commend	commend	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
you	you	pn22	you	you	0
all	all	d	all	all	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
my	my	po11	my	my	0
endeavours	endeavours	n2	endeavours	endeavour	0
;	;	;	;	;	0
