REnowned	REnowned	j-vvn	REnowned	renown	0
yea	yea	uh	yea	yea	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
lately	lately	av-j	lately	late	0
seene	seene	vvn	seen	see	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
eies	eies	n2	eyes	eye	0
,	,	,	,	,	0
that	that	cst	that	that	0
Iustice	Iustice	n1	Justice	justice	0
&	&	cc	&	and	0
Peace	Peace	n1	Peace	peace	0
are	are	vbr	are	be	0
met	met	vvn	met	meet	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
seen	seen	vvn	seen	see	0
you	you	pn22	you	you	0
sitting	sitting	vvg	sitting	sit	0
in	in	p-acp	in	in	0
Parliament	Parliament	n1	Parliament	parliament	0
ten	ten	crd	ten	ten	0
daies	daies	n2	days	day	0
together	together	av	together	together	0
,	,	,	,	,	0
&	&	cc	&	and	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
witnesses	witnesses	n2	witnesses	witness	0
that	that	d	that	that	0
once	once	c-acp	once	once	0
you	you	pn22	you	you	0
sat	sat	vvd	sat	sit	0
from	from	p-acp	from	from	0
one	one	pi	one	one	0
at	at	p-acp	at	at	0
noone	noone	n1	noon	noon	0
to	to	p-acp	to	to	0
ten	ten	crd	ten	ten	0
at	at	p-acp	at	at	0
night	night	n1	night	night	0
;	;	;	;	;	0
so	so	av	so	so	0
much	much	d	much	much	0
is	is	vbz	is	be	0
Iustice	Iustice	ng1	Justice	justice	0
beholden	beholden	vvi	beholden	behold	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
And	And	cc	And	and	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
hard	hard	vvn	heard	hear	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
nothing	nothing	pix	nothing	nothing	0
here	here	av	here	here	0
soun	soun	n1	soun	soun	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
but	but	p-acp	but	but	0
loue	loue	n1	love	love	0
&	&	cc	&	and	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
open	open	j	open	open	0
Par	Par	fw-fr	Par	par	0
∣	∣	sy	∣	∣	0
liament	liament	n1	liament	liament	0
professed	professed	vvn	professed	profess	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
English	English	jp	English	english	0
Nation	Nation	n1	Nation	nation	0
;	;	;	;	;	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
proclaimed	proclaimed	vvn	proclaimed	proclaim	0
great	great	j	great	great	0
punishment	punishment	n1	punishment	punishment	0
on	on	p-acp	on	on	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
should	should	vmd	should	shall	0
abuse	abuse	vvi	abuse	abuse	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
nation	nation	n1	nation	nation	0
;	;	;	;	;	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
of	of	pp-f	of	of	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
carefull	carefull	j	careful	careful	0
then	then	cs	then	than	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
entertainment	entertainment	n1	entertainment	entertainment	0
,	,	,	,	,	0
&	&	cc	&	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
kindly	kindly	j	kindly	kindly	0
entertained	entertained	vvn	entertained	entertain	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
open	open	vvi	open	open	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
thanked	thanked	vvd	thanked	thank	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
knighted	knighted	vvn	knighted	knight	0
&	&	cc	&	and	0
honoured	honoured	vvd	honoured	honour	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
;	;	;	;	;	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Babylonians	Babylonians	njp2	Babylonians	babylonian	0
said	said	vvd	said	say	0
of	of	pp-f	of	of	0
Cyrus	Cyrus	np1	Cyrus	Cyrus	0
,	,	,	,	,	0
The	The	dt	The	the	0
King	King	n1	King	king	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
a	a	dt	a	a	0
Iew	Iew	np1	Iew	Jew	0
,	,	,	,	,	0
so	so	av	so	so	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
whollie	whollie	av-jn	wholly	whole	0
English	English	np1	English	English	0
but	but	p-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
to	to	pc-acp	to	to	0
cherish	cherish	vvi	cherish	cherish	0
Scots	Scots	jp	Scots	scots	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
Scotland	Scotland	np1	Scotland	Scotland	0
to	to	p-acp	to	to	0
ten	ten	crd	ten	ten	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
euerie	euerie	d	every	every	0
where	where	c-crq	where	where	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
kinde	kinde	j	kind	kind	0
to	to	p-acp	to	to	0
strangers	strangers	n2	strangers	stranger	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
wisdom	wisdom	n1	wisdom	wisdom	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
loue	loue	vvi	love	love	0
vs	vs	pno12	us	we	0
both	both	d	both	both	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
example	example	n1	example	example	0
might	might	vmd	might	may	0
worke	worke	vvi	work	work	0
loue	loue	n1	love	love	0
&	&	cc	&	and	0
peace	peace	n1	peace	peace	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
.	.	.	.	.	1
And	And	cc	And	and	0
since	since	c-acp	since	since	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
returned	returned	vvn	returned	return	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
first	first	ord	first	first	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Iacob	Iacob	np1	Iacob	Jacob	0
we	we	pns12	we	we	0
set	set	vvd	set	set	0
vp	vp	a-acp	up	up	0
a	a	dt	a	a	0
piller	piller	n1	pillar	pillar	0
of	of	pp-f	of	of	0
thanks	thanks	n2	thanks	thank	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
kept	kept	vvn	kept	keep	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
iourney	iourney	n1	journey	journey	0
;	;	;	;	;	0
&	&	cc	&	and	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
we	we	pns12	we	we	0
giue	giue	vvb	give	give	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
we	we	pns12	we	we	0
repay	repay	vvb	repay	repay	0
the	the	dt	the	the	0
thankes	thankes	n2	thanks	thanks	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
vouchsafed	vouchsafed	vvd	vouchsafed	vouchsafe	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
Subiects	Subiects	n2-jn	Subjects	subject	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
behalfe	behalfe	n1	behalf	behalf	0
▪	▪	▪	▪	▪	0
&	&	cc	&	and	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
your	your	po22	your	your	0
Subiects	Subiects	n2-jn	Subjects	subject	0
,	,	,	,	,	0
we	we	pns12	we	we	0
reioice	reioice	vvi	rejoice	rejoice	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
this	this	d	this	this	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
intercourse	intercourse	n1	intercourse	intercourse	0
&	&	cc	&	and	0
abode	abode	n1	abided	abode	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
had	had	vhn	had	have	0
no	no	dx	no	no	0
combate	combate	n1	combat	combat	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
kindes	kindes	n2	kinds	kind	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
kindnes	kindnes	n1	kindness	kindness	0
(	(	(	(	(	0
we	we	pns12	we	we	0
confesse	confesse	vvb	confess	confess	0
)	)	)	)	)	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
euercome	euercome	vvn	euercome	euercome	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
great	great	j	great	great	0
Lo	Lo	uh	Lo	lo	0
:	:	:	:	:	0
Chan	Chan	np1	Chan	Chan	0
∣	∣	sy	∣	∣	0
cellor	cellor	n1	cellor	cellor	0
of	of	pp-f	of	of	0
Scotland	Scotland	np1	Scotland	Scotland	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Colledge	Colledge	n1	College	college	0
hals	hals	fw-ge	hals	hals	0
&	&	cc	&	and	0
Burgers	Burgers	n2	Burghers	burgher	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
debters	debters	n2	debtors	debtor	0
&	&	cc	&	and	0
prisoners	prisoners	n2	prisoners	prisoner	0
,	,	,	,	,	0
&	&	cc	&	and	0
for	for	p-acp	for	for	0
entertain	entertain	vvi	entertain	entertain	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
quality	quality	n1	quality	quality	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
anie	anie	d	any	any	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
depraue	depraue	vvi	deprave	deprave	0
it	it	pn31	it	it	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
those	those	d	those	those	0
men	men	n2	men	man	0
which	which	r-crq	which	which	0
raile	raile	vvb	rail	rail	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
,	,	,	,	,	0
&	&	cc	&	and	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
dogs	dogs	n2	dogs	dog	0
which	which	r-crq	which	which	0
bark	bark	vvb	bark	bark	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
moone	moone	n1	moon	moon	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
embase	embase	vvi	embase	embase	0
what	what	r-crq	what	what	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
found	found	vvn	found	find	0
so	so	av	so	so	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
were	were	vbdr	were	be	0
partaker	partaker	n1	partaker	partaker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
iourney	iourney	n1	journey	journey	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
wilfully	wilfully	av-j	wilfully	wilful	0
mali	mali	fw-la	mali	mali	0
∣	∣	sy	∣	∣	0
cious	cious	uh	cious	cious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
speak	speak	vvb	speak	speak	0
by	by	p-acp	by	by	0
heare-say	heare-say	n1	hearsay	hearsay	0
,	,	,	,	,	0
his	his	po31	his	his	0
heare-say	heare-say	n1	hearsay	hearsay	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
∣	∣	sy	∣	∣	0
resie	resie	n1	resie	resie	0
,	,	,	,	,	0
&	&	cc	&	and	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
falsly	falsly	av-j	falsely	false	0
&	&	cc	&	and	0
vncharitably	vncharitably	av-j	uncharitably	uncharitable	0
credulous	credulous	j	credulous	credulous	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
if	if	cs	if	if	0
Scotland	Scotland	np1	Scotland	Scotland	0
were	were	vbdr	were	be	0
as	as	a-acp	as	as	0
barren	barren	j	barren	barren	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
report	report	n1	report	report	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
seen	seen	vvn	seen	see	0
it	it	pn31	it	it	0
,	,	,	,	,	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
report	report	vvi	report	report	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
wonder	wonder	n1	wonder	wonder	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
prepared	prepared	vvn	prepared	prepare	0
vs	vs	pno12	us	we	0
a	a	dt	a	a	0
table	table	n1	table	table	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wildernes	wildernes	n1	wilderness	wilderness	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
euery	euery	d	every	every	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
found	found	vvn	found	find	0
cheerfull	cheerfull	j	cheerful	cheerful	0
welcome	welcome	n-jn	welcome	welcome	0
,	,	,	,	,	0
willing	willing	j	willing	willing	0
attendance	attendance	n1	attendance	attendance	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
such	such	d	such	such	0
abundance	abundance	n1	abundance	abundance	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
could	could	vmd	could	can	0
bee	bee	vbi	be	be	0
complained	complained	vvn	complained	complain	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
excesse	excesse	n1	excess	excess	0
,	,	,	,	,	0
or	or	cc	or	or	0
if	if	cs	if	if	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
were	were	vbdr	were	be	0
worse	worse	jc	worse	worse	0
then	then	cs	then	than	0
that	that	d	that	that	0
excesse	excesse	n1	excess	excess	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
brought	brought	vvd	brought	bring	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
vnthankfulnes	vnthankfulnes	n1	unthankfulness	unthankfulness	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
if	if	cs	if	if	0
our	our	po12	our	our	0
beasts	beasts	n2	beasts	beast	0
could	could	vmd	could	can	0
speake	speake	vvi	speak	speak	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
fulnes	fulnes	n1	fullness	fullness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
crib	crib	n1	crib	crib	0
,	,	,	,	,	0
&	&	cc	&	and	0
say	say	vvb	say	say	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
Esay	Esay	np1	Esay	Easie	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
eaten	eaten	vvn	eaten	eat	0
cleane	cleane	j	clean	clean	0
prouander	prouander	n1	prouander	provender	0
winnowed	winnowed	vvn	winnowed	winnow	0
and	and	cc	and	and	0
fanned	fanned	vvn	fanned	fan	0
,	,	,	,	,	0
