Grace	Grace	n1	Grace	grace	0
further	further	jc	further	further	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
clo	clo	crd	clo	clo	0
∣	∣	sy	∣	∣	0
ser	ser	fw-es	ser	ser	0
walking	walking	vvg	walking	walk	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
ripen	ripen	vvi	ripen	ripen	0
you	you	pn22	you	you	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
for	for	p-acp	for	for	0
Reigning	Reigning	vvg	Reigning	reign	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
here	here	av	here	here	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
Beloved	Beloved	j-vvn	Beloved	belove	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
sad	sad	j	sad	sad	0
and	and	cc	and	and	0
great	great	j	great	great	0
evills	evills	n2-jn	evils	evil	0
(	(	(	(	(	0
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
!	!	!	!	!	0
)	)	)	)	)	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
The	The	dt	The	the	0
strong	strong	j	strong	strong	0
are	are	vbr	are	be	0
very	very	av	very	very	0
apt	apt	j	apt	apt	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
offending	offending	vvg	offending	offend	0
the	the	dt	the	the	0
weak	weak	j	weak	weak	0
;	;	;	;	;	0
And	And	cc	And	and	0
the	the	dt	the	the	0
weak	weak	j	weak	weak	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
Rom.	Rom.	np1	Rom.	Rom.	1
14.	14.	crd	14.	14.	0
1.	1.	crd	1.	1.	0
ult	ult	n1	ult	ult	0
.	.	.	.	.	0
apt	apt	j	apt	apt	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
as	as	c-acp	as	as	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
judging	judging	vvg	judging	judge	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
demning	demning	vvg	demning	demn	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
.	.	.	.	.	1
The	The	dt	The	the	0
serious	serious	j	serious	serious	0
and	and	cc	and	and	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
scientious	scientious	j	scientious	scientious	0
perusall	perusall	n1	perusal	perusal	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
may	may	vmb	may	may	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
Invalidum	Invalidum	np1	Invalidum	Invalidum	0
om	om	p-acp	om	on	0
∣	∣	sy	∣	∣	0
ne	ne	fw-la	ne	ne	0
naturâ	naturâ	fw-la	naturâ	naturâ	0
que	que	fw-fr	que	que	0
∣	∣	sy	∣	∣	0
ru'um	ru'um	uh	ru'um	ru'um	0
.	.	.	.	.	1
Sen.	Sen.	np1	Sen.	Sen.	0
Weake	Weake	j	Weak	weak	0
spirits	spirits	n2	spirits	spirit	0
are	are	vbr	are	be	0
ever	ever	av	ever	ever	0
quar	quar	fw-la	quar	quar	0
∣	∣	sy	∣	∣	0
relling	relling	zz	relling	relling	0
and	and	cc	and	and	0
contending	contending	vvg	contending	contend	0
.	.	.	.	.	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
contribute	contribute	vvi	contribute	contribute	0
much	much	d	much	much	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
preventing	preventing	vvg	preventing	prevent	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
sad	sad	j	sad	sad	0
evills	evills	n2-jn	evils	evil	0
.	.	.	.	.	1
You	You	pn22	You	you	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
weak	weak	j	weak	weak	0
,	,	,	,	,	0
may	may	vmb	may	may	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Glasse	Glasse	n1	Glass	glass	0
,	,	,	,	,	0
see	see	vvb	see	see	0
your	your	po22	your	your	0
weaknesses	weaknesses	n2	weaknesses	weakness	0
,	,	,	,	,	0
your	your	po22	your	your	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
your	your	po22	your	your	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
your	your	po22	your	your	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
your	your	po22	your	your	0
priviledges	priviledges	n2	privileges	privilege	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
comforts	comforts	n2	comforts	comfort	0
.	.	.	.	.	1
You	You	pn22	You	you	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
weak	weak	j	weak	weak	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
may	may	vmb	may	may	0
here	here	av	here	here	0
find	find	vvi	find	find	0
many	many	d	many	many	0
Questions	Questions	n2	Questions	question	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
swered	swered	vvd	swered	swer	0
,	,	,	,	,	0
and	and	cc	and	and	0
doubts	doubts	n2	doubts	doubt	0
resolved	resolved	vvn	resolved	resolve	0
,	,	,	,	,	0
that	that	cst	that	that	0
tend	tend	vvb	tend	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
satisfying	satisfying	n-vvg	satisfying	satisfy	0
,	,	,	,	,	0
quieting	quieting	vvg	quieting	quiet	0
,	,	,	,	,	0
settling	settling	vvg	settling	settle	0
,	,	,	,	,	0
and	and	cc	and	and	0
esta	esta	fw-la	esta	esta	0
∣	∣	sy	∣	∣	0
blishing	blishing	n-vvg	blishing	blish	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
precious	precious	j	precious	precious	0
soules	soules	n2	souls	soul	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
assurance	assurance	n1	assurance	assurance	0
.	.	.	.	.	1
You	You	pn22	You	you	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
weake	weake	j	weak	weak	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
may	may	vmb	may	may	0
here	here	av	here	here	0
find	find	vvi	find	find	0
a	a	dt	a	a	0
staffe	staffe	n1	staff	staff	0
to	to	pc-acp	to	to	0
support	support	vvi	support	support	0
you	you	pn22	you	you	0
,	,	,	,	,	0
a	a	dt	a	a	0
light	light	j	light	light	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
you	you	pn22	you	you	0
,	,	,	,	,	0
a	a	dt	a	a	0
sword	sword	n1	sword	sword	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Cordiall	Cordiall	j	Cordial	cordial	0
to	to	pc-acp	to	to	0
strengthen	strengthen	vvi	strengthen	strengthen	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
And	And	cc	And	and	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
strong	strong	j	strong	strong	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
may	may	vmb	may	may	0
here	here	av	here	here	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
way	way	n1	way	way	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
work	work	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
reward	reward	n1	reward	reward	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
tends	tends	vvz	tends	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
the	the	dt	the	the	0
sweetning	sweetning	vvg	sweetening	sweeten	0
of	of	pp-f	of	of	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
the	the	dt	the	the	0
uniting	uniting	n-vvg	uniting	unite	0
of	of	pp-f	of	of	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
the	the	dt	the	the	0
healing	healing	n-vvg	healing	heal	0
of	of	pp-f	of	of	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
breaches	breaches	n2	breaches	breach	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Here	Here	av	Here	here	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
Meat	Meat	n1	Meat	meat	0
for	for	p-acp	for	for	0
strong	strong	j	strong	strong	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
Milke	Milke	n1	Milk	milk	0
for	for	p-acp	for	for	0
Babes	Babes	n2	Babes	babe	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
motion	motion	n1	motion	motion	0
,	,	,	,	,	0
then	then	cs	then	than	0
notion	notion	n1	notion	notion	0
;	;	;	;	;	0
more	more	dc	more	more	0
heart	heart	n1	heart	heart	0
then	then	cs	then	than	0
head	head	n1	head	head	0
,	,	,	,	,	0
more	more	dc	more	more	0
spirit	spirit	n1	spirit	spirit	0
then	then	cs	then	than	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
inside	inside	av-an	inside	inside	0
then	then	av	then	then	0
outside	outside	av-an	outside	outside	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Here	Here	av	Here	here	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
finde	finde	vvi	find	find	0
The	The	dt	The	the	0
Ʋnsearchable	Ʋnsearchable	j	Ʋnsearchable	ʋnsearchable	0
Riches	Riches	n2	Riches	riches	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
boxes	boxes	n2	boxes	box	0
of	of	pp-f	of	of	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
Ointment	Ointment	n1	Ointment	ointment	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
)	)	)	)	)	0
ope	ope	vvb	open	open	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
and	and	cc	and	and	0
Oh	Oh	uh	O	oh	0
how	how	c-crq	how	how	0
sweet	sweet	av-j	sweet	sweet	0
must	must	vmb	must	must	0
he	he	pns31	he	he	0
be	be	vbi	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
sweetest	sweetest	js	sweetest	sweet	0
of	of	pp-f	of	of	0
sweets	sweets	n2-j	sweets	sweet	0
!	!	!	!	!	1
In	In	p-acp	In	in	0
Christ	Christ	np1	Christ	Christ	0
are	are	vbr	are	be	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
Justification	Justification	n1	Justification	justification	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
are	are	vbr	are	be	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
San	San	np1	San	San	0
∣	∣	sy	∣	∣	0
ctification	ctification	n1	ctification	ctification	0
,	,	,	,	,	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
Consolation	Consolation	n1	Consolation	consolation	0
,	,	,	,	,	0
and	and	cc	and	and	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
Glorification	Glorification	n1	Glorification	glorification	0
:	:	:	:	:	0
And	And	cc	And	and	0
this	this	d	this	this	0
following	following	vvg	following	follow	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
key	key	n1	key	key	0
(	(	(	(	(	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
gol	gol	n1	gol	gol	0
∣	∣	sy	∣	∣	0
den	den	zz	den	den	0
one	one	crd	one	one	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
open	open	vvi	open	open	0
the	the	dt	the	the	0
doore	doore	n1	door	door	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
where	where	c-crq	where	where	0
these	these	d	these	these	0
Treasures	Treasures	n2	Treasures	treasure	0
lye	lye	vvi	lie	lie	0
.	.	.	.	.	1
Christs	Christs	npg1	Christs	Christ	0
riches	riches	n2	riches	riches	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
eternall	eternall	j	eternal	eternal	0
Springs	Springs	n2	Springs	spring	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
that	that	cst	that	that	0
cannot	cannot	vmbx	cannot	can	0
dry	dry	vvi	dry	dry	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
are	are	vbr	are	be	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
diffused	diffused	vvn	diffused	diffuse	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
spirit	spirit	n1	spirit	spirit	0
and	and	cc	and	and	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
his	his	po31	his	his	0
whole	whole	j-jn	whole	whole	0
house	house	n1	house	house	0
be	be	vbi	be	be	0
filled	filled	vvn	filled	fill	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
excellency	excellency	n1	excellency	excellency	0
and	and	cc	and	and	0
usefullnesse	usefullnesse	n1	usefullnesse	usefullnesse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Riches	Riches	n2	Riches	riches	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
Answers	Answers	n2	Answers	answer	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
weighty	weighty	j	weighty	weighty	0
Queries	Queries	n2	Queries	query	0
about	about	p-acp	about	about	0
his	his	po31	his	his	0
Ʋnsearchable	Ʋnsearchable	j	Ʋnsearchable	ʋnsearchable	0
Riches	Riches	n2	Riches	riches	0
,	,	,	,	,	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
hinted	hinted	vvn	hinted	hint	0
at	at	p-acp	at	at	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Tract	Tract	n1	Tract	tract	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
Tract	Tract	n1	Tract	tract	0
much	much	d	much	much	0
is	is	vbz	is	be	0
spoken	spoken	vvn	spoken	speak	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
Properties	Properties	n2	Properties	property	0
,	,	,	,	,	0
and	and	cc	and	and	0
Excellencies	Excellencies	n2	Excellencies	excellency	0
of	of	pp-f	of	of	0
Hu	Hu	uh	Hu	hu	0
∣	∣	sy	∣	∣	0
mility	mility	n1	mility	mility	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
both	both	d	both	both	0
the	the	dt	the	the	0
beautifier	beautifier	n1	beautifier	beautifier	0
and	and	cc	and	and	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
server	server	n1	server	server	0
Humility	Humility	n1	Humility	humility	0
is	is	vbz	is	be	0
(	(	(	(	(	0
Conservatrix	Conservatrix	fw-la	Conservatrix	conservatrix	0
virtutum	virtutum	fw-la	virtutum	virtutum	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
Barnard	Barnard	np1	Barnard	Barnard	0
)	)	)	)	)	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
keeps	keeps	vvz	keeps	keep	0
all	all	d	all	all	0
graces	graces	n2	graces	grace	0
together	together	av	together	together	0
.	.	.	.	.	1
Humilas	Humilas	np1	Humilas	Humilas	0
ani	ani	fw-la	ani	ani	0
mi	mi	fw-mi	mi	mi	0
,	,	,	,	,	0
subtimitas	subtimitas	fw-la	subtimitas	subtimitas	0
Christiani	Christiani	np1	Christiani	Christiani	0
.	.	.	.	.	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
graces	graces	n2	graces	grace	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
Those	Those	d	Those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
lowest	lowest	js	lowest	low	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
esteeme	esteeme	n1	esteem	esteem	0
,	,	,	,	,	0
are	are	vbr	are	be	0
highest	highest	js	highest	high	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
esteeme	esteeme	n1	esteem	esteem	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
Hum	Hum	n1	Hum	hum	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
soules	soules	n2	souls	soul	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
low	low	j	low	low	0
and	and	cc	and	and	0
contemptible	contemptible	j	contemptible	contemptible	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
honourable	honourable	j	honourable	honourable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
ever	ever	av	ever	ever	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
an	an	dt	and	a	0
Age	Age	n1	Age	age	0
since	since	c-acp	since	since	0
Christ	Christ	np1	Christ	Christ	0
was	was	vbds	was	be	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
'twas	'twas	pn31|vbds	'twas	it|be	0
needfull	needfull	j	needful	needful	0
to	to	pc-acp	to	to	0
Preach	Preach	vvi	Preach	preach	0
,	,	,	,	,	0
presse	presse	vvb	press	press	0
,	,	,	,	,	0
and	and	cc	and	and	0
print	print	vvi	print	print	0
this	this	d	this	this	0
great	great	j	great	great	0
do	do	n1	doe	do	0
∣	∣	sy	∣	∣	0
ctrine	ctrine	n1	ctrine	ctrine	0
of	of	pp-f	of	of	0
Humility	Humility	n1	Humility	humility	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
soule-abase	soule-abase	j	soule-abase	soule-abase	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Age	Age	n1	Age	age	0
wherein	wherein	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
live	live	vvb	live	live	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
the	the	dt	the	the	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
the	the	dt	the	the	0
statelinesse	statelinesse	n1	stateliness	stateliness	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Age	Age	n1	Age	age	0
!	!	!	!	!	1
But	But	cc-acp	But	but	0
because	because	c-acp	because	because	0
this	this	d	this	this	0
point	point	n1	point	point	0
is	is	vbz	is	be	0
large	large	j	large	large	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
spoken	spoken	vvn	spoken	speak	0
to	to	p-acp	to	to	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Tract	Tract	n1	Tract	tract	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
satisfie	satisfie	vvi	satisfy	satisfy	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
touch	touch	n1	touch	touch	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
weighty	weighty	j	weighty	weighty	0
things	things	n2	things	thing	0
treated	treated	vvd	treated	treat	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
brevity	brevity	n1	brevity	brevity	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
omit	omit	vvi	omit	omit	0
:	:	:	:	:	0
Onely	Onely	av-j	Only	only	0
give	give	vvb	give	give	0
me	me	pno11	me	i	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
acquaint	acquaint	vvi	acquaint	acquaint	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
few	few	d	few	few	0
things	things	n2	things	thing	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Tract	Tract	n1	Tract	tract	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
draw	draw	vvi	draw	draw	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
close	close	j	close	close	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
twenty-two	twenty-two	j	twenty-two	twenty-two	0
Sermons	Sermons	n2	Sermons	sermon	0
Preached	Preached	vvn	Preached	preach	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
yeares	yeares	n2	years	year	0
agoe	agoe	av	ago	ago	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Lecture	Lecture	n1	Lecture	lecture	0
nights	nights	n2	nights	night	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
now	now	av	now	now	0
I	I	pns11	I	i	0
Preach	Preach	vvb	Preach	preach	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
That	That	cst	That	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
