Worcester	Worcester	np1	Worcester	Worcester	0
For	For	p-acp	For	for	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
plainer	plainer	jc	plainer	plain	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	d	that	that	0
St.	St.	n1	St.	saint	1
Paul	Paul	np1	Paul	Paul	0
opposes	opposes	vvz	opposes	oppose	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
calls	calls	vvz	calls	call	0
,	,	,	,	,	0
The	The	dt	The	the	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
1.17.3.21.10.3	1.17.3.21.10.3	crd	1.17.3.21.10.3	1.17.3.21.10.3	0
.	.	.	.	.	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
own	own	d	own	own	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
:	:	:	:	:	0
And	And	cc	And	and	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ward	ward	vvb	ward	ward	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
Debt	Debt	n1	Debt	debt	0
.	.	.	.	.	1
And	And	cc	And	and	0
Faith	Faith	n1	Faith	faith	0
is	is	vbz	is	be	0
taken	taken	vvn	taken	take	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Term	Term	n1	Term	term	0
opposite	opposite	j-jn	opposite	opposite	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
importing	importing	vvg	importing	import	0
the	the	dt	the	the	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
;	;	;	;	;	0
Therefore	Therefore	av	Therefore	therefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
.	.	.	.	.	1
Phil.	Phil.	np1	Phil.	Phil.	0
3.5	3.5	crd	3.5	3.5	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
Justificati	Justificati	fw-la	Justificati	justificati	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
Words	Words	n2	Words	word	0
,	,	,	,	,	0
being	being	vbg	being	be	0
justified	justified	vvn	justified	justify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
3.27	3.27	crd	3.27	3.27	0
,	,	,	,	,	0
28.4.15	28.4.15	crd	28.4.15	28.4.15	0
.	.	.	.	.	0
manifested	manifested	vvn	manifested	manifest	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
procured	procured	vvd	procured	procure	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Sufferings	Sufferings	n2	Sufferings	suffering	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
granted	granted	vvn	granted	grant	0
,	,	,	,	,	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
only	only	j	only	only	0
meritorious	meritorious	j	meritorious	meritorious	0
Cause	Cause	n1	Cause	cause	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Justification	Justification	n1	Justification	justification	0
.	.	.	.	.	1
The	The	dt	The	the	0
remaining	remaining	j-vvg	remaining	remain	0
Dispute	Dispute	vvb	Dispute	dispute	0
then	then	av	then	then	0
,	,	,	,	,	0
can	can	vmb	can	can	0
only	only	av-j	only	only	0
be	be	vbi	be	be	0
concerning	concerning	vvg	concerning	concern	0
those	those	d	those	those	0
Terms	Terms	n2	Terms	term	0
on	on	p-acp	on	on	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
Partakers	Partakers	n2	Partakers	partaker	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
communicated	communicated	vvn	communicated	communicate	0
to	to	p-acp	to	to	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Effect	Effect	vvb	Effect	effect	0
of	of	pp-f	of	of	0
Christ's	Christ's	npg1	Christ's	Christ	0
Satisfaction	Satisfaction	n1	Satisfaction	satisfaction	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
is	is	vbz	is	be	0
very	very	av	very	very	0
different	different	j	different	different	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
St.	St.	n1	St.	saint	1
Paul	Paul	np1	Paul	Paul	0
managed	managed	vvn	managed	manage	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
set	set	vvd	set	set	0
up	up	a-acp	up	up	0
their	their	po32	their	their	0
own	own	d	own	own	0
Works	Works	vvz	Works	work	0
(	(	(	(	(	0
whether	whether	cs	whither	whether	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
Moses	Moses	np1	Moses	Moses	0
)	)	)	)	)	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
thought	thought	vvd	thought	think	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
such	such	d	such	such	0
Propitiation	Propitiation	n1	Propitiation	propitiation	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
St.	St.	n1	St.	saint	1
Paul	Paul	np1	Paul	Paul	0
asserted	asserted	vvn	asserted	assert	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Remission	Remission	n1	Remission	remission	0
of	of	pp-f	of	of	0
Sins	Sins	n2	Sins	sin	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Favour	Favour	n1	Favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
believed	believed	vvd	believed	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
performed	performed	vvn	performed	perform	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
was	was	vbds	was	be	0
sufficient	sufficient	j	sufficient	sufficient	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
Proportion	Proportion	n1	Proportion	proportion	0
between	between	p-acp	between	between	0
their	their	po32	their	their	0
Works	Works	vvz	Works	work	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Favour	Favour	n1	Favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
made	made	vvn	made	make	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
Debt	Debt	n1	Debt	debt	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
Opinion	Opinion	n1	Opinion	opinion	0
remains	remains	vvz	remains	remain	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
appears	appears	vvz	appears	appear	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Saying	Saying	vvg	Saying	say	0
of	of	pp-f	of	of	0
Manasseh	Manasseh	np1	Manasseh	Manasseh	0
Ben-Israel	Ben-Israel	np1	Ben-Israel	Ben-Israel	0
,	,	,	,	,	0
Hinc	Hinc	fw-la	Hinc	hinc	0
meritis	meritis	n2	meritis	meriti	0
Gratiam	Gratiam	fw-la	Gratiam	gratiam	0
Dei	Dei	fw-la	Dei	dei	0
acqui	acqui	fw-la	acqui	acqui	0
∣	∣	sy	∣	∣	0
ri	ri	zz	ri	ri	0
non	non	uh	non	non	0
est	est	fw-fr	est	est	0
Dubitandam	Dubitandam	fw-la	Dubitandam	dubitandam	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
alter'd	alter'd	vvn	altered	alter	0
their	their	po32	their	their	0
Opinions	Opinions	n2	Opinions	opinion	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
Days	Days	n2	Days	day	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
that	that	cst	that	that	0
understand	understand	vvb	understand	understand	0
Christianity	Christianity	np1	Christianity	Christianity	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
do	do	vdb	do	do	0
agree	agree	vvi	agree	agree	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
meritorious	meritorious	j	meritorious	meritorious	0
Cause	Cause	n1	Cause	cause	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Propitiation	Propitiation	n1	Propitiation	propitiation	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
.	.	.	.	.	1
Colos.	Colos.	np1	Colos.	Colos.	0
1.14	1.14	crd	1.14	1.14	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
Redemption	Redemption	n1	Redemption	redemption	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
Blood	Blood	n1	Blood	blood	0
,	,	,	,	,	0
even	even	av	even	even	0
the	the	dt	the	the	0
Forgiveness	Forgiveness	n1	Forgiveness	forgiveness	0
of	of	pp-f	of	of	0
Sins	Sins	n2	Sins	sin	0
.	.	.	.	.	1
Titus	Titus	np1	Titus	Titus	0
3.5	3.5	crd	3.5	3.5	0
,	,	,	,	,	0
6.	6.	crd	6.	6.	1
And	And	cc	And	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
Works	Works	vvz	Works	work	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Mercy	Mercy	n1	Mercy	mercy	0
he	he	pns31	he	he	0
saved	saved	vvd	saved	save	0
us	us	pno12	us	we	0
;	;	;	;	;	0
that	that	cst	that	that	0
being	being	vbg	being	be	0
justified	justified	vvn	justified	justify	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
Heirs	Heirs	n2	Heirs	heir	0
accor	accor	vvi	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Hope	Hope	n1	Hope	hope	0
of	of	pp-f	of	of	0
Eternal	Eternal	j	Eternal	eternal	0
Life	Life	n1	Life	life	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
here	here	av	here	here	0
comes	comes	vvz	comes	come	0
the	the	dt	the	the	0
material	material	j-jn	material	material	0
Question	Question	n1	Question	question	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
resolved	resolved	vvn	resolved	resolve	0
;	;	;	;	;	0
How	How	c-crq	How	how	0
we	we	pns12	we	we	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
Benefits	Benefits	n2	Benefits	benefit	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Sufferings	Sufferings	n2	Sufferings	suffering	0
?	?	?	?	?	1
To	To	p-acp	To	to	0
answer	answer	n1	answer	answer	0
this	this	d	this	this	0
Distinctly	Distinctly	av-j	Distinctly	distinct	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
consider	consider	vvi	consider	consider	0
them	them	pno32	them	they	0
Two	Two	crd	Two	two	0
Ways	Ways	n2	Ways	way	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
As	As	p-acp	As	as	0
they	they	pns32	they	they	0
respect	respect	vvb	respect	respect	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
or	or	cc	or	or	0
those	those	d	those	those	0
in	in	p-acp	in	in	0
General	General	n1	General	general	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
Christ	Christ	np1	Christ	Christ	0
died	died	vvd	died	die	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
As	As	p-acp	As	as	0
they	they	pns32	they	they	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
Particular	Particular	j-jn	Particular	particular	0
Persons	Persons	n2	Persons	person	0
.	.	.	.	.	1
The	The	dt	The	the	0
former	former	j	former	former	0
are	are	vbr	are	be	0
those	those	d	those	those	0
Benefits	Benefits	n2	Benefits	benefit	0
which	which	r-crq	which	which	0
result	result	n1	result	result	0
from	from	p-acp	from	from	0
God's	God's	npg1	God's	God	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
of	of	pp-f	of	of	0
Christ's	Christ's	npg1	Christ's	Christ	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
on	on	p-acp	on	on	0
behalf	behalf	n1	behalf	behalf	0
of	of	pp-f	of	of	0
Mankind	Mankind	n1	Mankind	mankind	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
calls	calls	vvz	calls	call	0
,	,	,	,	,	0
God's	God's	npg1	God's	God	0
being	being	n1	being	being	0
in	in	p-acp	in	in	0
Christ,2	Christ,2	np1	Christ,2	Christ,2	0
.	.	.	.	.	1
5.19	5.19	crd	5.19	5.19	0
.	.	.	.	.	0
reconciling	reconciling	n-vvg	reconciling	reconcile	0
the	the	dt	the	the	0
World	World	n1	World	world	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
not	not	xx	not	not	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
puting	puting	vvg	putting	put	0
their	their	po32	their	their	0
Trespasses	Trespasses	n2	Trespasses	trespass	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
:	:	:	:	:	0
If	If	cs	If	if	0
this	this	d	this	this	0
be	be	vbb	be	be	0
meant	meant	vvn	meant	mean	0
of	of	pp-f	of	of	0
actual	actual	j	actual	actual	0
Par	Par	np1	Par	Par	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
then	then	cs	then	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Sins	Sins	n2	Sins	sin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
imputed	imputed	vvn	imputed	impute	0
upon	upon	p-acp	upon	upon	0
Christ's	Christ's	npg1	Christ's	Christ	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
Act	Act	n1	Act	act	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
Parts	Parts	n2	Parts	part	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
conciliation	conciliation	n1	conciliation	conciliation	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
to	to	pc-acp	to	to	0
no	no	dx	no	no	0
purpose	purpose	n1	purpose	purpose	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
immediately	immediately	av-j	immediately	immediate	0
adds	adds	vvz	adds	add	0
,	,	,	,	,	0
was	was	vbds	was	be	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
what	what	q-crq	what	what	0
End	End	vvb	End	end	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Sins	Sins	n2	Sins	sin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
were	were	vbdr	were	be	0
already	already	av	already	already	0
forgiven	forgiven	vvn	forgiven	forgive	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
v.	v.	n1	v.	v.	0
20.	20.	crd	20.	20.	1
That	That	cst	That	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
Men	Men	n2	Men	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
reconciled	reconciled	vvn	reconciled	reconcile	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
:	:	:	:	:	0
i	i	uh	i	i	0
.	.	.	.	.	1
e	e	sy	e	e	0
.	.	.	.	.	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
and	and	cc	and	and	0
repent	repent	vvi	repent	repent	0
and	and	cc	and	and	0
obey	obey	vvi	obey	obey	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
what	what	r-crq	what	what	0
Reason	Reason	n1	Reason	reason	0
?	?	?	?	?	1
If	If	cs	If	if	0
not	not	xx	not	not	0
,	,	,	,	,	0
that	that	cst	that	that	0
thereby	thereby	av	thereby	thereby	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
actually	actually	av-j	actually	actual	0
partake	partake	vvi	partake	partake	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
general	general	j	general	general	0
Benefits	Benefits	n2	Benefits	benefit	0
which	which	r-crq	which	which	0
arise	arise	vvb	arise	arise	0
from	from	p-acp	from	from	0
that	that	cst	that	that	0
Recon	Recon	np1	Recon	Recon	0
∣	∣	sy	∣	∣	0
ciliation	ciliation	n1	ciliation	ciliation	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
?	?	?	?	?	1
Which	Which	r-crq	Which	which	0
can	can	vmb	can	can	0
suppose	suppose	vvi	suppose	suppose	0
no	no	dx	no	no	0
Condi	Condi	fw-la	Condi	condi	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
immediate	immediate	j	immediate	immediate	0
