DEarly	DEarly	av-jn	DEarly	dear	0
work	work	n1	work	work	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
continual	continual	j	continual	continual	0
prayer	prayer	n1	prayer	prayer	0
and	and	cc	and	and	0
ear	ear	n1	ear	ear	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
endeavour	endeavour	n1	endeavour	endeavour	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
,	,	,	,	,	1
