BEinge	BEinge	vbg	Being	be	0
heere	heere	av	here	here	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
in	in	p-acp	in	in	0
printe	printe	n1	print	print	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
another	another	j-jn	another	another	0
Cogitacion	Cogitacion	n1	Cogitation	cogitation	0
began	began	vvd	began	begin	0
with	with	p-acp	with	with	0
impor	impor	n1	impor	impor	0
∣	∣	sy	∣	∣	0
tunitie	tunitie	n1	tunitie	tunitie	0
to	to	p-acp	to	to	0
assayle	assayle	vvi	assail	assail	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
freshe	freshe	j	fresh	fresh	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
beholdinge	beholdinge	vvg	beholding	behold	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
feruencye	feruencye	n1	fervency	fervency	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
harte	harte	n1	heart	heart	0
)	)	)	)	)	0
the	the	dt	the	the	0
truthe	truthe	n1	truth	truth	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
matter	matter	n1	matter	matter	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
already	already	av	already	already	0
compyled	compyled	vvd	compiled	compile	0
,	,	,	,	,	0
and	and	cc	and	and	0
seeing	seeing	vvg	seeing	see	0
yet	yet	av	yet	yet	0
(	(	(	(	(	0
far	far	av-j	far	far	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
)	)	)	)	)	0
so	so	av	so	so	0
gloryous	gloryous	j	glorious	glorious	0
and	and	cc	and	and	0
so	so	av	so	so	0
plentifull	plentifull	j	plentiful	plentiful	0
a	a	dt	a	a	0
treasourie	treasourie	n1	treasury	treasury	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
mayning	mayning	vvg	maining	main	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
discouered	discouered	vvn	discovered	discover	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
perpetuam	perpetuam	fw-la	perpetuam	perpetuam	0
rei	rei	fw-la	rei	rei	0
memoriam	memoriam	fw-la	memoriam	memoriam	0
:	:	:	:	:	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
choose	choose	vvi	choose	choose	0
but	but	cc-acp	but	but	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
mistike	mistike	j	mistike	mistike	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sclendernes	sclendernes	n1	sclendernes	sclendernes	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
alreadye	alreadye	av	already	already	0
done	done	vdn	done	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
wished	wished	vvd	wished	wish	0
(	(	(	(	(	0
and	and	cc	and	and	0
not	not	xx	not	not	0
slightly	slightly	av-j	slightly	slight	0
)	)	)	)	)	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
woulde	woulde	vmd	would	will	0
please	please	vvi	please	please	0
almighty	almighty	j-jn	almighty	almighty	0
God	God	np1	God	God	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eternall	eternall	j	eternal	eternal	0
praises	praises	n2	praises	praise	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
name	name	n1	name	name	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
stirre	stirre	vvi	stir	stir	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
zeale	zeale	n1	zeal	zeal	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
well	well	av	well	well	0
approued	approued	j-vvn	approved	approve	0
member	member	n1	member	member	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
abroade	abroade	av	abroad	abroad	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
vni	vni	n1	vni	vni	0
∣	∣	sy	∣	∣	0
uersall	uersall	j	uersall	uersall	0
view	view	n1	view	view	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Countreies	Countreies	n2	Countries	country	0
and	and	cc	and	and	0
Nacions	Nacions	n2	Nations	nation	0
of	of	pp-f	of	of	0
Christendome	Christendome	np1	Christendome	Christendom	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
ye	ye	dt	the	the	0
hereyicall	hereyicall	j	hereyicall	hereyicall	0
garnishment	garnishment	n1	garnishment	garnishment	0
of	of	pp-f	of	of	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
an	an	dt	and	a	0
exact	exact	j	exact	exact	0
historye	historye	n1	history	history	0
and	and	cc	and	and	0
declaration	declaration	n1	declaration	declaration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
cogitaciō	cogitaciō	n1	cogitation	cogitation	0
,	,	,	,	,	0
repairing	repairing	vvg	repairing	repair	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
house	house	n1	house	house	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
comforte	comforte	n1	comfort	comfort	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
friendlye	friendlye	j	friendly	friendly	0
confe	confe	n1	confe	confe	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
good	good	j	good	good	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shuld	shuld	vmd	should	shall	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
close	close	j	close	close	0
mine	mine	po11	mine	my	0
affections	affections	n2	affections	affection	0
(	(	(	(	(	0
that	that	cst	that	that	0
way	way	n1	way	way	0
)	)	)	)	)	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
yt	yt	pn31	that	it	0
I	I	pns11	I	i	0
shoulde	shoulde	vmd	should	shall	0
offer	offer	vvi	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
hearing	hearing	n-vvg	hearing	hear	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
mat	mat	n1	mat	mat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
vnlearnedly	vnlearnedly	av-j	unlearnedly	unlearned	0
pen	pen	n1	pen	pen	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
findyng	findyng	vvg	finding	find	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
like	like	j	like	like	0
good	good	j	good	good	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
your	your	po22	your	your	0
learned	learned	j	learned	learned	0
&	&	cc	&	and	0
friendly	friendly	j	friendly	friendly	0
neighbour	neighbour	n1	neighbour	neighbour	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
recokned	recokned	vvn	recokned	recokn	0
for	for	p-acp	for	for	0
Gods	Gods	ng1	Gods	god	0
diuine	diuine	j-jn	divine	divine	0
prouidence	prouidence	n1	providence	providence	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
require	require	vvi	require	require	0
him	him	pno31	him	he	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
hearer	hearer	n1	hearer	hearer	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
same	same	d	same	same	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
learned	learned	j	learned	learned	0
man	man	n1	man	man	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
)	)	)	)	)	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
hearinge	hearinge	vvg	hearing	hear	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
so	so	av	so	so	0
largely	largely	av-j	largely	large	0
dispensed	dispensed	vvn	dispensed	dispense	0
with	with	p-acp	with	with	0
al	al	d	all	all	0
those	those	d	those	those	0
wantes	wantes	n2	wants	want	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
might	might	n1	might	might	0
(	(	(	(	(	0
peraduenture	peraduenture	av	peradventure	peradventure	0
)	)	)	)	)	0
haue	haue	vhb	have	have	0
binne	binne	vbn	been	be	0
supplyed	supplyed	vvd	supplied	supply	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
fauoryng	fauoryng	vvg	favouring	favour	0
&	&	cc	&	and	0
chiefly	chiefly	av-jn	chiefly	chief	0
regarding	regarding	vvg	regarding	regard	0
the	the	dt	the	the	0
vndoubted	vndoubted	j	undoubted	undoubted	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
he	he	pns31	he	he	0
perswaded	perswaded	vvd	persuaded	persuade	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
wold	wold	vmd	would	will	0
grow	grow	vvi	grow	grow	0
no	no	dx	no	no	0
blemysh	blemysh	n1	blemish	blemish	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
credit	credit	n1	credit	credit	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
breuitie	breuitie	n1	brevity	brevity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
woorke	woorke	n1	work	work	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
playnesse	playnesse	n1	playnesse	playnesse	0
and	and	cc	and	and	0
rudenes	rudenes	n1	rudeness	rudeness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
yf	yf	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
agree	agree	vvi	agree	agree	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
prynt	prynt	n1	print	print	0
:	:	:	:	:	0
whervnto	whervnto	c-crq	whereunto	whereunto	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
one	one	crd	one	one	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
the	the	dt	the	the	0
admyrable	admyrable	j	admyrable	admirable	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
so	so	av	so	so	0
exceedingly	exceedingly	av-vvg	exceedingly	exceed	0
,	,	,	,	,	0
aboue	aboue	p-acp	above	above	0
humane	humane	j	humane	humane	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
shininge	shininge	vvg	shining	shine	0
forth	forth	av	forth	forth	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
world	world	n1	world	world	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
royal	royal	j	royal	royal	0
person	person	n1	person	person	0
&	&	cc	&	and	0
regiment	regiment	n1	regiment	regiment	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
louing	louing	n1	loving	love	0
&	&	cc	&	and	0
gracious	gracious	j	gracious	gracious	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
silence	silence	n1	silence	silence	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
learned	learned	j	learned	learned	0
sort	sort	n1	sort	sort	0
(	(	(	(	(	0
silence	silence	n1	silence	silence	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
terme	terme	vvi	term	term	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
vehemency	vehemency	n1	vehemency	vehemency	0
which	which	r-crq	which	which	0
ye	ye	pn22	you	you	0
woor	woor	j	woor	woor	0
∣	∣	sy	∣	∣	0
thines	thines	n1	thines	thines	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
cause	cause	n1	cause	cause	0
requireth	requireth	vvz	requires	require	0
)	)	)	)	)	0
&	&	cc	&	and	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
stoical	stoical	j	stoical	stoical	0
&	&	cc	&	and	0
colde	colde	j-jn	cold	cold	0
consideraciō	consideraciō	n1	consideration	consideration	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
our	our	po12	our	our	0
english	english	jp	english	english	0
people	people	n1	people	people	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
ye	ye	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
so	so	av	so	so	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
thanking	thanking	vvg	thanking	thank	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
they	they	pns32	they	they	0
haue	haue	vhi	have	have	0
no	no	dx	no	no	0
thinking	thinking	n-vvg	thinking	think	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
these	these	d	these	these	0
motions	motions	n2	motions	motion	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
wt	wt	p-acp	with	with	0
ye	ye	pn22	you	you	0
fauorable	fauorable	j	favourable	favourable	0
cēsure	cēsure	n1	censure	censure	0
&	&	cc	&	and	0
encouragemēts	encouragemēts	n2	encouragements	encouragement	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
said	said	j-vvn	said	say	0
learned	learned	j	learned	learned	0
neighbor	neighbor	n1	neighbour	neighbour	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
instant	instant	n-jn	instant	instant	0
concurringe	concurringe	vvg	concurring	concur	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
zealously	zealously	av-j	zealously	zealous	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
abroad	abroad	av	abroad	abroad	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
world	world	n1	world	world	0
,	,	,	,	,	0
this	this	d	this	this	0
my	my	po11	my	my	0
smalle	smalle	j	small	small	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
prouoke	prouoke	vvi	provoke	provoke	0
the	the	dt	the	the	0
pen	pen	n1	pen	pen	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
renowmed	renowmed	j-vvn	renowned	renown	0
Homer	Homer	np1	Homer	Homer	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
the	the	dt	the	the	0
harts	harts	n2	hearts	heart	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
her	her	po31	her	her	0
highnes	highnes	n1	highness	highness	0
subiects	subiects	n2-jn	subjects	subject	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
further	further	jc	further	further	0
&	&	cc	&	and	0
deper	deper	jc-jn	deeper	deep	0
consideratiō	consideratiō	n1	consideration	consideration	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
exceeding	exceeding	vvg	exceeding	exceed	0
&	&	cc	&	and	0
superaboundaunt	superaboundaunt	j	superaboundaunt	superaboundaunt	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
thankfulnes	thankfulnes	n1	thankfulness	thankfulness	0
and	and	cc	and	and	0
sinceritie	sinceritie	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
hartes	hartes	n2	hearts	heart	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
(	(	(	(	(	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
day	day	n1	day	day	0
supersticiously	supersticiously	av-j	superstitiously	superstitious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	c-acp	for	for	0
euer	euer	av	ever	ever	0
)	)	)	)	)	0
kepe	kepe	vvb	keep	keep	0
holy	holy	j	holy	holy	0
vnto	vnto	p-acp	unto	unto	0
ye	ye	pn22	you	you	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
cōmemoratiō	cōmemoratiō	n1	commemoration	commemoration	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
most	most	av-ds	most	most	0
prosperous	prosperous	j	prosperous	prosperous	0
&	&	cc	&	and	0
peaceable	peaceable	j	peaceable	peaceable	0
raigne	raigne	n1	reign	reign	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
same	same	d	same	same	0
our	our	po12	our	our	0
gracious	gracious	j	gracious	gracious	0
&	&	cc	&	and	0
dere	dere	j-jn	dear	dear	0
soueraigne	soueraigne	j-jn	sovereign	sovereign	0
lady	lady	n1	lady	lady	0
queen	queen	n1	queen	queen	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
(	(	(	(	(	0
my	my	po11	my	my	0
worshipful	worshipful	j	worshipful	worshipful	0
cowsen	cowsen	n1	cowsen	cowsen	0
)	)	)	)	)	0
bicause	bicause	c-acp	because	because	0
ye	ye	pn22	you	you	0
forces	forces	n2	forces	force	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
priuate	priuate	j	private	private	0
motions	motions	n2	motions	motion	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
sort	sort	n1	sort	sort	0
effected	effected	vvn	effected	effect	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
nedes	nedes	av	needs	needs	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
breake	breake	vvi	break	break	0
forth	forth	av	forth	forth	0
(	(	(	(	(	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
)	)	)	)	)	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
not	not	xx	not	not	0
meanely	meanely	av-j	meanly	mean	0
by	by	p-acp	by	by	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
encouragemēts	encouragemēts	n2	encouragements	encouragement	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
receiued	receiued	vvd	received	receive	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
house	house	n1	house	house	0
:	:	:	:	:	0
I	I	pns11	I	i	0
cānot	cānot	vmbx	cannot	can	0
resist	resist	vvi	resist	resist	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
(	(	(	(	(	0
coactedly	coactedly	av-vvn	coactedly	coact	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
by	by	p-acp	by	by	0
loue	loue	n1	love	love	0
)	)	)	)	)	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confer	confer	vvi	confer	confer	0
yt	yt	pn31	that	it	0
dedication	dedication	n1	dedication	dedication	0
thereof	thereof	av	thereof	thereof	0
(	(	(	(	(	0
digested	digested	vvn	digested	digest	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
litle	litle	j	little	little	0
boke	boke	n1	book	book	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
)	)	)	)	)	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
before	before	a-acp	before	before	0
&	&	cc	&	and	0
aboue	aboue	a-acp	above	above	0
ye	ye	pn22	you	you	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
beloued	beloued	j-vvn	beloved	belove	0
friends	friends	n2	friends	friend	0
:	:	:	:	:	0
assuring	assuring	vvg	assuring	assure	0
you	you	pn22	you	you	0
yt	yt	pn31	that	it	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
ye	ye	dt	the	the	0
great	great	j	great	great	0
ioy	ioy	n1	joy	joy	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
