EMonge	EMonge	p-acp	Among	among	0
But	But	cc-acp	But	but	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
man	man	n1	man	man	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
knouledge	knouledge	n1	knouledge	knouledge	0
,	,	,	,	,	0
&	&	cc	&	and	0
godli	godli	j	godly	godly	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
reporte	reporte	n1	report	report	0
&	&	cc	&	and	0
renoune	renoune	n1	renown	renown	0
,	,	,	,	,	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
godly	godly	j	godly	godly	0
mens	mens	ng2	men's	man	0
iudgementes	iudgementes	n2	judgements	judgement	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
perfectest	perfectest	js	perfectest	perfect	0
,	,	,	,	,	0
and	and	cc	and	and	0
greatest	greatest	js	greatest	great	0
Clerkes	Clerkes	n2	Clerks	clerk	0
nowe	nowe	av	now	now	0
lyuinge	lyuinge	vvg	living	live	0
namelye	namelye	av	namely	name	0
M.	M.	n1	M.	m.	0
Martyne	Martyne	np1	Martyne	Martyne	0
Bu	Bu	cc-acp	But	but	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whose	whose	rg-crq	whose	who	0
daylye	daylye	av-j	daily	daily	0
conuersation	conuersation	n1	conversation	conversation	0
and	and	cc	and	and	0
companye	companye	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
wisdome	wisdome	n1	wisdom	wisdom	0
learninge	learninge	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
documētes	documētes	n2	documents	document	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shoulde	shoulde	vmd	should	shall	0
re	re	zz	re	re	0
¦	¦	sy	¦	¦	0
ceaue	ceaue	vvb	ceaue	ceaue	0
and	and	cc	and	and	0
learne	learne	vvi	learn	learn	0
,	,	,	,	,	0
that	that	cst	that	that	0
shoulde	shoulde	vmd	should	shall	0
belonge	belonge	vvi	belong	belong	0
not	not	xx	not	not	0
onlie	onlie	av-j	only	only	0
to	to	p-acp	to	to	0
myne	myne	po11	mine	my	0
owne	owne	d	own	own	0
fuherance	fuherance	n1	fuherance	fuherance	0
&	&	cc	&	and	0
profyt	profyt	n1	profit	profit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
consolation	consolation	n1	consolation	consolation	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
my	my	po11	my	my	0
frendes	frendes	n2	friends	friend	0
,	,	,	,	,	0
whō	whō	ro-crq	whom	who	0
hytherto	hytherto	av	hitherto	hitherto	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
founde	founde	vvn	found	find	0
moste	moste	ds	most	most	0
benefi	benefi	n2	benefi	benefi	0
∣	∣	sy	∣	∣	0
cyall	cyall	j	cyall	cyall	0
towardes	towardes	p-acp	towards	towards	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Sythe	Sythe	a-acp	Sith	since	0
therfore	therfore	av	therefore	therefore	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
thus	thus	av	thus	thus	0
chaunced	chaunced	vvn	chanced	chance	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
godly	godly	j	godly	godly	0
procurement	procurement	n1	procurement	procurement	0
&	&	cc	&	and	0
prouision	prouision	n1	provision	provision	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
season	season	n1	season	season	0
here	here	av	here	here	0
remaine	remaine	vvi	remain	remain	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
pro	pro	fw-la	pro	pro	0
¦	¦	sy	¦	¦	0
founde	founde	vvd	found	find	0
and	and	cc	and	and	0
famous	famous	j	famous	famous	0
Clerke	Clerke	n1	Clerk	clerk	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
myght	myght	vmd	might	may	0
not	not	xx	not	not	0
vnworthelye	vnworthelye	av-j	unworthily	unworthy	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
dede	dede	n1	deed	deed	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
iuste	iuste	j	just	just	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
impute	impute	vvb	impute	impute	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
either	either	d	either	either	0
the	the	dt	the	the	0
vyce	vyce	n1	vice	vice	0
of	of	pp-f	of	of	0
igname	igname	n1	igname	igname	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
obliuion	obliuion	n1	oblivion	oblivion	0
and	and	cc	and	and	0
forget	forget	vvi	forget	forget	0
∣	∣	sy	∣	∣	0
fulnes	fulnes	n1	fullness	fullness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
large	large	j	large	large	0
and	and	cc	and	and	0
ample	ample	j	ample	ample	0
benefittes	benefittes	n2	benefits	benefit	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
let	let	vvi	let	let	0
slippe	slippe	vvi	slip	slip	0
suche	suche	d	such	such	0
a	a	dt	a	a	0
mete	mete	j	meet	meet	0
,	,	,	,	,	0
apt	apt	j	apt	apt	0
,	,	,	,	,	0
and	and	cc	and	and	0
necessarye	necessarye	j	necessary	necessary	0
epistle	epistle	n1	epistle	epistle	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
especiallie	especiallie	av-j	especially	especial	0
beinge	beinge	vbg	being	be	0
writtē	writtē	vvn	written	write	0
and	and	cc	and	and	0
indi	indi	fw-la	indi	indi	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
churche	churche	n1	church	church	0
,	,	,	,	,	0
or	or	cc	or	or	0
congrega	congrega	vvd	congrega	congrega	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
Englande	Englande	np1	Englande	England	0
,	,	,	,	,	0
bothe	bothe	d	both	both	0
learned	learned	j	learned	learned	0
&	&	cc	&	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
learned	learned	vvn	learned	learn	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
expresseth	expresseth	vvz	expresses	express	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
assured	assured	j-vvn	assured	assure	0
and	and	cc	and	and	0
vnfained	vnfained	j	unfeigned	unfeigned	0
loue	loue	n1	love	love	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
beareth	beareth	vvz	bears	bear	0
,	,	,	,	,	0
&	&	cc	&	and	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
tymes	tymes	n2	times	time	0
hathe	hathe	vhz	hath	have	0
borne	borne	vvn	born	bear	0
towardes	towardes	p-acp	towards	towards	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
rulars	rulars	n2-j	rulars	rulars	0
and	and	cc	and	and	0
ministers	ministers	n2	ministers	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
very	very	av	very	very	0
euidentlye	euidentlye	av-j	evidently	evident	0
declareth	declareth	vvz	declareth	declare	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
moste	moste	ds	most	most	0
manifeste	manifeste	j	manifest	manifest	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
scripture	scripture	n1	scripture	scripture	0
,	,	,	,	,	0
set	set	vvn	set	set	0
∣	∣	sy	∣	∣	0
teth	teth	vvz	teth	t	0
furthe	furthe	av-j	forth	further	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
suche	suche	d	such	such	0
thinges	thinges	n2	things	thing	0
as	as	c-acp	as	as	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profitt	profitt	n1	profit	profit	0
and	and	cc	and	and	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
wherin	wherin	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
confuted	confuted	vvn	confuted	confute	0
(	(	(	(	(	0
not	not	xx	not	not	0
al	al	d	all	all	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
maner	maner	n1	manner	manner	0
an	an	dt	and	a	0
infinite	infinite	j	infinite	infinite	0
worke	worke	n1	work	work	0
to	to	pc-acp	to	to	0
stande	stande	vvi	stand	stand	0
aboute	aboute	p-acp	about	about	0
all	all	d	all	all	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
)	)	)	)	)	0
as	as	p-acp	as	as	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
sophisticall	sophisticall	j	sophistical	sophistical	0
&	&	cc	&	and	0
wranglinge	wranglinge	j-vvg	wrangling	wrangle	0
schoolishe	schoolishe	j	schoolish	schoolish	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
probabilitie	probabilitie	n1	probability	probability	0
or	or	cc	or	or	0
likehoode	likehoode	n1	likehood	likehood	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
my	my	po11	my	my	0
lorde	lorde	n1	lord	lord	0
of	of	pp-f	of	of	0
Uvyn	Uvyn	np1	Uvyn	Uvyn	0
∣	∣	sy	∣	∣	0
chester	chester	n1	chester	chester	0
(	(	(	(	(	0
farre	farre	av-j	far	far	0
vnsemely	vnsemely	j	unseemly	unseemly	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
sober	sober	j	sober	sober	0
Bis	Bis	np1	Bis	Bis	0
∣	∣	sy	∣	∣	0
shoppe	shoppe	n1	shop	shop	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
expressed	expressed	vvn	expressed	express	0
&	&	cc	&	and	0
set	set	vvn	set	set	0
forthe	forthe	av	forth	forth	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
two	two	crd	two	two	0
moste	moste	av-ds	most	most	0
cōtumelious	cōtumelious	j	contumelious	contumelious	0
&	&	cc	&	and	0
railing	railing	vvg	railing	rail	0
epist	epist	vvn	epist	epist	0
∣	∣	sy	∣	∣	0
les	les	fw-fr	les	les	0
agaīst	agaīst	p-acp	against	against	0
him	him	pno31	him	he	0
,	,	,	,	,	0
winkīg	winkīg	vvg	winking	wink	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
&	&	cc	&	and	0
ouerhippīg	ouerhippīg	vvg	overhipping	overhip	0
his	his	po31	his	his	0
wel	wel	av	well	well	0
most	most	av-ds	most	most	0
innumerable	innumerable	j	innumerable	innumerable	0
opprobrious	opprobrious	j	opprobrious	opprobrious	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
checkes	checkes	n2	checks	check	0
,	,	,	,	,	0
tauntes	tauntes	n2	taunts	taunt	0
,	,	,	,	,	0
rebukes	rebukes	n2	rebukes	rebuke	0
,	,	,	,	,	0
qua	qua	fw-la	qua	qua	0
¦	¦	sy	¦	¦	0
rellinges	rellinges	n2-vvg	rellinges	rellinge	0
scoffinges	scoffinges	n2-vvg	scoffings	scoffing	0
,	,	,	,	,	0
reuilīges	reuilīges	n2-vvg	revilings	reviling	0
&	&	cc	&	and	0
scoldin	scoldin	fw-fr	scoldin	scoldin	0
¦	¦	sy	¦	¦	0
ges	ges	zz	ges	ges	0
railinges	railinges	n2-vvg	railings	railing	0
,	,	,	,	,	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
filled	filled	vvn	filled	fill	0
as	as	p-acp	as	as	0
full	full	j	full	full	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
heaped	heaped	vvn	heaped	heap	0
to	to	p-acp	to	to	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
so	so	av	so	so	0
fewe	fewe	d	few	few	0
argumē	argumē	n1	argument	argument	0
∣	∣	sy	∣	∣	0
tes	tes	fw-fr	tes	tes	0
or	or	cc	or	or	0
reasons	reasons	n2	reasons	reason	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
probabilitie	probabilitie	n1	probability	probability	0
:	:	:	:	:	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
vrgēt	vrgēt	j	urgent	urgent	0
and	and	cc	and	and	0
instant	instant	j-jn	instant	instant	0
requeste	requeste	n1	request	request	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
frendes	frendes	n2	friends	friend	0
,	,	,	,	,	0
certain	certain	j	certain	certain	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
coūtray	coūtray	n1	country	country	0
men	men	n2	men	man	0
bien	bien	fw-fr	bien	bien	0
,	,	,	,	,	0
he	he	pns31	he	he	0
wold	wold	vmd	would	will	0
neuer	neuer	av	never	never	0
once	once	a-acp	once	once	0
haue	haue	vhb	have	have	0
put	put	vvn	put	put	0
penn	penn	n1	penn	penn	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
paper	paper	n1	paper	paper	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
anye	anye	d	any	any	0
a	a	dt	a	a	0
do	do	vdb	do	do	0
about	about	p-acp	about	about	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
wolde	wolde	vmd	would	will	0
haue	haue	vhi	have	have	0
left	left	vvn	left	leave	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
iudgemēt	iudgemēt	n1	judgement	judgement	0
&	&	cc	&	and	0
arbitrimēt	arbitrimēt	n1	arbitrament	arbitrament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reader	reader	n1	reader	reader	0
,	,	,	,	,	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
now	now	av	now	now	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
dayes	dayes	n2	days	day	0
it	it	pn31	it	it	0
chaunced	chaunced	vvd	chanced	chance	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
gate	gate	n1	gate	gate	0
a	a	dt	a	a	0
lit	lit	vvn	lit	light	0
¦	¦	sy	¦	¦	0
le	le	fw-fr	le	le	0
vacant	vacant	j	vacant	vacant	0
tyme	tyme	n1	time	time	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
same	same	d	same	same	0
(	(	(	(	(	0
seing	seing	vvg	sing	sing	0
he	he	pns31	he	he	0
promised	promised	vvd	promised	promise	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
certaine	certaine	j	certain	certain	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
mani	mani	fw-la	mani	mani	0
∣	∣	sy	∣	∣	0
folde	folde	n1	fold	fold	0
impedimentes	impedimentes	n2	impediments	impediment	0
,	,	,	,	,	0
&	&	cc	&	and	0
necessarie	necessarie	j	necessary	necessary	0
eccle	eccle	n1	eccle	eccle	0
∣	∣	sy	∣	∣	0
siastical	siastical	j	siastical	siastical	0
busines	busines	n1	business	business	0
(	(	(	(	(	0
wher	wher	c-crq	where	where	0
with	with	p-acp	with	with	0
we	we	pns12	we	we	0
knowe	knowe	vvb	know	know	0
such	such	d	such	such	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
smale	smale	j	small	small	0
dele	dele	n1	deal	deal	0
let	let	vvb	let	let	0
)	)	)	)	)	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
concile	concile	vvb	concile	concile	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Bisshoppe	Bisshoppe	n1	Bishop	bishop	0
scornfullye	scornfullye	av-j	scornfully	scornful	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
his	his	po31	his	his	0
olde	olde	j	old	old	0
wōte	wōte	j	wont	wont	0
,	,	,	,	,	0
casteth	casteth	vvz	casts	cast	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
tethe	tethe	n2	teeth	tooth	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
he	he	pns31	he	he	0
ay	ay	av	ay	ay	0
his	his	po31	his	his	0
offringe	offringe	vvb	offringe	offringe	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
altare	altare	n1	altar	altar	0
.	.	.	.	.	1
The	The	dt	The	the	0
whiche	whiche	r-crq	which	which	0
thoughe	thoughe	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
brefe	brefe	j	brief	brief	0
,	,	,	,	,	0
and	and	cc	and	and	0
cōpen	cōpen	av-j	compen	compen	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
&	&	cc	&	and	0
not	not	xx	not	not	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
largeste	largeste	js	largest	large	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
verye	verye	av	very	very	0
dilucidious	dilucidious	j	dilucidious	dilucidious	0
,	,	,	,	,	0
pithie	pithie	j	pithy	pithy	0
,	,	,	,	,	0
&	&	cc	&	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
argumentes	argumentes	n2	arguments	argument	0
concluded	concluded	vvd	concluded	conclude	0
not	not	xx	not	not	0
onlye	onlye	av-j	only	only	0
vpon	vpon	p-acp	upon	upon	0
ye	ye	pn22	you	you	0
holy	holy	j	holy	holy	0
gostes	gostes	n2	ghosts	ghost	0
vnfained	vnfained	j	unfeigned	unfeigned	0
decrees	decrees	n2	decrees	decree	0
,	,	,	,	,	0
apoīt	apoīt	vvi	appoint	appoint	0
∣	∣	sy	∣	∣	0
mentes	mentes	n1	mentes	mentes	0
and	and	cc	and	and	0
ordinaunces	ordinaunces	n2	ordinances	ordinance	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
and	and	cc	and	and	0
holye	holye	j	holy	holy	0
doctores	doctores	n2	doctores	doctore	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
brefnes	brefnes	n1	brefnes	brefnes	0
of	of	pp-f	of	of	0
tyme	tyme	n1	time	time	0
sufficient	sufficient	j	sufficient	sufficient	0
inough	inough	av-d	enough	enough	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
finis	finis	fw-la	finis	finis	0
∣	∣	sy	∣	∣	0
shed	shed	n1	shed	shed	0
,	,	,	,	,	0
I	I	pns11	I	i	0
furthe	furthe	av-j	forth	further	0
with	with	p-acp	with	with	0
toke	toke	vvd	took	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
acor	acor	fw-fr	acor	acor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
childishe	childishe	j	childish	childish	0
talent	talent	n1	talon	talon	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
translate	translate	vvi	translate	translate	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
vulgare	vulgare	j	vulgar	vulgar	0
and	and	cc	and	and	0
cōmune	cōmune	j	commune	common	0
speache	speache	n1	speech	speech	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
sent	sent	vvn	sent	send	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
yow	yow	pn22	you	you	0
to	to	p-acp	to	to	0
thenent	thenent	n1	thenent	thenent	0
some	some	d	some	some	0
well	well	av	well	well	0
disposed	disposed	vvn	disposed	dispose	0
and	and	cc	and	and	0
better	better	av-jc	better	better	0
learned	learned	vvn	learned	learn	0
which	which	r-crq	which	which	0
purchaunce	purchaunce	av	purchaunce	purchaunce	0
wyll	wyll	vmb	will	will	0
not	not	xx	not	not	0
bestowe	bestowe	vvi	bestow	bestow	0
so	so	av	so	so	0
moch	moch	d	much	much	0
tym	tym	n1	time	time	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
translation	translation	n1	translation	translation	0
therof	therof	av	thereof	thereof	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
quireth	quireth	vvz	quireth	quire	0
,	,	,	,	,	0
maye	maye	vmb	may	may	0
yet	yet	av	yet	yet	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
wyse	wyse	j	wise	wise	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
ruse	ruse	n1	ruse	ruse	0
it	it	pn31	it	it	0
acording	acording	vvg	according	accord	0
as	as	a-acp	as	as	0
he	he	pns31	he	he	0
thinketh	thinketh	vvz	thinketh	think	0
beste	beste	js	best	best	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
lengthe	lengthe	n1	length	length	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
worthy	worthy	j	worthy	worthy	0
to	to	p-acp	to	to	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
me	me	pno11	me	i	0
abroade	abroade	av	abroad	abroad	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
and	and	cc	and	and	0
instruc	instruc	vvi	instruct	instruct	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ignoraunt	ignoraunt	j	ignorant	ignorant	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
receaued	receaued	vvn	received	receive	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
