BRethren	BRethren	ng1	BRethren	brethren	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
My	My	po11	My	my	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
ritual	ritual	j	ritual	ritual	0
and	and	cc	and	and	0
Eternal	Eternal	j	Eternal	eternal	0
Welfare	Welfare	n1	Welfare	welfare	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
my	my	po11	my	my	0
Labour	Labour	n1	Labour	labour	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
sakes	sakes	n2	sakes	sake	0
may	may	vmb	may	may	0
provi	provi	fw-la	provi	provi	0
∣	∣	sy	∣	∣	0
dentially	dentially	av-j	dentially	dential	0
extend	extend	vvb	extend	extend	0
or	or	cc	or	or	0
reach	reach	vvi	reach	reach	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
in	in	p-acp	in	in	0
sincerity	sincerity	n1	sincerity	sincerity	0
,	,	,	,	,	0
I	I	pns11	I	i	0
therein	therein	av	therein	therein	0
shall	shall	vmb	shall	shall	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
rejoyce	rejoyce	vvi	rejoice	rejoice	0
.	.	.	.	.	1
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
here	here	av	here	here	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
any	any	d	any	any	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nature	Nature	n1	Nature	nature	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
you	you	pn22	you	you	0
well	well	av	well	well	0
know	know	vvi	know	know	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
open	open	vvi	open	open	0
both	both	d	both	both	0
the	the	dt	the	the	0
Wise-Preach	Wise-Preach	j	Wise-Preach	wise-preach	0
∣	∣	sy	∣	∣	0
ers	ers	n1	ers	ers	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Wise-Hearers	Wise-Hearers	n2	Wise-Hearers	wise-hearer	0
Work	Work	vvb	Work	work	0
and	and	cc	and	and	0
Busi	Busi	np1	Busi	Busi	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
;	;	;	;	;	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
I	I	pns11	I	i	0
need	need	vvb	need	need	0
the	the	dt	the	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
judge	judge	vvb	judge	judge	0
you	you	pn22	you	you	0
want	want	vvb	want	want	0
not	not	xx	not	not	0
need	need	vvi	need	need	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
learn	learn	vvi	learn	learn	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Method	Method	n1	Method	method	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
and	and	cc	and	and	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
plain	plain	j	plain	plain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
best	best	js	best	best	0
becoming	becoming	j-vvg	becoming	become	0
Gospel-Mysteries	Gospel-Mysteries	n2	Gospel-Mysteries	gospel-mystery	0
;	;	;	;	;	0
'twas	'twas	pn31|vbds	'twas	it|be	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
not	not	xx	not	not	0
Humane	Humane	j	Humane	humane	0
Wis	Wis	vvb	Wis	wis	0
∣	∣	sy	∣	∣	0
dom	dom	fw-la	dom	dom	0
or	or	cc	or	or	0
Eloquence	Eloquence	n1	Eloquence	eloquence	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
designed	designed	vvd	designed	design	0
to	to	p-acp	to	to	0
mani	mani	fw-la	mani	mani	0
∣	∣	sy	∣	∣	0
fest	fest	n1	fist	fist	0
;	;	;	;	;	0
and	and	cc	and	and	0
surely	surely	av-j	surely	sure	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
thus	thus	av	thus	thus	0
have	have	vhb	have	have	0
acted	acted	vvn	acted	act	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
pull'd	pull'd	vvn	pulled	pull	0
down	down	a-acp	down	down	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
hand	hand	n1	hand	hand	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
setting	setting	vvg	setting	set	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
found	found	vvn	found	find	0
a	a	dt	a	a	0
transgressor	transgressor	n1	transgressor	transgressor	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
often	often	av	often	often	0
hinting	hinting	vvg	hinting	hint	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
mind	mind	n1	mind	mind	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
nearness	nearness	n1	nearness	nearness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Phrases	Phrases	n2	Phrases	phrase	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
strained	strained	j-vvn	strained	strain	0
it	it	pn31	it	it	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
broke	broke	vvn	broke	break	0
the	the	dt	the	the	0
bounds	bounds	n2	bounds	bound	0
,	,	,	,	,	0
and	and	cc	and	and	0
dealt	dealt	vvd	dealt	deal	0
partially	partially	av-j	partially	partial	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
;	;	;	;	;	0
and	and	cc	and	and	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
are	are	vbr	are	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
Plenty	Plenty	n1	Plenty	plenty	0
may	may	vmb	may	may	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
ven	ven	c-crq	ven	when	0
conduce	conduce	vvi	conduce	conduce	0
to	to	pc-acp	to	to	0
Profit	Profit	vvi	Profit	profit	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
Phrases	Phrases	n2	Phrases	phrase	0
,	,	,	,	,	0
Titles	Titles	n2	Titles	title	0
,	,	,	,	,	0
and	and	cc	and	and	0
Denominations	Denominations	n2	Denominations	denomination	0
of	of	pp-f	of	of	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
may	may	vmb	may	may	0
seem	seem	vvi	seem	seem	0
unto	unto	p-acp	unto	unto	0
any	any	d	any	any	0
tender	tender	j	tender	tender	0
ear	ear	n1	ear	ear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
plain	plain	j	plain	plain	0
,	,	,	,	,	0
harsh	harsh	j	harsh	harsh	0
,	,	,	,	,	0
or	or	cc	or	or	0
reproachful	reproachful	j	reproachful	reproachful	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
,	,	,	,	,	0
know	know	vvb	know	know	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
wa	wa	zz	wa	wa	0
∣	∣	sy	∣	∣	0
rily	rily	av-jn	rily	ry	0
considered	considered	vvn	considered	consider	0
to	to	pc-acp	to	to	0
fasten	fasten	vvi	fasten	fasten	0
them	them	pno32	them	they	0
only	only	av-j	only	only	0
on	on	p-acp	on	on	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
really	really	av-j	really	real	0
deserving	deserving	vvg	deserving	deserve	0
such	such	d	such	such	0
names	names	n2	names	name	0
;	;	;	;	;	0
and	and	cc	and	and	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
herein	herein	av	herein	herein	0
followed	followed	vvn	followed	follow	0
the	the	dt	the	the	0
footsteps	footsteps	n2	footsteps	footstep	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
&	&	cc	&	and	0
Penmen	Penmen	n2	Penmen	penman	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
abated	abated	vvn	abated	abate	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
exceeded	exceeded	vvn	exceeded	exceed	0
their	their	po32	their	their	0
practice	practice	n1	practice	practice	0
;	;	;	;	;	0
as	as	a-acp	as	as	0
is	is	vbz	is	be	0
most	most	ds	most	most	0
evident	evident	j	evident	evident	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
expressions	expressions	n2	expressions	expression	0
wherein	wherein	c-crq	wherein	wherein	0
how	how	q-crq	how	how	0
great	great	j	great	great	0
or	or	cc	or	or	0
learned	learned	j	learned	learned	0
or	or	cc	or	or	0
seemingly	seemingly	av-vvg	seemingly	seem	0
pious	pious	j	pious	pious	0
soever	soever	av	soever	soever	0
some	some	d	some	some	0
sinners	sinners	n2	sinners	sinner	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
both	both	d	both	both	0
Christ	Christ	np1	Christ	Christ	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
and	and	cc	and	and	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
have	have	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
very	very	av	very	very	0
home	home	av-an	home	home	0
and	and	cc	and	and	0
hard	hard	av-j	hard	hard	0
against	against	p-acp	against	against	0
such	such	d	such	such	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
stiling	stiling	vvg	styling	still	0
them	them	pno32	them	they	0
Hypocrites	Hypocrites	n2	Hypocrites	hypocrite	0
,	,	,	,	,	0
Devils	Devils	n2	Devils	devil	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
Wolves	Wolves	n2	Wolves	wolf	0
,	,	,	,	,	0
Dogs	Dogs	n2	Dogs	dog	0
,	,	,	,	,	0
Lyons	Lyons	n2	Lyons	lion	0
,	,	,	,	,	0
Foxes	Foxes	n2	Foxes	fox	0
,	,	,	,	,	0
Vipers	Vipers	n2	Vipers	viper	0
,	,	,	,	,	0
painted-Sepulchres	painted-Sepulchres	n2	painted-Sepulchres	painted-sepulchre	0
,	,	,	,	,	0
whited	whited	vvn	whited	white	0
Walls	Walls	n2	Walls	wall	0
,	,	,	,	,	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
Sodom	Sodom	np1	Sodom	Sodom	0
,	,	,	,	,	0
Rulers	Rulers	n2	Rulers	ruler	0
of	of	pp-f	of	of	0
Gomorrah	Gomorrah	np1	Gomorrah	Gomorrah	0
,	,	,	,	,	0
Adulterers	Adulterers	n2	Adulterers	adulterer	0
,	,	,	,	,	0
Adulteresses	Adulteresses	n2	Adulteresses	adulteress	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
like	like	av-j	like	like	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
witnesseth	witnesseth	vvz	witnesseth	witness	0
;	;	;	;	;	0
wherefore	wherefore	q-crq	wherefore	wherefore	0
marvel	marvel	vvb	marvel	marvel	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
freedom	freedom	n1	freedom	freedom	0
of	of	pp-f	of	of	0
expression	expression	n1	expression	expression	0
to	to	p-acp	to	to	0
sinners	sinners	n2	sinners	sinner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
dye	dye	vvi	die	dye	0
.	.	.	.	.	1
And	And	cc	And	and	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
My	My	po11	My	my	0
resolution	resolution	n1	resolution	resolution	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
proof	proof	n1	proof	proof	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
give	give	vvi	give	give	0
flattering	flattering	vvg	flattering	flatter	0
Titles	Titles	n2	Titles	title	0
unto	unto	p-acp	unto	unto	0
men	men	n2	men	man	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
Elihu	Elihu	np1	Elihu	Elihu	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
accept	accept	vvb	accept	accept	0
any	any	d	any	any	0
man's	man's	ng1	man's	man	0
person	person	n1	person	person	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
give	give	vvb	give	give	0
flattering	flattering	j-vvg	flattering	flatter	0
titles	titles	n2	titles	title	0
unto	unto	p-acp	unto	unto	0
men	men	n2	men	man	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
flattering	flattering	j-vvg	flattering	flatter	0
titles	titles	n2	titles	title	0
;	;	;	;	;	0
forin	forin	av	forin	forin	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
my	my	po11	my	my	0
Maker	Maker	n1	Maker	maker	0
would	would	vmd	would	will	0
soon	soon	av	soon	soon	0
take	take	vvi	take	take	0
me	me	pno11	me	i	0
away	away	av	away	away	0
,	,	,	,	,	0
Job	Job	np1	Job	Job	0
32.21	32.21	crd	32.21	32.21	0
,	,	,	,	,	0
22.	22.	crd	22.	22.	1
And	And	cc	And	and	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
If	If	cs	If	if	0
any	any	d	any	any	0
sup	sup	vvb	sup	sup	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
affected	affected	vvn	affected	affect	0
and	and	cc	and	and	0
discovered	discovered	vvn	discovered	discover	0
a	a	dt	a	a	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
singularity	singularity	n1	singularity	singularity	0
,	,	,	,	,	0
and	and	cc	and	and	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
versity	versity	n1	versity	versity	0
of	of	pp-f	of	of	0
Opinion	Opinion	n1	Opinion	opinion	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
even	even	j	even	even	0
pious	pious	j	pious	pious	0
,	,	,	,	,	0
judicious	judicious	j	judicious	judicious	0
,	,	,	,	,	0
and	and	cc	and	and	0
sober	sober	j	sober	sober	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Age	Age	n1	Age	age	0
.	.	.	.	.	1
I	I	pns11	I	i	0
Answer	Answer	vvb	Answer	answer	0
in	in	p-acp	in	in	0
uprightness	uprightness	n1	uprightness	uprightness	0
,	,	,	,	,	0
'twas	'twas	pn31|vbds	'twas	it|be	0
not	not	xx	not	not	0
affectedly	affectedly	av-vvn	affectedly	affect	0
but	but	cc-acp	but	but	0
constrainedly	constrainedly	av-vvn	constrainedly	constrain	0
done	done	vdn	done	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
even	even	av	even	even	0
such	such	d	such	such	0
Objectors	Objectors	n2	Objectors	objector	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
better	better	av-jc	better	better	0
differing	differing	vvg	differing	differ	0
from	from	p-acp	from	from	0
men	men	n2	men	man	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
wise	wise	j	wise	wise	0
soever	soever	av	soever	soever	0
,	,	,	,	,	0
than	than	cs	than	than	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
and	and	cc	and	and	0
since	since	c-acp	since	since	0
all	all	d	all	all	0
men	men	n2	men	man	0
know	know	vvb	know	know	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
Prophesie	Prophesie	vvb	Prophesy	prophesy	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
Christ's	Christ's	npg1	Christ's	Christ	0
Truth	Truth	n1	Truth	truth	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
or	or	cc	or	or	0
understood	understood	vvd	understood	understand	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
;	;	;	;	;	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
written	written	vvn	written	write	0
,	,	,	,	,	0
Thou	Thou	pns21	Thou	thou	0
shalt	shalt	vm2	shalt	shall	0
not	not	xx	not	not	0
follow	follow	vvi	follow	follow	0
a	a	dt	a	a	0
multitude	multitude	n1	multitude	multitude	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
evil	evil	j-jn	evil	evil	0
;	;	;	;	;	0
neither	neither	dx	neither	neither	0
shalt	shalt	vm2	shalt	shall	0
thou	thou	pns21	thou	thou	0
speak	speak	vvi	speak	speak	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
decline	decline	vvi	decline	decline	0
after	after	p-acp	after	after	0
many	many	d	many	many	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wrest	wrest	vvi	wrest	wrest	0
judgment	judgment	n1	judgement	judgement	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
23.2	23.2	crd	23.2	23.2	0
.	.	.	.	.	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
Paul	Paul	np1	Paul	Paul	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
believed	believed	vvd	believed	believe	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
spoken	spoken	vvn	spoken	speak	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
4.13	4.13	crd	4.13	4.13	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
willingly	willingly	av-j	willingly	willing	0
receive	receive	vvi	receive	receive	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
information	information	n1	information	information	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
speedily	speedily	av-j	speedily	speedy	0
change	change	vvi	change	change	0
my	my	po11	my	my	0
present	present	j	present	present	0
apprehension	apprehension	n1	apprehension	apprehension	0
.	.	.	.	.	1
Lastly	Lastly	ord	Lastly	last	0
,	,	,	,	,	0
If	If	cs	If	if	0
any	any	d	any	any	0
Object	Object	n1	Object	object	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
largeness	largeness	n1	largeness	largeness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Tract	Tract	n1	Tract	tract	0
