MADAME	MADAME	n1	MADAME	madam	0
seek	seek	vvb	seek	seek	0
for	for	p-acp	for	for	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
soule	soule	n1	soul	soul	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
presented	presented	vvn	presented	present	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Wisedome	Wisedome	n1	Wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
your	your	po22	your	your	0
Wealth	Wealth	n1	Wealth	wealth	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
wise	wise	j	wise	wise	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	p-acp	as	as	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
doth	doth	vdz	does	do	0
teach	teach	vvi	teach	teach	0
you	you	pn22	you	you	0
:	:	:	:	:	0
If	If	cs	If	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
or	or	cc	or	or	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
18	18	crd	18	18	0
you	you	pn22	you	you	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wise	wise	j	wise	wise	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
foole	foole	n1	fool	fool	0
,	,	,	,	,	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
wise	wise	j	wise	wise	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
wisedome	wisedome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
is	is	vbz	is	be	0
foolishnesse	foolishnesse	n1	foolishness	foolishness	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
know	know	vvb	know	know	0
Christ	Christ	np1	Christ	Christ	0
well	well	av	well	well	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
chie	chie	n1	chie	chie	0
∣	∣	sy	∣	∣	0
fest	fest	n1	fist	fist	0
learning	learning	n1	learning	learning	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
him	him	pno31	him	he	0
truely	truely	av-j	truly	true	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
freedome	freedome	n1	freedom	freedom	0
.	.	.	.	.	1
Mary	Mary	np1	Mary	Mary	0
was	was	vbds	was	be	0
happy	happy	j	happy	happy	0
in	in	p-acp	in	in	0
bearing	bearing	vvg	bearing	bear	0
him	him	pno31	him	he	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
happy	happy	j	happy	happy	0
in	in	p-acp	in	in	0
beleeuing	beleeuing	vvg	believing	believe	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
shee	shee	pns31	she	she	0
bare	bare	vvd	bore	bear	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
breast	breast	n1	breast	breast	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
she	she	pns31	she	she	0
bare	bare	vvd	bore	bear	0
before	before	a-acp	before	before	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
belly	belly	n1	belly	belly	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
euery	euery	d	every	every	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
dy	dy	vvi	die	die	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Mary	Mary	uh	Marry	mary	0
,	,	,	,	,	0
a	a	dt	a	a	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
euery	euery	d	every	every	0
true	true	j	true	true	0
Christian	Christian	njp	Christian	christian	0
Lady	Lady	n1	Lady	lady	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
kinne	kinne	n1	kin	kin	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
flesh	flesh	n1	flesh	flesh	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
bone	bone	n1	bone	bone	0
his	his	po31	his	his	0
bone	bone	n1	bone	bone	0
,	,	,	,	,	0
a	a	dt	a	a	0
very	very	j	very	very	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
body	body	n1	body	body	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
spirituall	spirituall	j	spiritual	spiritual	0
sence	sence	n1	sense	sense	0
.	.	.	.	.	1
Whosoeuer	Whosoeuer	r-crq	Whosoever	whosoever	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
doe	doe	vdi	do	do	0
Mat.	Mat.	np1	Mat.	Mat	1
12.	12.	crd	12.	12.	0
5	5	crd	5	5	1
Luk.	Luk.	np1	Luk.	Luk.	0
8.	8.	crd	8.	8.	0
2	2	crd	2	2	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
Bro	Bro	np1	Bro	Bro	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sister	Sister	n1	Sister	sister	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mother	Mother	n1	Mother	mother	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
better	better	jc	better	better	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Christian	Christian	np1	Christian	Christian	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
blood	blood	n1	blood	blood	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
A	A	dt	A	a	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
blood	blood	n1	blood	blood	0
may	may	vmb	may	may	0
perish	perish	vvi	perish	perish	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
this	this	d	this	this	0
blood	blood	n1	blood	blood	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
neuer	neuer	av-x	never	never	0
perish	perish	vvi	perish	perish	0
.	.	.	.	.	1
If	If	cs	If	if	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
damned	damned	vvn	damned	damn	0
,	,	,	,	,	0
then	then	av	then	then	0
say	say	vvb	say	say	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
himselfe	himselfe	px31	himself	himself	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
damned	damned	vvn	damned	damn	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
religious	religious	j	religious	religious	0
eare	eare	n1	ear	ear	0
can	can	vmb	can	can	0
endure	endure	vvi	endure	endure	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
detaine	detaine	vvi	detain	detain	0
you	you	pn22	you	you	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
leaue	leaue	vvb	leave	leave	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
.	.	.	.	.	1
If	If	cs	If	if	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
your	your	po22	your	your	0
kinde	kinde	n1	kind	kind	0
accep	accep	vvb	accept	accept	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
for	for	p-acp	for	for	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Vse	Vse	vvb	Use	use	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
peruse	peruse	vvb	peruse	peruse	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
leasure	leasure	n1	leisure	leisure	0
:	:	:	:	:	0
and	and	cc	and	and	0
God	God	np1	God	God	0
giue	giue	vvb	give	give	0
them	them	pno32	them	they	0
fauour	fauour	vvi	favour	favour	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
The	The	dt	The	the	0
great	great	j	great	great	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
protect	protect	vvb	protect	protect	0
and	and	cc	and	and	0
blesse	blesse	vvb	bless	bless	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
children	children	n2	children	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
keepe	keepe	vvb	keep	keep	0
you	you	pn22	you	you	0
all	all	d	all	all	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
his	his	po31	his	his	0
face	face	n1	face	face	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eternall	eternall	j	eternal	eternal	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
soules	soules	n2	souls	soul	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
.	.	.	.	.	1
Saint	Saint	n1	Saint	saint	0
Giles	Giles	np1	Giles	Giles	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fieldes	fieldes	n2	fields	field	0
,	,	,	,	,	0
October	October	np1	October	October	0
5.	5.	crd	5.	5.	0
1614.	1614.	crd	1614.	1614	1
