SEN	SEN	np1	SEN	Sen	0
taking	taking	vvg	taking	take	0
of	of	pp-f	of	of	0
sic	sic	fw-la	sic	sic	0
ane	ane	j	ane	ane	0
interpryse	interpryse	n1	enterprise	enterprise	0
on	on	p-acp	on	on	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
ʒit	ʒit	vvb	ʒit	ʒit	0
ʒour	ʒour	n1	ʒour	ʒour	0
L.	L.	np1	L.	L.	0
earnestfull	earnestfull	j	earnestfull	earnestfull	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
desyre	desyre	n1	desire	desire	0
,	,	,	,	,	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
sa	sa	uh	sa	sa	0
great	great	j	great	great	0
weicht	weicht	n1	weicht	weicht	0
,	,	,	,	,	0
and	and	cc	and	and	0
efficacie	efficacie	n1	efficacy	efficacy	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
mynde	mynde	n1	mind	mind	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
great	great	j	great	great	0
Actes	Actes	n2	Acts	act	0
ʒour	ʒour	n1	ʒour	ʒour	0
L.	L.	np1	L.	L.	0
tuik	tuik	vvi	tuik	tuik	0
on	on	p-acp	on	on	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
first	first	ord	first	first	0
and	and	cc	and	and	0
last	last	ord	last	last	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
mante	mante	fw-la	mante	mante	0
∣	∣	sy	∣	∣	0
nance	nance	n1	nance	nance	0
of	of	pp-f	of	of	0
thaim	thaim	pno32	them	they	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
bene	bene	vbn	be	be	0
opprest	opprest	vvn	oppressed	oppress	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligione	ligione	n1	ligione	ligione	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
feare	feare	vvb	fear	fear	0
of	of	pp-f	of	of	0
ony	ony	av-j	only	only	0
warldly	warldly	n1	world	world	0
Creature	Creature	n1	Creature	creature	0
,	,	,	,	,	0
or	or	cc	or	or	0
losing	losing	vvg	losing	lose	0
of	of	pp-f	of	of	0
ʒour	ʒour	n1	ʒour	ʒour	0
warldly	warldly	n1	world	world	0
gudis	gudis	fw-la	gudis	gudis	0
.	.	.	.	.	1
And	And	cc	And	and	0
alswa	alswa	uh	alswa	alswa	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
great	great	j	great	great	0
humanitie	humanitie	n1	humanity	humanity	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
ʒour	ʒour	n1	ʒour	ʒour	0
L.	L.	np1	L.	L.	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
monit	monit	vvb	monit	monit	0
me	me	pno11	me	i	0
(	(	(	(	(	0
quhen	quhen	c-crq	when	when	0
I	I	pns11	I	i	0
saw	saw	vvd	saw	see	0
na	na	fw-fr	na	na	0
vther	vther	n1	uther	uther	0
,	,	,	,	,	0
haistely	haistely	av-j	hastily	hasty	0
taking	taking	vvg	taking	take	0
the	the	dt	the	the	0
confutatione	confutatione	n1	confutation	confutation	0
heirof	heirof	av	heirof	heirof	0
on	on	p-acp	on	on	0
hand	hand	n1	hand	hand	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
schaw	schaw	vvi	schaw	schaw	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
heirin	heirin	av	heirin	heirin	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
sould	sould	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
langer	langer	n1	langer	langer	0
abusit	abusit	fw-la	abusit	abusit	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
captions	captions	n2	captions	caption	0
Sophisticatione	Sophisticatione	n1	Sophisticatione	sophisticatione	0
,	,	,	,	,	0
safar	safar	av	safar	safar	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
my	my	po11	my	my	0
simple	simple	j	simple	simple	0
ingyne	ingyne	n1	engine	engine	0
,	,	,	,	,	0
thay	thay	pns32	they	they	0
mycht	mycht	vmd	might	may	0
be	be	vbi	be	be	0
supportit	supportit	j	supportit	supportit	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
auancemnt	auancemnt	n1	auancemnt	auancemnt	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
warld	warld	n1	world	world	0
mycht	mycht	vmd	might	may	0
manifestly	manifestly	av-j	manifestly	manifest	0
knaw	knaw	vvi	knaw	know	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
noht	noht	vvn	noht	noht	0
of	of	pp-f	of	of	0
Rashnes	Rashnes	n1	Rashness	rashness	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
nobilitie	nobilitie	n1	nobility	nobility	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
hasart	hasart	n1	hasart	hasart	0
thare	thare	a-acp	there	there	0
liues	liues	vvz	lives	live	0
and	and	cc	and	and	0
lan	lan	zz	lan	lan	0
is	is	vbz	is	be	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Reformatione	Reformatione	n1	Reformation	reformation	0
of	of	pp-f	of	of	0
Religione	Religione	n1	Religion	religion	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Papistes	Papistes	njp2	Papists	papist	0
alledgit	alledgit	fw-la	alledgit	alledgit	0
)	)	)	)	)	0
bot	bot	zz	bot	bot	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
suppressing	suppressing	vvg	suppressing	suppress	0
of	of	pp-f	of	of	0
thay	thay	pns32	they	they	0
things	things	n2	things	thing	0
,	,	,	,	,	0
quhilk	quhilk	n1	quhilk	quhilk	0
was	was	vbds	was	be	0
set	set	vvn	set	set	0
vp	vp	a-acp	up	up	0
aganis	aganis	av	again	again	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
eternal	eternal	j	eternal	eternal	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
commone	commone	j	common	common	0
weill	weill	av	well	well	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
this	this	d	this	this	0
Buik	Buik	np1	Buik	Buik	0
of	of	pp-f	of	of	0
M.	M.	n1	M.	m.	0
Q.	Q.	np1	Q.	Q.	0
contenit	contenit	fw-la	contenit	contenit	0
sa	sa	fw-fr	sa	sa	0
mony	mony	n1	money	money	0
absurdi	absurdi	fw-la	absurdi	absurdi	0
∣	∣	sy	∣	∣	0
teis	teis	fw-la	teis	teis	0
,	,	,	,	,	0
quhilk	quhilk	n1	quhilk	quhilk	0
wald	wald	vvn	walled	wall	0
haue	haue	vhb	have	have	0
consumit	consumit	vvb	consumit	consumit	0
great	great	j	great	great	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
confutit	confutit	n1	confutit	confutit	0
thaim	thaim	pno32	them	they	0
all	all	d	all	all	0
.	.	.	.	.	1
It	It	pn31	It	it	0
chancit	chancit	fw-la	chancit	chancit	0
weill	weill	av	well	well	0
,	,	,	,	,	0
that	that	cst	that	that	0
ane	ane	j	ane	ane	0
lytle	lytle	j	little	little	0
space	space	n1	space	space	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ginning	ginning	n1	ginning	ginning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reformation	Reformation	n1	Reformation	reformation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
he	he	pns31	he	he	0
excerptit	excerptit	j	excerptit	excerptit	0
furth	furth	av	forth	forth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
hale	hale	vvb	hale	hale	0
Buik	Buik	np1	Buik	Buik	0
,	,	,	,	,	0
ane	ane	vvb	ane	ane	0
Schort	Schort	j	Short	short	0
tractiue	tractiue	j	tractive	tractive	0
,	,	,	,	,	0
contening	contening	vvg	contemning	contemn	0
the	the	dt	the	the	0
hale	hale	vvb	hale	hale	0
mater	mater	fw-la	mater	mater	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Buik	Buik	np1	Buik	Buik	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Coppy	Coppy	n1	Copy	copy	0
bearis	bearis	fw-la	bearis	bearis	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
send	send	vvb	send	send	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
to	to	p-acp	to	to	0
Iames	Iames	np1	Iames	Iames	0
Betoune	Betoune	np1	Betoune	Betoune	0
,	,	,	,	,	0
Archebischop	Archebischop	n1	Archebischop	archebischop	0
of	of	pp-f	of	of	0
Glasgw	Glasgw	n1	Glasgw	glasgw	0
(	(	(	(	(	0
quha	quha	uh	quha	quha	0
was	was	vbds	was	be	0
my	my	po11	my	my	0
gude	gude	j	good	good	0
Maister	Maister	n1	Master	master	0
and	and	cc	and	and	0
liberall	liberall	j	liberal	liberal	0
Freind	Freind	n1	Friend	friend	0
,	,	,	,	,	0
quhowbeit	quhowbeit	vvb	quhowbeit	quhowbeit	0
for	for	p-acp	for	for	0
religione	religione	n1	religion	religion	0
we	we	pns12	we	we	0
ar	ar	vbr	are	be	0
now	now	av	now	now	0
seperatit	seperatit	j	seperatit	seperatit	0
in	in	p-acp	in	in	0
ane	ane	j	ane	ane	0
part	part	n1	part	part	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
mony	mony	n1	money	money	0
Fathers	Fathers	n2	Father's	father	0
and	and	cc	and	and	0
sonnes	sonnes	n2	sons	son	0
is	is	vbz	is	be	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
thir	thir	po32	their	their	0
our	our	po12	our	our	0
dayis	dayis	n2	days	day	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
quhom	quhom	n1	quhom	quhom	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
,	,	,	,	,	0
send	send	vvb	send	send	0
the	the	dt	the	the	0
trenth	trenth	n1	trenth	trenth	0
and	and	cc	and	and	0
knawledge	knawledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
:	:	:	:	:	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
vnit	vnit	vvi	unit	unit	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
Spirit	Spirit	n1	Spirit	spirit	0
and	and	cc	and	and	0
mynde	mynde	n1	mind	mind	0
againe	againe	av	again	again	0
together	together	av	together	together	0
,	,	,	,	,	0
that	that	cst	that	that	0
hes	hes	po31	hes	his	0
seperatit	seperatit	n1	seperatit	seperatit	0
vs	vs	pno12	us	we	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
apperis	apperis	vvz	appears	appear	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
warldly	warldly	n1	world	world	0
kyndenes	kyndenes	n1	kindness	kindness	0
.	.	.	.	.	1
And	And	cc	And	and	0
sen	sen	av	sen	then	0
of	of	pp-f	of	of	0
lait	lait	n1	lait	lait	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
fand	fand	vvd	found	find	0
this	this	d	this	this	0
Tractiue	Tractiue	j	Tractive	tractive	0
,	,	,	,	,	0
contening	contening	vvg	contemning	contemn	0
the	the	dt	the	the	0
hale	hale	vvb	hale	hale	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Buik	Buik	np1	Buik	Buik	0
,	,	,	,	,	0
amangis	amangis	fw-la	amangis	amangis	0
vther	vther	n1	uther	uther	0
quaris	quaris	fw-la	quaris	quaris	0
of	of	pp-f	of	of	0
vther	vther	j-jn	uther	uth	0
learuit	learuit	n1	learuit	learuit	0
mennis	mennis	n2	men	man	0
writingis	writingis	n2	writings	writing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
.	.	.	.	.	1
Aganis	Aganis	av	Again	again	0
it	it	pn31	it	it	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
ttauellit	ttauellit	vvn	ttauellit	ttauellit	0
be	be	vbi	be	be	0
Scripturs	Scripturs	n2	Scriptures	scripture	0
,	,	,	,	,	0
Reasonis	Reasonis	n2	Reasons	reason	0
,	,	,	,	,	0
and	and	cc	and	and	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
cient	cient	n1	cient	cient	0
Doctours	Doctours	n2	Doctors	doctor	0
sayingis	sayingis	n2	sayingis	sayingi	0
,	,	,	,	,	0
swa	swa	uh	swa	swa	0
that	that	cst	that	that	0
heirby	heirby	av	heirby	heirby	0
,	,	,	,	,	0
I	I	pns11	I	i	0
traist	traist	n1	traist	traist	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
mouthes	mouthes	n2	mouths	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wickit	wickit	j	wicked	wicked	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
maist	maist	vm2	mayest	may	0
part	part	vvi	part	part	0
salbe	salbe	vmb	salbe	salbe	0
closit	closit	vvb	closit	closit	0
,	,	,	,	,	0
that	that	cst	that	that	0
brag	brag	n1	brag	brag	0
∣	∣	sy	∣	∣	0
gis	gis	zz	gis	gis	0
with	with	p-acp	with	with	0
thare	thare	a-acp	there	there	0
Councels	Councels	n2	Counsels	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
Papisticall	Papisticall	j	Papistical	papistical	0
Decretis	Decretis	fw-la	Decretis	decretis	0
,	,	,	,	,	0
and	and	cc	and	and	0
consti	consti	fw-la	consti	consti	0
¦	¦	sy	¦	¦	0
tutionis	tutionis	fw-la	tutionis	tutionis	0
,	,	,	,	,	0
outdrawing	outdrawing	vvg	outdrawing	outdraw	0
the	the	dt	the	the	0
hartis	hartis	n2	hearts	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
simple	simple	j	simple	simple	0
people	people	n1	people	people	0
fra	fra	p-acp	from	from	0
the	the	dt	the	the	0
trew	trew	j	true	true	0
Religione	Religione	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
thay	thay	pns32	they	they	0
quha	quha	vmb	quha	quha	0
hes	hes	zz	hes	hes	0
bene	bene	vbn	be	be	0
in	in	p-acp	in	in	0
dout	dout	n1	doubt	doubt	0
,	,	,	,	,	0
quhidder	quhidder	av	quhidder	quhidder	0
thay	thay	pns32	they	they	0
war	war	vvb	war	war	0
obleist	obleist	n1	obleist	obleist	0
to	to	pc-acp	to	to	0
obserue	obserue	vvi	observe	observe	0
and	and	cc	and	and	0
keip	keip	vvi	keip	keip	0
the	the	dt	the	the	0
decretis	decretis	fw-la	decretis	decretis	0
of	of	pp-f	of	of	0
thare	thare	po32	there	there	0
councels	councels	n2	counsels	counsel	0
or	or	cc	or	or	0
not	not	xx	not	not	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
thare	thare	a-acp	there	there	0
conscience	conscience	n1	conscience	conscience	0
salbe	salbe	vmb	salbe	salbe	0
quiettit	quiettit	n1	quiettit	quiettit	0
,	,	,	,	,	0
assuritly	assuritly	av-j	assuritly	assurit	0
knawing	knawing	vvg	knawing	knaw	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
quhat	quhat	av	quhat	quhat	0
sould	sould	vmd	should	shall	0
be	be	vbi	be	be	0
keipit	keipit	vvn	kept	keep	0
,	,	,	,	,	0
and	and	cc	and	and	0
quhat	quhat	av	quhat	quhat	0
nocht	nocht	pix	nought	nought	0
.	.	.	.	.	1
Praying	Praying	vvg	Praying	pray	0
ʒour	ʒour	n1	ʒour	ʒour	0
L.	L.	n1	L.	lord	0
to	to	p-acp	to	to	0
tak	tak	vvn	taken	take	0
this	this	d	this	this	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
quhilk	quhilk	n1	quhilk	quhilk	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
dedi	dedi	fw-la	dedi	dedi	0
∣	∣	sy	∣	∣	0
cate	cate	zz	cate	cate	0
to	to	p-acp	to	to	0
ʒour	ʒour	n1	ʒour	ʒour	0
L.	L.	np1	L.	L.	0
in	in	p-acp	in	in	0
gude	gude	j	good	good	0
part	part	n1	part	part	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
ʒour	ʒour	n1	ʒour	ʒour	0
L.	L.	np1	L.	L.	0
hes	hes	zz	hes	hes	0
begune	begune	vvn	begun	begin	0
to	to	p-acp	to	to	0
mantene	mantene	vvb	mantene	mantene	0
the	the	dt	the	the	0
trew	trew	j	true	true	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
sincere	sincere	j	sincere	sincere	0
Religione	Religione	n1	Religion	religion	0
,	,	,	,	,	0
teachit	teachit	vvb	teachit	teachit	0
vs	vs	pno12	us	we	0
be	be	vbi	be	be	0
Christe	Christe	np1	Christe	Christe	0
:	:	:	:	:	0
Swa	Swa	np1	Swa	Swa	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
the	the	dt	the	the	0
leuing	leuing	vvg	leuing	leave	0
Lorde	Lorde	n1	Lord	lord	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
mantene	mantene	vvb	mantene	mantene	0
ʒour	ʒour	n1	ʒour	ʒour	0
L.	L.	np1	L.	L.	0
and	and	cc	and	and	0
all	all	d	all	all	0
fauourers	fauourers	n2	favourers	favourer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
altogether	altogether	av	altogether	altogether	0
receaue	receaue	vvi	receive	receive	0
the	the	dt	the	the	0
Croune	Croune	n1	Crown	crown	0
of	of	pp-f	of	of	0
immortall	immortall	j	immortal	immortal	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
promisit	promisit	n1	promisit	promisit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
,	,	,	,	,	0
quha	quha	fw-la	quha	quha	0
perseueris	perseueris	fw-la	perseueris	perseueris	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
end	end	n1	end	end	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
the	the	dt	the	the	0
Paedagoge	Paedagoge	n1	Pedagogue	pedagogue	0
of	of	pp-f	of	of	0
Blasgw	Blasgw	n1	Blasgw	blasgw	0
,	,	,	,	,	0
the	the	dt	the	the	0
Firste	Firste	ord	Firste	first	0
of	of	pp-f	of	of	0
Marche	Marche	np1	Marche	March	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
ʒeir	ʒeir	n1	ʒeir	ʒeir	0
