Men	Men	np1	Men	Men	0
whole	whole	j-jn	whole	whole	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
then	then	av	then	then	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
circumstance	circumstance	n1	circumstance	circumstance	0
)	)	)	)	)	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
more	more	av-dc	more	more	0
particular	particular	j	particular	particular	0
and	and	cc	and	and	0
large	large	j	large	large	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
earnest	earnest	j	earnest	earnest	0
sollicitation	sollicitation	n1	solicitation	solicitation	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
near	near	j	near	near	0
Relation	Relation	n1	Relation	relation	0
of	of	pp-f	of	of	0
hers	hers	png31	hers	she	0
(	(	(	(	(	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
good	good	j	good	good	0
measure	measure	n1	measure	measure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
Instrument	Instrument	n1	Instrument	instrument	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
enlargement	enlargement	n1	enlargement	enlargement	0
)	)	)	)	)	0
concurr'd	concurr'd	vvd	concurred	concur	0
to	to	pc-acp	to	to	0
prevent	prevent	vvi	prevent	prevent	0
her	her	pno31	her	she	0
.	.	.	.	.	1
Two	Two	crd	Two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
observations	observations	n2	observations	observation	0
,	,	,	,	,	0
while	while	cs	while	while	0
she	she	pns31	she	she	0
related	related	vvd	related	relate	0
this	this	d	this	this	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
mind	mind	vvi	mind	mind	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
having	having	vhg	having	have	0
layen	layen	vvn	lain	lie	0
so	so	av	so	so	0
long	long	av-j	long	long	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Narrative	Narrative	np1	Narrative	Narrative	0
mentioneth	mentioneth	vvz	mentioneth	mention	0
)	)	)	)	)	0
under	under	p-acp	under	under	0
such	such	d	such	such	0
error	error	n1	error	error	0
of	of	pp-f	of	of	0
soul	soul	n1	soul	soul	0
;	;	;	;	;	0
And	And	cc	And	and	0
having	having	vhg	having	have	0
now	now	av	now	now	0
newly	newly	av-j	newly	new	0
received	received	vvd	received	receive	0
her	her	po31	her	her	0
enlargement	enlargement	n1	enlargement	enlargement	0
,	,	,	,	,	0
she	she	pns31	she	she	0
was	was	vbds	was	be	0
so	so	av	so	so	0
filled	filled	vvn	filled	fill	0
with	with	p-acp	with	with	0
admiration	admiration	n1	admiration	admiration	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
Riches	Riches	n2	Riches	riches	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
deliverance	deliverance	n1	deliverance	deliverance	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
many	many	d	many	many	0
times	times	n2	times	time	0
stopt	stopt	vvd	stopped	stop	0
her	her	po31	her	her	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
derable	derable	j	derable	derable	0
season	season	n1	season	season	0
:	:	:	:	:	0
and	and	cc	and	and	0
she	she	pns31	she	she	0
could	could	vmd	could	can	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
appea	appea	n1	appea	appea	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
)	)	)	)	)	0
have	have	vhb	have	have	0
dwelt	dwelt	vvn	dwelled	dwell	0
long	long	av-j	long	long	0
between	between	p-acp	between	between	0
sentence	sentence	n1	sentence	sentence	0
and	and	cc	and	and	0
sentence	sentence	n1	sentence	sentence	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
secret	secret	j-jn	secret	secret	0
,	,	,	,	,	0
inward	inward	j	inward	inward	0
silent	silent	j	silent	silent	0
lif	lif	n1	life	life	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
soul	soul	n1	soul	soul	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
thanks-giving	thanks-giving	j	thanksgiving	thanksgiving	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
We	We	pns12	We	we	0
observed	observed	vvd	observed	observe	0
very	very	av	very	very	0
much	much	d	much	much	0
faithfulness	faithfulness	n1	faithfulness	faithfulness	0
,	,	,	,	,	0
and	and	cc	and	and	0
tendernesse	tendernesse	n1	tenderness	tenderness	0
of	of	pp-f	of	of	0
soul	soul	n1	soul	soul	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
faithfulnesse	faithfulnesse	n1	faithfulness	faithfulness	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
dwelt	dwelt	vvd	dwelled	dwell	0
as	as	a-acp	as	as	0
long	long	av-j	long	long	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
and	and	cc	and	and	0
spake	spake	vvd	spoke	speak	0
as	as	a-acp	as	as	0
largely	largely	av-j	largely	large	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
the	the	dt	the	the	0
darkest	darkest	js	darkest	dark	0
passages	passages	n2	passages	passage	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
blaspheming	blaspheming	j-vvg	blaspheming	blaspheme	0
God	God	n1	God	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
maligning	maligning	vvg	maligning	malign	0
his	his	po31	his	his	0
people	people	n1	people	people	0
(	(	(	(	(	0
though	though	cs	though	though	0
doubtlesse	doubtlesse	av-j	doubtless	doubtless	0
the	the	dt	the	the	0
remembring	remembring	vvg	remembering	remember	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
things	things	n2	things	thing	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
grief	grief	n1	grief	grief	0
of	of	pp-f	of	of	0
soul	soul	n1	soul	soul	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
speaking	speaking	vvg	speaking	speak	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
manifestations	manifestations	n2	manifestations	manifestation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
present	present	j	present	present	0
enjoyments	enjoyments	n2	enjoyments	enjoyment	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
soul	soul	n1	soul	soul	0
;	;	;	;	;	0
expressing	expressing	vvg	expressing	express	0
her	her	po31	her	her	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
effect	effect	n1	effect	effect	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
5.20	5.20	crd	5.20	5.20	0
.	.	.	.	.	1
Where	Where	q-crq	Where	where	0
sin	sin	n1	since	sin	0
abounded	abounded	vvd	abounded	abound	0
,	,	,	,	,	0
grace	grace	n1	grace	grace	0
did	did	vdd	did	do	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
abound	abound	vvi	abound	abound	0
.	.	.	.	.	1
Tendernesse	Tendernesse	n1	Tenderness	tenderness	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
very	very	av	very	very	0
much	much	d	much	much	0
circumspection	circumspection	n1	circumspection	circumspection	0
she	she	pns31	she	she	0
endeavoured	endeavoured	vvd	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
tittle	tittle	n1	tittle	tittle	0
,	,	,	,	,	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
Me	Me	pno11	Me	i	0
∣	∣	sy	∣	∣	0
thod	thod	n1	thod	thod	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
dealing	dealing	vvg	dealing	deal	0
with	with	p-acp	with	with	0
her	her	pno31	her	she	0
:	:	:	:	:	0
And	And	cc	And	and	0
if	if	cs	if	if	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
she	she	pns31	she	she	0
(	(	(	(	(	0
or	or	cc	or	or	0
any	any	d	any	any	0
else	else	av	else	else	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
knew	knew	vvd	knew	know	0
her	her	pno31	her	she	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
endeavoured	endeavoured	vvd	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
her	her	po31	her	her	0
memory	memory	n1	memory	memory	0
)	)	)	)	)	0
slipt	slipt	vvd	slipped	slip	0
,	,	,	,	,	0
she	she	pns31	she	she	0
would	would	vmd	would	will	0
presently	presently	av-j	presently	present	0
correct	correct	vvi	correct	correct	0
both	both	d	both	both	0
herself	herself	px31	herself	herself	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
state	state	n1	state	state	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
place	place	n1	place	place	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
she	she	pns31	she	she	0
would	would	vmd	would	will	0
let	let	vvi	let	let	0
it	it	pn31	it	it	0
passe	passe	vvi	pass	pass	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
That	That	d	That	that	0
her	her	po31	her	her	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
was	was	vbds	was	be	0
mixed	mixed	vvn	mixed	mix	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
holy	holy	j	holy	holy	0
fear	fear	n1	fear	fear	0
and	and	cc	and	and	0
trembling	trembling	j-vvg	trembling	tremble	0
;	;	;	;	;	0
still	still	av	still	still	0
esteem	esteem	vvb	esteem	esteem	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
her	her	po31	her	her	0
self	self	n1	self	self	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
Worm	Worm	n1	Worm	worm	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Migh	Migh	av-j	Migh	mighty	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
though	though	cs	though	though	0
exalted	exalted	vvn	exalted	exalt	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
glorious	glorious	j	glorious	glorious	0
Priviledges	Priviledges	n2	Privileges	privilege	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
rich	rich	j	rich	rich	0
grace	grace	n1	grace	grace	0
.	.	.	.	.	1
We	We	pns12	We	we	0
might	might	vmd	might	may	0
speak	speak	vvi	speak	speak	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
served	served	vvn	served	serve	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
crafty	crafty	j	crafty	crafty	0
wiles	wiles	n2	wiles	wile	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
working	working	n-vvg	working	work	0
with	with	p-acp	with	with	0
her	her	po31	her	her	0
poor	poor	j	poor	poor	0
soul	soul	n1	soul	soul	0
;	;	;	;	;	0
first	first	ord	first	first	0
training	training	vvg	training	train	0
her	her	pno31	her	she	0
on	on	a-acp	on	on	0
from	from	p-acp	from	from	0
sin	sin	n1	since	sin	0
to	to	p-acp	to	to	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
degree	degree	n1	degree	degree	0
to	to	p-acp	to	to	0
degree	degree	n1	degree	degree	0
,	,	,	,	,	0
still	still	av	still	still	0
forestalling	forestalling	n-vvg	forestalling	forestal	0
her	her	pno31	her	she	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
perswasion	perswasion	n1	persuasion	persuasion	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
was	was	vbds	was	be	0
already	already	av	already	already	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
degree	degree	n1	degree	degree	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
train	train	vvi	train	train	0
her	her	pno31	her	she	0
into	into	p-acp	into	into	0
:	:	:	:	:	0
And	And	cc	And	and	0
when	when	c-crq	when	when	0
by	by	p-acp	by	by	0
that	that	cst	that	that	0
slight	slight	j	slight	slight	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
got	got	vvn	god	get	0
her	her	pno31	her	she	0
further	further	av-jc	further	further	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
then	then	av	then	then	0
perswading	perswading	vvg	persuading	persuade	0
her	her	pno31	her	she	0
,	,	,	,	,	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
had	had	vhd	had	have	0
out-sinned	out-sinned	j	outsin	outsin	0
all	all	d	all	all	0
grace	grace	n1	grace	grace	0
;	;	;	;	;	0
so	so	av	so	so	0
endeavouring	endeavouring	vvg	endeavouring	endeavour	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
all	all	d	all	all	0
hope	hope	n1	hope	hope	0
.	.	.	.	.	1
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
this	this	d	this	this	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
common	common	j	common	common	0
observation	observation	n1	observation	observation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
working	working	n-vvg	working	work	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
)	)	)	)	)	0
That	That	cst	That	that	0
to	to	p-acp	to	to	0
persons	persons	n2	persons	person	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
wret	wret	n1	wret	wret	0
∣	∣	sy	∣	∣	0
ched	ched	pns31|vmb	ched	she|will	0
state	state	n1	state	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
insensible	insensible	j	insensible	insensible	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
he	he	pns31	he	he	0
lesse	lesse	av-dc	less	less	0
∣	∣	sy	∣	∣	0
neth	neth	n1	neth	neth	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
wideneth	wideneth	vvz	wideneth	widen	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
run	run	vvi	run	run	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
greedily	greedily	av-j	greedily	greedy	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
evil	evil	j-jn	evil	evil	0
wayes	wayes	n2	ways	way	0
;	;	;	;	;	0
making	making	vvg	making	make	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
the	the	dt	the	the	0
gate	gate	n1	gate	gate	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
opening	opening	vvg	opening	open	0
to	to	p-acp	to	to	0
life	life	n1	life	life	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
wide	wide	j	wide	wide	0
enough	enough	av-d	enough	enough	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
persons	persons	n2	persons	person	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
in	in	p-acp	in	in	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
persons	persons	n2	persons	person	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
wret	wret	n1	wret	wret	0
∣	∣	sy	∣	∣	0
chednesse	chednesse	n1	chednesse	chednesse	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
he	he	pns31	he	he	0
wideneth	wideneth	vvz	wideneth	widen	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
narroweth	narroweth	vvz	narroweth	narrow	0
grace	grace	n1	grace	grace	0
;	;	;	;	;	0
making	making	vvg	making	make	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
(	(	(	(	(	0
though	though	cs	though	though	0
not	not	xx	not	not	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
)	)	)	)	)	0
are	are	vbr	are	be	0
greater	greater	jc	greater	great	0
then	then	cs	then	than	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
forgi	forgi	fw-la	forgi	forgi	0
∣	∣	sy	∣	∣	0
ven	ven	c-crq	ven	when	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
grievous	grievous	j	grievous	grievous	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
ceiver	ceiver	n1	ceiver	ceiver	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
here	here	av	here	here	0
more	more	av-dc	more	more	0
largely	largely	av-j	largely	large	0
shew	shew	vvi	show	show	0
the	the	dt	the	the	0
Rea	Rea	np1	Rea	Rea	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
subtle	subtle	j	subtle	subtle	0
slights	slights	n2	slights	slight	0
Satan	Satan	np1	Satan	Satan	0
used	used	vvd	used	use	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Ser	Ser	n1	Sir	sir	0
∣	∣	sy	∣	∣	0
vant	vant	n1	vant	vaunt	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
