Great	Great	j	Great	great	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
Peru	Peru	np1	Peru	Peru	0
,	,	,	,	,	0
or	or	cc	or	or	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
North	North	n1	North	north	0
Side	Side	n1	Side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Aequinox	Aequinox	n1	Aequinox	aequinox	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
New-Spain	New-Spain	np1	New-Spain	New-Spain	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
few	few	d	few	few	0
Years	Years	n2	Years	year	0
,	,	,	,	,	0
would	would	vmd	would	will	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
duce	duce	fw-la	duce	duce	0
and	and	cc	and	and	0
raise	raise	vvi	raise	raise	0
great	great	j	great	great	0
Quantities	Quantities	n2	Quantities	quantity	0
of	of	pp-f	of	of	0
Silver	Silver	n1	Silver	silver	0
,	,	,	,	,	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
Copper	Copper	n1	Copper	copper	0
,	,	,	,	,	0
and	and	cc	and	and	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
Valuable	Valuable	j	Valuable	valuable	0
Things	Things	n2	Things	thing	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
Content	Content	j	Content	content	0
and	and	cc	and	and	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
tisfaction	tisfaction	n1	tisfaction	tisfaction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
English	English	jp	English	english	0
;	;	;	;	;	0
provided	provided	vvn	provided	provide	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
any	any	d	any	any	0
Regular	Regular	j	Regular	regular	0
LAWS	LAWS	n2	LAWS	law	0
,	,	,	,	,	0
RULES	RULES	n2	RULES	rule	0
,	,	,	,	,	0
and	and	cc	and	and	0
METHODS	METHODS	n2	METHODS	method	0
Settled	Settled	j-vvn	Settled	settle	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
Working	Working	vvg	Working	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
Carry	Carry	vvi	Carry	carry	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Mines	Mines	n2	Mines	mine	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
LAWS	LAWS	n2	LAWS	law	0
,	,	,	,	,	0
the	the	dt	the	the	0
En	En	fw-fr	En	en	0
∣	∣	sy	∣	∣	0
terprisers	terprisers	n2	terprisers	terpriser	0
,	,	,	,	,	0
or	or	cc	or	or	0
Under	Under	p-acp	Under	under	0
∣	∣	sy	∣	∣	0
takers	takers	n2	takers	taker	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
might	might	vmd	might	may	0
Enjoy	Enjoy	vvi	Enjoy	enjoy	0
and	and	cc	and	and	0
Secure	Secure	vvi	Secure	secure	0
their	their	po32	their	their	0
Rights	Rights	n2-jn	Rights	right	0
,	,	,	,	,	0
Interests	Interests	n2	Interests	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
Properties	Properties	n2	Properties	property	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Them	Them	pno32	Them	they	0
,	,	,	,	,	0
their	their	po32	their	their	0
Heirs	Heirs	n2	Heirs	heir	0
,	,	,	,	,	0
and	and	cc	and	and	0
Assigns	Assigns	vvz	Assigns	assign	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Cost	Cost	n1	Cost	cost	0
and	and	cc	and	and	0
Char	Char	np1	Char	Char	0
∣	∣	sy	∣	∣	0
ges	ges	n1	ges	guess	0
of	of	pp-f	of	of	0
Finding	Finding	vvg	Finding	find	0
and	and	cc	and	and	0
Dis	Dis	d	This	this	0
∣	∣	sy	∣	∣	0
covering	covering	n-vvg	covering	cover	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Mines	Mines	n2	Mines	mine	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Royalties	Royalties	n2	Royalties	royalty	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
stand	stand	n1	stand	stand	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
,	,	,	,	,	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
respective	respective	j	respective	respective	0
and	and	cc	and	and	0
sepa	sepa	fw-la	sepa	sepa	0
∣	∣	sy	∣	∣	0
rate	rate	n1	rate	rate	0
Grants	Grants	np1	Grants	Grants	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
CROWN	CROWN	n1	CROWN	crown	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
few	few	d	few	few	0
PRO	PRO	fw-la	PRO	pro	0
∣	∣	sy	∣	∣	0
PRIETORS	PRIETORS	ng2	PRIETORS	prietors	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
formerly	formerly	av-j	formerly	former	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
present	present	n1	present	present	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Probability	Probability	n1	Probability	probability	0
,	,	,	,	,	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
use	use	vvi	use	use	0
any	any	d	any	any	0
effectual	effectual	j	effectual	effectual	0
Ways	Ways	n2	Ways	way	0
and	and	cc	and	and	0
Means	Means	n2	Means	mean	0
to	to	pc-acp	to	to	0
Work	Work	vvi	Work	work	0
an	an	dt	and	a	0
Dis	Dis	np1	Dis	Dis	0
∣	∣	sy	∣	∣	0
cover	cover	n1	cover	cover	0
the	the	cs	the	than	0
same	same	d	same	same	0
;	;	;	;	;	0
whereby	whereby	c-crq	whereby	whereby	0
this	this	d	this	this	0
excellent	excellent	j	excellent	excellent	0
Underta	Underta	np1	Underta	Underta	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
hath	hath	vhz	hath	have	0
hitherto	hitherto	av	hitherto	hitherto	0
been	been	vbn	been	be	0
Neglected	Neglected	vvn	Neglected	neglect	0
and	and	cc	and	and	0
Slighted	Slighted	vvn	Slighted	slight	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
rendred	rendred	vvn	rendered	render	0
Impra	Impra	np1	Impra	Impra	0
∣	∣	sy	∣	∣	0
cticable	cticable	j	cticable	cticable	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
English-Men	English-Men	n2	English-Men	english-man	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
will	will	vmb	will	will	0
remain	remain	vvi	remain	remain	0
to	to	p-acp	to	to	0
Posterity	Posterity	n1	Posterity	posterity	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
)	)	)	)	)	0
many	many	d	many	many	0
Rich	Rich	j	Rich	rich	0
Veyns	Veyns	n2	Veins	vein	0
and	and	cc	and	and	0
Mines	Mines	n2	Mines	mine	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
are	are	vbr	are	be	0
,	,	,	,	,	0
&	&	cc	&	and	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
Benefit	Benefit	n1	Benefit	benefit	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
continue	continue	vvb	continue	continue	0
Void	Void	j	Void	void	0
,	,	,	,	,	0
and	and	cc	and	and	0
utterly	utterly	av-j	utterly	utter	0
Lost	Lost	vvn	Lost	lose	0
,	,	,	,	,	0
unless	unless	cs	unless	unless	0
some	some	d	some	some	0
further	further	jc	further	further	0
Care	Care	n1	Care	care	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
than	than	cs	than	than	0
yet	yet	av	yet	yet	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Settling	Settling	vvg	Settling	settle	0
and	and	cc	and	and	0
Methodizing	Methodizing	vvg	Methodizing	methodize	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
The	The	dt	The	the	0
evil	evil	j-jn	evil	evil	0
Circumstances	Circumstances	n2	Circumstances	circumstance	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
;	;	;	;	;	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
remedied	remedied	vvn	remedied	remedy	0
,	,	,	,	,	0
an	an	dt	and	a	0
unvaluable	unvaluable	j	unvaluable	unvaluable	0
Loss	Loss	n1	Loss	loss	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Ne	Ne	fw-fr	Ne	ne	0
∣	∣	sy	∣	∣	0
glecting	glecting	j	glecting	glecting	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
all	all	d	all	all	0
due	due	j-jn	due	due	0
Encouragement	Encouragement	n1	Encouragement	encouragement	0
to	to	pc-acp	to	to	0
improve	improve	vvi	improve	improve	0
this	this	d	this	this	0
Honourable	Honourable	j	Honourable	honourable	0
Enter	Enter	vvb	Enter	enter	0
∣	∣	sy	∣	∣	0
prize	prize	n1	prize	prize	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
greatly	greatly	av-j	greatly	great	0
encrease	encrease	vvi	increase	increase	0
the	the	dt	the	the	0
Revenues	Revenues	n2	Revenues	revenue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
CROWN	CROWN	n1	CROWN	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
advance	advance	vvi	advance	advance	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Nation's	Nation's	n1|vbz	Nation's	nation|be	0
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
terest	terest	n1	terest	terest	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
unspeakable	unspeakable	j	unspeakable	unspeakable	0
Degree	Degree	n1	Degree	degree	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
little	little	j	little	little	0
Time	Time	n1	Time	time	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
King's	King's	n1|vbz	King's	king|be	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Maje	Maje	np1	Maje	Maje	0
∣	∣	sy	∣	∣	0
sty	sty	n1	sty	sty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Princely	Princely	j	Princely	princely	0
Wis	Wis	vvb	Wis	wis	0
∣	∣	sy	∣	∣	0
dom	dom	fw-la	dom	dom	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Present	Present	j	Present	present	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
Graciously	Graciously	av-j	Graciously	gracious	0
Plea	Plea	n1	Plea	plea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
to	to	p-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
Conside	Conside	np1	Conside	Conside	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
,	,	,	,	,	0
and	and	cc	and	and	0
amend	amend	vvi	amend	amend	0
this	this	d	this	this	0
Mischief	Mischief	n1	Mischief	mischief	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
making	making	vvg	making	make	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
ARTICLES	ARTICLES	n2	ARTICLES	article	0
,	,	,	,	,	0
(	(	(	(	(	0
or	or	cc	or	or	0
some	some	d	some	some	0
such	such	d	such	such	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
shall	shall	vmb	shall	shall	0
approve	approve	vvi	approve	approve	0
off	off	a-acp	off	off	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
Standing	Standing	vvg	Standing	stand	0
LAWS	LAWS	n2	LAWS	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
CUSTOMS	CUSTOMS	n2	CUSTOMS	custom	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Ob	Ob	fw-la	Ob	ob	0
∣	∣	sy	∣	∣	0
served	served	vvn	served	serve	0
and	and	cc	and	and	0
Practised	Practised	j-vvn	Practised	practise	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
KING's	KING's	ng1	KING's	king	0
Subjects	Subjects	n2-jn	Subject's	subject	0
in	in	p-acp	in	in	0
America	America	np1	America	America	0
;	;	;	;	;	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
Enterprize	Enterprize	n1	Enterprise	enterprise	0
would	would	vmd	would	will	0
become	become	vvi	become	become	0
National	National	j	National	national	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Posterity	Posterity	n1	Posterity	posterity	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
Free-Born	Free-Born	j	Freeborn	freeborn	0
Subject	Subject	j-jn	Subject	subject	0
have	have	vhb	have	have	0
Liberty	Liberty	n1	Liberty	liberty	0
to	to	pc-acp	to	to	0
Seek	Seek	vvb	Seek	seek	0
,	,	,	,	,	0
Find	Find	vvb	Find	find	0
,	,	,	,	,	0
and	and	cc	and	and	0
Enjoy	Enjoy	vvb	Enjoy	enjoy	0
the	the	dt	the	the	0
Fruit	Fruit	n1	Fruit	fruit	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Labours	Labours	n2	Labours	labour	0
;	;	;	;	;	0
Paying	Paying	vvg	Paying	pay	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
CROWN	CROWN	n1	CROWN	crown	0
,	,	,	,	,	0
the	the	dt	the	the	0
Duties	Duties	n2	Duties	duty	0
and	and	cc	and	and	0
Reser	Reser	vvb	Reser	refer	0
∣	∣	sy	∣	∣	0
vations	vations	n2	vations	vation	0
here-after	here-after	av	hereafter	hereafter	0
men	men	n2	men	man	0
∣	∣	sy	∣	∣	0
tioned	tioned	j	tioned	tioned	0
,	,	,	,	,	0
Is	Is	vbz	Is	be	0
the	the	dt	the	the	0
sole	sole	j	sole	sole	0
Desire	Desire	n1	Desire	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
earnest	earnest	j	earnest	earnest	0
Request	Request	n1	Request	request	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
