DEARE	DEARE	n1	DEARE	deer	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
altogether	altogether	av	altogether	altogether	0
without	without	p-acp	without	without	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
godliness	godliness	n1	godliness	godliness	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
sound	sound	j	found	sound	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
is	is	vbz	is	be	0
very	very	av	very	very	0
great	great	j	great	great	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
truly	truly	av-j	truly	true	0
so	so	av	so	so	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
4.	4.	crd	4.	4.	0
3.	3.	crd	3.	3.	0
they	they	pns32	they	they	0
all	all	d	all	all	0
indeavour	indeavour	vvb	endeavour	endeavour	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
the	the	dt	the	the	0
unity	unity	n1	unity	unity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bond	bond	n1	bound	bond	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
:	:	:	:	:	0
They	They	pns32	They	they	0
all	all	d	all	all	0
know	know	vvb	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
profess	profess	vvi	profess	profess	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
body	body	n1	body	body	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
members	members	n2	members	member	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
Vers.	Vers.	np1	Vers.	Vers.	1
4.	4.	crd	4.	4.	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
united	united	vvn	united	unite	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
one	one	pi	one	one	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
dy	dy	n1	die	die	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
their	their	po32	their	their	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
ashamed	ashamed	j	ashamed	ashamed	0
,	,	,	,	,	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
being	being	vbg	being	be	0
effectually	effectually	av-j	effectually	effectual	0
called	called	vvn	called	call	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
unto	unto	p-acp	unto	unto	0
;	;	;	;	;	0
they	they	pns32	they	they	0
all	all	d	all	all	0
profess	profess	vvi	profess	profess	0
and	and	cc	and	and	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
Vers.	Vers.	np1	Vers.	Vers.	1
5.	5.	crd	5.	5.	0
one	one	crd	one	one	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
lieve	lieve	av-j	lieve	lief	0
;	;	;	;	;	0
and	and	cc	and	and	0
one	one	crd	one	one	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
believe	believe	vvb	believe	believe	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
baptisme	baptisme	n1	baptism	baptism	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
made	made	vvn	made	make	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
formable	formable	j	formable	formable	0
to	to	pc-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
death	death	n1	death	death	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
resurrection	resurrection	n1	resurrection	resurrection	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
newnesse	newnesse	n1	newness	newness	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
:	:	:	:	:	0
And	And	cc	And	and	0
are	are	vbr	are	be	0
also	also	av	also	also	0
annointed	annointed	vvn	anointed	anoint	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
they	they	pns32	they	they	0
all	all	d	all	all	0
professe	professe	vvi	profess	profess	0
one	one	crd	one	one	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Vers.	Vers.	np1	Vers.	Vers.	1
6.	6.	crd	6.	6.	1
Father	Father	n1	Father	father	0
,	,	,	,	,	0
the	the	dt	the	the	0
Fountain	Fountain	n1	Fountain	fountain	0
,	,	,	,	,	0
the	the	dt	the	the	0
Originall	Originall	j-jn	Original	original	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
power	power	n1	power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
through	through	p-acp	through	through	0
whose	whose	rg-crq	whose	who	0
infinite	infinite	j	infinite	infinite	0
love	love	n1	love	love	0
and	and	cc	and	and	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
they	they	pns32	they	they	0
all	all	d	all	all	0
obtaine	obtaine	vvi	obtain	obtain	0
life	life	n1	life	life	0
and	and	cc	and	and	0
happiness	happiness	n1	happiness	happiness	0
;	;	;	;	;	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
act	act	vvi	act	act	0
and	and	cc	and	and	0
car	car	n1	car	car	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
eternall	eternall	j	eternal	eternal	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
so	so	av	so	so	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
hold	hold	vvb	hold	hold	0
correspondencie	correspondencie	n1	correspondency	correspondency	0
one	one	crd	one	one	0
with	with	p-acp	with	with	0
ano	ano	av	anon	anon	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
between	between	p-acp	between	between	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
seeming	seeming	j-vvg	seeming	seem	0
difference	difference	n1	difference	difference	0
,	,	,	,	,	0
a	a	dt	a	a	0
difference	difference	n1	difference	difference	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
gard	gard	n1	guard	guard	0
of	of	pp-f	of	of	0
manifestation	manifestation	n1	manifestation	manifestation	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
Vers.	Vers.	np1	Vers.	Vers.	1
7.	7.	crd	7.	7.	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
dispenseth	dispenseth	vvz	dispenseth	dispense	0
not	not	xx	not	not	0
alike	alike	av-j	alike	alike	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
one	one	pi	one	one	0
a	a	dt	a	a	0
measure	measure	n1	measure	measure	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
Judgement	Judgement	n1	Judgement	judgement	0
,	,	,	,	,	0
though	though	cs	though	though	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
lower	lower	jc	lower	low	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
gree	gree	n1	gree	gree	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
34.	34.	crd	34.	34.	0
12.	12.	crd	12.	12.	1
Heb.	Heb.	np1	Heb.	Heb.	0
11.	11.	crd	11.	11.	0
27.	27.	crd	27.	27.	1
Moses	Moses	np1	Moses	Moses	0
had	had	vhd	had	have	0
high	high	j	high	high	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
manifestations	manifestations	n2	manifestations	manifestation	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
judgement	judgement	n1	judgement	judgement	0
wth	wth	p-acp	with	with	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
generation	generation	n1	generation	generation	0
:	:	:	:	:	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
12	12	crd	12	12	0
2	2	crd	2	2	0
,	,	,	,	,	0
3	3	crd	3	3	0
,	,	,	,	,	0
4.	4.	crd	4.	4.	1
Paul	Paul	np1	Paul	Paul	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
third	third	ord	third	three	0
Heavens	Heavens	n2	Heavens	heaven	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
glorious	glorious	j	glorious	glorious	0
revelations	revelations	n2	revelations	revelation	0
,	,	,	,	,	0
and	and	cc	and	and	0
high	high	j	high	high	0
discoveries	discoveries	n2	discoveries	discovery	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
known	known	vvn	known	know	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
;	;	;	;	;	0
Gal.	Gal.	np1	Gal.	Gal.	1
4.	4.	crd	4.	4.	0
12.	12.	crd	12.	12.	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
perswade	perswade	vvi	persuade	persuade	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor	Cor	np1	Cor	Cor	0
9.	9.	crd	9.	9	0
19	19	crd	19	19	0
,	,	,	,	,	1
20	20	crd	20	20	0
,	,	,	,	,	0
21	21	crd	21	21	0
,	,	,	,	,	0
22.	22.	crd	22.	22.	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
he	he	pns31	he	he	0
submitted	submitted	vvd	submitted	submit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
weakness	weakness	n1	weakness	weakness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
thereby	thereby	av	thereby	thereby	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
strength	strength	n1	strength	strength	0
:	:	:	:	:	0
Al	Al	d	All	all	0
the	the	dt	the	the	0
differen	differen	j	different	different	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
is	is	vbz	is	be	0
onely	onely	av-j	only	only	0
about	about	p-acp	about	about	0
externall	externall	j	external	external	0
,	,	,	,	,	0
and	and	cc	and	and	0
outward	outward	j	outward	outward	0
formes	formes	n2	forms	form	0
;	;	;	;	;	0
and	and	cc	and	and	0
observations	observations	n2	observations	observation	0
,	,	,	,	,	0
I	I	pns11	I	i	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
Col.	Col.	np1	Col.	Col.	1
2.	2.	crd	2.	2.	0
17.	17.	crd	17.	17.	0
all	all	d	all	all	0
terminated	terminated	vvn	terminated	terminate	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
once	once	a-acp	once	once	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
Eph.	Eph.	np1	Eph.	Eph.	1
4.	4.	crd	4.	4.	0
21.	21.	crd	21.	21.	0
taught	taught	vvn	taught	teach	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
;	;	;	;	;	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
look	look	vvi	look	look	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
distance	distance	n1	distance	distance	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
Col.	Col.	np1	Col.	Col.	1
1.	1.	crd	1.	1.	0
27.	27.	crd	27.	27.	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
fault	fault	n1	fault	fault	0
among	among	p-acp	among	among	0
children	children	n2	children	child	0
to	to	pc-acp	to	to	0
begrudge	begrudge	vvi	begrudge	begrudge	0
one	one	pi	one	one	0
another	another	n-jn	another	another	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fathers	fathers	ng1	father's	father	0
gifts	gifts	n2	gifts	gift	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
severall	severall	j	several	several	0
attainments	attainments	n2	attainments	attainment	0
among	among	p-acp	among	among	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
or	or	cc	or	or	0
severall	severall	j	several	several	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
manife	manife	n1	manife	manife	0
∣	∣	sy	∣	∣	0
stations	stations	n2	stations	station	0
:	:	:	:	:	0
1	1	crd	1	1	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
4.	4.	crd	4.	4.	0
12.	12.	crd	12.	12.	0
1.	1.	crd	1.	1.	0
2	2	crd	2	2	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
some	some	d	some	some	0
babes	babes	n2	babes	babe	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
strong	strong	j	strong	strong	0
men	men	n2	men	man	0
,	,	,	,	,	0
Heb	Heb	n1	Heb	heb	0
5.	5.	crd	5.	5.	0
13.	13.	crd	13.	13.	0
14.	14.	crd	14.	14.	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
milk	milk	n1	milk	milk	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
meat	meat	n1	meat	meat	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
once	once	a-acp	once	once	0
weake	weake	j	weak	weak	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
weak	weak	j	weak	weak	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
grow	grow	vvb	grow	grow	0
strong	strong	j	strong	strong	0
(	(	(	(	(	0
my	my	po11	my	my	0
deare	deare	j-jn	deer	dear	0
Friends	Friends	n2	Friends	friend	0
)	)	)	)	)	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
leave	leave	vvi	leave	leave	0
judging	judging	vvg	judging	judge	0
,	,	,	,	,	0
and	and	cc	and	and	0
censuring	censuring	vvg	censuring	censure	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
14.	14.	crd	14.	14.	0
4.	4.	crd	4.	4.	0
for	for	p-acp	for	for	0
who	who	r-crq	who	who	0
art	art	vb2r	art	be	0
thou	thou	pns21	thou	thou	0
that	that	cst	that	that	0
iudgest	iudgest	vv2	judgest	judge	0
another	another	j-jn	another	another	0
mans	mans	n2	men	man	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
vant	vant	n1	vant	vaunt	0
:	:	:	:	:	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
