Worshipful	Worshipful	j	Worshipful	worshipful	0
scoffing	scoffing	vvg	scoffing	scoff	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
painful	painful	j	painful	painful	0
lucubrations	lucubrations	n2	lucubrations	lucubration	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
ever	ever	av	ever	ever	0
judged	judged	vvn	judged	judge	0
that	that	cst	that	that	0
nothing	nothing	pix	nothing	nothing	0
ought	ought	vmd	ought	ought	0
to	to	p-acp	to	to	0
be	be	vbi	be	be	0
published	published	vvn	published	publish	0
,	,	,	,	,	0
that	that	cst	that	that	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Noun	Noun	n1	Noun	noun	0
Substan	Substan	fw-mi	Substan	substan	0
∣	∣	sy	∣	∣	0
tive	tive	j-jn	tive	tive	0
cannot	cannot	vmbx	cannot	can	0
stand	stand	vvi	stand	stand	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
being	being	vbg	being	be	0
supported	supported	vvn	supported	support	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
adjoined	adjoined	vvn	adjoined	adjoin	0
help	help	n1	help	help	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
is	is	vbz	is	be	0
this	this	d	this	this	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
vain	vain	j	vain	vain	0
confidence	confidence	n1	confidence	confidence	0
or	or	cc	or	or	0
an	an	dt	and	a	0
overweening	overweening	n-vvg	overweening	overween	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
abilities	abilities	n2	abilities	ability	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
very	very	av	very	very	0
well	well	av	well	well	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
some	some	d	some	some	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
brood	brood	n1	brood	brood	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
brains	brains	n2	brains	brain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
are	are	vbr	are	be	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
loines	loines	n2	loins	loin	0
:	:	:	:	:	0
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
years	years	n2	years	year	0
been	been	vbn	been	be	0
as	as	a-acp	as	as	0
wary	wary	j	wary	wary	0
and	and	cc	and	and	0
vigilant	vigilant	j	vigilant	vigilant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
watch	watch	vvi	watch	watch	0
over	over	p-acp	over	over	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
both	both	d	both	both	0
know	know	vvi	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
keep	keep	vvi	keep	keep	0
a	a	dt	a	a	0
clear	clear	j	clear	clear	0
distinction	distinction	n1	distinction	distinction	0
,	,	,	,	,	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
flattering	flattering	j-vvg	flattering	flatter	0
Phantasie	Phantasie	n1	Fantasy	fantasy	0
,	,	,	,	,	0
and	and	cc	and	and	0
true	true	j	true	true	0
and	and	cc	and	and	0
sound	sound	j	found	sound	0
judgment	judgment	n1	judgement	judgement	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
in	in	p-acp	in	in	0
brief	brief	j	brief	brief	0
shew	shew	n1	show	show	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
true	true	j	true	true	0
reasons	reasons	n2	reasons	reason	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
presenting	presenting	vvg	presenting	present	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
piece	piece	n1	piece	piece	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
reading	reading	n-vvg	reading	read	0
and	and	cc	and	and	0
judgments	judgments	n2	judgments	judgment	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
all	all	av-d	all	all	0
been	been	vbn	been	be	0
Gentle	Gentle	j	Gentle	gentle	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
well	well	av	well	well	0
known	known	vvn	known	know	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
years	years	n2	years	year	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
my	my	po11	my	my	0
near	near	j	near	near	0
Neighbours	Neighbours	n2	Neighbours	neighbour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
freely	freely	av-j	freely	free	0
admitted	admitted	vvn	admitted	admit	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Noble	Noble	j	Noble	noble	0
and	and	cc	and	and	0
Generous	Generous	j	Generous	generous	0
converse	converse	n1	converse	converse	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
trusted	trusted	vvn	trusted	trust	0
,	,	,	,	,	0
and	and	cc	and	and	0
honoured	honoured	vvn	honoured	honour	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Destick	Destick	n1	Destick	destick	0
concerns	concerns	vvz	concerns	concern	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
Medical	Medical	np1	Medical	Medical	0
Profession	Profession	n1	Profession	profession	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
or	or	cc	or	or	0
your	your	po22	your	your	0
Families	Families	n2	Families	family	0
,	,	,	,	,	0
far	far	av-j	far	far	0
beyond	beyond	p-acp	beyond	beyond	0
my	my	po11	my	my	0
poor	poor	j	poor	poor	0
Merit	Merit	n1	Merit	merit	0
and	and	cc	and	and	0
Desert	Desert	n1	Desert	desert	0
.	.	.	.	.	1
And	And	cc	And	and	0
having	having	vhg	having	have	0
been	been	vbn	been	be	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
years	years	n2	years	year	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
observer	observer	n1	observer	observer	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
portments	portments	ng1	portments	portments	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
trust	trust	n1	trust	trust	0
as	as	c-acp	as	as	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
being	being	vbg	being	be	0
but	but	p-acp	but	but	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
stander	stander	vvb	stander	slander	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
and	and	cc	and	and	0
looking	looking	vvg	looking	look	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
may	may	vmb	may	may	0
(	(	(	(	(	0
perhaps	perhaps	av	perhaps	perhaps	0
)	)	)	)	)	0
have	have	vhb	have	have	0
noted	noted	vvn	noted	note	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
Gamesters	Gamesters	n2	Gamesters	gamester	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
moved	moved	vvn	moved	move	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
abilities	abilities	n2	abilities	ability	0
and	and	cc	and	and	0
integrity	integrity	n1	integrity	integrity	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
so	so	av	so	so	0
well	well	av	well	well	0
understand	understand	vvi	understand	understand	0
.	.	.	.	.	1
And	And	cc	And	and	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
without	without	p-acp	without	without	0
suspicion	suspicion	n1	suspicion	suspicion	0
of	of	pp-f	of	of	0
flattery	flattery	n1	flattery	flattery	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
both	both	av-d	both	both	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
me	me	pno11	me	i	0
,	,	,	,	,	0
will	will	vmb	will	will	0
acquit	acquit	vvi	acquit	acquit	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
be	be	vbi	be	be	0
any	any	d	any	any	0
way	way	n1	way	way	0
guilty	guilty	j	guilty	guilty	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
rather	rather	av-c	rather	rather	0
in	in	p-acp	in	in	0
being	being	vbg	being	be	0
too	too	av	too	too	0
plain	plain	j	plain	plain	0
and	and	cc	and	and	0
open	open	j	open	open	0
)	)	)	)	)	0
say	say	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
true	true	j	true	true	0
Patriots	Patriots	n2	Patriots	patriot	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Coun	Coun	fw-mi	Coun	coun	0
∣	∣	sy	∣	∣	0
trey	trey	n1	trey	trey	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
Justices	Justices	n2	Justices	justice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
true	true	j	true	true	0
conservers	conservers	n2	conservers	conserver	0
of	of	pp-f	of	of	0
i	i	sy	i	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
Peace-makers	Peace-makers	n2	Peacemakers	peacemaker	0
amongst	amongst	p-acp	among	among	0
all	all	d	all	all	0
your	your	po22	your	your	0
Neighbours	Neighbours	n2	Neighbours	neighbour	0
;	;	;	;	;	0
and	and	cc	and	and	0
really	really	av-j	really	real	0
this	this	d	this	this	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
causes	causes	n2	causes	cause	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
dedicated	dedicated	vvn	dedicated	dedicate	0
this	this	d	this	this	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Another	Another	j-jn	Another	another	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
all	all	d	all	all	0
fully	fully	av-j	fully	full	0
known	known	vvn	known	know	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
particulars	particulars	n2-j	particulars	particular	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
life	life	n1	life	life	0
,	,	,	,	,	0
both	both	d	both	both	0
my	my	po11	my	my	0
follies	follies	n2	follies	folly	0
and	and	cc	and	and	0
frailties	frailties	n2	frailties	frailty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
my	my	po11	my	my	0
other	other	j-jn	other	other	0
endowments	endowments	n2	endowments	endowment	0
and	and	cc	and	and	0
abilities	abilities	n2	abilities	ability	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
none	none	pix	none	none	0
more	more	av-dc	more	more	0
fit	fit	j	fit	fit	0
than	than	cs	than	than	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
tender	tender	vvi	tender	tender	0
this	this	d	this	this	0
laborious	laborious	j	laborious	laborious	0
piece	piece	n1	piece	piece	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
unknown	unknown	j	unknown	unknown	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
(	(	(	(	(	0
excepting	excepting	vvg	excepting	except	0
my	my	po11	my	my	0
Physical	Physical	j	Physical	physical	0
Pra	Pra	fw-la	Pra	pra	0
∣	∣	sy	∣	∣	0
ctice	ctice	n1	ctice	ctice	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
age	age	n1	age	age	0
and	and	cc	and	and	0
infirmities	infirmities	n2	infirmities	infirmity	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
me	me	pno11	me	i	0
very	very	av	very	very	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
attend	attend	vvi	attend	attend	0
)	)	)	)	)	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
years	years	n2	years	year	0
last	last	vvi	last	last	0
past	past	p-acp	passed	past	0
lived	lived	vvd	lived	live	0
a	a	dt	a	a	0
solitary	solitary	j	solitary	solitary	0
,	,	,	,	,	0
and	and	cc	and	and	0
sedentary	sedentary	j	sedentary	sedentary	0
life	life	n1	life	life	0
,	,	,	,	,	0
mihi	mihi	fw-la	mihi	mihi	0
&	&	cc	&	and	0
Musis	Musis	fw-la	Musis	musis	0
,	,	,	,	,	0
having	having	vhg	having	have	0
had	had	vhn	had	have	0
more	more	dc	more	more	0
converse	converse	n1	converse	converse	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
than	than	cs	than	than	0
the	the	dt	the	the	0
living	living	j-vvg	living	live	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
with	with	p-acp	with	with	0
Books	Books	n2	Books	book	0
than	than	cs	than	than	0
with	with	p-acp	with	with	0
Men	Men	n2	Men	man	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
this	this	d	this	this	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
better	better	jc	better	better	0
able	able	j	able	able	0
than	than	cs	than	than	0
most	most	av-ds	most	most	0
others	others	ng2-jn	others	other	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
unknown	unknown	j	unknown	unknown	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
like	like	j	like	like	0
or	or	cc	or	or	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
perform	perform	vvi	perform	perform	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
subject	subject	j-jn	subject	subject	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
is	is	vbz	is	be	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Also	Also	av	Also	also	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
unknown	unknown	j	unknown	unknown	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
large	large	j	large	large	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
Trouble	Trouble	n1	Trouble	trouble	0
and	and	cc	and	and	0
Persecution	Persecution	n1	Persecution	persecution	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
outward	outward	j	outward	outward	0
world	world	n1	world	world	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
like	like	av-j	like	like	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
stand	stand	vvb	stand	stand	0
aloof	aloof	av	aloof	aloof	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
known	known	vvn	known	know	0
me	me	pno11	me	i	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
like	like	j	like	like	0
persons	persons	n2	persons	person	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
true	true	j	true	true	0
Magnanimity	Magnanimity	n1	Magnanimity	magnanimity	0
,	,	,	,	,	0
durst	durst	vvd	durst	dare	0
boh	boh	uh	boh	boh	0
look	look	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
and	and	cc	and	and	0
assist	assist	vvb	assist	assist	0
wrong	wrong	vvb	wrong	wrong	0
∣	∣	sy	∣	∣	0
d	d	sy	worser	d	0
innocency	innocency	n1	innocency	innocency	0
,	,	,	,	,	0
though	though	cs	though	though	0
besmeered	besmeered	vvn	besmeared	besmear	0
over	over	a-acp	over	over	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
envious	envious	j	envious	envious	0
dirt	dirt	n1	dirt	dirt	0
of	of	pp-f	of	of	0
malicious	malicious	j	malicious	malicious	0
scandals	scandals	n2	scandals	scandal	0
,	,	,	,	,	0
and	and	cc	and	and	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
very	very	j	very	very	0
conjuncture	conjuncture	n1	conjuncture	conjuncture	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
giddy	giddy	j	giddy	giddy	0
Troop	Troop	n1	Troop	troop	0
of	of	pp-f	of	of	0
barking	barking	vvg	barking	bark	0
Dogs	Dogs	n2	Dogs	dog	0
,	,	,	,	,	0
and	and	cc	and	and	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
venous	venous	j	venous	venous	0
Wolves	Wolves	n2	Wolves	wolf	0
,	,	,	,	,	0
did	did	vdd	did	do	0
labour	labour	vvi	labour	labour	0
to	to	pc-acp	to	to	0
devour	devour	vvi	devour	devour	0
me	me	pno11	me	i	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
then	then	av	then	then	0
,	,	,	,	,	0
even	even	av	even	even	0
then	then	av	then	then	0
did	did	vdd	did	do	0
put	put	vvi	put	put	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
helping	helping	j-vvg	helping	help	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
free	free	j	free	free	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
knew	knew	vvd	knew	know	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
innocency	innocency	n1	innocency	innocency	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
so	so	av	so	so	0
Generous	Generous	j	Generous	generous	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
and	and	cc	and	and	0
Christian	Christian	np1	Christian	Christian	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
just	just	j	just	just	0
commiseration	commiseration	n1	commiseration	commiseration	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
account	account	vvi	account	account	0
my	my	po11	my	my	0
self	self	n1	self	self	0
a	a	dt	a	a	0
wretched	wretched	j	wretched	wretched	0
person	person	n1	person	person	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
deeply	deeply	av-jn	deeply	deep	0
impressed	impressed	vvn	impressed	impress	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
breast	breast	n1	breast	breast	0
and	and	cc	and	and	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
no	no	dx	no	no	0
time	time	n1	time	time	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
adversity	adversity	n1	adversity	adversity	0
can	can	vmb	can	can	0
ever	ever	av	ever	ever	0
obliterate	obliterate	j	obliterate	obliterate	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
dition	dition	n1	dition	dition	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
truly	truly	av-j	truly	true	0
say	say	vvi	say	say	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
S.	S.	np1	S.	S.	0
Peter	Peter	np1	Peter	Peter	0
,	,	,	,	,	0
,	,	,	,	,	0
Silver	Silver	n1	Silver	silver	0
and	and	cc	and	and	0
Gold	Gold	n1	Gold	gold	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
none	none	pix	none	none	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
expect	expect	vvb	expect	expect	0
not	not	xx	not	not	0
)	)	)	)	)	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
power	power	n1	power	power	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
weak	weak	j	weak	weak	0
pen	pen	n1	pen	pen	0
,	,	,	,	,	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
thankfulness	thankfulness	n1	thankfulness	thankfulness	0
