MADAME	MADAME	n1	MADAME	madam	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
made	made	vvd	made	make	0
so	so	av	so	so	0
high	high	j	high	high	0
Nobility	Nobility	n1	Nobility	nobility	0
of	of	pp-f	of	of	0
bloud	bloud	n1	blood	blood	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
high	high	j	high	high	0
perhaps	perhaps	av	perhaps	perhaps	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
Subiect	Subiect	n-jn	Subject	subject	0
in	in	p-acp	in	in	0
Christendome	Christendome	np1	Christendome	Christendom	0
doth	doth	vdz	does	do	0
beare	beare	vvi	bear	bear	0
)	)	)	)	)	0
stoope	stoope	vvi	stoop	stoop	0
so	so	av	so	so	0
low	low	av-j	low	low	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lure	lure	n1	lure	lure	0
of	of	pp-f	of	of	0
Euangelicall	Euangelicall	np1	Euangelicall	Euangelicall	0
Pouerty	Pouerty	n1	Poverty	poverty	0
,	,	,	,	,	0
and	and	cc	and	and	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
perfections	perfections	n2	perfections	perfection	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
eminen	eminen	n1	eminen	eminen	0
∣	∣	sy	∣	∣	0
cy	cy	n1	cy	cy	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Heroicall	Heroicall	j	Heroical	heroical	0
Example	Example	n1	Example	example	0
,	,	,	,	,	0
may	may	vmb	may	may	0
againe	againe	av	again	again	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
lorne	lorne	vvn	lost	lose	0
vertue	vertue	n1	virtue	virtue	0
into	into	p-acp	into	into	0
request	request	n1	request	request	0
.	.	.	.	.	1
Only	Only	j	Only	only	0
I	I	pns11	I	i	0
aduise	aduise	vvb	advise	advise	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
vnles	vnles	cs	unless	unless	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
amend	amend	vvi	amend	amend	0
,	,	,	,	,	0
it	it	pn31	it	it	0
come	come	vvb	come	come	0
not	not	xx	not	not	0
neere	neere	av-j	near	near	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
cō	cō	vvb	con	con	0
∣	∣	sy	∣	∣	0
pany	pany	n1	pany	pany	0
of	of	pp-f	of	of	0
Religious	Religious	j	Religious	religious	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
&	&	cc	&	and	0
happines	happines	n1	happiness	happiness	0
to	to	pc-acp	to	to	0
gouerne	gouerne	vvi	govern	govern	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceipt	ceipt	n1	ceipt	ceipt	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
gotten	gotten	vvn	got	get	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
it	it	pn31	it	it	0
ther	ther	a-acp	there	there	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
Beauty	Beauty	n1	Beauty	beauty	0
chast	chast	j	chaste	chaste	0
,	,	,	,	,	0
Pouerty	Pouerty	n1	Poverty	poverty	0
commodious	commodious	j	commodious	commodious	0
,	,	,	,	,	0
Obedience	Obedience	n1	Obedience	obedience	0
easy	easy	j	easy	easy	0
,	,	,	,	,	0
Vnderstanding	Vnderstanding	n1	Understanding	understanding	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
bitternes	bitternes	n1	bitterness	bitterness	0
of	of	pp-f	of	of	0
Austerity	Austerity	n1	Austerity	austerity	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
sauory	sauory	j	savoury	savoury	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
euen	euen	av	even	even	0
sweet	sweet	j	sweet	sweet	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
seech	seech	vvi	seech	seech	0
Iesus	Iesus	np1	Iesus	Jesus	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
euer	euer	av	ever	ever	0
haue	haue	vhi	have	have	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
intercession	intercession	n1	intercession	intercession	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
great	great	j	great	great	0
Seruant	Seruant	n1	Servant	servant	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
&	&	cc	&	and	0
your	your	po22	your	your	0
deuotion	deuotion	n1	devotion	devotion	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
,	,	,	,	,	0
both	both	d	both	both	0
your	your	po22	your	your	0
Lad	Lad	n1	Lad	lad	0
'	'	'	'	'	0
.	.	.	.	.	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
&	&	cc	&	and	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
happy	happy	j	happy	happy	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
gregation	gregation	n1	gregation	gregation	0
,	,	,	,	,	0
may	may	vmb	may	may	0
obtaine	obtaine	vvi	obtain	obtain	0
as	as	p-acp	as	as	0
full	full	j	full	full	0
a	a	dt	a	a	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
benediction	benediction	n1	benediction	benediction	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
diuine	diuine	j-jn	divine	divine	0
Maiesty	Maiesty	n1	Majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
cordially	cordially	av-j	cordially	cordial	0
desired	desired	vvn	desired	desire	0
by	by	p-acp	by	by	0
From	From	p-acp	From	from	0
Collen	Collen	np1	Collen	Collen	0
this	this	d	this	this	0
20.	20.	crd	20.	20.	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
,	,	,	,	,	0
1619.	1619.	crd	1619.	1619.	1
