SOme	SOme	d	SOme	some	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
.	.	.	.	.	1
2	2	crd	2	2	0
Sam.	Sam.	np1	Sam.	Sam	0
7.12	7.12	crd	7.12	7.12	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
thy	thy	po21	thy	thy	0
dayes	dayes	n2	days	day	0
be	be	vbb	be	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
shall	shall	vmb	shall	shall	0
sleep	sleep	vvi	sleep	sleep	0
with	with	p-acp	with	with	0
thy	thy	po21	thy	thy	0
fathers	fathers	n2	father's	father	0
,	,	,	,	,	0
(	(	(	(	(	0
sayth	sayth	vvz	say	say	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
unto	unto	p-acp	unto	unto	0
David	David	np1	David	David	0
)	)	)	)	)	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
set	set	vvi	set	set	0
up	up	a-acp	up	up	0
thy	thy	po21	thy	thy	0
seed	seed	n1	seed	seed	0
after	after	p-acp	after	after	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
proceed	proceed	vvi	proceed	proceed	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
bowelles	bowelles	n2	bowels	bowel	0
,	,	,	,	,	0
&	&	cc	&	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
establish	establish	vvi	establish	establish	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
.	.	.	.	.	1
This	This	np1	This	This	0
wes	wes	zz	wes	wes	0
true	true	j	true	true	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
persone	persone	n1	person	person	0
of	of	pp-f	of	of	0
Solomon	Solomon	np1	Solomon	Solomon	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
too	too	av	too	too	0
properly	properly	av-j	properly	proper	0
.	.	.	.	.	1
V.	V.	np1	V.	V.	0
13	13	crd	13	13	0
,	,	,	,	,	0
He	He	pns31	He	he	0
shall	shall	vmb	shall	shall	0
build	build	vvi	built	build	0
an	an	dt	and	a	0
house	house	n1	house	house	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
name	name	n1	name	name	0
.	.	.	.	.	1
This	This	np1	This	This	0
wes	wes	zz	wes	wes	0
true	true	j	true	true	0
of	of	pp-f	of	of	0
Solo	Solo	np1	Solo	Solo	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
proper	proper	j	proper	proper	0
acceptation	acceptation	n1	acceptation	acceptation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
house	house	n1	house	house	0
,	,	,	,	,	0
&	&	cc	&	and	0
figuratively	figuratively	av-j	figuratively	figurative	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
sayd	sayd	vvd	said	say	0
Mat.	Mat.	np1	Mat.	Mat	1
16.18	16.18	crd	16.18	16.18	0
,	,	,	,	,	0
Upon	Upon	p-acp	Upon	upon	0
this	this	d	this	this	0
rock	rock	n1	rock	rock	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
build	build	vvi	built	build	0
my	my	po11	my	my	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
It	It	pn31	It	it	0
followes	followes	vvz	follows	follow	0
;	;	;	;	;	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
establish	establish	vvi	establish	establish	0
the	the	dt	the	the	0
throne	throne	n1	throne	throne	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
This	This	np1	This	This	0
wes	wes	zz	wes	wes	0
not	not	xx	not	not	0
true	true	av-j	true	true	0
of	of	pp-f	of	of	0
Solomon	Solomon	np1	Solomon	Solomon	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
persone	persone	n1	person	person	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
died	died	vvd	died	die	0
)	)	)	)	)	0
nether	nether	j	neither	nether	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
posteritie	posteritie	n1	posterity	posterity	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
Iacob	Iacob	np1	Iacob	Jacob	0
had	had	vhd	had	have	0
foretold	foretold	vvn	foretold	foretell	0
that	that	d	that	that	0
the	the	dt	the	the	0
scepter	scepter	n1	sceptre	sceptre	0
should	should	vmd	should	shall	0
departe	departe	vvi	depart	depart	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
coming	coming	n-vvg	coming	come	0
of	of	pp-f	of	of	0
Shiloh	Shiloh	np1	Shiloh	Shiloh	0
Gen.	Gen.	np1	Gen.	Gen.	1
49.10	49.10	crd	49.10	49.10	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
true	true	j	true	true	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
his	his	po31	his	his	0
throne	throne	n1	throne	throne	0
is	is	vbz	is	be	0
established	established	vvn	established	establish	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
Heb.	Heb.	np1	Heb.	Heb.	1
1.8	1.8	crd	1.8	1.8	0
.	.	.	.	.	0
v.	v.	n1	v.	v.	0
14.	14.	crd	14.	14.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
my	my	po11	my	my	0
sone	sone	av	soon	soon	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
true	true	j	true	true	0
of	of	pp-f	of	of	0
Solomon	Solomon	np1	Solomon	Solomon	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
adoption	adoption	n1	adoption	adoption	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
eternal	eternal	j	eternal	eternal	0
generation	generation	n1	generation	generation	0
.	.	.	.	.	1
Fiftly	Fiftly	ord	Fiftly	five	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
sayd	sayd	vvn	said	say	0
there	there	a-acp	there	there	0
;	;	;	;	;	0
If	If	cs	If	if	0
he	he	pns31	he	he	0
commite	commite	vvb	commite	commite	0
iniquitie	iniquitie	n1	iniquity	iniquity	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
chasten	chasten	vvi	chasten	chasten	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rode	rode	n1	road	road	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
—	—	—	—	—	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
mercie	mercie	n1	mercy	mercy	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
departe	departe	vvi	depart	depart	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
took	took	vvd	took	take	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
Saul	Saul	np1	Saul	Saul	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
true	true	j	true	true	0
of	of	pp-f	of	of	0
Solomon	Solomon	np1	Solomon	Solomon	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
wes	wes	zz	wes	wes	0
free	free	j	free	free	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
)	)	)	)	)	0
unlesse	unlesse	cs	unless	unless	0
we	we	pns12	we	we	0
underst	underst	n1	understanding	understanding	0
and	and	cc	and	and	0
his	his	po31	his	his	0
members	members	n2	members	member	0
,	,	,	,	,	0
or	or	cc	or	or	0
their	their	po32	their	their	0
sines	sines	n1	sines	sines	0
imputed	imputed	vvn	imputed	impute	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
V.	V.	np1	V.	V.	0
16	16	crd	16	16	0
,	,	,	,	,	0
Thy	Thy	po21	Thy	thy	0
house	house	n1	house	house	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
kingdome	kingdome	n1	kingdom	kingdom	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
established	established	vvn	established	establish	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
before	before	p-acp	before	before	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
thy	thy	po21	thy	thy	0
throne	throne	n1	throne	throne	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
established	established	vvn	established	establish	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
This	This	d	This	this	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
or	or	cc	or	or	0
Solo	Solo	np1	Solo	Solo	0
∣	∣	sy	∣	∣	0
mons	mons	fw-la	mons	mons	0
house	house	n1	house	house	0
or	or	cc	or	or	0
kingdome	kingdome	n1	kingdom	kingdom	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
experience	experience	n1	experience	experience	0
proves	proves	vvz	proves	prove	0
now	now	av	now	now	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
1600	1600	crd	1600	1600	0
yeers	yeers	n2	years	year	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
house	house	n1	house	house	0
and	and	cc	and	and	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
faile	faile	vvi	fail	fail	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
this	this	d	this	this	0
one	one	crd	one	one	0
passage	passage	n1	passage	passage	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	0
how	how	c-crq	how	how	0
miserable	miserable	j	miserable	miserable	0
ignorance	ignorance	n1	ignorance	ignorance	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
expone	expone	fw-la	expone	expone	0
all	all	d	all	all	0
the	the	dt	the	the	0
prophecies	prophecies	n2	prophecies	prophecy	0
after	after	p-acp	after	after	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
maner	maner	n1	manner	manner	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
proper	proper	j	proper	proper	0
sense	sense	n1	sense	sense	0
only	only	av-j	only	only	0
;	;	;	;	;	0
2.	2.	crd	2.	2.	0
that	that	d	that	that	0
the	the	dt	the	the	0
Euan	Euan	fw-mi	Euan	euan	0
∣	∣	sy	∣	∣	0
gelistes	gelistes	n2	gelistes	geliste	0
and	and	cc	and	and	0
Apostles	Apostles	n2	Apostles	apostle	0
exponing	exponing	vvg	exponing	expon	0
these	these	d	these	these	0
prophecies	prophecies	n2	prophecies	prophecy	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
spiritual	spiritual	j	spiritual	spiritual	0
and	and	cc	and	and	0
figurative	figurative	j	figurative	figurative	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
wreste	wreste	vvb	wrest	wield	0
them	them	pno32	them	they	0
,	,	,	,	,	0
even	even	av	even	even	0
albeit	albeit	cs	albeit	albeit	0
these	these	d	these	these	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
some	some	d	some	some	0
way	way	n1	way	way	0
before	before	a-acp	before	before	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
intendment	intendment	n1	intendment	intendment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
they	they	pns32	they	they	0
bring	bring	vvb	bring	bring	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
and	and	cc	and	and	0
scope	scope	n1	scope	scope	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophetes	Prophetes	n2	Prophets	prophet	0
.	.	.	.	.	1
So	So	np1	So	So	0
the	the	dt	the	the	0
promises	promises	n2	promises	promise	0
of	of	pp-f	of	of	0
delive	delive	av	delive	delive	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
from	from	p-acp	from	from	0
Babel	Babel	np1	Babel	Babel	0
hade	hade	vhd	hade	have	0
their	their	po32	their	their	0
own	own	d	own	own	0
accomplishment	accomplishment	n1	accomplishment	accomplishment	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
Ezra	Ezra	np1	Ezra	Ezra	0
and	and	cc	and	and	0
Nehemia	Nehemia	np1	Nehemia	Nehemia	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
wes	wes	zz	wes	wes	0
not	not	xx	not	not	0
all	all	d	all	all	0
the	the	dt	the	the	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
prophecies	prophecies	n2	prophecies	prophecy	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
wer	wer	vbdr	were	be	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
maner	maner	n1	manner	manner	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
formed	formed	vvn	formed	form	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
sayd	sayd	vvn	said	say	0
Col.	Col.	np1	Col.	Col.	1
1.12	1.12	crd	1.12	1.12	0
,	,	,	,	,	0
Giving	Giving	vvg	Giving	give	0
thankes	thankes	n2	thanks	thanks	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hes	hes	zz	hes	hes	0
made	made	j-vvn	made	make	0
us	us	pno12	us	we	0
meet	meet	vvi	meet	meet	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
partarkers	partarkers	n2	partarkers	partarker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inheri	inheri	n2	inheri	inheri	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saintes	Saintes	n2	Saints	saint	0
in	in	p-acp	in	in	0
licht	licht	n1	licht	licht	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hes	hes	zz	hes	hes	0
delivered	delivered	j-vvn	delivered	deliver	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
darknes	darknes	n1	darkness	darkness	0
,	,	,	,	,	0
and	and	cc	and	and	0
hes	hes	zz	hes	hes	0
translated	translated	vvn	translated	translate	0
us	us	pno12	us	we	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
deare	deare	j-jn	deer	dear	0
Sone	Sone	av	Soon	soon	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
redemption	redemption	n1	redemption	redemption	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
blood	blood	n1	blood	blood	0
:	:	:	:	:	0
and	and	cc	and	and	0
Rev.	Rev.	n1	Rev.	rev.	1
5.9	5.9	crd	5.9	5.9	0
.	.	.	.	.	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
redeemed	redeemed	vvn	redeemed	redeem	0
us	us	pno12	us	we	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
blood	blood	n1	blood	blood	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
everie	everie	d	every	every	0
kinred	kinred	n1	kindred	kindred	0
and	and	cc	and	and	0
people	people	n1	people	people	0
and	and	cc	and	and	0
natione	natione	n1	nation	nation	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
than	than	cs	than	than	0
Ezra	Ezra	np1	Ezra	Ezra	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
inheritance	inheritance	n1	inheritance	inheritance	0
and	and	cc	and	and	0
kingdome	kingdome	n1	kingdom	kingdom	0
better	better	av-jc	better	better	0
than	than	cs	than	than	0
Ieru	Ieru	np1	Ieru	Ieru	0
∣	∣	sy	∣	∣	0
salem	salem	fw-la	salem	salem	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
redemption	redemption	n1	redemption	redemption	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
nationes	nationes	fw-la	nationes	nationes	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
when	when	c-crq	when	when	0
these	these	d	these	these	0
prophecies	prophecies	n2	prophecies	prophecy	0
ar	ar	vbr	are	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
once	once	a-acp	once	once	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
type	type	n1	type	type	0
,	,	,	,	,	0
and	and	cc	and	and	0
againe	againe	av	again	again	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	n1	more	moor	0
transcendente	transcendente	fw-la	transcendente	transcendente	0
maner	maner	n1	manner	manner	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
If	If	cs	If	if	0
we	we	pns12	we	we	0
denie	denie	vvb	deny	deny	0
what	what	r-crq	what	what	0
God	God	np1	God	God	0
hes	hes	zz	hes	hes	0
done	done	vdn	done	do	0
,	,	,	,	,	0
we	we	pns12	we	we	0
ar	ar	vbr	are	be	0
false	false	j	false	false	0
and	and	cc	and	and	0
ungrate	ungrate	j	ungrate	ungrate	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
expect	expect	vvb	expect	expect	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
yet	yet	av	yet	yet	0
again	again	av	again	again	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
type	type	n1	type	type	0
,	,	,	,	,	0
it	it	pn31	it	it	0
wer	wer	vbdr	were	be	0
a	a	dt	a	a	0
worse	worse	av-jc	worse	worse	0
returning	returning	vvg	returning	return	0
than	than	cs	than	than	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Galatianes	Galatianes	npg1	Galatianes	galatianes	0
c	c	sy	c	c	0
.	.	.	.	.	1
4.9	4.9	crd	4.9	4.9	0
:	:	:	:	:	0
that	that	d	that	that	0
wes	wes	zz	wes	wes	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
types	types	n2	types	type	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
priestly	priestly	j	priestly	priestly	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
types	types	n2	types	type	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
kingly	kingly	j	kingly	kingly	0
office	office	n1	office	office	0
:	:	:	:	:	0
)	)	)	)	)	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
of	of	pp-f	of	of	0
none	none	pix	none	none	0
effect	effect	n1	effect	effect	0
unto	unto	p-acp	unto	unto	0
such	such	d	such	such	0
.	.	.	.	.	1
The	The	dt	The	the	0
elect	elect	j-vvn	elect	elect	0
Iewes	Iewes	np2	Iewes	Jew	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
rest	rest	vvi	rest	rest	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Mosaical	Mosaical	j	Mosaical	mosaical	0
types	types	n2	types	type	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
the	the	dt	the	the	0
Prophetes	Prophetes	n2	Prophets	prophet	0
gave	gave	vvd	gave	give	0
witnesse	witnesse	n1	witness	witness	0
unto	unto	p-acp	unto	unto	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
name	name	n1	name	name	0
whoseever	whoseever	n1	whoseever	whoseever	0
believes	believes	vvz	believes	believe	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
shall	shall	vmb	shall	shall	0
receive	receive	vvi	receive	receive	0
remission	remission	n1	remission	remission	0
of	of	pp-f	of	of	0
